comparison_id,domain,left_mention_id,right_mention_id,selection,source_candidate_id,left_paper_id,left_raw_phrase,left_proposed_semantic_role,left_quote,right_paper_id,right_raw_phrase,right_proposed_semantic_role,right_quote,proposed_relation,model_reason,evidence_scope,annotation_status,merge_applied,human_decision,human_reason
N1040,iTE,iTE:P1193:n2,iTE:P1125:n2,lexical_cosine_ge_0.7_lt_0.8,pair:9dd1e6c54596b2ad,P1193,band gap,quantity,"The structural, electronic, optical and thermoelectric properties of ternary CaBe2X2 (X = N, P, As, Sb and Bi) have been investigated comprehensively for the first time using density functional theory. All the compounds are optimized to obtain their ground states. Computed structural parameters agree to the available experimental results. Electronic band structure calculations reveal the semiconducting nature of the compounds, while bang gap decreases by changing the anion X from N to Bi the band gap decreases. In the valence band, major contribution is due to X-p state, while in conduction band (CB) the major contribution is mainly due to the Ca-d state. Furthermore, electron charge density plots reveal ionic bonding character with small covalent bonding. Optical properties are calculated in detail. Static value of refractive index shows inverse variation with band gap. The refractive indices of these compounds are high in the infrared region and gradually decreased in the visible and ultraviolet region. The thermoelectric properties are studied using Boltzmann statistics through BoltzTraP code. High optical conductivity peaks and figure of merits (ZT) for compounds reveal that they are good candidates for the optoelectronics and thermo-electric devices.",P1125,band gaps,quantity,"This report aims to demonstrate the plane wave pseudopotential approached ab initio computation based on density functional method integrated within semi-classical Boltzmann transport theory to investigate the pressure induced electronic, optical and thermoelectric properties of LiAeH3 (Ae = Ca, Sr, Ba) perovskite hydrides. The computed electronic structures of these compounds possess indirect band gaps with mixed covalent and ionic bonding in the whole range of studied pressure (0-50 GPa) in which the band gaps of LiCaH3 decrease while those of LiSrH3 and LiBaH3 increase as the pressure increases. The rational analyses of optical spectra devote these perovskites to optoelectronic applications. For instance, the investigated hydrides reveal plasmonic excitation owing to their unique loss spectra, which are significant in optical sensing devices. The estimated electronic and optical parameters are compared, whenever possible, to the available results and found a reasonable agreement among them. To further assess physical behavior, the pressure and temperature dependent thermoelectric properties in terms of Seebeck coefficients, thermal conductivities, electrical conductivities, power factors and figure of merits are carried out first time as implemented in the BoltzTraP code. The estimated positive Seebeck coefficients of the studied perovskites exhibit p-type semiconducting nature, and thus holes are the majority charge carriers for conduction rather than electrons. The large figure of merits and small thermal to electrical conductivity ratios disclose their suitability in thermoelectric device applications.",equivalent_to,均为电子能带带隙，单复数不改变一般量概念；间接性和压力各自保留。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1041,iTE,iTE:P1125:n2,iTE:P0649:n2,lexical_cosine_ge_0.7_lt_0.8,pair:f03256008b1ea356,P1125,band gaps,quantity,"This report aims to demonstrate the plane wave pseudopotential approached ab initio computation based on density functional method integrated within semi-classical Boltzmann transport theory to investigate the pressure induced electronic, optical and thermoelectric properties of LiAeH3 (Ae = Ca, Sr, Ba) perovskite hydrides. The computed electronic structures of these compounds possess indirect band gaps with mixed covalent and ionic bonding in the whole range of studied pressure (0-50 GPa) in which the band gaps of LiCaH3 decrease while those of LiSrH3 and LiBaH3 increase as the pressure increases. The rational analyses of optical spectra devote these perovskites to optoelectronic applications. For instance, the investigated hydrides reveal plasmonic excitation owing to their unique loss spectra, which are significant in optical sensing devices. The estimated electronic and optical parameters are compared, whenever possible, to the available results and found a reasonable agreement among them. To further assess physical behavior, the pressure and temperature dependent thermoelectric properties in terms of Seebeck coefficients, thermal conductivities, electrical conductivities, power factors and figure of merits are carried out first time as implemented in the BoltzTraP code. The estimated positive Seebeck coefficients of the studied perovskites exhibit p-type semiconducting nature, and thus holes are the majority charge carriers for conduction rather than electrons. The large figure of merits and small thermal to electrical conductivity ratios disclose their suitability in thermoelectric device applications.",P0649,Band gap,quantity,Band gap decreases linearly with the increase of Sn-concentration in each alloy system except for Mg2Si0.75Sn0.25 combination.,equivalent_to,band gaps 与 Band gap 为单复数及大小写差异，均为带隙概念。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1042,iTE,iTE:P0375:n1,iTE:P1043:n1,lexical_cosine_ge_0.7_lt_0.8,pair:d14377e320dfce14,P0375,ion carrier concentration,quantity,"The iTE properties of PEDOT:PAAMPSA:PA are optimized by controlling the ion carrier concentration, ion diffusion coefficient, and Eastman entropy, and high stretchability and self-healing ability are achieved based on the dynamic interactions between the components.",P1043,decrease in carrier concentration,quantity,"We present the results of low- and high-temperature measurements, from 5 to 800K, of the electrical resistivity and thermoelectric power of polycrystalline and c-axis-oriented textured samples of Ca3-zNdzCo4O9 (0 <= z <= 0.9). Crystallographic structure, microstructure and texture analyses of the samples have also been carried out. The substitution of the lighter rare-earth large ionic Nd for Ca results in an increase in the Seebeck coefficient. However, the resistivity of the samples also increases accordingly. In addition, the Hall effect of the polycrystalline Ca3-zNdzCo4O9 sample was studied in the 50-300 K interval. This measurement showed that the variation of Seebeck coefficient and resistivity are caused by a decrease in carrier concentration with Nd content. The decomposition temperatures of the samples with Nd content were observed to increase to values beyond the melting point of Ag, the technically important contact material for the fabrication of thermoelectric modules. The studies on the thermoforged samples indicate that the electrical resistivity of the textured samples decreased by 2.5-fold as compared with that of the conventional sintered samples. The increase in the decomposition temperature and the high Seebeck coefficient with low resistivity in thermoforged samples make the Nd-doped Ca3Co4O9 oxide as one of the candidate materials for high-temperature thermoelectric modules.",related_to,左侧明确离子载流子浓度，右侧 Nd 掺杂导致的载流浓度降低缺少同类载流定义，保留对象及方向。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1043,iTE,iTE:P0941:n2,iTE:P0350:n5,lexical_cosine_ge_0.7_lt_0.8,pair:04911b8ca4a1199f,P0941,high Seebeck coefficients,performance_function,"Cs-2[PdCl4]I-2 is an indirect-band semiconductor with high density of states near the valence band maximum, which leads to high Seebeck coefficients even at high carrier concentrations.",P0350,ionic Seebeck coefficient,performance_function,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",distinct_from,半导体价带态密度决定的电子系数与离子扩散差决定的离子系数不同。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1044,iTE,iTE:P1772:n2,iTE:P1270:n2,lexical_cosine_ge_0.7_lt_0.8,pair:ce30a3d4f86b5df0,P1772,dc electric conductivity,quantity,"The electrical and dielectrical properties of the glass and glass-ceramics with the 60SiO(2)-30Li(2)O-10Nb(2)O(5) (mole%) composition, containing LiNbO3 crystallites, were studied. The dc electric conductivity (sigma(dc)) and de activation energy (E-a(dc)) decreases with the rise of the heat-treatment (HT) temperature and with the increase of the amplitude of the applied electric field. The highest dielectric constant, 48.19, was observed in the 650HT sample. The dielectrical properties were discussed through a three serial capacitor model, two related with the sample surfaces and one with the bulk material, showing that the bulk has the major contribution for the dielectrical characteristics. A resistance in parallel with a constant phase element (CPE) is the best equivalent circuit that describes the dielectrical behavior. The obtained results reflect the important role carried out by the treatment temperature and the applied electric field in the electrical and dielectrical properties of the glass. (c) 2006 Elsevier B.V. All rights reserved.",P1270,dc conductivity,quantity,"Polycrystalline samples of Ga3In(Sn1-yTiy)(5)O-16, y <= 0.3 were prepared by solid-state synthesis and characterized to determine their optical properties, thermoelectric properties and electrical impedance. Using diffuse reflectance data and assuming a direct band gap, the band gap of the material ranges from 3.58 eV for y=0 to 3.74 eV for y=0.2. The dc conductivity decreased with increasing Ti content and was thermally activated, ranging from <= 10(-5) S/cm at 300 degrees C to 0.03 S/cm at 1000 degrees C for Ga3InSn5O16. The Seebeck coefficient was negative indicating n-type conduction. The activation energies for dc conduction and thermopower were similar, ranging from 1.4 +/- 0.1 eV for y=0 to 1.8 +/- 0.2 eV for y=0.2, suggesting band conduction. The thermal conductivity of Ga3InSn5O16 ranged from 1.1 W/m K at 500 degrees C to 0.75 W/m K at 800 degrees C. The highest figure of merit measured was 2 x 10(-4) at similar to 900 degrees C, which is much lower than desired for thermoelectric materials. A comparison of dc conductivity and impedance data indicated a substantial ionic contribution for samples containing titanium. (C) 2012 Elsevier Inc. All rights reserved.",uncertain,二者均为直流电导，但右侧有显著离子贡献，左侧载流组分未明确，不能无条件归一。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1045,iTE,iTE:P0870:n1,iTE:P1826:n2,lexical_cosine_ge_0.7_lt_0.8,pair:593637d7f134e88d,P0870,electronic charge compensation,mechanism_process,"The present work studied semiconducting properties for polycrystalline specimens of Nb-doped TiO2 (0.65 atom % Nb) by the measurements of thermoelectric power in the temperature range of 1073-1298 K and in the oxygen activity range of 10(-13) Pa < P(O-2) < 75 kPa. The determined thermoelectric power data allow one to make the following points: (1) The charge transport in Nb-doped TiO2 is closely related to oxygen activity; (2) in reduced conditions, Nb-doped TiO2 exhibits metallic-type properties, which are related to electronic charge compensation; (3) in oxidized conditions, Nb-doped TiO2 exhibits semiconducting properties, which are related to ionic charge compensation; and (4) the thermoelectric power data are consistent with the proposed effect of niobium on the defect disorder model of TiO2.",P1826,electronic and ionic lattice charge compensations,mechanism_process,"The present work reports the electrical properties of high-purity single-crystal TiO2 from measurements of the electrical conductivity in the temperature range 1073-1323 K and in gas phases of controlled oxygen activities in the range 10(-13) to 10(5) Pa. The effect of the oxygen activity on the electrical conductivity indicates that oxygen vacancies are the predominant defects in the studied ranges of temperature and oxygen activities. The electronic and ionic lattice charge compensations were revealed at low and high oxygen activities, respectively. The determined semiconducting quantities include: the activation energy of the electrical conductivity (E-sigma = 125-205 kJ (.) mol(-1)), the activation energies of the electrical conductivity components associated with electrons (E-n = 218 kJ (.) mol(-1)), electron holes (E-p = 34 kJ (.) mol(-1)), and ions (E-i = 227 kJ (.) mol(-1)), and the enthalpy of motion for electronic defects (Delta H-m = 4 kJ/ mol). The electrical conductivity data are considered in terms of the components related to electrons, holes, and ions. The obtained data allow the determination of the n-p demarcation line in terms of temperature and oxygen activities. The band gap determined from the electronic component of the electrical conductivity is 3.1 eV.",related_to,单一电子电荷补偿与电子及离子晶格补偿复合过程不能折叠。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1046,TG,TG:P0124:n2,TG:P0326:n2,lexical_cosine_ge_0.7_lt_0.8,pair:4599a006a9546934,P0124,corrosion rates,quantity,"Thermogalvanic corrosion of the copper/copper and AISI 316L/AISI 316L stainless steel pairs was studied in heavy lithium bromide brines under hydrodynamic conditions. The galvanic coupling effect between copper and stainless steel was also analysed. The cold electrode (25 degrees C) was the stainless steel for the galvanic pair, whereas copper temperature varied (25, 50 and 75 degrees C). A hydrodynamic circuit was designed to study thermogalvanic corrosion by means of the zero resistance ammeter technique. Hot cathodes take place in stainless steel pairs while cold cathodes are present in copper/copper and stainless steel/copper pairs: this agrees with the thermal temperature coefficient of the potential sign. Thermogalvanic corrosion increases corrosion rates, especially working with copper. Weight loss measurements show that there is a combined effect due to the thermogalvanic and the galvanic effects. (c) 2012 Elsevier Ltd. All rights reserved.",P0326,corrosion,mechanism_process,"The corrosion of carbon steel in concentrated LiNO3 solution at high temperature was investigated by a weight loss method. Results showed that increasing temperature and pH would increase the corrosion rate, and increasing concentration and adding Li2CrO4 would reduce the corrosion rate. The corrosion in LiNO3 solution was general corrosion and the corrosion products were composed of Fe3O4 and Fe2O3. A compact passive layer comprising of Cr2O3, Fe3O4 and Fe2O3 was observed with adding Li2CrO4, and it could effectively depress the corrosion. The carbon steel corrosion in LiNO3 solution was much smaller than that in LiBr solution. (C) 2013 Elsevier Ltd. All rights reserved.",related_to,腐蚀速率是量，腐蚀是过程，不能混同过程和速率。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1047,iTE,iTE:P0364:n4,iTE:P0833:n2,lexical_cosine_ge_0.7_lt_0.8,pair:6847e6b0cd5df8d7,P0364,Seebeck coefficient (S),performance_function,"The anionic polymer in the cation-selective hydrogel is attractive to sodium ions, while the cationic polymer in the anion-selective hydrogel is attractive to chloride ions. This regulates the thermal mobility of ions in the hydrogel without polymer modification or the addition of some additives, thus enhancing or changing the Seebeck coefficient (S).",P0833,Seebeck coefficient S,performance_function,"Then by means of the low-temperature cheap and scalable method Successive Ionic Layer Adsorption and Reaction (SILAR) we deposited copper iodide (CuI) film of 0.72 mu m thickness on both sides of the 12 mu m thick NC substrate, and thus obtained light-weight and flexible biodegradable nontoxic thermoelectric material CuI/NC. Crystal structure, morphology, chemical composition, and optical, electrical and thermoelectric properties of the CuI/NC have been researched. Studies have shown that nanostructured p-type semiconductor CuI film in the CuI/NC TE material is quite dense and completely covers the NC surface. It has typical optical direct band gap approximate to 3.0 eV, is single-phase gamma-CuI with crystallite sizes in the 19-25 nm range, with moderate dislocation density of (1.6-2.8) x 10(15) lines/m(2), and tolerable microstrains e of (4-9) x 10(-3) a.u. The determined value of the Seebeck coefficient S is similar to 228 mu V K-1, at that, S is constant in the temperature range 290-335 K.",distinct_from,右侧摘要已核实为 p 型 CuI 半导体，左侧明确离子热迁移响应，符号 S 相同不表示同一载流机制。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1048,iTE,iTE:P1384:n2,iTE:P0468:n2,lexical_cosine_ge_0.7_lt_0.8,pair:6202ff0a9f702c80,P1384,reduction in thermal conductivity,quantity,"First-principles calculations have been performed to investigate electronic band structures, vibrational characters, and related transport properties of pnictogen-substituted skutterudites filled with alkaline-earth elements (MxCo(4)A(6)B(6), where M = Ca, Sr, or Ba, A = Ge or Sn, B = Se or Te, and x = 0.5 or 1). Electronic transport properties related to thermoelectricity, including the Seebeck coefficient and the electrical conductivity, are computed by using the Boltzmann transport formalism within the constant-relaxation-time approximation. The results are compared against the corresponding properties of the unfilled pnictogen-substituted ternary skutterudites (CoA(1.5)B(1.5)) to identify the effects of filling to estimate the potential for thermoelectric applications. The changes in the ionic character of the interatomic bonding between the Group 14 (A) and Group 16 (B) elements, which was suspected to be a major scattering source in unfilled pnictogen-substituted ternary skutterudites, are probed by analyzing the projected density of states, the charge densities, and the Born effective charges, in an attempt to identify a potential path for improvement of the thermoelectric performance. Our computational results suggest that the analyzed performance of the filled pnictogen-substituted skutterudites should exhibit no significant improvement over that of the corresponding unfilled pnictogen-substituted ternary skutterudites, unless significant reduction in thermal conductivity is achieved by the rattling motion of the filler atoms. Published by AIP Publishing.",P0468,thermal conductivity,quantity,"In this work, a series of polypyrrole-based composite materials were processed with different imidazolium ILs, varying the nature of the counter anions to investigate their effect on the electrical conductivity, Seebeck coefficient, and thermal conductivity of the polymer. Through a combination of physicochemical and thermoelectric characterization, including Fourier transform infrared (FTIR) spectroscopy, Raman spectroscopy, thermogravimetric analysis (TGA), scanning electron microscopy (SEM), and thermoelectric measurements, the effect of the ionic liquid on the physicochemical and thermoelectric properties of polypyrrole was investigated. The results demonstrated that the anionic structure plays a key role in enhancing the thermoelectric properties of PPy. In fact, the incorporation of 1-ethyl-3-methylimidazolium tetrachloroferrate(III) (EMImFeCl4) led to a significant improvement in the Seebeck coefficient (S = 384.615 & micro;V & centerdot;K-1), with PPy-EMImFeCl4 showing the most notable increase in terms of figure of merit (ZT = 5.109 & times; 10-3), which was approximately 250 times that of the neat polypyrrole.",narrower_than,热导率降低带变化方向，比一般热导率更具体。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1049,iTE,iTE:P1384:n2,iTE:P1062:n2,lexical_cosine_ge_0.7_lt_0.8,pair:ea9aa0f963964eac,P1384,reduction in thermal conductivity,quantity,"First-principles calculations have been performed to investigate electronic band structures, vibrational characters, and related transport properties of pnictogen-substituted skutterudites filled with alkaline-earth elements (MxCo(4)A(6)B(6), where M = Ca, Sr, or Ba, A = Ge or Sn, B = Se or Te, and x = 0.5 or 1). Electronic transport properties related to thermoelectricity, including the Seebeck coefficient and the electrical conductivity, are computed by using the Boltzmann transport formalism within the constant-relaxation-time approximation. The results are compared against the corresponding properties of the unfilled pnictogen-substituted ternary skutterudites (CoA(1.5)B(1.5)) to identify the effects of filling to estimate the potential for thermoelectric applications. The changes in the ionic character of the interatomic bonding between the Group 14 (A) and Group 16 (B) elements, which was suspected to be a major scattering source in unfilled pnictogen-substituted ternary skutterudites, are probed by analyzing the projected density of states, the charge densities, and the Born effective charges, in an attempt to identify a potential path for improvement of the thermoelectric performance. Our computational results suggest that the analyzed performance of the filled pnictogen-substituted skutterudites should exhibit no significant improvement over that of the corresponding unfilled pnictogen-substituted ternary skutterudites, unless significant reduction in thermal conductivity is achieved by the rattling motion of the filler atoms. Published by AIP Publishing.",P1062,Thermal conductivity,quantity,"Quantitative X-ray powder diffraction analysis demonstrates that mixing Ti, Zr and Hf on the ionic site in the half-Heusler structure, which is a common strategy to lower the lattice thermal conductivity in this important class of thermoelectric materials, leads to multiphase behaviour. For example, nominal Ti0.5Zr0.5NiSn has a distribution of Ti1-xZrxNiSn compositions between 0.24 <= x <= 0.70. Similar variations are observed for Zr0.50Hf0.5NiSn and Ti0.5Hf0.5NiSn. Electron microscopy and elemental mapping demonstrate that the main compositional variations occur over micrometre length scales. The thermoelectric power factors of the mixed phase samples are improved compared to the single phase end-members (e. g. S-2/rho = 1.8 mW m(-1) K-2 for Ti0.5Zr0.5NiSn, compared to S-2/rho = 1.5 mW m(-1) K-2 for TiNiSn), demonstrating that the multiphase behaviour is not detrimental to electronic transport. Thermal conductivity measurements for Ti0.5Zr0.5NiSn0.95 suggest that the dominant reduction comes from Ti/Zr mass and size difference phonon scattering with the multiphase behaviour a secondary effect.",narrower_than,左侧节点保留 reduction 限定，右侧仅命名热导率，不删除方向信息。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1050,iTE,iTE:P1724:n2,iTE:P0589:n3,lexical_cosine_ge_0.7_lt_0.8,pair:e5a315e4c363f7be,P1724,exciton dissociation,mechanism_process,exciton binding energies were estimated and found to be sufficiently low to enable efficient exciton dissociation at room temperature.,P0589,ion dissociation,mechanism_process,"The ferroelectric polarization and oxygenvacancy-rich surfaces of SrTiO3 generate built-in local electric fields and ion-selective anchoring sites, which promote ion dissociation and amplify cation-anion migration asymmetry.",distinct_from,激子解离与离子解离的解离对象不同。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1051,iTE,iTE:P1443:n2,iTE:P0638:n2,lexical_cosine_ge_0.7_lt_0.8,pair:550f4a4d254acb55,P1443,lowest lattice thermal conductivity,quantity,"Improving the thermoelectric (TE) performance of Cu3SnS4 is challenging because it exhibits a metallic behavior, therefore, a strategy should be envisaged to coordinate the carrier concentration (n(H)) and Seebeck coefficient (alpha). The coordination in this work has been realized through the Fermi level (E-f) unpinning and shifting towards the conduction band (CB) via addition of excess Sn in Cu3SnS4. As a result, the solid solution Cu3Sn1+xS4 (x = 0.2) has a moderate alpha(178.0 mu V K-1) at 790 K and a high n(H) (1.54 x 10(21) cm(-3)) value. Along with the lowest lattice thermal conductivity k(L) (0.39 W K-1 m(-1)) caused by the increased phonon scattering by carriers, the highest ZT value of 0.75 is attained at similar to 790 K. This value is 2.8 times that of the stoichiometric Cu3SnS4, and stands among the highest for ternary Cu-Sn-S sulfide thermoelectrics at the corresponding temperatures. More importantly, this approach used in the case of ternary Cu3SnS4 provides a guidance or reference to improve the TE performance of other materials.",P0638,low lattice thermal conductivity,quantity,"In the whole measured temperature range, Ag2S demonstrates an intrinsically low lattice thermal conductivity (below 0.6 W.m(-1).K-1). The calculated phonon dispersion indicates that the weak chemical bonding between Ag and S is responsible for the low lattice thermal conductivity observed in the monoclinic Ag2S.",related_to,最低值与低值相关，但 lowest 依赖比较集合，不可抹去极值限定。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1052,iTE,iTE:P1114:n2,iTE:P1697:n3,lexical_cosine_ge_0.7_lt_0.8,pair:435dfd949f3f8af8,P1114,ultralow kappa l,quantity,"High-efficiency thermoelectric materials require two essential characteristics; low lattice thermal conductivity (kappa l) and high power factor (PF). Although group-III chalcogenides exhibit extremely high PF, their high kappa l hinders their practical applications. Through first-principles calculations, we have discovered that the LiMTe2 (M = Al, Ga, and In) monolayers, which have a similar structure stacking as the group-III chalcogenides, simultaneously possess the two key characteristics mentioned above. The kappa l values of the LiMTe2 monolayers are as low as 1.4-2.0 W m ¡1 K ¡1 at room temperature. Detailed analysis of bonding characteristics and phonon scattering rates suggests that the ultralow kappa l can be mainly attributed to the strong bond anharmonicity, which is a result of the cooperative endeavor of bond heterogeneity (coexistence of strong covalent bonds and weak ionic bonds) and the existence of lone-pair electrons. Additionally, the pudding-mold type of the conduction band near the Fermi level contributes to the high power factor of LiMTe2 monolayers. Therefore, the ZT values of n-type doped LiMTe2 monolayers exceed 1 at T = 800 K and carrier conentration of 1.71 x 1012-3.32 x 1012 cm ¡2, indicating the great potential of the 2D LiMTe2-family under n-type doping as high-temperature thermoelectric materials. The current work suggests that increasing bond complexity and the introduction of lone-pair electrons are strategic pathways for designing high-performance thermoelectric materials.",P1697,Ultralow kappa(L),quantity,Ultralow kappa(L) of TlSe is a result of its low energy optical phonon modes which strongly interact with the heat carrying acoustic phonons.,equivalent_to,kappa l 与 kappa(L) 均在声子散射语境表示晶格热导率，且保留相同 ultralow 程度。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1053,iTE,iTE:P1114:n2,iTE:P1094:n2,lexical_cosine_ge_0.7_lt_0.8,pair:79f80c1f7d76b247,P1114,ultralow kappa l,quantity,"High-efficiency thermoelectric materials require two essential characteristics; low lattice thermal conductivity (kappa l) and high power factor (PF). Although group-III chalcogenides exhibit extremely high PF, their high kappa l hinders their practical applications. Through first-principles calculations, we have discovered that the LiMTe2 (M = Al, Ga, and In) monolayers, which have a similar structure stacking as the group-III chalcogenides, simultaneously possess the two key characteristics mentioned above. The kappa l values of the LiMTe2 monolayers are as low as 1.4-2.0 W m ¡1 K ¡1 at room temperature. Detailed analysis of bonding characteristics and phonon scattering rates suggests that the ultralow kappa l can be mainly attributed to the strong bond anharmonicity, which is a result of the cooperative endeavor of bond heterogeneity (coexistence of strong covalent bonds and weak ionic bonds) and the existence of lone-pair electrons. Additionally, the pudding-mold type of the conduction band near the Fermi level contributes to the high power factor of LiMTe2 monolayers. Therefore, the ZT values of n-type doped LiMTe2 monolayers exceed 1 at T = 800 K and carrier conentration of 1.71 x 1012-3.32 x 1012 cm ¡2, indicating the great potential of the 2D LiMTe2-family under n-type doping as high-temperature thermoelectric materials. The current work suggests that increasing bond complexity and the introduction of lone-pair electrons are strategic pathways for designing high-performance thermoelectric materials.",P1094,ultralow kappa(L),quantity,"State-of-the-art first-principles calculations are performed to investigate the thermoelectric transport properties in thallium-based fluoride perovskites TlXF3 (X = Hg, Sn, Pb) by considering anharmonic renormalization of the phonon energy and capturing reasonable electron relaxation times. The lattice thermal conductivity, kappa(L), of the three compounds is very low, among which TlPbF3 is only 0.42 W m(-1) K-1 at 300 K, which is less than half of that of quartz glass. The low acoustic mode group velocity and strong three-phonon scattering caused by the strong anharmonicity of the Tl atom are the origin of the ultralow kappa(L). Meanwhile, the strong ionic bonds between X (X = Hg, Sn, Pb) and F atoms provide good electrical transport properties. The results show that the ZT value of TlHgF3 at 900 K is 1.58, which is higher than the 1.5 value of FeNbSb at 1200 K. TlSnF3 and TlPbF3 also exceed 1, which is close to the classical thermoelectric material PbTe:Na. Furthermore, we present the methods and expected effects of improving the ZT value through nanostructures.",equivalent_to,两处均为极低晶格热导率，符号排版及大小写不同不改变概念。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1054,iTE,iTE:P0716:n3,iTE:P1010:n2,lexical_cosine_ge_0.7_lt_0.8,pair:ae67bf20e8a25e23,P0716,thermoelectric figure of merit,performance_function,"In the previous work, the superionic mechanism was found to be enhanced by small and randomly orientated lamellae with alternating ordered Se ion monolayer and disordered Cu ion bilayers. Here, we further enhance the superionic mechanism by increasing and better aligning lamellae in bulk Cu1.94Al0.02Se, resulting in a large thermoelectric figure of merit of 2.62 at 756 degrees C.",P1010,dimensionless thermoelectric figure of merit,performance_function,"Copper sulfide is a multifunctional material. Copper sulfides are known to be used in photoelectric converters, in plasmonics, in active electrodes of batteries and supercapacitors, etc. The excellent thermoelectric properties of copper sulfide are well-known too. The purpose of this study is to investigate the thermoelectric performance of nanocomposite copper sulfide contained monoclinic Cu2S and tetragonal Cu1.96S phase. According to scanning electron microscopy, the average particle size of the synthesized powder was about 373 nm. The Li0.11Cu1.89S sample showed an electronic conductivity of 50-180 S/cm, a Seebeck coefficient of 0.04-0.31 mV/K in the range of 300-700 K, and high power factor 5.8 mu W K-2cm-1 at 672 K. Total thermal conductivity decreases with increasing temperature from 0.61 to 0.22 W center dot K- 1m- 1 in the range of 300-700 K. Such low thermal conductivity and high power factor made it possible to achieve an extremely high dimensionless thermoelectric figure of merit ZT = 1.76 at 672 K, which allows to consider the Li0.11Cu1.89S alloy as a promising thermoelectric material.",equivalent_to,两处均为无量纲热电优值 ZT，右侧显式写出 dimensionless，材料及数值独立保留。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
N1055,iTE,iTE:P1159:n1,iTE:P0870:n3,lexical_cosine_ge_0.7_lt_0.8,pair:35c8c83d33d1f8d9,P1159,charge compensation effect,mechanism_process,"The effects of Ca doping content on the crystal structure, electronic transport, thermal transport, and mechanical properties of In2O3 were systematically studied by means of X-ray diffraction (XRD), thermoelectric performance test, and first-principles calculation. XRD analysis shows that Ca2+ can be completely solid-dissolved into the In2O3 lattice to form a single-phase solid solution without the formation of impurity phases, and the lattice constant increases linearly with the increase in doping content, confirming that Ca2+ successfully replaces In3+ and triggers lattice expansion. The results of thermoelectric performance tests show that Ca doping can significantly improve the electrical conductivity of the material. The essence is that Ca doping introduces a large number of free electrons through the charge compensation effect, and coordinately regulates the carrier concentration and mobility to optimize the electronic transport performance. In terms of thermal transport performance, Ca doping leads to a decreasing trend of the total thermal conductivity of the material. The core mechanism is that the difference in ionic radius between Ca2+ and In3+ causes lattice distortion, enhanced mass fluctuation scattering, and defect scattering. At the same time, the decrease in Young's modulus intensifies phonon scattering, resulting in a significant decrease in lattice thermal conductivity (dominating the change in total thermal conductivity), while the electronic thermal conductivity increases slightly but accounts for a very low proportion. Under the synergistic optimization of electrical and thermal transport, the thermoelectric figure of merit (ZT) of the material increases from similar to 0.05 to similar to 0.239, with particularly prominent effects in the medium and high-temperature range.",P0870,ionic charge compensation,mechanism_process,"The present work studied semiconducting properties for polycrystalline specimens of Nb-doped TiO2 (0.65 atom % Nb) by the measurements of thermoelectric power in the temperature range of 1073-1298 K and in the oxygen activity range of 10(-13) Pa < P(O-2) < 75 kPa. The determined thermoelectric power data allow one to make the following points: (1) The charge transport in Nb-doped TiO2 is closely related to oxygen activity; (2) in reduced conditions, Nb-doped TiO2 exhibits metallic-type properties, which are related to electronic charge compensation; (3) in oxidized conditions, Nb-doped TiO2 exhibits semiconducting properties, which are related to ionic charge compensation; and (4) the thermoelectric power data are consistent with the proposed effect of niobium on the defect disorder model of TiO2.",distinct_from,左侧通过引入自由电子实现补偿，右侧明确离子电荷补偿，不能将二种补偿机制混同。,node_containing_sentences_from_original_quote,model_proposed_pending_human,False,,
