method,source,source_label,source_role,target,target_label,target_role,rank,score,source_context,target_context
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P0867:n3,Co–O bond nature,interaction,1,0.96263587474823,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P0867:n2,M substitution and variation of x from 0 to 0.3,design_strategy,2,0.959067702293396,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P0867:n4,Lattice isomorphous to the 232 structure,state_structure,3,0.9560704827308655,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1182:b,"La1−xSrxCo1−xMgxO3, x = 0, 0.025, 0.05, 0.1",material_entity,4,0.8848251104354858,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","A strategy to improve the thermoelectric properties of LaCoO3 by the double substitution of Sr and Mg in La1-xSrxCo1-xMgxO3 (x=0, 0.025, 0.05, 0.1) is presented."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1576:m,[CoO2][Ca2CoO3-delta]0.62 misfit compound,material_entity,5,0.8793938159942627,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","The misfit compound [CoO2][Ca2CoO3-delta](0.62) is well-known for its good potentialities in the Field of thermoelectric oxides combining good electronic transport, high Seebeck coefficient, and low thermal conductivity."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1576:tec,TEC = 9–10 × 10^-6 degrees C^-1,quantity,6,0.8736458420753479,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","The misfit compound [CoO2][Ca2CoO3-delta](0.62) is well-known for its good potentialities in the Field of thermoelectric oxides combining good electronic transport, high Seebeck coefficient, and low thermal conductivity."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1423:all,"La0.67(Bi0.0835Na0.0835)A0.165MnO3 (A = Ca, Sr, Pb, Ba)",material_entity,7,0.8721948266029358,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","The present work reports on the effect of divalent ion doping (Ca2+, Sr2+, Pb2+ & Ba2+) ions at A-site in the compound with compositional formula La-0.67(Bi0.0835Na0.0835)A(0.165)MnO(3) on structural, magnetic, magneto-transport and thermoelectric properties."
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1456:te,Enhanced thermoelectric properties,performance_function,8,0.8721231818199158,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.",These results show that Bi doping is an effective approach for enhancing the thermoelectric properties of hexagonal Ba2-xBixCoRuO6 perovskite oxides.
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1755:n6,Thermoelectric characteristics of [Ca2CoO3]0.62[CoO2],performance_function,9,0.871558427810669,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.",The doped Ln ions have noticeable influences on the TE characteristics of [Ca2CoO3](0.62)[CoO2] system.
vector,iTE:P0867:n1,"Bi1.5Pb0.5Ca2−xMxCo2O8−δ with M = Sc3+, Y3+, or La3+",material_entity,iTE:P1005:solid,"Bi1.7Ba2(Co1−zRhz)2Oα solid solutions, 0 < z < 1",material_entity,10,0.8703394532203674,"In order to understand the origin of good thermoelectric (TE) properties in the transition metal oxides with the lattice structure isomorphous to the 232-structure, the bond nature between Co and O ions in Bi1.5Pb0.5Ca2-xMxCo2O8-delta-system has been tried to vary by replacing M with Sc3+, Y3+ or La3+ and by changing x from 0 to 0.3.","We have investigated the thermoelectric properties of Co and Rh mixed solid solutions Bi1.7Ba2(Co1-zRhz)(2)O-alpha (0 < z < 1) with hexagonal (Co,Rh)O-2 layers."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0940:dev,Self-supported three-arm photothermoelectric devices,material_entity,1,0.9814585447311401,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0940:power,Output power 13.57 nW,quantity,2,0.9761189818382263,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0940:current,Output current approximately 50 μA,quantity,3,0.9742872714996338,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0940:stable,Internal resistance variation less than 5%,performance_function,4,0.9526304602622986,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P1430:te,Enhanced PEDOT:PSS thermoelectric properties,performance_function,5,0.907143235206604,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.",These results demonstrate that post-treatment is a promising approach to enhance the TE properties of PEDOT: PSS thin films.
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P1403:heat,Thermal energy harvesting,application,6,0.9056322574615479,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","As a demonstration, PEDOT:PSS films with different electrical characteristics are successfully applied for thermal energy harvesting, healthcare monitoring and human motion detection upon humidity exposure."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0454:pf,Power factor 40.89 μW m−1 K−2,quantity,7,0.9000380635261536,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","By employing laser irradiation and surface treatment with IL, the modified PEDOT:PSS films showed a S of 20.63 mu V.K-1, a sigma of 960.7 S.cm(-1), and a power factor (PF) of 40.89 mu W.m(- 1).K-2."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0430:app,Photo-thermoelectric devices,application,8,0.8999780416488647,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","Due to the high photothermal efficiency of MXene, a fully-printed flexible device integrated with 30 legs of n-type PSSH/MXene film in series generated a voltage of up to -1.64 V under 0.1 W/cm2 simulated sunlight illumination, demonstrating its potential applications in photo-thermoelectric devices."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P0482:te,Thermoelectric performance of post-treated PEDOT:PSS films,performance_function,9,0.8994554281234741,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","Subsequently, a model is developed indicating that ILs, which contain small, sterically unhindered ions with a strong localized charge, appear beneficial to boost the thermoelectric performance of post-treated PEDOT:PSS films."
vector,iTE:P0940:pte,Photothermoelectric effect,mechanism_process,iTE:P1403:p,PEDOT:PSS-based conductors,material_entity,10,0.8978247046470642,"As a result, the photothermoelectric effect for the self-supported three-arm devices produced an enormous output current and power of similar to 50 mu A and 13.57 nW, respectively, which showed significant improvement compared with other PEDOT:PSS films reported in the literature.","As a demonstration, PEDOT:PSS films with different electrical characteristics are successfully applied for thermal energy harvesting, healthcare monitoring and human motion detection upon humidity exposure."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1009:gen,Thermoelectric generators,application,1,0.9760096669197083,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1009:parent,Parent CsZnCl3,material_entity,2,0.9045731425285339,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","These materials are computed from the doping of Carbon (C) and Nitrogen (N) atoms in cubic nonmagnetic parent perovskite CsZnCl3 and have been tested on the ground of magnetism, electronic band gap henceforth the optoelectronic and thermoelectric performances."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1490:te,High-performance thermoelectric material,application,3,0.896552324295044,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","According to calculations, the maximum ZT value at 600 K is 0.65, which raises the possibility that Cs2CdZnCl6 is a high -performance thermoelectric material."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1215:n11,Thermoelectric devices,application,4,0.8936638236045837,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","Among the compounds, CaZn2Si2 has the best figure of merit and may find use in thermoelectric devices."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1117:use,High-temperature thermoelectric applications,application,5,0.8913118839263916,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","These findings suggest that CsSnBr2Cl, CsSnCl2Br, and CsSnCl3 are promising materials for high-temperature thermoelectric applications."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1009:doping,Carbon or nitrogen doping of CsZnCl3,design_strategy,6,0.8887891173362732,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","These materials are computed from the doping of Carbon (C) and Nitrogen (N) atoms in cubic nonmagnetic parent perovskite CsZnCl3 and have been tested on the ground of magnetism, electronic band gap henceforth the optoelectronic and thermoelectric performances."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1009:all,"CsZnCl3−aYa (Y = C, N; a = 0, 1)",material_entity,7,0.8854789137840271,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","The perovskite halide materials namely CsZnCl3-aYa (Y=C, N and a = 0, 1) have been studied in the frame work of density functional theory (DFT)."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P0948:te,Thermoelectric applications,application,8,0.8823396563529968,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","The figure of merit value found enhanced from 0.88 to 1.06 with one orientation of spins for CsZnBr2C at high temperature, which suggests its potential use in thermoelectric applications."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P0942:te,Thermoelectric applications,application,9,0.8774568438529968,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","The calculations of transport properties by using BoltzTrap code reveals a high figure of merit close to unity for CsSnX3 (Cl, Br) at room temperature, highlighting their potential for thermoelectric applications."
vector,iTE:P1009:doped,CsZnCl2C and CsZnCl2N,material_entity,iTE:P1117:eff,Improved thermoelectric efficiency,performance_function,10,0.8772451281547546,"This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","At 1000 K, CsSnBr3, CsSnBr2Cl, CsSnCl2Br, and CsSnCl3 show ZT values of 0.46, 0.47, 0.48, and 0.52, respectively, indicating improved thermoelectric efficiency with increasing Cl content."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1390:n15,Lower onset voltage,performance_function,1,0.8787747025489807,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",The EDL (interfacial) doping of the anion-tethered PIL leads to higher mobilities at low carrier concentrations in P3HT with lower onset voltages.
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1434:stress,Voltage bias stress effects,mechanism_process,2,0.8594291806221008,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","Additionally, these findings suggest that the incorporation of crosslinking agents can limit voltage bias stress effects caused by ion migration, which could be applied to a broad range of MHP materials that experience internal instabilities due to ionic effects."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1434:migration,Ion migration,mechanism_process,3,0.8564269542694092,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","Additionally, these findings suggest that the incorporation of crosslinking agents can limit voltage bias stress effects caused by ion migration, which could be applied to a broad range of MHP materials that experience internal instabilities due to ionic effects."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0442:w,Output power,performance_function,4,0.855126678943634,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","The results indicate that redox ions not only endow the material with stable continuous discharge capability but also weaken the Coulomb interactions between host ions and selectively inhibit the diffusion of DCA-, thereby enlarging the concentration gradient between cations and anions across the cold and hot ends and significantly enhancing thermopower and output power."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1475:p,p-type conduction,mechanism_process,5,0.8529767990112305,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","Thermopower results indicated p-type conduction, with Seebeck coefficients increasing as R3+ ionic size decreased and sign reversals suggesting multiband transport."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1879:small,Small gate voltage,condition,6,0.8512797951698303,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","In the small gate voltage region, ions in the electrolyte are accumulated on the surface of the samples which leads to the large electric potential drop and resultant electrostatic carrier doping at the interface."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0442:d,Stable continuous discharge,performance_function,7,0.8509556651115417,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","The results indicate that redox ions not only endow the material with stable continuous discharge capability but also weaken the Coulomb interactions between host ions and selectively inhibit the diffusion of DCA-, thereby enlarging the concentration gradient between cations and anions across the cold and hot ends and significantly enhancing thermopower and output power."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0764:n4,Reduced ionic conductivity,quantity,8,0.8507624864578247,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","By employing time-dependent open-circuit voltage measurement, we demonstrate that a redundant ionic Seebeck component in the mixed ion-electron conducting polymer PEDOT:PSS can be suppressed by simple chemical treatments."
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0618:q2,Electrical conductivity,quantity,9,0.8501896858215332,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",The ion accumulation can increase the Seebeck coefficient of the PEDOT: PSS films by 1.2-2 fold while it does not remarkably affect the electrical conductivity.
vector,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0442:i,Coulomb interactions between host ions,interaction,10,0.8494353294372559,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","The results indicate that redox ions not only endow the material with stable continuous discharge capability but also weaken the Coulomb interactions between host ions and selectively inhibit the diffusion of DCA-, thereby enlarging the concentration gradient between cations and anions across the cold and hot ends and significantly enhancing thermopower and output power."
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n22,zT of vacancy-containing BiCuOSe,performance_function,1,0.9836916923522949,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT."
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n21,Seebeck coefficients of vacancy-containing BiCuOSe,quantity,2,0.9816483855247498,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT."
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n19,Introduction of Bi and O vacancies in BiCuOSe,design_strategy,3,0.9714632034301758,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT."
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n16,Total thermal conductivity,quantity,4,0.8918878436088562,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.",Total and lattice thermal conductivity of Bi0.96CuSeO is higher than BiCuSeO as well as Bi0.96CuSeO0.98.
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n17,Lattice thermal conductivity,quantity,5,0.8912592530250549,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.",Total and lattice thermal conductivity of Bi0.96CuSeO is higher than BiCuSeO as well as Bi0.96CuSeO0.98.
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1456:k,Improved thermal conductivity,quantity,6,0.8876259326934814,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.",The Seebeck coefficient (S) and thermal conductivity (kappa) are improved significantly with Bi doping.
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P0491:tc,Thermal conductivity,quantity,7,0.8874815702438354,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.",The thermal conductivity was reduced by the effects of the O-2(-) ions vacancy as point defect.
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n8,Bi vacancies,state_structure,8,0.886520504951477,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","The electrical resistivity of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies."
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n10,O vacancies,state_structure,9,0.8858187198638916,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","The electrical resistivity of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies."
vector,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1517:k,Thermal conductivity,quantity,10,0.8847925662994385,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","As the Co-substitution and Ce-filling contents increased, the Seebeck coefficient increased, while electrical and thermal conductivities decreased."
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1199:eff,Enhanced overall energy conversion efficiency,performance_function,1,0.9607448577880859,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells."
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1199:k,Effective thermal conductivity of ionic thermocells,quantity,2,0.9313839077949524,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells."
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0474:p2,Maintenance of temperature gradient,performance_function,3,0.8770426511764526,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.",The obtained Seebeck coefficients of 2 mV K-1 allow for high power outputs while the polymer matrix maintains the temperature gradient by its low thermal conductivity.
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0771:flow,Huge heat flow required to impose a large temperature gradient,quantity,4,0.8723800778388977,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.",The main difficulty of thermoelectric energy harvesting is imposing a large temperature gradient.
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0433:grad,Temperature gradient,condition,5,0.8694733381271362,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","By leveraging the latent heat buffering of composite phase-change materials and temperature gradient--driven ionic thermoelectric techniques, this work reports an integrated system combining electronic thermal management with ionic thermoelectric energy conversion."
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1104:gradient,Temperature gradients,condition,6,0.8682754635810852,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Temperature gradients drive directional ion migration, enabling direct thermal-to-electrical energy conversion and intrinsic self-powering capabilities."
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0973:stable,High thermal stability,performance_function,7,0.8642188906669617,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.",The use of thermoelectric modules as a heat flux sensor and as a heat pump in our calorimeter enables us to measure thermal phenomena with high sensitivity and high thermal stability at very slow heating and cooling rates.
vector,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0771:gradient,Temperature gradient,condition,8,0.8635864853858948,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","In the first case, temperature gradients are necessary."
