hypothesis_variant_id,variant_status,program_id,program_rule_code,program_title_cn,source_insight_id,source_paper_id,source_year,source_title,source_doi,source_evidence_tier,source_evidence_level,source_hypothesis_lane,source_scope_route,source_lever_codes,source_levers_cn,source_claim,source_intervention_evidence,source_mechanism_evidence,source_outcome_evidence,target_paper_id,target_title,target_material,target_mechanism,edge_type,mapping_basis,rule_match_locations,match_location,rule_match_support_class,scope_caveat,direction_conflict,manual_review_reason,manual_review_recommended,evidence_edge_status,claim_direct_rule_match,rule_match_verified,priority_score,candidate_status,candidate_status_cn,positive_control,translation_mode,translation_mode_cn,target_redox_family,target_redox_system_cn,TG_bottleneck_cn,concrete_iTE_plus_TG_design_cn,causal_chain_cn,primary_readouts_cn,critical_controls_cn,failure_modes_cn,direct_TG_prior_art_count,source_coupled_precedent_count,related_TG_prior_art_count
HYP_f36d303cbe64,retained_card_not_auto_translated,,,,INSIGHT_5661032053,P0834,2018,Selective Ionic Conduction in Choline Iodide/Triiodide Solid Electrolyte and Its Application to Thermocells,10.1246/cl.171069,P_coupled_precedent,E2_mechanism_and_outcome_exact_needs_repair,B_coupled_benchmark,coupled_TG_benchmark,,,selective I3- ionic conduction in solid choline iodide reverses thermocell Seebeck sign and enhances ionic conductivity,"The ionic conductivity of I-3(-) doped choline iodide is higher than that of pure choline iodide by two to four orders of magnitude, reflecting high conductivity of I-3(1) in the solid electrolyte.",The selective ionic conduction observed in the solid electrolytes provides a novel design principle for the thermoelectric conversion materials.,"Seebeck coefficient of the cell is -0.87 mV K-1 at ambient temperature, which sign is opposite to that of the aqueous I-1/I-3(-) cell.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_479851f752be,retained_card_not_auto_translated,,,,INSIGHT_11733CA034,P0845,2018,Significantly enhanced thermoelectric properties of p-type Mg3Sb2 via co-doping of Na and Zn,10.1016/j.actamat.2017.10.015,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Na supplies holes while Zn weakens polar covalent bonding and ionized impurity scattering, improves mobility, and mass-contrast scatters phonons","Here, we show that isoelectronic Zn doping weakens the polar covalent bonding and ionized impurity scattering and leads to a 3 fold increase of carrier mobility.","Here, we show that isoelectronic Zn doping weakens the polar covalent bonding and ionized impurity scattering and leads to a 3 fold increase of carrier mobility.","Lattice thermal conductivity, due to the introduced ionic mass contrast between Zn2+ and Mg2+, is supressed significantly especially at lower temperature range between 300 K and 450 K.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_957e0a551586,retained_card_not_auto_translated,,,,INSIGHT_5C4E09E639,P0872,2018,Promoting Dual Electronic and Ionic Transport in PEDOT by Embedding Carbon Nanotubes for Large Thermoelectric Responses,10.1021/acsami.8b06850,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,,,CNT embedding promotes carrier mobility and dual electronic/ionic conduction,"The large power factor could be attributed to prominent dual electronic and ionic conduction, which is likely to be promoted by embedding the CNTs in PEDOT due to the improvement in the carrier mobility, in comparison with the inferior and widely varying TE properties of PEDOT-only samples in the literature.","The large power factor could be attributed to prominent dual electronic and ionic conduction, which is likely to be promoted by embedding the CNTs in PEDOT due to the improvement in the carrier mobility, in comparison with the inferior and widely varying TE properties of PEDOT-only samples in the literature.","Here, we show that hybrids of poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) and carbon nanotubes (CNTs) can produce extremely large thermopower, similar to 14 mV/K at room temperature by a chemical reduction.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_aa704026b07d,retained_card_not_auto_translated,,,,INSIGHT_F5256D7F6B,P0872,2018,Promoting Dual Electronic and Ionic Transport in PEDOT by Embedding Carbon Nanotubes for Large Thermoelectric Responses,10.1021/acsami.8b06850,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,,,CNT concentration and chemical reduction tune electronic versus ionic thermopower,"The large power factor could be attributed to prominent dual electronic and ionic conduction, which is likely to be promoted by embedding the CNTs in PEDOT due to the improvement in the carrier mobility, in comparison with the inferior and widely varying TE properties of PEDOT-only samples in the literature.","While a higher CNT concentration gave a larger electronic contribution, a longer reduction or a lower CNT concentration provided a larger ionic contribution.","Here, we show that hybrids of poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) and carbon nanotubes (CNTs) can produce extremely large thermopower, similar to 14 mV/K at room temperature by a chemical reduction.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_72a549ae28fe,retained_card_not_auto_translated,,,,INSIGHT_4054D7A0A6,P0875,2018,Chemical bonding origin of the unexpected isotropic physical properties in thermoelectric Mg3Sb2 and related materials,10.1038/s41467-018-06980-x,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,nearly isotropic three-dimensional ionic bonding network explains isotropic structural/thermal properties and guides anisotropy tuning,,"Based on the quantitative chemical bonding analysis, we unravel instead that Mg3Sb2 exhibits a nearly isotropic three-dimensional bonding network with the interlayer and intralayer bonds being mostly ionic and surprisingly similar, which results in the nearly isotropic structural and thermal properties.","Intriguingly, a parameter based on the electron density can be used as an indicator measuring the anisotropy of lattice thermal conductivity in Mg3Sb2-related structures.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_f1772ce62d8b,retained_card_not_auto_translated,,,,INSIGHT_FD76181A68,P0902,2018,Low Thermal Conductivity of RE-Doped SrO(SrTiO3)1 Ruddlesden Popper Phase Bulk Materials Prepared by Molten Salt Method,10.1007/s13391-018-0062-x,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"natural superlattice, submicron grains, dopant carrier injection, and Sr/Sm ionic-radius mismatch scatter phonons and lower thermal conductivity","In particular, the Sm-doped sample exhibited even lower lattice thermal conductivity, which is believed to be due to the mismatch in the ionic radius of Sr and Sm.","In particular, the Sm-doped sample exhibited even lower lattice thermal conductivity, which is believed to be due to the mismatch in the ionic radius of Sr and Sm.","In particular, the Sm-doped sample exhibited even lower lattice thermal conductivity, which is believed to be due to the mismatch in the ionic radius of Sr and Sm.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_76fbd9eba28b,retained_card_not_auto_translated,,,,INSIGHT_1139A5E5AD,P0976,2018,Large Power Factor Improvement in a Novel Solid-Liquid Thermoelectric Hybrid Device,10.1021/acsaem.7b00075,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,,,"electrolyte ions modify solid-liquid interfacial electrostatic environment, lowering resistivity and boosting power factor",The large enhancements achieved are attributed to the modification of the electrostatic environment of the porous solid by the ions in the electrolyte at the solid-liquid interface.,The large enhancements achieved are attributed to the modification of the electrostatic environment of the porous solid by the ions in the electrolyte at the solid-liquid interface.,"Using the BMII ionic liquid, the electrical resistivity showed a more significant average decrease of 82.5%; however, the absolute value of the Seebeck coefficient was reduced by 35%, finally resulting in an average enhancement of 2.4 times of the PF.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_c392c9c87a65,retained_card_not_auto_translated,,,,INSIGHT_EF6810F2B2,P1000,2018,High Seebeck Coefficient and Unusually Low Thermal Conductivity Near Ambient Temperatures in Layered Compound Yb2-xEuxCdSb2,10.1021/acs.chemmater.7b04517,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,ionic/covalent bonding separates electron-crystal and phonon-glass regions; Eu substitution changes carrier concentration while ultralow thermal conductivity supports high zT,The phonon glass region would benefit from disorder and therefore would be ideal to house dopants without disrupting the electron-crystal region.,"An efficient thermoelectric material would have regions of the structure composed of a high-mobility compound semiconductor that provides the electron-crystal electronic structure, interwoven (on the atomic scale) with a phonon transport inhibiting structure to act as the phonon-glass.","A zT of similar to 0.67 at 523 K is demonstrated for Yb1.6Eu0.4CdSb2 due to its high Seebeck, moderate electrical resistivity, and very low thermal conductivity.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_1b308aae88e8,retained_card_not_auto_translated,,,,INSIGHT_6938E14F86,P1034,2018,"Structure, optical, electrical and thermoelectric properties of solution-processed Li-doped NiO films grown by SILAR",10.1016/j.mssp.2018.04.010,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,Li incorporation into nanocrystalline NiO solid solution yields p-type semiconducting thermopower suitable for low-grade heat harvesting,"The fabricated NiO and NiO:Li films are p-type semiconductors with activation energy E-a = 0.1 eV and E-a = 0.25 0.31 eV, respectively.","Thus, the produced in this work new low cost thermoelectric thin film material is suitable for a production of electrical energy for low-power devices due to absorption of low-potential heat.",The obtained in-plane Seebeck coefficients Z are in the range 0.20-0.33 mV/K.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_e8b76ebffc5b,retained_card_not_auto_translated,,,,INSIGHT_C3EC36CF95,P1037,2018,High-temperature thermoelectric properties of Na- and W-Doped Ca3Co4O9 system,10.1039/c8ra01691g,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Na+/W6+ larger ionic radii and mixed Co valence tune resistivity, Seebeck coefficient, and thermal conductivity to improve zT","It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system.","It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system.","The corresponding thermoelectric figure of merit (zT) for x = 0.025 sample is calculated to be 0.21 at 1000 K, which is similar to 2.3 times higher than zT value of the undoped sample.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_e7396912a290,retained_card_not_auto_translated,,,,INSIGHT_D770B16B16,P1078,2018,Thermoelectric studies of Ir1-xRhxTe2 (0 ≤ x ≤ 0.3),10.1103/physrevb.98.094519,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"isovalent Rh substitution suppresses structural transition, alters carrier count, and reveals electron-phonon-coupled superconductivity rather than direct TE optimization",Weak-coupled BCS superconductivity in Ir0.8Rh0.2Te2 that emerges at low temperature (T-c(zero) = 2.45 K) is most likely driven by electron-phonon coupling rather than dimer fluctuations mediated pairing.,Weak-coupled BCS superconductivity in Ir0.8Rh0.2Te2 that emerges at low temperature (T-c(zero) = 2.45 K) is most likely driven by electron-phonon coupling rather than dimer fluctuations mediated pairing.,,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_c665b4f31438,retained_card_not_auto_translated,,,,INSIGHT_3717C30622,P1084,2018,Tailoring the Seebeck Coefficient of PEDOT:PSS by Controlling Ion Stoichiometry in Ionic Liquid Additives,10.1021/acs.chemmater.8b02114,D_cross_domain_inspiration,E1_partial_exact_evidence,H3_inspiration,cross_domain_inspiration,,,1:1 ion stoichiometry restructures morphology to raise mobility,We show that controlling stoichiometry in ionic liquid (I.L.) additives can decouple morphological and electronic modifications to PEDOT:PSS and enhance its power factor by over 2 orders of magnitude.,We show that controlling stoichiometry in ionic liquid (I.L.) additives can decouple morphological and electronic modifications to PEDOT:PSS and enhance its power factor by over 2 orders of magnitude.,Blending I.L. additives with a 1:1 stoichiometry between cationic imidazolium (Im(+)) derivatives and anionic bis(trifluoromethane)sulfonamide (TFSI-) groups into PEDOT:PSS dispersions raised the film conductivity to similar to 1000 S/cm.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_5c5298f1cafc,retained_card_not_auto_translated,,,,INSIGHT_A3000B06BC,P1084,2018,Tailoring the Seebeck Coefficient of PEDOT:PSS by Controlling Ion Stoichiometry in Ionic Liquid Additives,10.1021/acs.chemmater.8b02114,D_cross_domain_inspiration,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,cross_domain_inspiration,,,excess imidazolium interacts with PSS- to shift carrier populations and raise Seebeck coefficient,Blending I.L. additives with a 1:1 stoichiometry between cationic imidazolium (Im(+)) derivatives and anionic bis(trifluoromethane)sulfonamide (TFSI-) groups into PEDOT:PSS dispersions raised the film conductivity to similar to 1000 S/cm.,"This selective Seebeck enhancement proceeds from the interaction of excess Im(+) with anionic poly(styrenesulfonate) (PSS-) groups, similar to previous studies using inorganic salts, that results in a shift in charge carrier populations.",Blending I.L. additives with a 1:1 stoichiometry between cationic imidazolium (Im(+)) derivatives and anionic bis(trifluoromethane)sulfonamide (TFSI-) groups into PEDOT:PSS dispersions raised the film conductivity to similar to 1000 S/cm.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_5c984899ce61,retained_card_not_auto_translated,,,,INSIGHT_0743DDB734,P1103,2018,Role of Disorder Induced by Doping on the Thermoelectric Properties of Semiconducting Polymers,10.1021/acs.chemmater.8b00394,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"increasing carrier density introduces counterion-induced energetic disorder and broadens electronic density of states, shaping thermopower-conductivity relation",The origin of a commonly observed power law relationship between thermopower and electrical conductivity is discussed and related to the changes in the electronic density-of-states upon doping.,"As carrier density increases, so does the concentration of associated counterions, leading to a greater degree of energetic disorder within the semiconductor.","Using thermopower measurements, we show experimentally that the electronic density-of-states broadens with increasing carrier density in the semiconducting polymer.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_ab5e2d9b1191,retained_card_not_auto_translated,,,,INSIGHT_A517296E4B,P1110,2018,"Synthesis and the physical properties of layered copper oxytellurides Sr2TMCu2Te2O2 (TM = Mn, Co, Zn)",10.1039/c8tc04506b,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,large Te ionic radius expands lattice; alternating Cu2Te2 and TM-oxide layers tune semiconducting and thermoelectric response,The present results not only highlight the structural flexibility of the system to tune the physical properties but also suggest that the replacement of the blocking layer can be a new way to improve the thermoelectric performance of layered copper oxychalcogenides.,The present results not only highlight the structural flexibility of the system to tune the physical properties but also suggest that the replacement of the blocking layer can be a new way to improve the thermoelectric performance of layered copper oxychalcogenides.,"From the thermoelectric property study, we determined a power factor of similar to 70 mu W m(-1) K-2 and a figure of merit ZT of similar to 0.045 at 770 K for the Co compound, which encourages further improvement in thermoelectric response by applying various enhancement methods.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_b75cd512b87e,retained_card_not_auto_translated,,,,INSIGHT_41841E6EE9,P1123,2018,"Insights into structural, electronic, optical and thermoelectric properties of WB and WAlB: a first principle study",10.1080/14786435.2018.1500746,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,photothermal_or_heat_management,光热/热管理,WB covalent B-B and ionic W-B bonding plus high conductivity/power factor indicate thermoelectric potential,The larger reflectivity in the low-energy region (infrared) indicates that these materials can be used as a coating material to remove solar heating.,The results of electronic charge density plots show that WB has a strong covalent bond between B-B and an ionic bond between W-B.,High value power factor and high thermal conductivity suggest that WB and WAlB are potential candidates for thermoelectric technological applications.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_eb1161d66d17,retained_card_not_auto_translated,,,,INSIGHT_5A876C3882,P1136,2018,Investigation of electronic transport properties of lanthanides in liquid phase,10.1080/00319104.2017.1399264,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"screening and model potentials determine liquid-phase electrical resistivity, thermal conductivity, and thermoelectric power","We used our model potential by implemented ionic and atomic radius which is incorporated with the Charged Hard Sphere, One Component Plasma and General Mean Spherical Approximation reference systems to study the electronic transport properties like electrical resistivity (), thermal conductivity (sigma) and thermoelectric power (Q).",The correlations of our results and others data within addition experimental values are profoundly promising to the scientists working in this field.,"We used our model potential by implemented ionic and atomic radius which is incorporated with the Charged Hard Sphere, One Component Plasma and General Mean Spherical Approximation reference systems to study the electronic transport properties like electrical resistivity (), thermal conductivity (sigma) and thermoelectric power (Q).",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_aa72a4f42e70,retained_card_not_auto_translated,,,,INSIGHT_F551E85A27,P1164,2018,Role of oversized dopant potassium on the nanostructure and thermoelectric performance of calcium cobaltite ceramics,10.1039/c7se00612h,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,,,"oversized K segregates at grain boundaries, modifies ionic diffusion, improves texture, lowers resistivity, and increases Seebeck coefficient","At the optimal doping level, the dopant K grain boundary segregation reduced the electrical resistivity and simultaneously increased the Seebeck coefficient, resulting in a large increase in the power factor.","At the optimal doping level, the dopant K grain boundary segregation reduced the electrical resistivity and simultaneously increased the Seebeck coefficient, resulting in a large increase in the power factor.","At 320 K, the sample Ca3Co4O9K0.1 achieved the power factor of 930 mW K-2 m(-1), which is 2.25 times higher than 412 mW K-2 m(-1) from pristine Ca3Co4O9 and by far, the highest power factor at room temperature regime for the Ca3Co4O9 ceramics.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_266dc026da7f,retained_card_not_auto_translated,,,,INSIGHT_25DF060828,P1165,2018,Vacancy mediated ionic mobility in a phonon glass material CuAgSe,10.1016/j.ssi.2018.10.005,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Cu/Ag/Se stoichiometry tunes vacancy-mediated Cu-ion mobility, correlation time, and activation energy",,"In this work, we show that the copper ion mobility in a promising thermoelectric material CuxAgSey (x, y = 0.98, 1.02), can be significantly changed by modulating the element ratio, x/y.","With Cu-63 NMR linewidth as a direct measure of the copper ion mobility, we observed distinguishable Cu ion mobility in the samples with different ratios even under ambient temperatures.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_0306651fb71f,retained_card_not_auto_translated,,,,INSIGHT_43C64298DC,P1174,2018,Synthesis of Te-Bi core-shell nanowires by two-step electrodeposition in ionic liquids,10.1016/j.elecom.2017.11.010,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,ionic-liquid viscosity and templating enable Te nanowire growth followed by uniform Bi shell deposition,Te-Bi core-shell nanowires were synthesized by electrochemical deposition in ionic liquids without using a template.,"Thanks to the higher viscosity of the electrolyte compared to an aqueous medium, a lower growth rate is observed, leading to a thin layer of bismuth.",,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_0b5b96d8ab72,retained_card_not_auto_translated,,,,INSIGHT_2A4B0B0E5C,P1187,2018,Thermoelectric properties of BiCuSeO with bismuth and oxygen vacancies,10.1088/1361-6463/aa9d7a,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Bi vacancies add holes and O vacancies compensate them; vacancies raise thermal conductivity/lower Seebeck, reducing zT",Introducing vacancies in oxychalcogenides is an effective paradigm for the improvement of thermoelectric properties by reducing thermal conductivity through phonon scattering as well as by decreasing electrical resistivity via incorporation of holes through vacancies.,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_0f693ce5f5f7,retained_card_not_auto_translated,,,,INSIGHT_53DA82212D,P1193,2018,"Structural, Optoelectronic and Thermoelectric Properties of Ternary CaBe2X2 (X = N, P, As, Sb, Bi) Compounds",10.1515/zna-2018-0204,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,anion substitution reduces band gap; ionic with slight covalent bonding and Boltzmann transport yield optoelectronic and thermoelectric potential,,The thermoelectric properties are studied using Boltzmann statistics through BoltzTraP code.,High optical conductivity peaks and figure of merits (ZT) for compounds reveal that they are good candidates for the optoelectronics and thermo-electric devices.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_68a82c9fff4f,retained_card_not_auto_translated,,,,INSIGHT_1EDDCA9BF9,P1234,2018,Enhancement of thermoelectric properties by lattice softening and energy band gap control in Te-deficient InTe1-δ,10.1063/1.5063274,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Te deficiency weakens ionic bonding between In1+ atoms and In3+Te2- clusters, softens lattice, lowers thermal conductivity, and opens band gap to improve thermoelectric performance","Here we report the enhancement of thermoelectric properties in Te-deficient InTe1-delta (delta = 0, 0.01, 0.1, and 0.2) polycrystalline compounds by lattice softening and energy band gap opening.","Here we report the enhancement of thermoelectric properties in Te-deficient InTe1-delta (delta = 0, 0.01, 0.1, and 0.2) polycrystalline compounds by lattice softening and energy band gap opening.","Owing to the temperature-insensitive high power factor and intrinsic low lattice thermal conductivity by Te-deficiency, the thermoelectric performances of figure-of-merit ZT and engineering ZT(eng) are enhanced at mild temperature range (<= 550 K). (C) 2018 Author(s).",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_a1da0491049d,retained_card_not_auto_translated,,,,INSIGHT_D89CDF9B5A,P1250,2018,Improved electrical transport properties and optimized thermoelectric figure of merit in lithium-doped copper sulfides,10.1007/s12598-018-1007-0,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Li doping increases carrier concentration and electrical conductivity, raises ionic activation energy, and reduces mobile-Cu-ion phonon effects","Meanwhile, doping Li into Cu2S increases the ionic activation energy and lessens the influence of mobile Cu ions on the heat-carrying phonons.","Meanwhile, doping Li into Cu2S increases the ionic activation energy and lessens the influence of mobile Cu ions on the heat-carrying phonons.","Thus, the thermal conductivities of the Li-doped Cu2S samples increase.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_6880b50d796c,retained_card_not_auto_translated,,,,INSIGHT_30CCAE469A,P1292,2018,Ionic Liquid Designed for PEDOT:PSS Conductivity Enhancement,10.1021/jacs.7b10306,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,,,"spontaneous ion exchange decouples PEDOT from PSS, drives PEDOT/PSS nanophase segregation, and leaves IL anions supporting uniform p-doping for high conductivity","Hence, our design principle is that the high-performance IL should induce not only an efficient ion exchange with PEDOT:PSS to improve the PEDOT morphology (to increase mobility) but also a uniform high-level p-doping of PEDOT (to enhance intrinsic conductivity).","Hence, our design principle is that the high-performance IL should induce not only an efficient ion exchange with PEDOT:PSS to improve the PEDOT morphology (to increase mobility) but also a uniform high-level p-doping of PEDOT (to enhance intrinsic conductivity).","Hence, our design principle is that the high-performance IL should induce not only an efficient ion exchange with PEDOT:PSS to improve the PEDOT morphology (to increase mobility) but also a uniform high-level p-doping of PEDOT (to enhance intrinsic conductivity).",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_1e95e8b44cdb,retained_card_not_auto_translated,,,,INSIGHT_966BF96F29,P1293,2018,Hermetic sealing of MEMS including lateral feedthroughs and room-temperature anodic bonding,10.1088/1361-6439/aab86f,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,planarized feedthroughs plus ionic-glass thin films enable room-temperature low-voltage anodic bonding for hermetic thermoelectric sensor encapsulation,"The planarisation of the lateral feedthroughs, essential for the purpose of hermetic sealing, is realised by means of an etch-back process of (PE) CVD silicon dioxide combined with an additional spin-on glass (SOG) layer.",,"The applied bonding process features thin-films of a highly ionic conductive glass, enabling anodic bonding at unique conditions (room temperature and low applied voltages in order of 100 V).",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_38d0642c2a39,retained_card_not_auto_translated,,,,INSIGHT_86E3359560,P1295,2018,First-Principles Study on the Tensile Properties and Failure Mechanism of the CoSb3/Ti Interface,10.1007/s11664-017-5930-x,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"atomic migration creates ionic Ti-Sb bonds that redistribute electrons, weaken Co-Sb stiffness, and switch tensile failure from Co-Sb to Sb-Sb bond breaking",,This is mainly because the new ionic Ti-Sb bonds make the electrons redistributed and weaken the stiffness of the Co-Sb bonds.,"By comparison with the result between the perfect interface and the interface after atomic migration, we find that the atomic migration at the interface has an obvious influence on the mechanical properties.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_9fc7d0d305ca,retained_card_not_auto_translated,,,,INSIGHT_AB129CFED1,P1398,2018,Thermoelectric Properties of Partially Double-filled (Ce1-zNdz)yFe4-xCoxSb12 Skutterudites,10.3365/kjmm.2018.56.6.465,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,Ce/Nd filling suppresses FeSb2 and tunes carrier concentration,The formation of a marcasite phase (FeSb2) was significantly suppressed by partially filling the voids with Ce/Nd and making a Co substitution at the Fe site.,The formation of a marcasite phase (FeSb2) was significantly suppressed by partially filling the voids with Ce/Nd and making a Co substitution at the Fe site.,"The partially double-filled specimens had a higher electrical conductivity and lower Seebeck coefficient than the completely double-filled specimens, due to the increase in carrier concentration.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
