paper_id,evidence_type,raw_evidence,use_in_embedding_map,use_as_graph_node
P0776,material formulation,ionic conductors and solid electrolytes,True,False
P0776,mechanism statement,heat of transport from thermopower relates to ion-conduction activation energy through participation of different phonon modes,True,False
P0777,material formulation,thermoelectric material described by thermoelectric potential T alpha + 1/u,True,False
P0777,mechanism statement,force-flux thermodynamics expresses energy/entropy flux and irreversible losses through reduced current and thermoelectric potential,True,False
P0778,material formulation,superionic and ionic conductors,True,False
P0778,mechanism statement,lattice-dynamical diffusion model links heat of transport to activation energy; phonon-mode participation and acoustic phonons govern ion jumps,True,False
P0779,material formulation,quasi-one-dimensional antiferromagnet KMn6Bi5,True,False
P0779,mechanism statement,"strong coupling among spin, charge, lattice, and one-dimensionality enhances low-temperature Seebeck coefficient and Nernst signal",True,False
P0780,material formulation,Bi2Te3 thermopile,True,False
P0780,mechanism statement,direct voltage-current-temperature measurements empirically verify Kelvin relation between Peltier coefficient and thermopower,True,False
P0781,material formulation,topological semimetal ZrTe5,True,False
P0781,mechanism statement,strong Berry curvature and bipolar transport generate giant Nernst thermopower and field-enhanced transverse zNT,True,False
P0782,material formulation,PbTe and SnSe prototype thermoelectric materials,True,False
P0782,mechanism statement,first-principles thermodynamic method computes Seebeck coefficient from temperature-induced chemical-potential changes and electronic density of states,True,False
P0783,material formulation,Pnma Sn(S1-xSex) alloy thermoelectrics,True,False
P0783,mechanism statement,alloying reduces lattice thermal conductivity by changing phonon group velocities and frequency-spectrum-controlled lifetimes,True,False
P0784,material formulation,"spin-Seebeck, Nernst, and Weyl/topological transverse thermoelectric structures",True,False
P0784,mechanism statement,transverse heat-charge conversion uses perpendicular spin/topological responses rather than conventional longitudinal Seebeck transport,True,False
P0785,material formulation,Ni-doped CoSb3,True,False
P0785,mechanism statement,temperature-dependent carrier mobility from crossover between charge-relaxation regimes adds to the Seebeck coefficient,True,False
P0786,material formulation,confined liquid electrolytes and polyelectrolytes in nanochannels,True,False
P0786,mechanism statement,overlapping electric double layers and Poisson-Nernst-Planck ion transport under confinement enhance ionic thermopower,True,False
P0787,material formulation,Cu2-xSe superionic conductor,True,False
P0787,mechanism statement,first-order superionic phase transition with compositional degrees of freedom explains apparent critical transport anomalies and enhanced figure of merit,True,False
P0788,material formulation,three-dimensional Anderson-localized electronic systems,True,False
P0788,mechanism statement,"near one or two mobility edges, narrow energy windows of delocalized carriers increase Seebeck coefficient and thermoelectric efficiency",True,False
P0789,material formulation,Na-doped SnSe and proposed Sn0.995-x-zKxBazSe,True,False
P0789,mechanism statement,"ionization-energy-theory analysis links doping to carrier-type transition, low thermal conductivity, phonon damping, and improved sigma/kappa ratio",True,False
P0790,material formulation,Ag8Sn1-xGaxSe6 argyrodite compounds with x = 0-0.6,True,False
P0790,mechanism statement,"Ga entropy engineering suppresses beta/gamma phase transformation, stabilizes cubic phase, enhances power factor, and reduces lattice thermal conductivity",True,False
P0791,material formulation,SbCl3-doped PbSe-AgSbSe2 alloy,True,False
P0791,mechanism statement,strongly temperature-dependent carrier concentration maintains unusually high Seebeck coefficient while alloying gives low thermal conductivity,True,False
P0792,material formulation,metallic Cu2Se,True,False
P0792,mechanism statement,structural phase transition produces stable colossal Seebeck voltage despite metallic electrical conductivity,True,False
P0793,material formulation,generic thermoelectric systems described by Kelvin's first relation,True,False
P0793,mechanism statement,first Kelvin relation reflects coexistence of energy conversion and heat-flow reorganization when Seebeck coefficient varies,True,False
P0794,material formulation,generic thermoelectric systems under reversible thermodynamics,True,False
P0794,mechanism statement,reversible Seebeck/Peltier coefficients derived from Maxwell relations reduce to Kelvin relation under local equilibrium,True,False
P0795,material formulation,atomic-scale point contacts and graphene point defect thermoelectric imaging,True,False
P0795,mechanism statement,coherent electron and heat transport through point contact yields atomic Seebeck signal governed by local density-of-states derivative and effective interface temperature drop,True,False
P0796,material formulation,"three-, two-, and one-dimensional thermoelectric materials",True,False
P0796,mechanism statement,"maximum power factor occurs near an optimal Seebeck coefficient, so optimization should raise conductivity at that thermopower",True,False
P0797,material formulation,Ba8Au6-xGe40+x type-I clathrate,True,False
P0797,mechanism statement,density-functional/Boltzmann calculation of Lorenz number provides reliable electronic thermal conductivity where simple Seebeck-based estimates fail,True,False
P0798,material formulation,thermoelectric materials described by transport distribution function,True,False
P0798,mechanism statement,delta-shaped or bounded rectangular transport distribution maximizes figure of merit through narrow carrier-energy transport and Wiedemann-Franz-law violation,True,False
P0799,material formulation,"Sb- or Te-based thermoelectric alloys containing Sb, Bi, and Te for lithium-ion battery anodes",True,False
P0799,mechanism statement,semimetal Sb/Bi/Te components reversibly store lithium while inactive alloy elements improve cycling capacity retention,True,False
P0800,material formulation,metallic magnet with attached spin Hall detector metal,True,False
P0800,mechanism statement,temperature gradient generates spin voltage and pure spin current via spin Seebeck effect detectable through spin Hall conversion,True,False
P0801,material formulation,generic thermoelectric systems in equilibrium thermodynamics,True,False
P0801,mechanism statement,reversible thermodynamic derivation establishes reciprocal thermoelectric relations and Kelvin relation independent of irreversible transport assumptions,True,False
P0802,material formulation,thermoelectric materials with complex non-parabolic electronic structures,True,False
P0802,mechanism statement,"Boltzmann transport shows Seebeck-based Lorenz-number estimates can deviate strongly, affecting electronic thermal conductivity separation",True,False
P0803,material formulation,nanocomposite thermoelectrics with energy-filtering barriers,True,False
P0803,mechanism statement,carrier-energy-selective potential barriers may enhance power factor only under constrained conditions; alternate mechanisms can mimic energy filtering,True,False
P0804,material formulation,strongly correlated thermoelectric systems,True,False
P0804,mechanism statement,Kelvin formula approximates thermopower as entropy derivative with respect to particle number at constant volume and temperature,True,False
P0805,material formulation,Cu2Se superionic conductor,True,False
P0805,mechanism statement,cation disorder at the 400 K phase transition gives temperature-dependent electronic-state broadening that contributes anomalous Seebeck coefficient,True,False
P0806,material formulation,metal thermocouples in thermodynamic Peltier-effect model,True,False
P0806,mechanism statement,Peltier coefficient is derived from total electron-energy difference between contacting metals and matches Thomson relation only at low temperature,True,False
P0807,material formulation,carbon nanotube films doped with 1-hexyl-3-methylimidazolium tetrafluoroborate [HMIM][BF4]; PEI-doped n-type CNT films,True,False
P0807,mechanism statement,"imidazolium cations adsorb on anionic-surfactant-covered CNTs to p-dope, while BF4- accesses neutral CNT surfaces to induce n-doping",True,False
P0808,material formulation,SrMoN3 monoclinic nitride perovskite,True,False
P0808,mechanism statement,"mixed ionic-covalent Sr-N/Mo-N bonding, narrow indirect band gap, anisotropic transport, and dopable n-type conductivity support thermoelectric performance",True,False
P0809,material formulation,"CaMg2Bi2 doped at Ca or Mg sites with Zn, further Na and Ba doping",True,False
P0809,mechanism statement,"Zn weakens ionic or covalent bonding depending on site, increases carrier concentration/effective mass, and adds point-defect phonon scattering; Na raises carriers and Ba tunes band/lattice thermal transport",True,False
P0810,material formulation,PEDOT:PSS/ionic-liquid hybrids with EMIM cations and cyano-based anions,True,False
P0810,mechanism statement,ionic liquid molecular structure and microstructure create long-range ordered PEDOT conductive paths for carrier transport,True,False
P0811,material formulation,filled skutterudites with intermediate-valent Yb and transition-metal-pnictogen units,True,False
P0811,mechanism statement,"electron correlations, Kondo interaction, and intermediate-valence electron compensation enhance thermopower",True,False
P0812,material formulation,Li2ZnCl4 in cubic spinel and orthorhombic olivine structures,True,False
P0812,mechanism statement,wide-bandgap insulating electronic structure and phase-dependent transport/optical properties define potential thermoelectric behavior,True,False
P0813,material formulation,"Ca2.8Ln0.2Co4O9+delta solid solutions with Ln = La, Nd, Sm, Tb-Er",True,False
P0813,mechanism statement,Ln3+ ionic radius shrinks unit cell while f-electron count correlates with increased thermoelectric power in p-type cobalt oxide ceramics,True,False
P0814,material formulation,"Sr0.9R0.1TiO3 with R = Y, La, Sm, Gd, Dy",True,False
P0814,mechanism statement,"rare-earth atomic mass and ionic radius reduce thermal conductivity, with Dy doping giving the highest figure of merit",True,False
P0815,material formulation,PEDOT:PSS conductive polymer microfibers with ionic liquid additives,True,False
P0815,mechanism statement,ionic-liquid-assisted wet spinning improves electrical/mechanical properties and enables thermoelectric temperature sensing plus Joule heating,True,False
P0816,material formulation,porous laser-induced graphene foam combined with NKKC/PFF ion hydrogel,True,False
P0816,mechanism statement,electronic thermoelectric LIG and ionic thermoelectric hydrogel combine for self-powered temperature-strain sensing and thermoelectric generation,True,False
P0817,material formulation,gelatin/poly(acrylamide-co-acrylic acid)/CaCl2/spindle-shaped Al(OH)3 nanosheet/glycerol ionic hydrogel,True,False
P0817,mechanism statement,mobile ions in tough flame-retardant hydrogel generate high ionic Seebeck voltage for continuous fire-alarm signaling,True,False
P0818,material formulation,"magnesium-based thermoelectric materials modeled with ionic radii, dopant concentration, and temperature descriptors",True,False
P0818,mechanism statement,machine-learning models capture temperature and dopant-concentration dependence of thermoelectric figure of merit,True,False
P0819,material formulation,amorphous and single-crystal lithium tetraborate Li2O+2B2O3,True,False
P0819,mechanism statement,nonequivalent Li+ energetic positions and structural differences control thermoelectric power and ionic conductivity,True,False
P0820,material formulation,"BiSb, BiTe, SbTe, and BiSbTe films electrodeposited from NaCl/HCl aqueous chloride solution or choline chloride/malonic acid ionic liquid",True,False
P0820,mechanism statement,"chloride complex anions and pulse deposition conditions control electrodeposition interface processes, morphology, and Bi/Sb/Te film composition",True,False
P0821,material formulation,alkali-activated ground granulated blast furnace slag binder with Fe-rich copper slag sand cementitious thermoelectric composite,True,False
P0821,mechanism statement,"Na+-rich pore electrolyte, moisture-connected pores, alkali binding, Fe-rich interfaces, and mixed cation transport drive ionic thermoelectric voltage",True,False
P0822,material formulation,high-entropy chalcogenides AgMnPbSbTe4 and AgMnGePbSbTe5,True,False
P0822,mechanism statement,"long-range cation disorder, short-range order, local distortions, and covalent-ionic bonding tune electrical conductivity and lattice thermal conductivity",True,False
P0823,material formulation,40(Cu1-xAgxI)-45(Ag2O)-15(B2O3) superionic solids,True,False
P0823,mechanism statement,glassy/crystalline composite phases conduct mainly Ag+ positive species; thermoelectric power confirms charge sign and conduction activation energy,True,False
P0824,material formulation,"n-type ZrCuSiAs-structure LnTSbO with Ln = lanthanides and T = Zn, Mn",True,False
P0824,mechanism statement,"lanthanide ionic radius tunes energy separation between conduction-band valleys, balancing Seebeck coefficient and electrical conductivity",True,False
P0825,material formulation,PEDOT:PSS films post-treated with ethyl-3-methylimidazolium dicyanamide (EMIM DCA),True,False
P0825,mechanism statement,"humidity changes PEDOT domain distances and interdomain hole transport while EMIM DCA adds cation transport, inverting humidity-dependent resistance",True,False
P0826,material formulation,"Zintl-phase II-I-V semiconductors with II = Ca/Sr/Ba, I = Cu/Ag/Au, V = As/Sb/Bi",True,False
P0826,mechanism statement,mixed ionic and weak covalent bonding softens acoustic phonons and enhances phonon scattering while preserving favorable electronic transport,True,False
P0827,material formulation,"ASnCl3 halide perovskites with A = Na, K",True,False
P0827,mechanism statement,"ionic-covalent bonding, direct band gaps, low lattice thermal conductivity, and Boltzmann transport yield promising thermoelectric ZT",True,False
P0828,material formulation,lignocellulose/PVA/KI ionic thermoelectric material (LCP/KI),True,False
P0828,mechanism statement,"aligned porous lignocellulose combines Soret effect with water-driven ion reciprocating migration, avoiding ion-polarization saturation for continuous output",True,False
P0829,material formulation,lanthanide-doped oxygen-reduced Sr0.7Ba0.3Nb2O6-delta ceramics,True,False
P0829,mechanism statement,larger dopant ionic radius improves electrical conductivity; grain/nanoscale phases scatter phonons and reduce thermal conductivity,True,False
P0830,material formulation,Ca0.96Gd0.04MnO3-delta ceramics from soft chemistry routes,True,False
P0830,mechanism statement,"nanoscale powders, homogeneous Gd distribution, improved densification, and microstructure enhance electrical properties and ZT",True,False
P0831,material formulation,Ag5-deltaTe3 silver telluride,True,False
P0831,mechanism statement,complex crystal structure and low sound velocity suppress lattice thermal conductivity while large band gap supports high zT,True,False
P0832,material formulation,semiconducting single-walled carbon nanotube sheets gated by ionic liquid electric double layer,True,False
P0832,mechanism statement,electric double-layer gating simultaneously induces holes and electrons in p- and n-type SWCNT channels to optimize thermopower and current,True,False
P0833,material formulation,nanocellulose substrate from Miscanthus x giganteus coated with gamma-CuI thin films,True,False
P0833,mechanism statement,SILAR-deposited p-type CuI on biodegradable nanocellulose provides stable Seebeck coefficient and flexible thermoelectric generation,True,False
P0834,material formulation,choline iodide/triiodide solid electrolyte,True,False
P0834,mechanism statement,selective I3- ionic conduction in solid choline iodide reverses thermocell Seebeck sign and enhances ionic conductivity,True,False
P0835,material formulation,2D MgPTe3 monolayer,True,False
P0835,mechanism statement,"mixed ionic-covalent bonding, direct band gap, moderate carrier masses, large Seebeck coefficient, and low lattice thermal conductivity support high ZT",True,False
P0836,material formulation,PAM-PVP gels with KI3/KI and K3Fe(CN)6/K4Fe(CN)6 redox couples sharing K+ counterion,True,False
P0836,mechanism statement,temperature-adaptive self-regeneration neutralizes electrochemical potential differences and enables time-domain ionic thermoelectric cycles,True,False
P0837,material formulation,thermoresponsive ionogel with lower-critical-solution-temperature phase separation,True,False
P0837,mechanism statement,microphase separation switches ion thermopower polarity from p-type to n-type and produces nonlinear thermal voltage for sensing,True,False
P0838,material formulation,single-walled carbon nanotube composites doped with conjugated polyelectrolytes bearing different ionic functionalities,True,False
P0838,mechanism statement,"pendant ionic-functionality polarity controls charge-transfer doping selectivity, yielding p- or n-type CNT thermoelectric composites",True,False
P0839,material formulation,"EMIM-TFSI ionic liquid, hydrated NaPSS, and polymer electrolyte membranes with mobile water or polyethylene glycol",True,False
P0839,mechanism statement,temperature-gradient-rectified activated ion jumps create thermoelectric ratchet effect; molecular concentration gradients add diffusiophoretic transport,True,False
P0840,material formulation,Ba2Tl2CuO6 anisotropic single crystal,True,False
P0840,mechanism statement,mixed ionic-covalent Cu-O/Tl-O and mainly ionic Ba-O bonding plus anisotropic electronic structure support thermoelectric response,True,False
P0841,material formulation,gelatin/polyacrylamide/glycerol/tannic acid/NaCl thermosensitive ionic hydrogel,True,False
P0841,mechanism statement,NaCl-based ionic thermodiffusion in adhesive flame-retardant hydrogel gives high Seebeck sensitivity for battery cooling and overheating warning,True,False
P0842,material formulation,amorphous 50AgI-25Ag2O-25MoO3 fast ionic conductor (50 SISOMO),True,False
P0842,mechanism statement,"Ag+ ion migration dominates high ionic conductivity; heat of transport nearly equals activation energy, indicating average ionic structure",True,False
P0843,material formulation,"dimeric MX2-type compounds, especially BaAs and BaSe2",True,False
P0843,mechanism statement,filled outer cation orbitals weaken bonds and lower lattice thermal conductivity; X2 dimers create structural anisotropy with useful electrical transport,True,False
P0844,material formulation,Na2MoO4 sodium superionic solid,True,False
P0844,mechanism statement,superionic phase shows nearly pure ionic conduction explained by paddle-wheel mechanism; normal phase behaves as mixed conductor,True,False
P0845,material formulation,Na/Zn co-doped p-type Mg3Sb2,True,False
P0845,mechanism statement,"Na supplies holes while Zn weakens polar covalent bonding and ionized impurity scattering, improves mobility, and mass-contrast scatters phonons",True,False
P0846,material formulation,single InAs nanowire field-effect transistor gated by ionic liquid,True,False
P0846,mechanism statement,"ionic-liquid electric double layer strongly modulates carrier density, driving semiconductor-to-metallic-like behavior",True,False
P0847,material formulation,WO3 thin film with ionic gating,True,False
P0847,mechanism statement,"ionic gating tunes carrier density from insulating to metallic state, mapping and optimizing thermoelectric power factor",True,False
P0848,material formulation,n-type SbTe thermoelectric device interfaces with Ta and TaN diffusion barriers,True,False
P0848,mechanism statement,structurally stable Ta/TaN interfaces and strong ionic Ta-N bonding suppress SbTe interfacial diffusion and compound formation,True,False
P0849,material formulation,ionic thermoelectric generator layer integrated with photovoltaic modules,True,False
P0849,mechanism statement,iTEG harvests PV waste heat through ionic thermoelectric conversion while cooling the solar panel to reduce temperature-related PCE loss,True,False
P0850,material formulation,Na2ZrO3 superionic conductor,True,False
P0850,mechanism statement,Na+ ions dominate charge transport in superionic phase via paddle-wheel mechanism; Frenkel defects dominate normal-phase conduction,True,False
P0851,material formulation,PEDOT/poly(2-acrylamido-2-methyl-1-propanesulfonic acid)/bisulfate mixed ionic-electronic hydrogel,True,False
P0851,mechanism statement,"bisulfate anions thermodiffuse from hot to cold via Soret effect, producing large negative ionic Seebeck coefficient",True,False
P0852,material formulation,high-purity single-crystal TiO2 under controlled oxygen activity,True,False
P0852,mechanism statement,oxygen vacancies dominate ionic defects in reduced TiO2; oxygen partial pressure controls n-p transition and thermoelectric power,True,False
P0853,material formulation,Bi-stabilized Cu2Se-based thermoelectric material synthesized by pulse electric current,True,False
P0853,mechanism statement,"Bi interstitials, dislocations, and interfacial phases pin Cu-ion fluctuation zones and create ion-blocking electrically conducting barriers",True,False
P0854,material formulation,cotton/nanocellulose/CuI thermoelectric textile,True,False
P0854,mechanism statement,nanocellulose strengthens/hydrophobizes cotton while SILAR-deposited CuI layer provides p-type thermoelectric body-heat harvesting,True,False
P0855,material formulation,alpha-alumina/sodium beta-alumina composite electrolyte,True,False
P0855,mechanism statement,exclusive Na+ ionic conduction yields thermoelectric power and activation energy for sodium ion transport,True,False
P0856,material formulation,moderately porous Ag2-xSe1/3S1/3Te1/3 silver chalcogenides,True,False
P0856,mechanism statement,"anion-site Te/Se/S alloy scattering and porosity strongly reduce lattice thermal conductivity, enhancing ZT",True,False
P0857,material formulation,"M-filled CoSb3 skutterudites with M = Y, K, Sr, La, Ce, Yb",True,False
P0857,mechanism statement,"filler ionic state, atomic radius, filling fraction, Sb positional parameters, and [Sb4]/[CoSb6] distortions affect band convergence and transport",True,False
P0858,material formulation,PEDOT:PSS/single-walled carbon nanotube composites with ionic liquid additive,True,False
P0858,mechanism statement,"ionic liquid induces PEDOT:PSS phase separation/quinoid PEDOT conformation and disperses SWCNTs, synergistically improving thermoelectric transport",True,False
P0859,material formulation,beta-NaFeO2 and beta-NaFeO2:Bi2Te3 composite,True,False
P0859,mechanism statement,temperature destabilizes Na sites and reduces ionic conductivity; Bi2Te3 absorbs waste heat and contributes free electrons to improve conductivity change,True,False
P0860,material formulation,thiophene-based semicrystalline polymer doped by electrolyte gating,True,False
P0860,mechanism statement,"wide-range electrolyte gating drives insulator-to-metal transition, suppressing disorder-limited transport and maximizing power factor",True,False
P0861,material formulation,pnictogen-substituted ternary skutterudites derived from CoSb3,True,False
P0861,mechanism statement,"enhanced bond polarity and ionic character alter scattering and electronic transport, detrimentally affecting thermoelectric properties",True,False
P0862,material formulation,nanochannel-based ionic thermoelectric systems,True,False
P0862,mechanism statement,"Soret-driven ion migration and heat transfer are unified by dimensionless similarity variables, with cationic reduced Soret coefficient dominating output",True,False
P0863,material formulation,symmetric ionic fluids and aqueous electrolytes under temperature gradient,True,False
P0863,mechanism statement,stationary thermal gradient modifies electrostatic screening and can shift charge-density decay between monotonic and oscillatory regimes,True,False
P0864,material formulation,PEDOT:PSS sequentially doped with LiBF4 and CuCl2,True,False
P0864,mechanism statement,LiBF4/CuCl2 dual ionic doping forms [CuCl4]2- complexes that drive anion-dominated thermodiffusion and reversible p-n thermopower switching,True,False
P0865,material formulation,BaCu2Te2 with Cl substitution and BaCl2 grain-boundary nanoprecipitates,True,False
P0865,mechanism statement,strong Cl-Cu bonding suppresses Cu migration while BaCl2 ionic blocking layers and point defects improve stability and lower thermal conductivity,True,False
P0866,material formulation,polyaniline prepared in ionic liquid and Al/PANI MIS diode,True,False
P0866,mechanism statement,p-type PANI thermopower decreases with temperature; diode behavior is governed by interface barrier-height inhomogeneity,True,False
P0867,material formulation,"Bi1.5Pb0.5Ca2-xMxCo2O8-delta with M = Sc3+, Y3+, La3+",True,False
P0867,mechanism statement,"substituent ionic radius changes O 2p-Co eg charge-transfer energy, oxygen solubility, and lattice distortion, controlling resistivity and thermopower",True,False
P0868,material formulation,beta-FeSi2 with Ir dopant on Fe site,True,False
P0868,mechanism statement,decomposed defect formation energy shows non-intuitive chemical interactions can outweigh ionic-radius matching and enable effective n-type doping,True,False
P0869,material formulation,PEDOT:PSS/water-borne polyurethane/ionic-liquid soft thermoelectric composite,True,False
P0869,mechanism statement,ionic liquid within WPU/PEDOT:PSS mixture enables stretchable skin-like thermoelectric composite for self-powered strain sensing,True,False
P0870,material formulation,0.65 atom % Nb-doped TiO2,True,False
P0870,mechanism statement,"oxygen activity controls charge compensation: reduced conditions give metallic electronic transport, oxidized conditions give ionic-compensated semiconducting behavior",True,False
P0871,material formulation,Ag2Te0.6S0.4 inorganic thermoelectric semiconductor,True,False
P0871,mechanism statement,phase structure controls reversible brittle-plastic transition; cubic-crystalline/amorphous composite provides plasticity and thermoelectric performance,True,False
P0872,material formulation,PEDOT-Tos/carbon nanotube hybrids,True,False
P0872,mechanism statement,CNT embedding promotes carrier mobility and dual electronic/ionic conduction; CNT concentration and chemical reduction tune electronic versus ionic thermopower,True,False
P0873,material formulation,ionic-side-chain organic small molecule/single-walled carbon nanotube composites,True,False
P0873,mechanism statement,"strong OSM-SWCNT interaction and charge transfer increase doping level and carrier transport, improving p-type thermoelectric performance",True,False
P0874,material formulation,Cu1.99Se/B4C nanoparticle composites,True,False
P0874,mechanism statement,"B4C interfaces and disordered Cu2Se amorphous phases trap mobile Cu ions, switch transport behavior, lower lattice thermal conductivity, and improve strength",True,False
P0875,material formulation,Mg3Sb2 and Mg-containing CaAl2Si2-type compounds,True,False
P0875,mechanism statement,nearly isotropic three-dimensional ionic bonding network explains isotropic structural/thermal properties and guides anisotropy tuning,True,False
P0876,material formulation,AgI-AgBr superionic solid solution,True,False
P0876,mechanism statement,ionic conductivity dominates; bromine-induced lattice distortion alters activation energy and heat of transport for mobile Ag+,True,False
P0877,material formulation,alpha-AgCuS ductile semiconductor,True,False
P0877,mechanism statement,covalent-ionic Ag-S/Cu-S bonding causes electron-polar-optical-phonon scattering that limits transport; doping/alloying can weaken it,True,False
P0878,material formulation,chitosan/CuCl2 hydrogel with lamellar porous structure,True,False
P0878,mechanism statement,"Cu2+ is immobilized by chitosan complexation and porous blocking while Cl- thermodiffuses to the cold side, producing large negative thermopower",True,False
P0879,material formulation,"rare-earth manganites RMnO3 with R = Gd, Tb",True,False
P0879,mechanism statement,ionic Mn-O bonding and spin-channel electronic structure produce anisotropic thermoelectric and phononic properties,True,False
P0880,material formulation,"Li2GeSnX6 double halide perovskites with X = Cl, Br, I",True,False
P0880,mechanism statement,"halogen composition tunes band gap, bonding character, stability, and high-temperature thermoelectric behavior",True,False
P0881,material formulation,CsCl defect-free cubic ionic crystal,True,False
P0881,mechanism statement,unexpected low-temperature anharmonic Cs displacement contributes to unusually low room-temperature thermal conductivity,True,False
P0882,material formulation,alpha-lipoic acid/hydroxypropyl cellulose/acrylic acid ionogel with BMIM:Cl and CaCl2,True,False
P0882,mechanism statement,BMIM:Cl improves strain and ion mobility while CaCl2 enhances negative thermopower for recyclable ionic thermoelectric supercapacitor,True,False
P0883,material formulation,Bi0.5Sb1.5Te3-BMImTFSI sintered composite,True,False
P0883,mechanism statement,"dispersed BMImTFSI-filled micropores scatter carriers and phonons, reducing thermal conductivity and changing Seebeck/resistivity",True,False
P0884,material formulation,flexible hydrogels with positively charged carriers moving in opposite thermal directions,True,False
P0884,mechanism statement,opposite cation thermal migration directions create positive and negative ionic Seebeck legs for high-output hydrogel thermopiles,True,False
P0885,material formulation,chemically converted graphene-room-temperature ionic liquid porous material,True,False
P0885,mechanism statement,"3D porous CCG-RTIL absorbs light and converts it to heat, increasing temperature difference for light-driven thermoelectric generators",True,False
P0886,material formulation,molten (AgCl)1-c(Ag2Te)c mixtures,True,False
P0886,mechanism statement,"composition-dependent competition between electronic and ionic transport controls thermoelectric power, including sign change near intermediate compositions",True,False
P0887,material formulation,F4TCNQ-doped CNT yarn/P3HT composite,True,False
P0887,mechanism statement,"P3HT shifts CNT-yarn Fermi energy toward the valence band and reduces ionic scattering/carrier relaxation, enhancing room-temperature power factor",True,False
P0888,material formulation,imidazolium-ionic-liquid-modified single-walled carbon nanotube films,True,False
P0888,mechanism statement,temperature-activated anion thermodiffusion via Soret effect reversibly switches Seebeck polarity while electronic CNT network remains p-type at room temperature,True,False
P0889,material formulation,YBa2-xCaxCu3O7-delta pellets,True,False
P0889,mechanism statement,Ca ionic-size-dependent localization and two-band transport control positive thermoelectric power in substituted YBCO,True,False
P0890,material formulation,cotton yarn coated with PEDOT:PSS/DMSO/EMIM dicyanamide ionic liquid,True,False
P0890,mechanism statement,DMSO/ionic liquid forms continuous ultrathin linear PEDOT:PSS coating with improved flexibility and thermoelectric performance,True,False
P0891,material formulation,Ag8SiTe6 argyrodite,True,False
P0891,mechanism statement,low-temperature symmetry breaking/lattice distortion and high-temperature Ag+ diffusion produce liquid-like thermal conductivity,True,False
P0892,material formulation,"fabric-based photothermoelectric generator using PEDOT:PSS synergistically doped with DMSO, ionic liquids, and CNTs",True,False
P0892,mechanism statement,DMSO/ionic liquid/CNT doping enhances PEDOT:PSS thermoelectric performance while photothermal layer creates in-plane temperature gradient,True,False
P0893,material formulation,platinum-acetylide-embedded conjugated polymers modified with trifluoromethanesulfonic acid,True,False
P0893,mechanism statement,Pt acetylides sharpen density of states and strengthen through-bond coupling; acid modification adds dual electronic-ionic transport for n-type thermopower,True,False
P0894,material formulation,Ag2Te/Ag2S composite fast ionic conductor,True,False
P0894,mechanism statement,"optimized biphasic Ag2Te/Ag2S composition tunes carrier concentration/mobility, adds lattice defects for phonon scattering, and improves plasticity",True,False
P0895,material formulation,Bi2Te3 nanoplates synthesized in 1-butyl-3-methylimidazolium bromide ionic liquid,True,False
P0895,mechanism statement,ionic-liquid amount controls microwave-assisted Bi2Te3 growth morphology from rods/plates to regular hexagonal nanoplates,True,False
P0896,material formulation,cement composites with carbon nanotubes and pristine or annealed SrTiO3 nanoparticles,True,False
P0896,mechanism statement,ionic Seebeck effect dominates wet cement; ceramic filler controls carrier type after drying while CNTs improve reinforcement,True,False
P0897,material formulation,PtOS and PtOSe monolayers,True,False
P0897,mechanism statement,"mixed ionic-covalent bonding, indirect band gaps, and low-dimensional electronic structure give promising optoelectronic and thermoelectric performance",True,False
P0898,material formulation,"CaMnO3 and rare-earth-doped Ca1-xRExMnO3 with RE = Y, Sm, La",True,False
P0898,mechanism statement,trivalent rare-earth substitution at Ca sites induces Mn3+ charge compensation/Jahn-Teller distortion and improves n-type thermoelectric performance,True,False
P0899,material formulation,"Fe-doped ZnO, especially Zn0.997Fe0.003O",True,False
P0899,mechanism statement,Fe3+ substitution adjusts bands and creates point defects; small grains and residual pores reduce thermal conductivity,True,False
P0900,material formulation,animal blood and Ringer medical solution,True,False
P0900,mechanism statement,thermoelectromotive force is governed more by colloidal blood corpuscles than ionic subsystem; dilution and ionic composition affect thermoelectric response,True,False
P0901,material formulation,n-type rutile TiO2,True,False
P0901,mechanism statement,band conduction with strong electron-phonon interaction and defect states determines high-temperature thermoelectric transport,True,False
P0902,material formulation,La- or Sm-doped Sr2TiO4 Ruddlesden-Popper phase,True,False
P0902,mechanism statement,"natural superlattice, submicron grains, dopant carrier injection, and Sr/Sm ionic-radius mismatch scatter phonons and lower thermal conductivity",True,False
P0903,material formulation,BaAgP p-type half-Heusler semiconductor,True,False
P0903,mechanism statement,"mixed covalent-ionic bonding and anisotropic electronic structure give anisotropic power factor, but high thermal conductivity limits ZT",True,False
P0904,material formulation,"Sr1-xYbxTiO3-delta ceramics with x = 0.05, 0.1",True,False
P0904,mechanism statement,solid-state reaction optimization raises conductivity; Yb mass and Sr/Yb ionic-radius strain-field scattering suppress lattice thermal conductivity,True,False
P0905,material formulation,SrS graphene-like monolayer,True,False
P0905,mechanism statement,"ionic bonding, direct band gap, phonon stability, and stable high-temperature thermoelectric properties make it suitable for power generation",True,False
P0906,material formulation,organic liquid thermoelectric device with acetone or acetonitrile Fe(ClO4)2/Fe(ClO4)3 redox solution,True,False
P0906,mechanism statement,Fe2+/Fe3+ redox couple in organic solvent provides higher electrochemical Seebeck coefficient and ZT than aqueous analogue,True,False
