pair_id,left_mention_id,right_mention_id,left_label,right_label,judge_decision,judge_reason,review_mode,dsh_reason,left_evidence,right_evidence,source_locator,merge_applied
pair:fde433ff8aeff5f732c6,iTE:P0778:n1,iTE:P0842:n2,Q/E-a,activation energy (E sigma),uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,Q/E-a为比值符号且定义缺失，无法判定其与活化能Eσ是否为同一概念或仅共享E-a。,the degree of the collective motion in ionic conductors increases with the increase in Q/E-a,the activation energy (E sigma),/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:fde433ff8aeff5f732c6,False
pair:a1478d968ff09e170cee,iTE:P0778:n1,iTE:P1346:n2,Q/E-a,number density fluctuation,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧Q/E-a定义不明，右侧是移动离子数密度涨落，原文未给出二者关联表述，无法可靠判定关系。,the degree of the collective motion in ionic conductors increases with the increase in Q/E-a,The number density fluctuation of mobile ions in superionic conductors (SIC) is studied by using the coupled phonon-lattice gas model.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:a1478d968ff09e170cee,False
pair:6dd7ab0022ef23ecdfee,iTE:P0778:n1,iTE:P1363:n1,Q/E-a,elongated and soft Cu-Q and Pn-Q bonds,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,"同名符号 Q 在两侧所指不同（左侧 Q/E-a 为物理量比值，右侧 P1363 中 Q 指硫/硒并写作 ""Q = S and Se""），符号歧义导致无法可靠判定关系。","The implication of this finding to the transport properties of superionic conductors has been discussed, and it is suggested that the degree of the collective motion in ionic conductors increases with the increase in Q/E-a.",the elongated and soft Cu-Q and Pn-Q bonds along the c-axis synergistically suppress the lattice heat transport,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:6dd7ab0022ef23ecdfee,False
pair:d8394f523f8de854356b,iTE:P0787:n1,iTE:P0788:n2,compositional degree-of-freedom,two thresholds approach each other,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧出自不同论文，一侧是成分自由度概念、另一侧是无序增加下两个阈值相互靠近的现象，原文未给出二者可比或相关的依据。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,"As the disorder increases, the two thresholds approach each other, and then the Seebeck coefficient and the figure of merit increase significantly, as expected from the general arguments of Mahan and Sofo [J.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:d8394f523f8de854356b,False
pair:38f41638e302699da006,iTE:P0787:n1,iTE:P1642:n1,compositional degree-of-freedom,reactance of the composite changes from captative to inductive,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为成分自由度，右侧为复合材料电抗的容性—感性转变，仅字面近似（compositional/composite），原文无同义或关联证据。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,The analysis of the results shows that the percolation threshold occurs when the reactance of the composite changes from captative to inductive.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:38f41638e302699da006,False
pair:d1ec1612f8ffffbfd033,iTE:P0787:n2,iTE:P0788:n2,apparent critical phenomena,two thresholds approach each other,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,“表观临界现象”与“两阈值相互靠近”分属不同论文的不同现象，原文没有可判定同义、上下位或机制联系的信息。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,"As the disorder increases, the two thresholds approach each other, and then the Seebeck coefficient and the figure of merit increase significantly, as expected from the general arguments of Mahan and Sofo [J.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:d1ec1612f8ffffbfd033,False
pair:ea4b9a15398c5209abcf,iTE:P0787:n2,iTE:P0788:n3,apparent critical phenomena,Seebeck coefficient and the figure of merit,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧来自不同论文，原文无任何将 apparent critical phenomena 与 Seebeck/ZT 联系起来或区分开的表述，证据不足。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,"As the disorder increases, the two thresholds approach each other, and then the Seebeck coefficient and the figure of merit increase significantly, as expected from the general arguments of Mahan and Sofo [J.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:ea4b9a15398c5209abcf,False
pair:690183e13e893c1a0b4f,iTE:P0787:n2,iTE:P0830:n3,apparent critical phenomena,figure of merit,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧原文分别讨论临界现象与 ZT 数值，未给出二者同义、上下位或机制关联的任何依据。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,"Soft chemistry synthesized samples show a figure of merit ZT = 0.14 at 700 degrees C. This is higher than the figure of merit of solid state route ceramics, due to a more homogeneous microstructure, better densification and, hence, improved electrical properties.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:690183e13e893c1a0b4f,False
pair:bea38314c2bf8427a7cc,iTE:P0787:n2,iTE:P1021:n1,apparent critical phenomena,small shift from the peritectic to eutectic composition,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,一侧是临界现象，另一侧是熔体成分移动导致粘度变化，两个概念在原文中无任何交集或关联证据。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,It was found that a small shift from the peritectic to eutectic composition increases considerable the viscosity.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:bea38314c2bf8427a7cc,False
pair:5c50d7fdba73a5e51f21,iTE:P0787:n2,iTE:P1642:n1,apparent critical phenomena,reactance of the composite changes from captative to inductive,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,临界现象与电抗由容性转感性的变化分属不同论文的不同论题，原文无任何关联或对立的表述，无法可靠判定。,The apparent critical phenomena is shown to be a result of compositional degree-of-freedom.,The analysis of the results shows that the percolation threshold occurs when the reactance of the composite changes from captative to inductive.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5c50d7fdba73a5e51f21,False
pair:6b460c991b38d6705cf9,iTE:P0805:n3,iTE:P1091:n2,anomalous Seebeck contribution,bipolar contribution,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为塞贝克异常贡献，右侧为双极贡献，分属不同热电机制，原文无关联表述，无法可靠判定。,the anomalous Seebeck contribution,the bipolar contribution,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:6b460c991b38d6705cf9,False
pair:c5a27f185039d3965923,iTE:P0805:n3,iTE:P1403:n2,anomalous Seebeck contribution,electronic and ionic contribution,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是塞贝克效应中的异常贡献，右侧是混合导体中电子与离子的传导贡献，原文未给出二者语义关联或同义表述。,the anomalous Seebeck contribution,electronic and ionic contribution,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:c5a27f185039d3965923,False
pair:2f8feb030615caeadc11,iTE:P0821:n1,iTE:P1533:n1,Copper slag sand,diffusion of copper ions,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧来自不同论文，左侧原文只讲铜渣砂降低热导率并引入富铁界面，未提及任何铜离子扩散，名称中的“copper”不足以建立机制联系，证据不足。,Copper slag sand additionally lowers thermal conductivity to sustain temperature gradients and introduces Fe-rich interfaces that intensify interfacial polarization and provide electronically assisted transport pathways.,"Evidently, the diffusion of copper ions substantiates a pivotal role in facilitating mass transfer.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:2f8feb030615caeadc11,False
pair:363c7a9789ca4ec4f11a,iTE:P0823:n1,iTE:P0885:n1,superionic materials,CCG-RTIL materials,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧均为材料实体，但分别指 AgI 基超离子材料与碳基/离子液体复合的 CCG-RTIL，原文未给出二者同义或不相容的证据，无法可靠判定。,These measurements have indicated the formation of superionic materials having electrical conductivities of the order of 10(-4) to 10(-3) S cm(-1) at room temperature.,"The resulted CCG-RTIL materials possess 3D porous structure with textured surface, and show good stability in air. Under laser irradiation the temperature of CCG-RTIL materials increased rapidly and significantly, indicating the high photothermal conversion ability of these materials.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:363c7a9789ca4ec4f11a,False
pair:57e7c94a63280a75941d,iTE:P0840:n2,iTE:P1640:n1,mixed ionic-covalent nature,mixed conduction,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧明确为离子-共价混合键性，右侧“mixed conduction”未说明混合类型，无法可靠判定与键性的关系。,"The bonding nature was investigated using the calculated charge density contour plot, it shows mixed ionic-covalent nature of Cu-O and TlO while Ba-O shows dominant ionic nature with small covalency.",may be attributed to the existence of mixed conduction in this sample.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:57e7c94a63280a75941d,False
pair:e9800976e65ab6b0eb8a,iTE:P0858:n4,iTE:P0873:n1,SWCNT dispersion,strong interaction between OSM and SWCNT,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两节点来自不同论文（P0858 与 P0873），无共同语境或同义表述，无法判定二者语义关系。,promoting the SWCNT dispersion,The strong interaction between OSM and SWCNT,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:e9800976e65ab6b0eb8a,False
pair:3c74a81028a458754051,iTE:P0858:n4,iTE:P0873:n2,SWCNT dispersion,doping level,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,SWCNT 分散与掺杂水平分属不同论文、不同类型概念，缺乏任何相互关联或同义的原文证据。,promoting the SWCNT dispersion,improves the doping level,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:3c74a81028a458754051,False
pair:b8878e9a873f4c06130e,iTE:P0858:n4,iTE:P0873:n4,SWCNT dispersion,transport of carriers,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,SWCNT 分散与载流子输运来自不同论文，原文未给出任何二者间的语义或机制联系，无法判定。,promoting the SWCNT dispersion,facilitates the transport of carriers,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:b8878e9a873f4c06130e,False
pair:587ec142b27f2b3572d3,iTE:P0874:n2,iTE:P1513:n3,trapping effect against the mobile Cu ions,trapping stability,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧仅共享“trapping”一词，左侧指复合材料对可动 Cu 离子的俘获效应，右侧指热电势阱带来的俘获稳定性，语境与对象不同且证据不足，无法可靠判定同义或对立。,which generate a trapping effect against the mobile Cu ions,"Furthermore, the thermoelectric effect improves trapping stability by a deep trapping potential.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:587ec142b27f2b3572d3,False
pair:68d4d0e7ec5ea689f79a,iTE:P0890:n1,iTE:P0944:n1,P/D/ED film,"interfacial interactions (cation-pi, pi-pi, d-p coupling)",uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧来自不同论文，一为薄膜材料实体、一为界面相互作用，原文未提供任何将二者联系或区分的语义证据。,"Compared with the pristine PEDOT:PSS film, the P/D/ED film shows significantly reduced modules and enhanced strain and bending stability.","Synergistic interfacial interactions (cation-pi, pi-pi, d-p coupling) enhanced conductivity.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:68d4d0e7ec5ea689f79a,False
pair:dece8c0eb29efaa4ff1e,iTE:P0890:n1,iTE:P1900:n1,P/D/ED film,PEDOT:PSS/DES,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧缩写 P/D/ED 未在原文中展开（D 与 ED 所指不明），无法确认其与 PEDOT:PSS/DES 组成是否相同，证据不足以判定等价或上下位。,the P/D/ED film shows significantly reduced modules and enhanced strain and bending stability,PEDOT:PSS/DES enabled single-layer films up to 800 nm thick,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:dece8c0eb29efaa4ff1e,False
pair:fcc24b48a56bd7c6f8fb,iTE:P0899:n1,iTE:P1074:n1,energy band adjustment,2DEG region,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为能带调节机制、右侧为二维电子气区域结构，原文未给出二者间的直接语义或机制关联，且分属不同论文，证据不足以定关系。,The electrical conductivity of sintered Fe-doped ZnO was greatly improved owing to the energy band adjustment.,We also demonstrate that the thermoelectric performance of the 2DEG region is significantly higher than that of bulk ZnO.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:fcc24b48a56bd7c6f8fb,False
pair:74791a06234549aa937d,iTE:P0921:n3,iTE:P1108:n2,S,disruption of Ag-S bonds,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 标签“S”语义不明（Seebeck 系数或硫），无法确定它与 Ag-S 键断裂过程之间是否存在可判定的语义关系。,The heavy atom substitution in BiCu1-xAgxSeO at Cu site can enhance S and reduce its total thermal conductivity (k) by phonon scattering.,Ag vacancies lead to the disruption of Ag-S bonds in Ag2S at low ultimate strains,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:74791a06234549aa937d,False
pair:41ee6968e47ca551de84,iTE:P0921:n3,iTE:P1130:n1,S,point defect scattering from Sn atoms,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 标签仅为单个字母“S”，原文未明示其指 Seebeck 系数还是硫元素，名称歧义导致无法可靠判定与点缺陷散射的关系。,The heavy atom substitution in BiCu1-xAgxSeO at Cu site can enhance S and reduce its total thermal conductivity (k) by phonon scattering.,point defect scattering from Sn atoms in the Cu2Se matrix,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:41ee6968e47ca551de84,False
pair:3e30afd462e44532dcba,iTE:P0929:n1,iTE:P0936:n2,anharmonicity,perturbations of a subharmonic response,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为固体非谐性，右侧为变温热载荷下“次谐响应扰动缺失”的非线性动力学表述，两侧原文均未给出二者关系的依据，无法可靠判定。,the ultralow thermal conductivity is instead attributed to anharmonicity,"It is established that, under variable thermal action with a zero mean value, perturbations of a subharmonic response are absent.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:3e30afd462e44532dcba,False
pair:04ac983065b5e3d812ea,iTE:P0929:n2,iTE:P0986:n2,ultralow thermal conductivity,ultralow lattice thermal conductivity,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 只写“超低热导率”，未限定是晶格贡献还是总热导率，无法确认其与 right 的“晶格热导率”是同一量还是上下位关系。,the ultralow thermal conductivity is instead attributed to anharmonicity,the ultralow lattice thermal conductivity (kappa(L)) of the K2CdX compound mainly originates from the strong structural anharmonicity,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:04ac983065b5e3d812ea,False
pair:2ca339fe8a4630890d3f,iTE:P0953:n1,iTE:P1673:n2,unstable electronic structure,static structure factors,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧分别为电子结构失稳与硬球模型下的静态结构因子，原文未提供任何语义或机制关联证据，无法可靠判定。,"We show that the giant phonon scattering arises from an unstable electronic structure, with orbital interactions leading to a ferroelectric-like lattice instability.",the static structure factors cannot be reproduced with hard spheres.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:2ca339fe8a4630890d3f,False
pair:ab053af6fff8149eaa90,iTE:P1039:n1,iTE:P1493:n3,varying Se deficiency,Se,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,右侧缩写“Se”含义不明（可能指 Seebeck 系数而非硒元素），无法判断其与“变化 Se 缺位”中的 Se 是否同一所指。,varying Se deficiency effectively optimized the carrier concentration and power factor,screening of nanoparticles revealed the high correlation between Se and the pH shift generated as a result of phase transition of the nanoparticles.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:ab053af6fff8149eaa90,False
pair:4921ecc309e525823810,iTE:P1058:n2,iTE:P1640:n1,mixed ionic and covalent characters,mixed conduction,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为离子性与共价性混合的键性，右侧“mixed conduction”语义不明确，证据不足以判定二者关系。,Both the pictorial and the numerical results of electron density and PDF studies show mixed ionic and covalent characters in PbTe.,may be attributed to the existence of mixed conduction in this sample.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:4921ecc309e525823810,False
pair:cbe7cbb76033f30810e5,iTE:P1065:n1,iTE:P1316:n2,large clusters with long and flexible side-chains,coulombic interactions between the ion pairs,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为材料实体（大团簇带长柔性侧链），右侧为离子对之间的库仑相互作用，类别与体系均不同且原文无任何关联表述，无法可靠判定二者语义联系。,using large clusters with long and flexible side-chains,coulombic interactions between the ion pairs of the bulk phase,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:cbe7cbb76033f30810e5,False
pair:222b897d6c6b1852f5f8,iTE:P1138:n2,iTE:P1550:n1,reduced carrier concentrations,reduced and ambient atmosphere,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧分别指载流子浓度这一物理量与测试气氛条件，且“reduced”在两侧含义不同（降低 vs 还原性气氛），缺乏同义或上下位依据，无法可靠判定。,leading to substantially reduced carrier concentrations that are close to the optimal value,EIS measurements for reduced and ambient atmosphere show different conduction mechanism,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:222b897d6c6b1852f5f8,False
pair:33ad8a938f7c8867eaef,iTE:P1225:n1,iTE:P1542:n3,sulfonate groups in P,oxygen-containing functional groups,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是 P1225 中 P 聚合物的磺酸基，右侧是 P1542 中未指明的含氧官能团，两侧原文均未给出可判定同义或包含关系的限定信息。,The sulfonate groups in P effectively dispersed the graphene flakes into nanoscale electronic channels,oxygen-containing functional groups,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:33ad8a938f7c8867eaef,False
pair:f7ff5988ed15c56d5ab6,iTE:P1290:n2,iTE:P1610:n1,low thermal conductivity,Na2PdCl6,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是 Na3PS4 的热导率量值，右侧是材料实体 Na2PdCl6，原文未给出二者任何语义或机制联系，无法判定关系。,has an astonishingly low thermal conductivity,Na2PdCl6 also exhibits better defect tolerance and thermal stability.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:f7ff5988ed15c56d5ab6,False
pair:9356625db050866f9899,iTE:P1365:n1,iTE:P1464:n1,mobile neutral-ionic (dielectric-ferroelectric) domain boundaries with topological charges,ionic lattice,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是准一维有机材料中的中性-离子畴壁，右侧是全息模型中的离子晶格，两侧原文均无相互指涉的证据，无法可靠判定关系。,mobile neutral-ionic (dielectric-ferroelectric) domain boundaries with topological charges,we get the same results with an ionic lattice,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:9356625db050866f9899,False
pair:18954b1824ed3cf80daa,iTE:P1378:n1,iTE:P1692:n2,oxygen defects in the glass structure,Thermal stability in oxygen,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,原文分别讨论玻璃氧缺陷与氧气氛下的热稳定性，未给出二者直接关联的证据。,oxygen defects in the glass structure,Thermal stability in oxygen was found to decrease with increasing the M3+ cation size.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:18954b1824ed3cf80daa,False
pair:ce3b7ae975328efc8778,iTE:P1378:n1,iTE:P1723:n1,oxygen defects in the glass structure,glass transition temperature,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,原文分别讨论玻璃中的氧缺陷与聚合物材料的玻璃化转变温度，未提供二者概念或机制关联的证据。,oxygen defects in the glass structure,the glass transition temperature is low for the highest conducting polymer material.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:ce3b7ae975328efc8778,False
pair:115a5591aea41022a045,iTE:P1393:n1,iTE:P1526:n1,van der Waals interactions to ionic and polar-covalent ones,interactions between these complexes,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 明确了相互作用类型谱，right 仅笼统称“这些配合物之间的相互作用”且指代体系不明，缺少可判定的语义信息。,"A wide variety of interactions were evidenced, from van der Waals interactions to ionic and polar-covalent ones, which could explain the good TE performance of these compounds.","The interactions between these complexes are responsible for the outstanding electronic transport properties. By contrast, the thermal conductivity is not significantly affected.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:115a5591aea41022a045,False
pair:4d59e778a063b7667f92,iTE:P1396:n1,iTE:P1572:n1,octahedral sites,These rings,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 为 β-Cu2Se 中的八面体位点，right 为某结构中形成大空腔的环，原文未提供可比对的共同语义，证据不足。,the octahedral sites bridge the hopping of Cu+ ions between tetrahedral sites,"These rings lead to large holes, making this structure useful for ion storage in energy storage materials.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:4d59e778a063b7667f92,False
pair:3bc3e8352e5bc943f824,iTE:P1396:n1,iTE:P1869:n1,octahedral sites,uptake of oxygen at vacant sites,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 指 β-Cu2Se 中桥接 Cu+ 跳跃的八面体位，right 指 NdCoO3 中氧吸收的氧空位，两者原文语境无交集，无法判定关系。,the octahedral sites bridge the hopping of Cu+ ions between tetrahedral sites,formation of electronic holes via uptake of oxygen at vacant sites is found to be a low energy process,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:3bc3e8352e5bc943f824,False
pair:0d2683dc7e3abff9b5b0,iTE:P1416:n1,iTE:P1692:n2,excess oxygen in the Hg-O-delta charge reservoir,Thermal stability in oxygen,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为Hg基铜氧化物电荷库中的过量氧，右侧为氧气氛热稳定性，原文未建立二者语义或机制联系。,each excess oxygen in the Hg-O-delta charge reservoir supplies two holes,Thermal stability in oxygen was found to decrease with increasing the M3+ cation size.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:0d2683dc7e3abff9b5b0,False
pair:5c63f0ce3eb5355d3799,iTE:P1453:n1,iTE:P1539:n1,heavy atom at the center,doping the Zn atom,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是某结构中的中心重原子，右侧是Zn掺杂操作，分属不同材料与不同作用（声子阻尼 vs 载流子浓度），原文未给出任何同义或关联依据。,The heavy atom at the center also dampens the lattice vibration and lowers the lattice thermal conductivity.,"Upon doping the Zn atom, the Seebeck coefficient subsequently increases owing to the decrement in the carrier concentration, whereas the electrical conductivity gradually reduces.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5c63f0ce3eb5355d3799,False
pair:4282327a1d7d928549fe,iTE:P1485:n1,iTE:P1533:n2,more Cu content,mass transfer,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为化合物成分量（Cu含量多），右侧为传质过程，两篇原文均未给出二者直接关联的证据，仅能靠传递链推测。,"Between 430 and 650 K, we measured that the compound with more Cu content exhibits a larger long-range diffusion coefficient.","Evidently, the diffusion of copper ions substantiates a pivotal role in facilitating mass transfer.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:4282327a1d7d928549fe,False
