mention_id,label,context,context_start,context_end,method,embedding_text
iTE:P1029:n2,Soret effect of the ions,"The TE performance is attributed to the synergistic effects of hole tunneling across the PEDOT:PSS networks and the Soret effect of the ions, which involves the accumulation of cations and anions at the two ends of an ionogel under a temperature gradient.",1351,1606,source_sentence_or_semicolon_clause,"clustering: Soret effect of the ions. Context: The TE performance is attributed to the synergistic effects of hole tunneling across the PEDOT:PSS networks and the Soret effect of the ions, which involves the accumulation of cations and anions at the two ends of an ionogel under a temperature gradient."
iTE:P1029:n3,TE performance,"The TE performance is attributed to the synergistic effects of hole tunneling across the PEDOT:PSS networks and the Soret effect of the ions, which involves the accumulation of cations and anions at the two ends of an ionogel under a temperature gradient.",1351,1606,source_sentence_or_semicolon_clause,"clustering: TE performance. Context: The TE performance is attributed to the synergistic effects of hole tunneling across the PEDOT:PSS networks and the Soret effect of the ions, which involves the accumulation of cations and anions at the two ends of an ionogel under a temperature gradient."
iTE:P1030:n1,"MRhSb (M = Ti, Zr, Hf)","A detailed theoretical investigation on the structural, elastic, electronic, thermoelectric, thermodynamic and optical properties of half-Heusler MRhSb (M = Ti, Zr, Hf) compounds is presented.",0,192,source_sentence_or_semicolon_clause,"clustering: MRhSb (M = Ti, Zr, Hf). Context: A detailed theoretical investigation on the structural, elastic, electronic, thermoelectric, thermodynamic and optical properties of half-Heusler MRhSb (M = Ti, Zr, Hf) compounds is presented."
iTE:P1030:n2,semiconducting nature with an indirect energy band gap,Analysis of band structures and densities of states (DOS) profiles reveal the semiconducting nature with an indirect energy band gap (Gamma-X).,605,748,source_sentence_or_semicolon_clause,clustering: semiconducting nature with an indirect energy band gap. Context: Analysis of band structures and densities of states (DOS) profiles reveal the semiconducting nature with an indirect energy band gap (Gamma-X).
iTE:P1031:n1,porosities,"In this study, we have used a different amount of the non-ionic surfactant F127 during sample preparation to introduce nanoscale porosities into bulk samples of La-doped SrTiO3.",237,414,source_sentence_or_semicolon_clause,"clustering: porosities. Context: In this study, we have used a different amount of the non-ionic surfactant F127 during sample preparation to introduce nanoscale porosities into bulk samples of La-doped SrTiO3."
iTE:P1031:n2,charge carrier,It has been observed that the porosities introduced into the bulk sample significantly improve the Seebeck coefficient and reduce the thermal conductivity by the charge carrier and phonon scattering respectively.,415,627,source_sentence_or_semicolon_clause,clustering: charge carrier. Context: It has been observed that the porosities introduced into the bulk sample significantly improve the Seebeck coefficient and reduce the thermal conductivity by the charge carrier and phonon scattering respectively.
iTE:P1031:n3,phonon scattering,It has been observed that the porosities introduced into the bulk sample significantly improve the Seebeck coefficient and reduce the thermal conductivity by the charge carrier and phonon scattering respectively.,415,627,source_sentence_or_semicolon_clause,clustering: phonon scattering. Context: It has been observed that the porosities introduced into the bulk sample significantly improve the Seebeck coefficient and reduce the thermal conductivity by the charge carrier and phonon scattering respectively.
iTE:P1031:n4,Seebeck coefficient,It has been observed that the porosities introduced into the bulk sample significantly improve the Seebeck coefficient and reduce the thermal conductivity by the charge carrier and phonon scattering respectively.,415,627,source_sentence_or_semicolon_clause,clustering: Seebeck coefficient. Context: It has been observed that the porosities introduced into the bulk sample significantly improve the Seebeck coefficient and reduce the thermal conductivity by the charge carrier and phonon scattering respectively.
iTE:P1031:n5,thermal conductivity,"Electron-doped SrTiO3 is a well-known n-type thermoelectric material, although the figure of merit of SrTiO3 is still inferior compared with p-type metal oxide-based thermoelectric materials due to its high lattice thermal conductivity.",0,236,source_sentence_or_semicolon_clause,"clustering: thermal conductivity. Context: Electron-doped SrTiO3 is a well-known n-type thermoelectric material, although the figure of merit of SrTiO3 is still inferior compared with p-type metal oxide-based thermoelectric materials due to its high lattice thermal conductivity."
iTE:P1032:n1,Ga-Sb link within the [GaSb2] block,"The charge density study reveals that the Ga-Sb link within the [GaSb2] block is mostly governed by a covalent character, whereas the cation Cs+ and polyanion [MSb2](-)bonding is predominantly ionic.",685,884,source_sentence_or_semicolon_clause,"clustering: Ga-Sb link within the [GaSb2] block. Context: The charge density study reveals that the Ga-Sb link within the [GaSb2] block is mostly governed by a covalent character, whereas the cation Cs+ and polyanion [MSb2](-)bonding is predominantly ionic."
iTE:P1032:n2,covalent character,"The charge density study reveals that the Ga-Sb link within the [GaSb2] block is mostly governed by a covalent character, whereas the cation Cs+ and polyanion [MSb2](-)bonding is predominantly ionic.",685,884,source_sentence_or_semicolon_clause,"clustering: covalent character. Context: The charge density study reveals that the Ga-Sb link within the [GaSb2] block is mostly governed by a covalent character, whereas the cation Cs+ and polyanion [MSb2](-)bonding is predominantly ionic."
iTE:P1033:n1,composition,"The activation energies, calculated from both the electrical conductivity E-sigma and thermoelectric power E-s, were found to be dependent on composition. (c) 2005 Elsevier Ltd.",520,697,source_sentence_or_semicolon_clause,"clustering: composition. Context: The activation energies, calculated from both the electrical conductivity E-sigma and thermoelectric power E-s, were found to be dependent on composition. (c) 2005 Elsevier Ltd."
iTE:P1033:n2,activation energies,"The activation energies, calculated from both the electrical conductivity E-sigma and thermoelectric power E-s, were found to be dependent on composition. (c) 2005 Elsevier Ltd.",520,697,source_sentence_or_semicolon_clause,"clustering: activation energies. Context: The activation energies, calculated from both the electrical conductivity E-sigma and thermoelectric power E-s, were found to be dependent on composition. (c) 2005 Elsevier Ltd."
iTE:P1034:n1,NiO and NiO:Li films,"The fabricated NiO and NiO:Li films are p-type semiconductors with activation energy E-a = 0.1 eV and E-a = 0.25 0.31 eV, respectively.",593,728,source_sentence_or_semicolon_clause,"clustering: NiO and NiO:Li films. Context: The fabricated NiO and NiO:Li films are p-type semiconductors with activation energy E-a = 0.1 eV and E-a = 0.25 0.31 eV, respectively."
iTE:P1034:n2,p-type semiconductors,"The fabricated NiO and NiO:Li films are p-type semiconductors with activation energy E-a = 0.1 eV and E-a = 0.25 0.31 eV, respectively.",593,728,source_sentence_or_semicolon_clause,"clustering: p-type semiconductors. Context: The fabricated NiO and NiO:Li films are p-type semiconductors with activation energy E-a = 0.1 eV and E-a = 0.25 0.31 eV, respectively."
iTE:P1035:n1,absolute temperature,The thermoelectric power varies inversely with absolute temperature.,248,316,source_sentence_or_semicolon_clause,clustering: absolute temperature. Context: The thermoelectric power varies inversely with absolute temperature.
iTE:P1035:n2,thermoelectric power,The thermoelectric power varies inversely with absolute temperature.,248,316,source_sentence_or_semicolon_clause,clustering: thermoelectric power. Context: The thermoelectric power varies inversely with absolute temperature.
iTE:P1036:n1,reducing the oxygen partial pressure,For the other two materials the work suggests that reducing the oxygen partial pressure modifies the defect and/or electronic structures and merits further investigation.,489,659,source_sentence_or_semicolon_clause,clustering: reducing the oxygen partial pressure. Context: For the other two materials the work suggests that reducing the oxygen partial pressure modifies the defect and/or electronic structures and merits further investigation.
iTE:P1036:n2,defect and/or electronic structures,For the other two materials the work suggests that reducing the oxygen partial pressure modifies the defect and/or electronic structures and merits further investigation.,489,659,source_sentence_or_semicolon_clause,clustering: defect and/or electronic structures. Context: For the other two materials the work suggests that reducing the oxygen partial pressure modifies the defect and/or electronic structures and merits further investigation.
iTE:P1037:n1,dual doping of Na and W,"It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system.",545,723,source_sentence_or_semicolon_clause,"clustering: dual doping of Na and W. Context: It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system."
iTE:P1037:n2,Seebeck coefficient (S),"It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system.",545,723,source_sentence_or_semicolon_clause,"clustering: Seebeck coefficient (S). Context: It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system."
iTE:P1039:n1,varying Se deficiency,"and (iii) varying Se deficiency effectively optimized the carrier concentration and power factor, a figure of merit zT value similar to 0.55 was achieved at 923 K in Ag8GeSe5.88.",1313,1491,source_sentence_or_semicolon_clause,"clustering: varying Se deficiency. Context: and (iii) varying Se deficiency effectively optimized the carrier concentration and power factor, a figure of merit zT value similar to 0.55 was achieved at 923 K in Ag8GeSe5.88."
iTE:P1039:n2,carrier concentration,"and (iii) varying Se deficiency effectively optimized the carrier concentration and power factor, a figure of merit zT value similar to 0.55 was achieved at 923 K in Ag8GeSe5.88.",1313,1491,source_sentence_or_semicolon_clause,"clustering: carrier concentration. Context: and (iii) varying Se deficiency effectively optimized the carrier concentration and power factor, a figure of merit zT value similar to 0.55 was achieved at 923 K in Ag8GeSe5.88."
iTE:P1041:n1,alkali-metal vacancies,"While thermal conductivity decreased for all compounds upon introduction of alkali-metal vacancies, the magnitude of the decrease is strongly dependent on the size of the alkali-metal ion.",261,449,source_sentence_or_semicolon_clause,"clustering: alkali-metal vacancies. Context: While thermal conductivity decreased for all compounds upon introduction of alkali-metal vacancies, the magnitude of the decrease is strongly dependent on the size of the alkali-metal ion."
iTE:P1041:n2,thermal conductivity,"Phonon thermal conductivity calculations for Li (x) CoO2, Na (x) CoO2, and K (x) CoO2 (x = 1, 0.5) have been carried out by perturbed molecular dynamics to clarify the dependence of thermal conductivity on alkali-metal vacancy concentration in these materials.",0,260,source_sentence_or_semicolon_clause,"clustering: thermal conductivity. Context: Phonon thermal conductivity calculations for Li (x) CoO2, Na (x) CoO2, and K (x) CoO2 (x = 1, 0.5) have been carried out by perturbed molecular dynamics to clarify the dependence of thermal conductivity on alkali-metal vacancy concentration in these materials."
iTE:P1043:n1,decrease in carrier concentration,This measurement showed that the variation of Seebeck coefficient and resistivity are caused by a decrease in carrier concentration with Nd content.,629,777,source_sentence_or_semicolon_clause,clustering: decrease in carrier concentration. Context: This measurement showed that the variation of Seebeck coefficient and resistivity are caused by a decrease in carrier concentration with Nd content.
iTE:P1044:n1,phonon-mediated intervalley scatterings,Theoretical analysis suggests that the high TEP in the device with the largest hole density can be ascribed to the phonon-mediated intervalley scatterings.,581,736,source_sentence_or_semicolon_clause,clustering: phonon-mediated intervalley scatterings. Context: Theoretical analysis suggests that the high TEP in the device with the largest hole density can be ascribed to the phonon-mediated intervalley scatterings.
iTE:P1044:n2,high TEP,Theoretical analysis suggests that the high TEP in the device with the largest hole density can be ascribed to the phonon-mediated intervalley scatterings.,581,736,source_sentence_or_semicolon_clause,clustering: high TEP. Context: Theoretical analysis suggests that the high TEP in the device with the largest hole density can be ascribed to the phonon-mediated intervalley scatterings.
iTE:P1045:n1,lithium and sodium bonds formed by the electrostatic interaction,The lithium and sodium bonds formed by the electrostatic interaction play a more important role in the conductivity of organohydrogels and an overall picture is presented based on the synergistic enhancement of the Hofmeister effect and electrostatic interaction to achieve highly ionic conductive organohydrogels.,556,870,source_sentence_or_semicolon_clause,clustering: lithium and sodium bonds formed by the electrostatic interaction. Context: The lithium and sodium bonds formed by the electrostatic interaction play a more important role in the conductivity of organohydrogels and an overall picture is presented based on the synergistic enhancement of the Hofmeister effect and electrostatic interaction to achieve highly ionic conductive organohydrogels.
iTE:P1045:n2,conductivity of organohydrogels,"In this work, the Hofmeister effect and electrostatic interaction are introduced to improve the conductivity of organohydrogels and their enhancement mechanism are studied in depth.",177,358,source_sentence_or_semicolon_clause,"clustering: conductivity of organohydrogels. Context: In this work, the Hofmeister effect and electrostatic interaction are introduced to improve the conductivity of organohydrogels and their enhancement mechanism are studied in depth."
iTE:P1046:n1,PTC capability of spinel-type coating,"The results indicated that, when compared to a conventional TEG, the STEG attained a drastically elevated internal temperature difference due to the excellent PTC capability of spinel-type coating.",1109,1306,source_sentence_or_semicolon_clause,"clustering: PTC capability of spinel-type coating. Context: The results indicated that, when compared to a conventional TEG, the STEG attained a drastically elevated internal temperature difference due to the excellent PTC capability of spinel-type coating."
iTE:P1046:n2,internal temperature difference,"The results indicated that, when compared to a conventional TEG, the STEG attained a drastically elevated internal temperature difference due to the excellent PTC capability of spinel-type coating.",1109,1306,source_sentence_or_semicolon_clause,"clustering: internal temperature difference. Context: The results indicated that, when compared to a conventional TEG, the STEG attained a drastically elevated internal temperature difference due to the excellent PTC capability of spinel-type coating."
iTE:P1047:n1,contemporary presence of these ions in the 2a site,"The analysis of thermoelectric properties indicates that, despite the Sm3+/Gd3+ small mass difference, the contemporary presence of these ions in the 2a site significantly affects the thermal conductivity of both p- and n-compositions.",867,1102,source_sentence_or_semicolon_clause,"clustering: contemporary presence of these ions in the 2a site. Context: The analysis of thermoelectric properties indicates that, despite the Sm3+/Gd3+ small mass difference, the contemporary presence of these ions in the 2a site significantly affects the thermal conductivity of both p- and n-compositions."
iTE:P1047:n2,thermal conductivity,"The structural and thermoelectric properties of the filled skutterudite (Sm,Gd)(y)(FexNi1-x)(4)Sb-12 were investigated and critically compared to the ones in the Sm-containing system with the aim of unravelling the effect of double filling on filling fraction and thermal conductivity.",0,285,source_sentence_or_semicolon_clause,"clustering: thermal conductivity. Context: The structural and thermoelectric properties of the filled skutterudite (Sm,Gd)(y)(FexNi1-x)(4)Sb-12 were investigated and critically compared to the ones in the Sm-containing system with the aim of unravelling the effect of double filling on filling fraction and thermal conductivity."
iTE:P1048:n1,surface area,Oxygen-deficient nanoparticles were observed with symmetric Raman lines and the mesoporous structured nanoparticles enhanced the surface area leading to higher electrical conductivity.,976,1160,source_sentence_or_semicolon_clause,clustering: surface area. Context: Oxygen-deficient nanoparticles were observed with symmetric Raman lines and the mesoporous structured nanoparticles enhanced the surface area leading to higher electrical conductivity.
iTE:P1048:n2,electrical conductivity,Oxygen-deficient nanoparticles were observed with symmetric Raman lines and the mesoporous structured nanoparticles enhanced the surface area leading to higher electrical conductivity.,976,1160,source_sentence_or_semicolon_clause,clustering: electrical conductivity. Context: Oxygen-deficient nanoparticles were observed with symmetric Raman lines and the mesoporous structured nanoparticles enhanced the surface area leading to higher electrical conductivity.
iTE:P1049:n1,selective substitution of In+ by Pb,"In this work, the selective substitution of In+ by Pb for the binary InTe material monotonically reduces the carrier concentration, which is greatly beneficial to the mechanism investigation of serious grain boundary scattering (GBS).",229,463,source_sentence_or_semicolon_clause,"clustering: selective substitution of In+ by Pb. Context: In this work, the selective substitution of In+ by Pb for the binary InTe material monotonically reduces the carrier concentration, which is greatly beneficial to the mechanism investigation of serious grain boundary scattering (GBS)."
iTE:P1049:n2,carrier concentration,"In this work, the selective substitution of In+ by Pb for the binary InTe material monotonically reduces the carrier concentration, which is greatly beneficial to the mechanism investigation of serious grain boundary scattering (GBS).",229,463,source_sentence_or_semicolon_clause,"clustering: carrier concentration. Context: In this work, the selective substitution of In+ by Pb for the binary InTe material monotonically reduces the carrier concentration, which is greatly beneficial to the mechanism investigation of serious grain boundary scattering (GBS)."
iTE:P1050:n1,ionic charge carriers,This work considers the effect of ionic charge carriers on the semiconducting properties of undoped TiO2 single crystal in the n-p transition region.,0,149,source_sentence_or_semicolon_clause,clustering: ionic charge carriers. Context: This work considers the effect of ionic charge carriers on the semiconducting properties of undoped TiO2 single crystal in the n-p transition region.
iTE:P1050:n2,electrical conductivity,The semiconducting properties were characterised by using the measurements of electrical conductivity and thermoelectric power at elevated temperatures (1073-1323K) and in a gas phase of controlled oxygen activity [10 Pa < p(O-2) < 75 kPa].,150,390,source_sentence_or_semicolon_clause,clustering: electrical conductivity. Context: The semiconducting properties were characterised by using the measurements of electrical conductivity and thermoelectric power at elevated temperatures (1073-1323K) and in a gas phase of controlled oxygen activity [10 Pa < p(O-2) < 75 kPa].
iTE:P1051:n1,oxygen activity,The present work derived defect disorder diagram representing the effect of oxygen activity on the concentration of both ionic and electronic defects for undoped TiO2.,0,167,source_sentence_or_semicolon_clause,clustering: oxygen activity. Context: The present work derived defect disorder diagram representing the effect of oxygen activity on the concentration of both ionic and electronic defects for undoped TiO2.
iTE:P1051:n2,concentration of both ionic and electronic defects,The present work derived defect disorder diagram representing the effect of oxygen activity on the concentration of both ionic and electronic defects for undoped TiO2.,0,167,source_sentence_or_semicolon_clause,clustering: concentration of both ionic and electronic defects. Context: The present work derived defect disorder diagram representing the effect of oxygen activity on the concentration of both ionic and electronic defects for undoped TiO2.
iTE:P1052:n1,segmented pellets,"Quantitative phase analysis shows that beta-Zn4Sb3 decomposes into ZnSb and Zn, but the rate is significantly reduced in segmented pellets compared with unsegmented pellets.",771,944,source_sentence_or_semicolon_clause,"clustering: segmented pellets. Context: Quantitative phase analysis shows that beta-Zn4Sb3 decomposes into ZnSb and Zn, but the rate is significantly reduced in segmented pellets compared with unsegmented pellets."
iTE:P1052:n2,decomposes into ZnSb and Zn,"Quantitative phase analysis shows that beta-Zn4Sb3 decomposes into ZnSb and Zn, but the rate is significantly reduced in segmented pellets compared with unsegmented pellets.",771,944,source_sentence_or_semicolon_clause,"clustering: decomposes into ZnSb and Zn. Context: Quantitative phase analysis shows that beta-Zn4Sb3 decomposes into ZnSb and Zn, but the rate is significantly reduced in segmented pellets compared with unsegmented pellets."
iTE:P1053:n1,slip-amplified thermoosmosis,"However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage.",1485,1770,source_sentence_or_semicolon_clause,"clustering: slip-amplified thermoosmosis. Context: However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage."
iTE:P1053:n2,thermoelectric current,"However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage.",1485,1770,source_sentence_or_semicolon_clause,"clustering: thermoelectric current. Context: However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage."
iTE:P1054:n1,scattering of charge carriers by the grain boundaries,"We directly show the thermally activated transport stems from the scattering of charge carriers by the grain boundaries (GBs), and that the expected metallic electrical conductivity is recovered by preparing large grained samples with reduced densities of GBs.",892,1152,source_sentence_or_semicolon_clause,"clustering: scattering of charge carriers by the grain boundaries. Context: We directly show the thermally activated transport stems from the scattering of charge carriers by the grain boundaries (GBs), and that the expected metallic electrical conductivity is recovered by preparing large grained samples with reduced densities of GBs."
iTE:P1054:n2,thermally activated transport,"Many thermoelectric materials feature irregular electrical conductivity with thermally activated transport below similar to 600 K and metallic behavior at high temperatures, despite possessing degenerate carrier concentrations.",0,227,source_sentence_or_semicolon_clause,"clustering: thermally activated transport. Context: Many thermoelectric materials feature irregular electrical conductivity with thermally activated transport below similar to 600 K and metallic behavior at high temperatures, despite possessing degenerate carrier concentrations."
iTE:P1055:n1,substitution of larger halide ions,"The structural analysis reveals a systematic increase in lattice parameters and unit cell volumes with the substitution of larger halide ions, consistent with ionic size effects.",389,567,source_sentence_or_semicolon_clause,"clustering: substitution of larger halide ions. Context: The structural analysis reveals a systematic increase in lattice parameters and unit cell volumes with the substitution of larger halide ions, consistent with ionic size effects."
iTE:P1055:n2,lattice parameters and unit cell volumes,"The structural analysis reveals a systematic increase in lattice parameters and unit cell volumes with the substitution of larger halide ions, consistent with ionic size effects.",389,567,source_sentence_or_semicolon_clause,"clustering: lattice parameters and unit cell volumes. Context: The structural analysis reveals a systematic increase in lattice parameters and unit cell volumes with the substitution of larger halide ions, consistent with ionic size effects."
iTE:P1056:n2,cooling performance,"The experimental results indicate that the designed ionic wind generator had good cooling performance close to cooling fan, coupled with lower energy consumption and less mechanically induced noise.",774,972,source_sentence_or_semicolon_clause,"clustering: cooling performance. Context: The experimental results indicate that the designed ionic wind generator had good cooling performance close to cooling fan, coupled with lower energy consumption and less mechanically induced noise."
iTE:P1057:n1,fast and selective ion transport driven by coupled heat and moisture transfer,We attribute the enhanced performance to fast and selective ion transport driven by coupled heat and moisture transfer.,576,695,source_sentence_or_semicolon_clause,clustering: fast and selective ion transport driven by coupled heat and moisture transfer. Context: We attribute the enhanced performance to fast and selective ion transport driven by coupled heat and moisture transfer.
iTE:P1057:n2,enhanced performance,We attribute the enhanced performance to fast and selective ion transport driven by coupled heat and moisture transfer.,576,695,source_sentence_or_semicolon_clause,clustering: enhanced performance. Context: We attribute the enhanced performance to fast and selective ion transport driven by coupled heat and moisture transfer.
iTE:P1058:n1,PbTe,The electron density distribution and the local structure of the high temperature thermoelectric material PbTe has been studied.,0,128,source_sentence_or_semicolon_clause,clustering: PbTe. Context: The electron density distribution and the local structure of the high temperature thermoelectric material PbTe has been studied.
iTE:P1058:n2,mixed ionic and covalent characters,Both the pictorial and the numerical results of electron density and PDF studies show mixed ionic and covalent characters in PbTe. (C) 2008 Elsevier Ltd.,443,596,source_sentence_or_semicolon_clause,clustering: mixed ionic and covalent characters. Context: Both the pictorial and the numerical results of electron density and PDF studies show mixed ionic and covalent characters in PbTe. (C) 2008 Elsevier Ltd.
iTE:P1059:n1,temperature,"The thermal expansion, electrical conductivity and thermoelectric power of LNAO were measured as a function of temperature in 25-1000 degrees C range and oxygen partial pressure ( pO(2)) in -14 <= log (pO(2)/atm)6 <= -1 range.",143,369,source_sentence_or_semicolon_clause,"clustering: temperature. Context: The thermal expansion, electrical conductivity and thermoelectric power of LNAO were measured as a function of temperature in 25-1000 degrees C range and oxygen partial pressure ( pO(2)) in -14 <= log (pO(2)/atm)6 <= -1 range."
iTE:P1059:n2,hole-mobility values,The best- estimated hole-mobility values showed very weak temperature dependence.,915,996,source_sentence_or_semicolon_clause,clustering: hole-mobility values. Context: The best- estimated hole-mobility values showed very weak temperature dependence.
iTE:P1060:n1,higher degree of disentanglement in dispersion and better CNT alignment,"The significant contribution is the 2-fold increase of electrical conductivity (from 325 to 747 S cm(-1)), which originates from the higher degree of disentanglement in dispersion and better CNT alignment in the yarn.",459,676,source_sentence_or_semicolon_clause,"clustering: higher degree of disentanglement in dispersion and better CNT alignment. Context: The significant contribution is the 2-fold increase of electrical conductivity (from 325 to 747 S cm(-1)), which originates from the higher degree of disentanglement in dispersion and better CNT alignment in the yarn."
iTE:P1060:n2,electrical conductivity,"The significant contribution is the 2-fold increase of electrical conductivity (from 325 to 747 S cm(-1)), which originates from the higher degree of disentanglement in dispersion and better CNT alignment in the yarn.",459,676,source_sentence_or_semicolon_clause,"clustering: electrical conductivity. Context: The significant contribution is the 2-fold increase of electrical conductivity (from 325 to 747 S cm(-1)), which originates from the higher degree of disentanglement in dispersion and better CNT alignment in the yarn."
iTE:P1061:n2,thermal boundary resistance,"The low thermal conductivity in the nanostructured composite is attributed to the high density of interfaces caused by the small grain diameters (30-60 nm), along with the strong acoustic mismatch between Cu2Se and carbon phonon states which enhances the thermal boundary resistance.",1414,1697,source_sentence_or_semicolon_clause,"clustering: thermal boundary resistance. Context: The low thermal conductivity in the nanostructured composite is attributed to the high density of interfaces caused by the small grain diameters (30-60 nm), along with the strong acoustic mismatch between Cu2Se and carbon phonon states which enhances the thermal boundary resistance."
iTE:P1062:n1,Ti/Zr mass and size difference phonon scattering,Thermal conductivity measurements for Ti0.5Zr0.5NiSn0.95 suggest that the dominant reduction comes from Ti/Zr mass and size difference phonon scattering with the multiphase behaviour a secondary effect.,909,1111,source_sentence_or_semicolon_clause,clustering: Ti/Zr mass and size difference phonon scattering. Context: Thermal conductivity measurements for Ti0.5Zr0.5NiSn0.95 suggest that the dominant reduction comes from Ti/Zr mass and size difference phonon scattering with the multiphase behaviour a secondary effect.
iTE:P1062:n2,Thermal conductivity,"Quantitative X-ray powder diffraction analysis demonstrates that mixing Ti, Zr and Hf on the ionic site in the half-Heusler structure, which is a common strategy to lower the lattice thermal conductivity in this important class of thermoelectric materials, leads to multiphase behaviour.",0,287,source_sentence_or_semicolon_clause,"clustering: Thermal conductivity. Context: Quantitative X-ray powder diffraction analysis demonstrates that mixing Ti, Zr and Hf on the ionic site in the half-Heusler structure, which is a common strategy to lower the lattice thermal conductivity in this important class of thermoelectric materials, leads to multiphase behaviour."
iTE:P1063:n1,narrow indirect energy band gap,The electronic band structure and Boltzmann transport calculations indicated a narrow indirect energy band gap for the compound having electronic structure favorable for thermoelectric performance as well as with substantial thermopowers at temperature ranges from 300 K to 800 K.,429,709,source_sentence_or_semicolon_clause,clustering: narrow indirect energy band gap. Context: The electronic band structure and Boltzmann transport calculations indicated a narrow indirect energy band gap for the compound having electronic structure favorable for thermoelectric performance as well as with substantial thermopowers at temperature ranges from 300 K to 800 K.
iTE:P1063:n2,thermoelectric performance,The electronic band structure and Boltzmann transport calculations indicated a narrow indirect energy band gap for the compound having electronic structure favorable for thermoelectric performance as well as with substantial thermopowers at temperature ranges from 300 K to 800 K.,429,709,source_sentence_or_semicolon_clause,clustering: thermoelectric performance. Context: The electronic band structure and Boltzmann transport calculations indicated a narrow indirect energy band gap for the compound having electronic structure favorable for thermoelectric performance as well as with substantial thermopowers at temperature ranges from 300 K to 800 K.
iTE:P1064:n1,dehydration,"Four fundamental effects were detected: two in the range 50 - 200 degrees C which are attributed to the dehydration of the material, and two related to phase transformations above 200 degrees C.",176,370,source_sentence_or_semicolon_clause,"clustering: dehydration. Context: Four fundamental effects were detected: two in the range 50 - 200 degrees C which are attributed to the dehydration of the material, and two related to phase transformations above 200 degrees C."
iTE:P1064:n2,permittivity and dielectric loss,"In the study, the variations of permittivity and dielectric loss with temperature were recorded.",79,175,source_sentence_or_semicolon_clause,"clustering: permittivity and dielectric loss. Context: In the study, the variations of permittivity and dielectric loss with temperature were recorded."
iTE:P1065:n1,large clusters with long and flexible side-chains,"Here we show that, unlike atomic ionic solids, the electrostatic interactions between nanoscale clusters could be frustrated by using large clusters with long and flexible side-chains so that the ionic cluster pairs do not crystallize.",197,432,source_sentence_or_semicolon_clause,"clustering: large clusters with long and flexible side-chains. Context: Here we show that, unlike atomic ionic solids, the electrostatic interactions between nanoscale clusters could be frustrated by using large clusters with long and flexible side-chains so that the ionic cluster pairs do not crystallize."
iTE:P1065:n2,electrostatic interactions,Atomically precise nanoscale clusters could assemble into crystalline ionic crystals akin to the atomic ionic solids through the strong electrostatic interactions between the constituent clusters.,0,196,source_sentence_or_semicolon_clause,clustering: electrostatic interactions. Context: Atomically precise nanoscale clusters could assemble into crystalline ionic crystals akin to the atomic ionic solids through the strong electrostatic interactions between the constituent clusters.
iTE:P1066:n1,increased ionic bonding character in the selenide block,"On the other hand, the Ca-for-Bi substitution not only gives lower electrical resistivity but also better thermal stability thanks to the increased ionic bonding character in the selenide block.",624,818,source_sentence_or_semicolon_clause,"clustering: increased ionic bonding character in the selenide block. Context: On the other hand, the Ca-for-Bi substitution not only gives lower electrical resistivity but also better thermal stability thanks to the increased ionic bonding character in the selenide block."
iTE:P1066:n2,better thermal stability,"On the other hand, the Ca-for-Bi substitution not only gives lower electrical resistivity but also better thermal stability thanks to the increased ionic bonding character in the selenide block.",624,818,source_sentence_or_semicolon_clause,"clustering: better thermal stability. Context: On the other hand, the Ca-for-Bi substitution not only gives lower electrical resistivity but also better thermal stability thanks to the increased ionic bonding character in the selenide block."
iTE:P1067:n1,tunneling currents in CuI,The high electrical conductivity (sigma) and shape of the sigma vs. temperature (T) curve of this CuI/NC sample is realized through suppression of grain boundary scattering due to tunneling currents in CuI.,942,1148,source_sentence_or_semicolon_clause,clustering: tunneling currents in CuI. Context: The high electrical conductivity (sigma) and shape of the sigma vs. temperature (T) curve of this CuI/NC sample is realized through suppression of grain boundary scattering due to tunneling currents in CuI.
