raw_mention_id,class_id,paper_id,source_file,source_locator,quote,context,source_quote_start,source_quote_end
iTE:P1581:n2,iTE:P1755:n3,P1581,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1581:n2,"The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering.","The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering.",0,174
iTE:P1654:n2,iTE:P1755:n3,P1654,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1654:n2,"The large mass and ionic radius differences between Ho3+ and In3+ generate intense point-defect scattering, cutting lattice thermal conductivity by 62%.","The large mass and ionic radius differences between Ho3+ and In3+ generate intense point-defect scattering, cutting lattice thermal conductivity by 62%.",0,152
iTE:P1755:n3,iTE:P1755:n3,P1755,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1755:n3,The substitutions of Ln(3+) for Ca2+ change hole concentration and meanwhile introduce a strong point-defect phonon scattering.,The substitutions of Ln(3+) for Ca2+ change hole concentration and meanwhile introduce a strong point-defect phonon scattering.,0,127
iTE:P1130:n2,iTE:P1394:n2,P1130,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1130:n2,"Cu2Se is a p-type semiconducting compound that possesses excellent thermoelectric properties but degrades at elevated temperatures under large currents, precluding it from applications in harvesting waste heat. In this study, we make use of a doping approach to attempt to chemically stabilize Cu2Se while maintaining its superior thermoelectric properties. Specifically, we synthesized Cu2(1-x)SnxSe (x = 0, 0.01, 0.02 and 0.05) via melting, annealing and spark plasma sintering. We found that the ZT was enhanced the most in the x = 0.01 sample, averaging approximately a 15% increase over the pure Cu2Se throughout a broad temperature range of 473-823 K, and achieving a maximum ZT = 1 at T = 823 K. The enhancement is due to an increased power factor and a reduced thermal conductivity, which is a result of point defect scattering from Sn atoms in the Cu2Se matrix and grain boundary scattering from a micron-size secondary phase of SnSe. We further tested the ability of the Sn dopant to prevent material degradation at elevated temperatures under large currents. Increasing the Sn dopant content does indeed decrease the solid Cu precipitation but not enough to resolve the issue of material degradation. As a result, despite its improved ZT, Cu1.98Sn0.01Se is not yet ready for thermoelectric applications, and requires further effort to stabilize the structure.","maximum ZT = 1 at T = 823 K. The enhancement is due to an increased power factor and a reduced thermal conductivity, which is a result of point defect scattering from Sn atoms in the Cu2Se matrix and grain boundary scattering from a micron-size secondary phase of SnSe. We further tested the ability of the Sn dopant to prevent material degradation at elevated temperatures under large currents. Increasing the Sn dopant content does indeed decrease the solid Cu precipitation",674,1150
iTE:P1253:n2,iTE:P1394:n2,P1253,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1253:n2,"A substantial reduction in the thermal conductivity for strontium titanate (ABO(3)) perovskite structure was realized for the A-site substitution of gadolinium (rare earth element) in SrTiO3 ceramics. The effect of Gd3+ substitution on the structure, composition, and thermoelectric properties of SrTiO3 was investigated. The substitution of Gd3+ in the SrTiO3 matrix resulted in the minimalization of thermal conductivity. The thermal conductivity followed a similar trend as that of thermal diffusivity, but specific heat capacity exhibited a non-monotonic trend. The thermal conductivity is reduced to 1.05 W m(-1) K-1 for the minimal substitutional composition (Sr0.99Gd0.01TiO3) which is 30% less than that of SrTiO3 at 303 K. The variation in the ionic radii and atomic mass of the heavier rare earth Gd3+ substituted over Sr2+ resulted in the reduction of thermal conductivity of SGTO ceramics caused by the corresponding boundary scattering at low temperatures and temperature-independent phonon-impurity scattering at high temperatures.","diffusivity, but specific heat capacity exhibited a non-monotonic trend. The thermal conductivity is reduced to 1.05 W m(-1) K-1 for the minimal substitutional composition (Sr0.99Gd0.01TiO3) which is 30% less than that of SrTiO3 at 303 K. The variation in the ionic radii and atomic mass of the heavier rare earth Gd3+ substituted over Sr2+ resulted in the reduction of thermal conductivity of SGTO ceramics caused by the corresponding boundary scattering at low temperatures and temperature-independent phonon-impurity scattering at high temperatures.",493,1045
iTE:P1384:n2,iTE:P1394:n2,P1384,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1384:n2,"First-principles calculations have been performed to investigate electronic band structures, vibrational characters, and related transport properties of pnictogen-substituted skutterudites filled with alkaline-earth elements (MxCo(4)A(6)B(6), where M = Ca, Sr, or Ba, A = Ge or Sn, B = Se or Te, and x = 0.5 or 1). Electronic transport properties related to thermoelectricity, including the Seebeck coefficient and the electrical conductivity, are computed by using the Boltzmann transport formalism within the constant-relaxation-time approximation. The results are compared against the corresponding properties of the unfilled pnictogen-substituted ternary skutterudites (CoA(1.5)B(1.5)) to identify the effects of filling to estimate the potential for thermoelectric applications. The changes in the ionic character of the interatomic bonding between the Group 14 (A) and Group 16 (B) elements, which was suspected to be a major scattering source in unfilled pnictogen-substituted ternary skutterudites, are probed by analyzing the projected density of states, the charge densities, and the Born effective charges, in an attempt to identify a potential path for improvement of the thermoelectric performance. Our computational results suggest that the analyzed performance of the filled pnictogen-substituted skutterudites should exhibit no significant improvement over that of the corresponding unfilled pnictogen-substituted ternary skutterudites, unless significant reduction in thermal conductivity is achieved by the rattling motion of the filler atoms. Published by AIP Publishing.","ternary skutterudites, are probed by analyzing the projected density of states, the charge densities, and the Born effective charges, in an attempt to identify a potential path for improvement of the thermoelectric performance. Our computational results suggest that the analyzed performance of the filled pnictogen-substituted skutterudites should exhibit no significant improvement over that of the corresponding unfilled pnictogen-substituted ternary skutterudites, unless significant reduction in thermal conductivity is achieved by the rattling motion of the filler atoms. Published by AIP Publishing.",984,1590
iTE:P1394:n2,iTE:P1394:n2,P1394,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1394:n2,"Thermoelectric (TE) metal oxides overcome crucial disadvantages of traditional heavy-metal-alloy-based TE materials, such as toxicity, scarcity, and instability at high temperatures. Here, we report the TE properties of metal oxide superlattices, composed from alternating layers of S% Pr3+-doped SrTiO3-delta (SPTO) and 20% Nb5+-doped SrTiO3-delta (STNO) fabricated using pulsed laser deposition (PLD). Excellent stability is established for these superlattices by maintaining the crystal structure and reproducing the TE properties after long-time (20 h) annealing at high temperature (similar to 1000 K). The introduction of oxygen vacancies as well as extrinsic dopants (Pr3+ and Nb5+), with different masses and ionic radii, at different lattice sites in SPTO and STNO layers, respectively, results in a substantial reduction of thermal conductivity via scattering a wider range of phonon spectrum without limiting the electrical transport and thermopower, leading to an enhancement in the figure-of-merit (ZT). The superlattice composed of 20 SPTO/STNO pairs, 8 unit cells of each layer, exhibits a ZT value of 0.46 at 1000 K, which is the highest among SrTiO3-based thermoelectrics.","dopants (Pr3+ and Nb5+), with different masses and ionic radii, at different lattice sites in SPTO and STNO layers, respectively, results in a substantial reduction of thermal conductivity via scattering a wider range of phonon spectrum without limiting the electrical transport and thermopower, leading to an enhancement in the figure-of-merit (ZT). The superlattice composed of 20 SPTO/STNO pairs, 8 unit cells of each layer, exhibits a ZT value of 0.46 at 1000 K, which is the highest among SrTiO3-based thermoelectrics.",666,1189
iTE:P0378:n5,iTE:P0920:n2,P0378,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0378:n5,"By adjusting the position of the positive and negative moieties of the ZI side chain, the movement of free ions contained in the ionogel can be controlled effectively, thus improving the power factor of TEGs. ZI side chains inside the ionogel provide multiple ionic interaction sites and enable fast self-healing characteristics at room temperature.","By adjusting the position of the positive and negative moieties of the ZI side chain, the movement of free ions contained in the ionogel can be controlled effectively, thus improving the power factor of TEGs. ZI side chains inside the ionogel provide multiple ionic interaction sites and enable fast self-healing characteristics at room temperature.",0,349
iTE:P0457:n2,iTE:P0920:n2,P0457,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0457:n2,"The self-healability of the IL-based composites originates from dynamic ion-dipole interactions between the IL, the PVDF-HFP, and the FS.","The self-healability of the IL-based composites originates from dynamic ion-dipole interactions between the IL, the PVDF-HFP, and the FS.",0,137
iTE:P0477:n3,iTE:P0920:n2,P0477,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0477:n3,"While the thermoelectric (TE) generator has attracted tremendous attention, the development of wearable TE generators with stretchability and self-healability has been a significant challenge. Herein, we report intrinsically self-healable and stretchable ternary ionic TE hybrid materials, composed of a conjugated polymer (polyaniline), a non-conjugated anionic polyelectrolyte (poly(2-acrylamido-2-methyl-1-propanesulfonic acid)), and phytic acid.","While the thermoelectric (TE) generator has attracted tremendous attention, the development of wearable TE generators with stretchability and self-healability has been a significant challenge. Herein, we report intrinsically self-healable and stretchable ternary ionic TE hybrid materials, composed of a conjugated polymer (polyaniline), a non-conjugated anionic polyelectrolyte (poly(2-acrylamido-2-methyl-1-propanesulfonic acid)), and phytic acid.",0,449
iTE:P0920:n2,iTE:P0920:n2,P0920,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0920:n2,"The fluidic character endows the ionic liquid-based circuit with self-healing ability, satisfying the needs of longer lifetime and less waste generation for electronics, while at the same time brings the risk of leakage.","The fluidic character endows the ionic liquid-based circuit with self-healing ability, satisfying the needs of longer lifetime and less waste generation for electronics, while at the same time brings the risk of leakage.",0,220
iTE:P0563:n2,iTE:P1689:n2,P0563,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0563:n2,"We particularly highlight the extraordinary low thermal conductivity of Cu7PSe6 below the glass limit, which can be associated with the molten copper sublattice leading to a softening of phonon modes.","We particularly highlight the extraordinary low thermal conductivity of Cu7PSe6 below the glass limit, which can be associated with the molten copper sublattice leading to a softening of phonon modes.",0,200
iTE:P1149:n1,iTE:P1689:n2,P1149,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1149:n1,"The discovery of ultra-low lattice thermal conductivity has always been an urgent task to break through the thermoelectric performance of environment-friendly SnTe materials. As an effective lattice modulation strategy, lattice softening without deteriorating electrical transport has attracted much attention. Herein, we systematically compare and explore the electron-phonon transport characteristics of Q-doped SnTe-GeTe alloys (Q = Bi, Sb, and Ag), especially the visible lattice softening at sound velocity. The high solid-solution of GeTe significantly reduces the sound velocity, and the apparent strong phonon softening is the major contribution to the low lattice thermal conductivity. However, additional Sb/Bi/Ag doping exhibits various modulations on its softening. Bi and Ag with large ionic radii easily destroy the crystal structure and restore the sound velocity close to that of pristine SnTe, while Sb with smaller ionic radius maintains the sound velocity. The Debye-Callaway model quantifies phonon softening and defect scattering, elucidating the exotic lattice thermal conductivity distortion. Additionally, the compensated band convergence and carrier concentration modulation synergistically optimize the electrical transport. The trade-off between lattice softening and electronic band modulation ultimately leads to the zT values of similar to 1.0,similar to 1.1, and similar to 0.8 in Sn0.66Ge0.3Bi0.04Te, Sn0.66Ge0.3Sb0.04Te, and Sn0.66Ge0.3Ag0.04Te, respectively. This work not only confirms the feasible manipulation of high-concentration GeTe alloying on the lattice softening of SnTe, but also emphasizes the significant modulation effect of trace aliovalent ion doping, providing a useful reference for optimization of lattice thermal conductivity.","the visible lattice softening at sound velocity. The high solid-solution of GeTe significantly reduces the sound velocity, and the apparent strong phonon softening is the major contribution to the low lattice thermal conductivity. However, additional Sb/Bi/Ag doping exhibits various modulations on its softening. Bi and Ag with large ionic radii easily destroy the crystal structure and restore the sound velocity close to that of pristine SnTe, while Sb with smaller ionic radius maintains the sound velocity. The Debye-Callaway model quantifies",464,1011
iTE:P1621:n1,iTE:P1689:n2,P1621,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1621:n1,phonon softening on heating to T-c & AP; 350 K triggers fast Ag diffusion in the canonical superionic Argyrodite Ag8GeSe6.,phonon softening on heating to T-c & AP; 350 K triggers fast Ag diffusion in the canonical superionic Argyrodite Ag8GeSe6.,0,122
iTE:P1689:n2,iTE:P1689:n2,P1689,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1689:n2,"The weak bonding and heavy atomic mass of the Nd atom soften the phonon modes, which reduce the phonon group velocity and Debye temperature.","The weak bonding and heavy atomic mass of the Nd atom soften the phonon modes, which reduce the phonon group velocity and Debye temperature.",0,140
iTE:P0487:n2,iTE:P1746:n2,P0487,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0487:n2,This switch in polarity of the Seebeck coefficient is likely to stem from an alteration of PANI's electronic structure with the morphological reorganization of PANI-PAAMPSA that takes place on DCA annealing.,This switch in polarity of the Seebeck coefficient is likely to stem from an alteration of PANI's electronic structure with the morphological reorganization of PANI-PAAMPSA that takes place on DCA annealing.,0,207
iTE:P1213:n2,iTE:P1746:n2,P1213,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1213:n2,"Measurements of the electrical conductivity, magnetic susceptibility and thermoelectric power in liquid Cu-CuTlTe2 and Ag-AgTlTe2 systems have been carried out over wide temperature and composition ranges. These liquid systems exhibit the compound-forming behavior in the vicinity of stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2, such as the conductivity minimum, diamagnetic maximum and reverse in the sign of the thermoelectric power. Radial distribution analyses of the stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2, by X-ray and neutron diffractions indicate that the bonding nature of Cu-Te and Ag-Te in both alloys is rather covalent, differing from the ionic nature of Tl-Te in liquid Tl2Te which is well-known as a typical compound-forming liquid.","These liquid systems exhibit the compound-forming behavior in the vicinity of stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2, such as the conductivity minimum, diamagnetic maximum and reverse in the sign of the thermoelectric power. Radial distribution analyses of the stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2, by X-ray and neutron diffractions indicate that the bonding nature of Cu-Te and Ag-Te in both alloys is rather covalent, differing from the ionic nature of Tl-Te in liquid Tl2Te which is well-known as a typical compound-forming liquid.",206,766
iTE:P1696:n2,iTE:P1746:n2,P1696,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1696:n2,"With some speculation, the sign change is attributed to an anomalous change in thermoelectric power of Na-K mixture with composition.","With some speculation, the sign change is attributed to an anomalous change in thermoelectric power of Na-K mixture with composition.",0,133
iTE:P1746:n2,iTE:P1746:n2,P1746,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1746:n2,"the real systems exhibit an anomalous change of Seebeck sign, which might be related to the change of bare metallic carriers into the polaronic ones.","the real systems exhibit an anomalous change of Seebeck sign, which might be related to the change of bare metallic carriers into the polaronic ones.",0,149
iTE:P0604:n2,iTE:P0971:n1,P0604,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0604:n2,"Thermoelectric materials based on the Seebeck effect can harvest heat only from temperature gradient, while waste heat can induce both temperature gradient and temperature fluctuation. Here, we demonstrate the high performance in heat-to-electricity harvesting by integrating the thin film of an inorganic thermoelectric material, Bi0.4Sb1.6Te3, with an ionogel that has a high ionic thermovoltage due to the Soret effect. The hybrid inorganic-ionic thermoelectric converter composed of a Bi0.4Sb1.6Te3 layer and an ionogel layer can generate power from both the temperature gradient via the Seebeck effect of Bi(0.4)Sb(1.6)Te(3 )and the temperature fluctuation via the Soret effect of the ionogel.","on the Seebeck effect can harvest heat only from temperature gradient, while waste heat can induce both temperature gradient and temperature fluctuation. Here, we demonstrate the high performance in heat-to-electricity harvesting by integrating the thin film of an inorganic thermoelectric material, Bi0.4Sb1.6Te3, with an ionogel that has a high ionic thermovoltage due to the Soret effect. The hybrid inorganic-ionic thermoelectric converter composed of a Bi0.4Sb1.6Te3 layer and an ionogel layer can generate power from both the temperature gradient via the",31,591
iTE:P0622:n2,iTE:P0971:n1,P0622,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0622:n2,"In addition to the heat-to-electricity conversion by the electronic unit from a temperature gradient due to the Seebeck effect, the ionic unit can generate electricity from temperature fluctuations owing to thermal ionic diffusion (Soret effect).","In addition to the heat-to-electricity conversion by the electronic unit from a temperature gradient due to the Seebeck effect, the ionic unit can generate electricity from temperature fluctuations owing to thermal ionic diffusion (Soret effect).",0,246
iTE:P0708:n1,iTE:P0971:n1,P0708,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0708:n1,"Thermoelectric (TE) generators based on the Seebeck effect of electronic conductors under a temperature gradient can directly convert heat into electricity, but their performance is still too low for large-scale practical application. Here, we report mixed ion-electron thermoelectric converters (MTECs) using flexible quasi-solid ionogels consisting of an ionic liquid (IL), gelatin and single-walled carbon nanotubes (SWNTs). The ionogels are ionically and electronically conductive due to the ionic liquid and SWNTs, respectively, and they have very low thermal conductivity. The MTECs can convert heat into electricity from both the temperature fluctuation causing the ion accumulation variation of the ionic liquids and the temperature gradient inducing the Seebeck effect of SWNTs.","large-scale practical application. Here, we report mixed ion-electron thermoelectric converters (MTECs) using flexible quasi-solid ionogels consisting of an ionic liquid (IL), gelatin and single-walled carbon nanotubes (SWNTs). The ionogels are ionically and electronically conductive due to the ionic liquid and SWNTs, respectively, and they have very low thermal conductivity. The MTECs can convert heat into electricity from both the temperature fluctuation causing the ion accumulation variation of the ionic liquids and the temperature gradient inducing the Seebeck effect of SWNTs.",200,787
iTE:P0971:n1,iTE:P0971:n1,P0971,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0971:n1,Transport coefficient calculations for both spin channels demonstrate the compounds' relative constancy in terms of Seebeck coefficient and electrical conductivity despite temperature fluctuations.,Transport coefficient calculations for both spin channels demonstrate the compounds' relative constancy in terms of Seebeck coefficient and electrical conductivity despite temperature fluctuations.,0,197
iTE:P0608:n1,iTE:P1617:n3,P0608,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0608:n1,"Given the strong light absorption and low thermal conductivity of the film, a large thermal gradient can be produced on the surface under light illumination to induce fast water evaporation in an aqueous electrolyte. The thermal gradient and the water evaporation drive selective ion transport through the charged nanochannels, which generates ionic thermoelectric and streaming potentials, respectively.","Given the strong light absorption and low thermal conductivity of the film, a large thermal gradient can be produced on the surface under light illumination to induce fast water evaporation in an aqueous electrolyte. The thermal gradient and the water evaporation drive selective ion transport through the charged nanochannels, which generates ionic thermoelectric and streaming potentials, respectively.",0,404
iTE:P0839:n1,iTE:P1617:n3,P0839,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0839:n1,"We show that the huge Seebeck coefficients observed recently for ionic conductors arise from a ratchet effect where activated jumps between neighbor sites are rectified by a temperature gradient, thus driving mobile ions toward the cold.","We show that the huge Seebeck coefficients observed recently for ionic conductors arise from a ratchet effect where activated jumps between neighbor sites are rectified by a temperature gradient, thus driving mobile ions toward the cold.",0,237
iTE:P1104:n1,iTE:P1617:n3,P1104,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1104:n1,"Flexible wearable sensors are widely used in health monitoring and motion tracking, but their limited environmental adaptability and dependence on external power sources restrict applications in complex scenarios and chronic disease management. In this work, an n-type self-powered thermoelectric ionogel (iTE gel) was fabricated using ionic liquids with two-step approach under ultraviolet light crosslinking reaction. The ionogel comprised a crosslinked network based on poly(poly(ethylene glycol) methyl ether methacrylate) (pPEGMA), a secondary network formed by polyionic liquids, and a composite of lithium salts and ionic liquids, achieving good stretchability (517%), mechanical strength (245.5 kPa), and a significant Seebeck effect (Se,-5.34 mV/K) while maintaining stability from-10 degrees C to 45 degrees C with outstanding temperature-tolerance. Temperature gradients drive directional ion migration, enabling direct thermal-to-electrical energy conversion and intrinsic self-powering capabilities. Structural optimization permitted simultaneous detection of temperature, pressure, and strain. When integrated into a wearable platform, the system effectively achieved information transmission, monitored plantar pressure, gait patterns, and local temperature in diabetic foot patients, showing high sensitivity and stability during daily use. This research advanced flexible sensor development with enhanced environmental adaptability, self-powering functionality, and long-term wearability.","and a significant Seebeck effect (Se,-5.34 mV/K) while maintaining stability from-10 degrees C to 45 degrees C with outstanding temperature-tolerance. Temperature gradients drive directional ion migration, enabling direct thermal-to-electrical energy conversion and intrinsic self-powering capabilities. Structural optimization permitted simultaneous detection of temperature, pressure, and strain. When integrated into a wearable platform, the system effectively achieved information transmission, monitored plantar pressure, gait patterns, and local temperature in diabetic foot patients, showing high sensitivity and stability during daily use. This research advanced",709,1379
iTE:P1617:n3,iTE:P1617:n3,P1617,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1617:n3,"which are predominated by growth parameters, i.e., solute boundary laver thickness, delta(C), growth velocity, V and temperature gradient, G(L).","which are predominated by growth parameters, i.e., solute boundary laver thickness, delta(C), growth velocity, V and temperature gradient, G(L).",0,144
iTE:P0412:n5,iTE:P0536:n3,P0412,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0412:n5,"The incorporation of of SiO2, modified graphene (mG), and Ti3C2Tx reduce crystallinity, strengthen interfacial phonon scattering, and introduce extensive hydrogen bonding, thereby improving both thermoelectric and mechanical performance.","The incorporation of of SiO2, modified graphene (mG), and Ti3C2Tx reduce crystallinity, strengthen interfacial phonon scattering, and introduce extensive hydrogen bonding, thereby improving both thermoelectric and mechanical performance.",0,237
iTE:P0473:n2,iTE:P0536:n3,P0473,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0473:n2,"Here, ionic liquid (IL)-assisted fabrication of flexible films of polymer TE composites with simultaneously high TE and mechanical performances based on poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS), polyvinyl alcohol (PVA), and single-walled carbon nanotubes (SWCNTs) are reported.","Here, ionic liquid (IL)-assisted fabrication of flexible films of polymer TE composites with simultaneously high TE and mechanical performances based on poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS), polyvinyl alcohol (PVA), and single-walled carbon nanotubes (SWCNTs) are reported.",0,304
iTE:P0490:n3,iTE:P0536:n3,P0490,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0490:n3,"In this study, synergistic enhancements in both the thermoelectric and mechanical performances of poly(3,4-ethylenedioxythiophene) (PEDOT)based flexible thermoelectric films were obtained by utilizing the modulation effect of an ionic liquid (IL), in this case bis(trifluoromethane) sulfonimide lithium salt (LiTFSI). The electrical conductivity of the as-fabricated ionic liquid/poly(3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (IL/PEDOT: PSS) films increased from 5 S cm(-1) (IL-free PEDOT) to nearly 1000 S cm(-1) (PEDOT with 60 wt% IL content). Simultaneously, the thermoelectric power factor of the PEDOT thin film was boosted by nearly two orders from less than 1 mW m(-1) K-2 to 75 mW m(-1) K-2 due to the modulated electrical conductivity and enhanced Seebeck coefficient with increasing temperature. Furthermore, mechanical bending tests showed that the electrical conductivity change was less than 0.03% after 10000 bending cycles, which is much better than that of the IL-free film, suggesting good bendability. The tensile test indicated enhancements in the tensile strain of free-standing films from less than 3% to more than 20% before and after adding LiTFSI into PEDOT: PSS. X-ray diffraction (XRD) and Raman measurements demonstrated that the enhancements in both the thermoelectric and mechanical performances were related to the increased ordering structure due to the weak chemical bonding effect between PEDOT and the ILs.","In this study, synergistic enhancements in both the thermoelectric and mechanical performances of poly(3,4-ethylenedioxythiophene) (PEDOT)based flexible thermoelectric films were obtained by utilizing the modulation effect of an ionic liquid (IL), in this case bis(trifluoromethane) sulfonimide lithium salt (LiTFSI). The electrical conductivity of the as-fabricated ionic liquid/poly(3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (IL/PEDOT: PSS) films increased from 5 S cm(-1) (IL-free PEDOT) to nearly 1000 S cm(-1) (PEDOT with 60 wt% IL content). Simultaneously, the thermoelectric power factor of the PEDOT thin film was boosted by",0,641
iTE:P0536:n3,iTE:P0536:n3,P0536,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0536:n3,"Herein, a general concept based on synergistic ion-ion/ion-dipole interactions and chemical-physical networks to fabricate ionic thermoelectric (i-TE) ionogels with outstanding mechanical properties and ultrahigh thermoelectric performances is developed.","Herein, a general concept based on synergistic ion-ion/ion-dipole interactions and chemical-physical networks to fabricate ionic thermoelectric (i-TE) ionogels with outstanding mechanical properties and ultrahigh thermoelectric performances is developed.",0,254
iTE:P0740:n2,iTE:P1616:n2,P0740,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0740:n2,"Many materials with a high figure of merit ZT have been discovered in the anticipation of a high thermoelectric efficiency. However, there has been a lack of investigations on efficiency-based material evaluation, and little is known about the achievable limit of thermoelectric efficiency. Here, we report the highest thermoelectric efficiency using 12,645 published materials. The 97,841,810 thermoelectric efficiencies are calculated using 808,610 device configurations under various heat-source temperatures (T-h) when the cold-side temperature is 300 K, solving one-dimensional thermoelectric integral equations with temperature-dependent thermoelectric properties. For infinite-cascade devices, a thermoelectric efficiency larger than 33% (approximate to 1/3) is achievable when T-h exceeds 1400 K. For single-stage devices, the best efficiency of 17.1% (approximate to 1/6) is possible when T-h is 860 K. Leg segmentation can overcome this limit, delivering a very high efficiency of 24% (approximate to 1/4) when T-h is 1100 K.","Many materials with a high figure of merit ZT have been discovered in the anticipation of a high thermoelectric efficiency. However, there has been a lack of investigations on efficiency-based material evaluation, and little is known about the achievable limit of thermoelectric efficiency. Here, we report the highest thermoelectric efficiency using 12,645 published materials. The 97,841,810 thermoelectric efficiencies are calculated using 808,610 device configurations under various heat-source temperatures (T-h) when the cold-side temperature is 300 K, solving one-dimensional thermoelectric integral",0,606
