article_role,assertion,claim_id,claim_scope,conditions,context_quotes,decision_source,doi,domain,evidence_spans,id,joint_factor_local_resolution,joint_factor_raw_values,joint_factors,modality,modality_evidence,modality_spans,note,object,object_id,object_role,paper_id,paper_input_hash,paper_title,predicate,quote,relation_id,review_reason,review_status,scope,source,status,subject,subject_id,subject_role,target,year
research,author_claim,iTE:P1479:r024,own_work,Aging time 7 days.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":920,""end"":1013}]",r024,,,[],unspecified,[],[],,Monomers of complex 1,P1479:mon,material_entity,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",is_composed_of,The films formed at aging time t = 0 (F1) and t = 7 days (F2) were made up of monomers of 1. ,P1479:r024,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cba2bb7c61390d2,accepted,F2 film formed at aging time 7 days,P1479:f2,material_entity,iTE:C013cff9ef255b2,2015
research,author_claim,iTE:P1479:r025,own_work,,"[""The optical band gaps of the films (1.39 eV for F1 and 1.57 eV for F2) were lower than 1. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":920,""end"":1013},{""start"":1013,""end"":1103}]",r025,,,[],unspecified,[],[],,F1 optical band gap 1.39 eV,P1479:fg1,quantity,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",has,The films formed at aging time t = 0 (F1) and t = 7 days (F2) were made up of monomers of 1. ,P1479:r025,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cd65a40f2b6119c,accepted,F1 film formed at aging time 0 days,P1479:f1,material_entity,iTE:Cebf079e9214537,2015
research,author_claim,iTE:P1479:r026,own_work,,"[""The optical band gaps of the films (1.39 eV for F1 and 1.57 eV for F2) were lower than 1. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":920,""end"":1013},{""start"":1013,""end"":1103}]",r026,,,[],unspecified,[],[],,F2 optical band gap 1.57 eV,P1479:fg2,quantity,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",has,The films formed at aging time t = 0 (F1) and t = 7 days (F2) were made up of monomers of 1. ,P1479:r026,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cba2bb7c61390d2,accepted,F2 film formed at aging time 7 days,P1479:f2,material_entity,iTE:C0e997b511b3597,2015
research,author_claim,iTE:P1479:r027,own_work,Film compared with complex 1.,"[""The optical band gaps of the films (1.39 eV for F1 and 1.57 eV for F2) were lower than 1. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":268,""end"":441},{""start"":1013,""end"":1103}]",r027,,,[],unspecified,[],[],,Optical band gap 1.9 eV in complex 1,P1479:g1,quantity,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",is_lower_than,"These complexes have low optical band gaps (1.9 eV for 1 and 2, and 2.2 eV for 3) and were magnetic with 57% high-spin Fe(II) in 1, 33% in 2, and 100% in 3 at 25 degrees C. ",P1479:r027,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cebf079e9214537,accepted,F1 optical band gap 1.39 eV,P1479:fg1,quantity,iTE:Cf6820f2e050959,2015
research,author_claim,iTE:P1479:r028,own_work,Film compared with complex 1.,"[""The optical band gaps of the films (1.39 eV for F1 and 1.57 eV for F2) were lower than 1. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":268,""end"":441},{""start"":1013,""end"":1103}]",r028,,,[],unspecified,[],[],,Optical band gap 1.9 eV in complex 1,P1479:g1,quantity,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",is_lower_than,"These complexes have low optical band gaps (1.9 eV for 1 and 2, and 2.2 eV for 3) and were magnetic with 57% high-spin Fe(II) in 1, 33% in 2, and 100% in 3 at 25 degrees C. ",P1479:r028,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C0e997b511b3597,accepted,F2 optical band gap 1.57 eV,P1479:fg2,quantity,iTE:Cf6820f2e050959,2015
research,negated,iTE:P1479:r029,own_work,,"[""The films were free of cracks and have a fairly homogeneous morphology. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":844,""end"":920},{""start"":1103,""end"":1175}]",r029,,,[],unspecified,[],[],,Cracks,P1479:crack,state_structure,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",contains,Complex 1 formed stable thin films on quartz by the spin coating technique. ,P1479:r029,,not_targeted_by_full_audit_v1,mechanical_environmental_stability,iTE:Cd4415f7805e8d4,accepted,Stable complex 1 thin films on quartz,P1479:film,material_entity,iTE:C1a2d024d10d837,2015
research,author_claim,iTE:P1479:r030,own_work,,"[""The films were free of cracks and have a fairly homogeneous morphology. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":844,""end"":920},{""start"":1103,""end"":1175}]",r030,,,[],unspecified,[],[],,Fairly homogeneous morphology,P1479:hom,state_structure,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",has,Complex 1 formed stable thin films on quartz by the spin coating technique. ,P1479:r030,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cd4415f7805e8d4,accepted,Stable complex 1 thin films on quartz,P1479:film,material_entity,iTE:C34fc5ab886a949,2015
research,author_claim,iTE:P1479:r031,own_work,Annealed at 40 °C; among reported films.,"[""The films with the best morphology were F1 annealed at 40 degrees C and F2 annealed at 60 degrees C.""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":920,""end"":1013},{""start"":1175,""end"":1275}]",r031,,,[],unspecified,[],[],,Best film morphology,P1479:best,performance_function,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",exhibits,The films formed at aging time t = 0 (F1) and t = 7 days (F2) were made up of monomers of 1. ,P1479:r031,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cd65a40f2b6119c,accepted,F1 film formed at aging time 0 days,P1479:f1,material_entity,iTE:Ce36f4c7820e826,2015
research,author_claim,iTE:P1479:r032,own_work,Annealed at 60 °C; among reported films.,"[""The films with the best morphology were F1 annealed at 40 degrees C and F2 annealed at 60 degrees C.""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1039/c5ra07100c,iTE,"[{""start"":920,""end"":1013},{""start"":1175,""end"":1275}]",r032,,,[],unspecified,[],[],,Best film morphology,P1479:best,performance_function,P1479,a6d6afa9a7a0c10e25e3b542aa216c3d01ff2e0c8383c87fa2073ecc75f70b90,"Magnetic, thermal, mesomorphic and thermoelectric properties of mononuclear, dimeric and polymeric iron(II) complexes with conjugated ligands",exhibits,The films formed at aging time t = 0 (F1) and t = 7 days (F2) were made up of monomers of 1. ,P1479:r032,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cba2bb7c61390d2,accepted,F2 film formed at aging time 7 days,P1479:f2,material_entity,iTE:Ce36f4c7820e826,2015
research,author_claim,iTE:P1480:r001,own_work,First-principles structural optimization; all compounds.,"[""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":227,""end"":437}]",r001,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. "",""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","[{""start"":0,""end"":227},{""start"":227,""end"":437}]",,Mechanical stability,P1480:stable,performance_function,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",exhibits,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r001,,not_targeted_by_full_audit_v1,mechanical_environmental_stability,iTE:C04680b05e15acc,accepted,"Cubic K2IrX6 (X = Cl, Br, I)",P1480:m,material_entity,iTE:Ce7845b5dd1b686,2026
research,author_claim,iTE:P1480:r002,own_work,Structural optimization.,"[""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":227,""end"":437}]",r002,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. "",""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","[{""start"":0,""end"":227},{""start"":227,""end"":437}]",,Lattice constant,P1480:a,quantity,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",increases,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r002,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cd6f306aeb18880,accepted,Halogen substitution from Cl to I,P1480:series,design_strategy,iTE:C18c6428a1e5e45,2026
research,author_claim,iTE:P1480:r003,own_work,Structural optimization.,"[""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":227,""end"":437}]",r003,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. "",""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","[{""start"":0,""end"":227},{""start"":227,""end"":437}]",,Unit cell volume,P1480:vol,quantity,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",increases,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r003,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cd6f306aeb18880,accepted,Halogen substitution from Cl to I,P1480:series,design_strategy,iTE:C085d43df3a8e7e,2026
research,association,iTE:P1480:r004,own_work,Cl-to-I series.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":227,""end"":437}]",r004,,,[],computational,"[""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","[{""start"":227,""end"":437}]",,Lattice constant,P1480:a,quantity,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",is_consistent_with_increase_in,"Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ",P1480:r004,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C728988a0772c5e,accepted,Larger halogen ionic radii,P1480:rad,quantity,iTE:C18c6428a1e5e45,2026
research,association,iTE:P1480:r005,own_work,Cl-to-I series.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":227,""end"":437}]",r005,,,[],computational,"[""Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ""]","[{""start"":227,""end"":437}]",,Unit cell volume,P1480:vol,quantity,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",is_consistent_with_increase_in,"Structural optimization confirms mechanical stability for all compounds, and reveals a systematic increase in lattice constant and unit cell volume from Cl to I, consistent with the larger halogen ionic radii. ",P1480:r005,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C728988a0772c5e,accepted,Larger halogen ionic radii,P1480:rad,quantity,iTE:C085d43df3a8e7e,2026
research,author_claim,iTE:P1480:r006,own_work,Spin-polarized electronic calculations.,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":437,""end"":658}]",r006,,,[],computational,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","[{""start"":437,""end"":658}]",,Strong spin asymmetry near Fermi level,P1480:asym,state_structure,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",exhibits,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r006,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C04680b05e15acc,accepted,"Cubic K2IrX6 (X = Cl, Br, I)",P1480:m,material_entity,iTE:C999326a3840f94,2026
research,author_claim,iTE:P1480:r007,own_work,Spin-polarized electronic calculations.,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":437,""end"":658}]",r007,,,[],computational,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","[{""start"":437,""end"":658}]",,Metallic majority-spin channel,P1480:maj,state_structure,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",has,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r007,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C04680b05e15acc,accepted,"Cubic K2IrX6 (X = Cl, Br, I)",P1480:m,material_entity,iTE:C0d775966a54cbc,2026
research,author_claim,iTE:P1480:r008,own_work,Spin-polarized electronic calculations.,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":437,""end"":658}]",r008,,,[],computational,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","[{""start"":437,""end"":658}]",,Minority-spin gap,P1480:gap,quantity,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",has,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r008,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C04680b05e15acc,accepted,"Cubic K2IrX6 (X = Cl, Br, I)",P1480:m,material_entity,iTE:Cb87dc884f8df5c,2026
research,author_claim,iTE:P1480:r009,own_work,Spin-polarized electronic calculations.,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":437,""end"":658}]",r009,,,[],computational,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","[{""start"":437,""end"":658}]",,Minority-spin gap,P1480:gap,quantity,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",narrows,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r009,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cd6f306aeb18880,accepted,Halogen substitution from Cl to I,P1480:series,design_strategy,iTE:Cb87dc884f8df5c,2026
research,association,iTE:P1480:r010,own_work,Along the Cl-to-I series.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":437,""end"":658}]",r010,,,[],computational,"[""Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ""]","[{""start"":437,""end"":658}]",,Enhanced Ir–X hybridization,P1480:hyb,interaction,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",narrowing_reflects,"Spin polarized electronic calculations show strong spin asymmetry near the Fermi level, with a metallic majority spin channel and a minority spin gap that narrows along the series, reflecting enhanced Ir-X hybridization. ",P1480:r010,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cb87dc884f8df5c,accepted,Minority-spin gap,P1480:gap,quantity,iTE:C5652ae183f21f0,2026
research,author_claim,iTE:P1480:r011,own_work,Total and projected density-of-states analysis.,"[""The total and projected density of states indicate that Ir 5d and halogen-p states dominate the electronic activity around EF, while potassium contributes negligibly. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":658,""end"":825}]",r011,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ""]","[{""start"":0,""end"":227}]",,Electronic activity around EF,P1480:ef,performance_function,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",dominate,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r011,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cc04c8e73d88d36,accepted,Ir 5d and halogen-p states,P1480:states,state_structure,iTE:C467fed3a7c4247,2026
research,author_claim,iTE:P1480:r012,own_work,Total and projected density-of-states analysis.,"[""The total and projected density of states indicate that Ir 5d and halogen-p states dominate the electronic activity around EF, while potassium contributes negligibly. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":658,""end"":825}]",r012,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ""]","[{""start"":0,""end"":227}]",,Electronic activity around EF,P1480:ef,performance_function,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",contributes_negligibly_to,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r012,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cb28797c42fc749,accepted,Potassium states,P1480:k,state_structure,iTE:C467fed3a7c4247,2026
research,association,iTE:P1480:r013,own_work,Quasi-harmonic Debye model; trend direction unspecified.,"[""Thermodynamic properties evaluated using the quasi-harmonic Debye model exhibit physically consistent temperature and pressure dependent trends for Gibbs free energy, entropy, thermal expansion, volume, and Debye temperature. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":825,""end"":1051}]",r013,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ""]","[{""start"":0,""end"":227}]",,Temperature,P1480:t,condition,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",depends_on,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r013,,not_targeted_by_full_audit_v1,thermodynamics,iTE:C41be9cb02ac8ba,accepted,Gibbs free energy,P1480:g,quantity,iTE:C75bc7dc50e07a8,2026
research,association,iTE:P1480:r014,own_work,Quasi-harmonic Debye model; trend direction unspecified.,"[""Thermodynamic properties evaluated using the quasi-harmonic Debye model exhibit physically consistent temperature and pressure dependent trends for Gibbs free energy, entropy, thermal expansion, volume, and Debye temperature. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":825,""end"":1051}]",r014,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ""]","[{""start"":0,""end"":227}]",,Pressure,P1480:p,condition,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",depends_on,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r014,,not_targeted_by_full_audit_v1,thermodynamics,iTE:C41be9cb02ac8ba,accepted,Gibbs free energy,P1480:g,quantity,iTE:C5ca2f946642bf4,2026
research,association,iTE:P1480:r015,own_work,Quasi-harmonic Debye model; trend direction unspecified.,"[""Thermodynamic properties evaluated using the quasi-harmonic Debye model exhibit physically consistent temperature and pressure dependent trends for Gibbs free energy, entropy, thermal expansion, volume, and Debye temperature. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.physb.2026.418549,iTE,"[{""start"":0,""end"":227},{""start"":825,""end"":1051}]",r015,,,[],computational,"[""In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ""]","[{""start"":0,""end"":227}]",,Temperature,P1480:t,condition,P1480,04dbd4795b3e2a3fe7babfe013523cb9147350b969ae8bb5c89d49e46fd7cd14,"Tunable half-metallic and thermoelectric behavior in antifluorite-type K2IrX6 (X = Cl, Br, and I) hexahalides from first-principles calculations",depends_on,"In this work, we present a comparative first principles study of the cubic K2IrX6 (X = Cl, Br, I) halides, focusing on their structural, mechanical, electronic, magnetic, thermodynamic, and thermoelectric transport properties. ",P1480:r015,,not_targeted_by_full_audit_v1,thermodynamics,iTE:C2415c40256615e,accepted,Entropy,P1480:s,quantity,iTE:C75bc7dc50e07a8,2026
