entry_id,paper_id,year,title,doi,role,text,x,y
TG_0165_material,TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,material,ethylene glycol/Ti3C2Tx MXene composite hydrogel thermocell electrolyte,15.188141,5.233035
TG_0165_mechanism,TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,mechanism,EG increases redox solvation entropy and antifreezing ability; MXene reinforces gelation and water binding for subzero thermogalvanic operation,15.892837,1.4201525
TG_0166_material,TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,material,BC/PAA/guanidinium chloride deep-eutectic-solvent gel with Fe(ClO4)2/3 and K3/4Fe(CN)6 p/n thermocells,14.689547,5.9983134
TG_0166_mechanism,TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,mechanism,PAA-Fe3+ coordination and Gdm+-ferrocyanide crystallization improve n/p thermogalvanic performance while BC network prolongs usability,12.947388,3.2968073
TG_0167_material,TG_0167,2024,Thermoelectric Gel Enabling Self-Powered Facial Perception for Expression Recognition and Health Monitoring,10.1021/acssensors.4c03099,material,PVA-gellan gum-glycerol thermogalvanic gel facial patch,15.685956,5.856279
TG_0167_mechanism,TG_0167,2024,Thermoelectric Gel Enabling Self-Powered Facial Perception for Expression Recognition and Health Monitoring,10.1021/acssensors.4c03099,mechanism,"facial muscle-induced interfacial contact changes alter thermoelectric variation from face heat, enabling self-powered expression and health recognition",11.257497,1.5857625
TG_0168_material,TG_0168,2022,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,10.1002/aenm.202103666,material,gelatin-KCl-FeCN4-/3- ionic thermoelectric cells with 3D hierarchical electrodes,16.031778,4.2794223
TG_0168_mechanism,TG_0168,2022,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,10.1002/aenm.202103666,mechanism,hierarchical electrodes enlarge thermogalvanic reaction area and reduce charge-transfer resistance for high body-heat power output,14.576394,0.7166096
TG_0169_material,TG_0169,2026,"Ionic thermoelectrics based on Poly(3,4-ethylenedioxythiophene):Poly(styrenesulfonate): A mini-review",10.1016/j.synthmet.2026.118182,material,PEDOT:PSS-based ionic thermoelectric materials/devices,15.745004,3.6583145
TG_0169_mechanism,TG_0169,2026,"Ionic thermoelectrics based on Poly(3,4-ethylenedioxythiophene):Poly(styrenesulfonate): A mini-review",10.1016/j.synthmet.2026.118182,mechanism,"review compares thermodiffusion and thermogalvanic mechanisms; humidity, doping, morphology, and hybrid ionic-electronic transport govern performance",14.129549,2.6885788
TG_0170_material,TG_0170,2026,Multiple redox system for energy harvesting from ubiquitous temperature fluctuations,10.1016/j.cej.2026.177202,material,"multiple redox system with two thermogalvanic half-cells, opposite-entropy redox pairs, and cation-selective membrane",13.036562,5.579558
TG_0170_mechanism,TG_0170,2026,Multiple redox system for energy harvesting from ubiquitous temperature fluctuations,10.1016/j.cej.2026.177202,mechanism,temporal temperature fluctuations create alternating electromotive force from opposing temperature-dependent redox potentials,13.119142,0.75006837
TG_0171_material,TG_0171,2026,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,10.1039/d6sc03942a,material,hydrogel thermocell electrolyte with trimethyl phosphate and ethylene glycol co-solvents,15.368899,5.2071123
TG_0171_mechanism,TG_0171,2026,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,10.1039/d6sc03942a,mechanism,"co-solvent-engineered asymmetric solvation enlarges redox entropy difference, concentration gradient, and ion transport through hydrogel network",15.620325,1.8877438
TG_0172_material,TG_0172,2026,Heat-Triggered Self-Powered Thermal Cells for Autonomous Fire Sensing and Emergency Power Generation,10.1021/acsami.6c01028,material,asymmetric thermal cell with FeCl3/K4[Fe(CN)6] opposite-temperature-coefficient redox couples,15.45647,7.2294483
TG_0172_mechanism,TG_0172,2026,Heat-Triggered Self-Powered Thermal Cells for Autonomous Fire Sensing and Emergency Power Generation,10.1021/acsami.6c01028,mechanism,thermogalvanic effect plus electrochemical potential from high-entropy redox design generates heat-triggered voltage without spatial gradient,12.77487,1.5314548
TG_0173_material,TG_0173,2026,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,10.1016/j.icheatmasstransfer.2026.111281,material,graphene oxide nanochannel membranes with KCl and Ag/AgCl electrodes,14.65327,6.784328
TG_0173_mechanism,TG_0173,2026,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,10.1016/j.icheatmasstransfer.2026.111281,mechanism,nanoconfinement enhances ionic thermopower through competition between Soret thermodiffusion and temperature-dependent ion electrophoretic mobility,13.066136,0.95959216
TG_0174_material,TG_0174,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,material,ionic thermoelectric generator with PEG clusters stabilized by alkoxide end groups,15.556527,4.4373503
TG_0174_mechanism,TG_0174,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,mechanism,"ionic thermodiffusion-induced thermal potentials drive reversible redox reactions at electrode interfaces, enabling continuous current",13.572868,2.3179786
TG_0175_material,TG_0175,2026,Gutmann Donor Theory-Guided Design of Mononuclear Ionic Cluster for Exceptional N-Type Thermoelectric Ionogel,10.1002/advs.202520143,material,"ternary ionic-liquid ionogels with anion/cation clusters, polyacrylate elastomer, and cation dopants",12.382123,5.3400655
TG_0175_mechanism,TG_0175,2026,Gutmann Donor Theory-Guided Design of Mononuclear Ionic Cluster for Exceptional N-Type Thermoelectric Ionogel,10.1002/advs.202520143,mechanism,Gutmann-donor-guided anion doping reconfigures ionic clusters and increases anionic transport heat for high n-type thermopower,14.648829,2.8819427
TG_0176_material,TG_0176,2023,Solar-driven watersteam/brine production and brine-driven electricity generation by photothermal fabric coupled with osmotic membrane,10.1016/j.nanoen.2023.108844,material,cotton-carbon photothermal fabric hanging evaporator with cation-exchange membrane and Ag/AgCl osmotic generator,14.45007,6.3346286
TG_0176_mechanism,TG_0176,2023,Solar-driven watersteam/brine production and brine-driven electricity generation by photothermal fabric coupled with osmotic membrane,10.1016/j.nanoen.2023.108844,mechanism,"solar evaporation concentrates brine, and salinity gradient across membrane produces electricity via osmotic ion transport",12.738288,1.9673916
TG_0177_material,TG_0177,2016,Wearable Thermocells Based on Gel Electrolytes for the Utilization of Body Heat,10.1002/anie.201606314,material,positive and negative thermogalvanic gel electrolytes for wearable thermocells,13.67447,3.8928545
TG_0177_mechanism,TG_0177,2016,Wearable Thermocells Based on Gel Electrolytes for the Utilization of Body Heat,10.1002/anie.201606314,mechanism,p/n gel electrolytes with opposite thermo-electrochemical Seebeck coefficients connect in series to harvest body heat,12.747831,4.4412165
TG_0178_material,TG_0178,2022,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,10.1126/sciadv.abl5318,material,I-/I3- redox electrolyte with methylcellulose and KCl,15.126348,4.646601
TG_0178_mechanism,TG_0178,2022,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,10.1126/sciadv.abl5318,mechanism,thermoresponsive methylcellulose hydrophobic interaction with I3- switches polarization; gelation and KCl complexation enhance redox entropy/concentration difference,15.685003,2.151711
TG_0179_material,TG_0179,2023,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,10.1016/j.mtsust.2022.100293,material,PAM/CMC double-network gel with Li2SO4 and [Fe(CN)6]4-/3-,15.48346,6.517714
TG_0179_mechanism,TG_0179,2023,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,10.1016/j.mtsust.2022.100293,mechanism,Li2SO4 thermodiffusion and ferri/ferrocyanide thermogalvanic redox couple to produce high ionic Seebeck effect,11.829273,3.08657
TG_0180_material,TG_0180,2020,"Modular Deformable Steam Electricity Cogeneration System with Photothermal, Water, and Electrochemical Tunable Multilayers",10.1002/adfm.202002867,material,hydrogel/metal-oxide/polymer multilayer photothermal evaporator/thermogalvanic cell,14.488493,6.0513086
TG_0180_mechanism,TG_0180,2020,"Modular Deformable Steam Electricity Cogeneration System with Photothermal, Water, and Electrochemical Tunable Multilayers",10.1002/adfm.202002867,mechanism,"multilayer optical, water, thermal, and electrochemical management suppresses heat loss and couples solar steam generation with thermogalvanic power",13.22011,4.997385
TG_0181_material,TG_0181,2021,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,10.1002/adfm.202104071,material,organohydrogel thermocell with chaotropic comonomer and chaotropic cosolvent,15.181222,2.3933809
TG_0181_mechanism,TG_0181,2021,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,10.1002/adfm.202104071,mechanism,"chaotropic effect disrupts hydrogen bonding, increases polymer entropy elasticity, and enlarges entropy difference of thermogalvanic ions at subzero temperatures",15.507948,1.8922008
TG_0182_material,TG_0182,2023,Effect of solvation shell structure on thermopower of liquid redox pairs,10.1002/eom2.12385,material,Fe(CN)6 3-/4- and Fe3+/Fe2+ liquid redox pairs in water/acetone solvents,15.351685,6.1945043
TG_0182_mechanism,TG_0182,2023,Effect of solvation shell structure on thermopower of liquid redox pairs,10.1002/eom2.12385,mechanism,"acetone-rich solvation shells alter solvent dipole-orientation disorder around Fe ions, increasing redox thermopower",15.944757,1.4141613
TG_0183_material,TG_0183,2014,An electrochemical system for efficiently harvesting low-grade heat energy,10.1038/ncomms4942,material,copper hexacyanoferrate cathode and Cu/Cu2+ anode electrochemical thermal cycle,13.0458555,5.0263004
TG_0183_mechanism,TG_0183,2014,An electrochemical system for efficiently harvesting low-grade heat energy,10.1038/ncomms4942,mechanism,cell charges/discharges at different temperatures using thermogalvanic potential shifts to convert low-grade heat into electricity,15.206966,3.2412987
TG_0184_material,TG_0184,2022,Anti-Fatigue and Highly Conductive Thermocells for Continuous Electricity Generation,10.1002/adfm.202201021,material,"mechanically trained thermocells with hierarchical fibrils, aligned nanochannels, and thermogalvanic ions",16.063194,4.051165
TG_0184_mechanism,TG_0184,2022,Anti-Fatigue and Highly Conductive Thermocells for Continuous Electricity Generation,10.1002/adfm.202201021,mechanism,"bionic training aligns ion channels and toughens network, raising ionic conductivity, fatigue resistance, and continuous thermogalvanic output",12.941795,2.517683
TG_0185_material,TG_0185,2024,Self-assembled aerogel sheet electrodes of thermocells for low-grade heat harvest,10.1007/s11426-023-1912-8,material,self-assembled porous aerogel sheet electrodes for thermocells,14.060508,6.4290085
TG_0185_mechanism,TG_0185,2024,Self-assembled aerogel sheet electrodes of thermocells for low-grade heat harvest,10.1007/s11426-023-1912-8,mechanism,thin porous aerogel electrodes balance compactness and redox-active surface area to increase thermogalvanic output current,15.0183325,0.84588
TG_0186_material,TG_0186,2024,Nanostructured and porous antimony-doped tin oxide as electrode material for the heat-to-electricity energy conversion in thermo-electrochemical cells,10.1016/j.elecom.2024.107683,material,nanostructured porous Sb-doped SnO2 electrodes on FTO with potassium ferro/ferricyanide electrolyte,11.748168,4.2981415
TG_0186_mechanism,TG_0186,2024,Nanostructured and porous antimony-doped tin oxide as electrode material for the heat-to-electricity energy conversion in thermo-electrochemical cells,10.1016/j.elecom.2024.107683,mechanism,Sb:SnO2 provides Pt-like electron-transfer kinetics for ferri/ferrocyanide thermocells at lower electrode cost,11.586426,3.4190779
TG_0187_material,TG_0187,2025,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,10.1002/smll.202407622,material,"pyrazine organic redox couples, especially 2,5-pyrazinedicarboxylic acid dihydrate in PVA/PAAm hydrogel",15.377665,5.253749
TG_0187_mechanism,TG_0187,2025,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,10.1002/smll.202407622,mechanism,pyrazine functional groups tune redox entropy; PDCA hydrogel delivers high ionic Seebeck coefficient for wearable TEGs,15.049472,1.8892429
TG_0188_material,TG_0188,2025,Numerical study on heat and ion transport characteristics enables optimal design of aqueous thermocells for low-grade heat recovery,10.1016/j.applthermaleng.2024.124970,material,"aqueous thermocells modeled with diffusion, migration, convection, hot electrode temperature, spacing, and orientation",14.223956,1.3610324
TG_0188_mechanism,TG_0188,2025,Numerical study on heat and ion transport characteristics enables optimal design of aqueous thermocells for low-grade heat recovery,10.1016/j.applthermaleng.2024.124970,mechanism,"operating parameters alter natural convection, ion transport flux, and overpotentials, determining power density",14.489661,1.189762
TG_0189_material,TG_0189,2023,Ultra-stretchable hydrogel thermocouples for intelligent wearables,10.1007/s40843-022-2300-3,material,p-type and n-type dynamic-crosslinked thermogalvanic hydrogels in stretchable hydrogel thermocouple,14.469826,3.6123278
TG_0189_mechanism,TG_0189,2023,Ultra-stretchable hydrogel thermocouples for intelligent wearables,10.1007/s40843-022-2300-3,mechanism,"P/N thermogalvanic hydrogels maintain Seebeck sensitivity under strain, decoupling temperature sensing from stretching",11.958778,2.244967
TG_0190_material,TG_0190,2024,Photo-thermo-electric hydrogel with interlocking photothermal layer and hydrogel for enhancement of thermopower generation,10.1002/eom2.12428,material,Fe(CN)6 3-/4- thermoelectric hydrogel with polyphenol photothermal layer from pyrogallic acid oxidation,15.062467,6.329171
TG_0190_mechanism,TG_0190,2024,Photo-thermo-electric hydrogel with interlocking photothermal layer and hydrogel for enhancement of thermopower generation,10.1002/eom2.12428,mechanism,"photothermal layer converts light to heat, protects redox ions from UV, and interlocks with hydrogel to enhance photo-thermo-electric conversion",12.628229,2.4452646
TG_0191_material,TG_0191,2017,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,10.1016/j.nanoen.2016.11.014,material,ferri/ferrocyanide organic-water electrolyte with added organic solvent,11.535116,3.6535416
TG_0191_mechanism,TG_0191,2017,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,10.1016/j.nanoen.2016.11.014,mechanism,"organic solvent rearranges ferri/ferrocyanide solvation shell and increases redox entropy change, boosting thermopower",15.931053,1.4555923
TG_0192_material,TG_0192,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,material,freeze-tolerant self-humidifying aqueous hydrogel electrolyte with low-concentration redox ions and Li+ hydration,14.312719,4.9167714
TG_0192_mechanism,TG_0192,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,mechanism,Li+-water coordination and colligative effects suppress ice crystallization and preserve ion transport across wide temperatures,13.007352,3.2832017
TG_0193_material,TG_0193,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,material,"ternary aggregate of polyelectrolyte, conducting polymer, and redox couple vapor/heat dual-drive generator",14.08892,3.7365081
TG_0193_mechanism,TG_0193,2022,Vapor and heat dual-drive sustainable power for portable electronics in ambient environments,10.1039/d2ee00846g,mechanism,vapor-induced and heat-induced ion migration synergize with thermogalvanic redox to generate sustainable flexible power,13.085009,2.016384
TG_0194_material,TG_0194,2023,Tunable Electrochemical Entropy through Solvent Ordering by a Supramolecular Host,10.1021/jacs.3c10145,material,supramolecular host-guest redox entropy electrolyte for TREC,15.501917,2.3214247
TG_0194_mechanism,TG_0194,2023,Tunable Electrochemical Entropy through Solvent Ordering by a Supramolecular Host,10.1021/jacs.3c10145,mechanism,"electrochemical guest encapsulation displaces ordered cavity water, tuning solvent entropy rather than only redox-ion solvation",15.859851,1.4423112
TG_0195_material,TG_0195,2024,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,10.1016/j.jpowsour.2024.234325,material,zinc-iodine thermal charging cell with Zn(NO3)2/Zn(CH3COO)2/ZnSO4 electrolytes and I-/I3- redox species,15.009694,4.5843577
TG_0195_mechanism,TG_0195,2024,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,10.1016/j.jpowsour.2024.234325,mechanism,thermodiffusion of electrolyte ions plus I-/I3- conversion and Zn plating thermogalvanic processes generate high voltage and storage,13.236741,2.6343303
TG_0196_material,TG_0196,2024,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,10.1016/j.est.2024.110437,material,chitosan-polyacrylamide-SiO2 hydrogel supercapacitor with 3D ion-channel hydration,13.810879,5.221692
TG_0196_mechanism,TG_0196,2024,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,10.1016/j.est.2024.110437,mechanism,"functional groups confine water into polar corona, reduce thermally diffusing ion volume, and speed Li+ conduction for thermal charging",13.67363,3.4023068
TG_0197_material,TG_0197,2021,Simultaneous Solar Steam and Electricity Generation from Synergistic Salinity-Temperature Gradient,10.1002/aenm.202100481,material,solar interfacial evaporation system coupled with thermogalvanic cell and reverse electrodialysis,13.330027,5.475432
TG_0197_mechanism,TG_0197,2021,Simultaneous Solar Steam and Electricity Generation from Synergistic Salinity-Temperature Gradient,10.1002/aenm.202100481,mechanism,temperature and salinity gradients mutually enhance ion transport across TGC/RED composite electrodes for steam-electric cogeneration,13.748872,3.0393734
TG_0198_material,TG_0198,2024,Synergistic Anisotropic Network and Hierarchical Electrodes Endow Cost-Effective N-Type Quasi-Solid State Thermocell with Boosted Electricity Production,10.1002/smll.202310777,material,PVA-CuSO4-Cu n-type quasi-solid thermocell with anisotropic polymer network and hierarchical electrodes,16.217764,3.7212105
TG_0198_mechanism,TG_0198,2024,Synergistic Anisotropic Network and Hierarchical Electrodes Endow Cost-Effective N-Type Quasi-Solid State Thermocell with Boosted Electricity Production,10.1002/smll.202310777,mechanism,aligned ion transport pathways and optimized Cu/electrolyte interfaces improve thermogalvanic kinetics; salting-out strengthens mechanics,14.36664,2.5436563
TG_0199_material,TG_0199,2023,Stretchable and Durable Bacterial Cellulose-Based Thermocell with Improved Thermopower Density for Low-Grade Heat Harvesting,10.1021/acs.nanolett.3c02870,material,bacterial cellulose gel-state thermogalvanic cell nanofiber-macromolecular entanglement network,15.027874,6.0607204
TG_0199_mechanism,TG_0199,2023,Stretchable and Durable Bacterial Cellulose-Based Thermocell with Improved Thermopower Density for Low-Grade Heat Harvesting,10.1021/acs.nanolett.3c02870,mechanism,"BC nanofiber entanglement balances high ionic conductivity, mechanical durability, and redox thermogalvanic thermopower",12.887643,2.71846
TG_0200_material,TG_0200,2021,Ionic thermoelectric materials for near ambient temperature energy harvesting,10.1063/5.0032119,material,ionic thermoelectric materials using thermodiffusion/Soret and thermogalvanic effects,13.990663,3.0337782
TG_0200_mechanism,TG_0200,2021,Ionic thermoelectric materials for near ambient temperature energy harvesting,10.1063/5.0032119,mechanism,perspective compares ion-based Seebeck mechanisms and strategies for near-ambient heat harvesting in quasi-solid i-TE materials,16.047009,3.540795
TG_0201_material,TG_0201,2024,Large-area nanofiber membrane of NIR photothermal Cs0.32WO3 for flexible and all-weather solar thermoelectric generation,10.1016/j.cej.2023.147571,material,Cs0.32WO3 nanoparticle NIR photothermal nanofiber membrane coupled with thermogalvanic cell,14.253534,6.3334727
TG_0201_mechanism,TG_0201,2024,Large-area nanofiber membrane of NIR photothermal Cs0.32WO3 for flexible and all-weather solar thermoelectric generation,10.1016/j.cej.2023.147571,mechanism,NIR photothermal membrane concentrates solar heat to create large temperature gradient across p-n thermogalvanic module,12.620409,1.9416609
TG_0202_material,TG_0202,2017,Thermally Regenerative Electrochemical Cycle for Low-Grade Heat Harvesting,10.1021/acsenergylett.7b00568,material,thermally regenerative electrochemical cycle electrochemical cells,12.9517975,4.8857775
TG_0202_mechanism,TG_0202,2017,Thermally Regenerative Electrochemical Cycle for Low-Grade Heat Harvesting,10.1021/acsenergylett.7b00568,mechanism,TREC harvests low-grade heat by charging and discharging electrochemical cells at different temperatures using high temperature coefficients,15.249513,3.1930563
TG_0203_material,TG_0203,2019,Direct thermal charging cell for converting low-grade heat to electricity,10.1038/s41467-019-12144-2,material,"graphene oxide/platinum nanoparticle cathode, polyaniline anode, Fe2+/Fe3+ redox electrolyte direct thermal charging cell",14.666984,6.7327056
TG_0203_mechanism,TG_0203,2019,Direct thermal charging cell for converting low-grade heat to electricity,10.1038/s41467-019-12144-2,mechanism,"isothermal heating produces voltage through GO pseudocapacitance and Fe2+/Fe3+ thermogalvanic effect, then discharges by PANI oxidation/Fe3+ reduction",15.6748905,4.336139
TG_0204_material,TG_0204,2021,Thermally regenerative electrochemically cycled flow batteries with pH neutral electrolytes for harvesting low-grade heat,10.1039/d1cp01988k,material,pH-neutral TREC flow battery with KI/KI3 catholyte and K3/K4[Fe(CN)6] anolyte,15.388339,7.3112783
TG_0204_mechanism,TG_0204,2021,Thermally regenerative electrochemically cycled flow batteries with pH neutral electrolytes for harvesting low-grade heat,10.1039/d1cp01988k,mechanism,temperature-dependent redox potentials enable continuous low-grade heat harvesting; porous-electrode mass transfer and membrane resistance limit performance,13.303057,0.7316257
TG_0205_material,TG_0205,2022,Boosting solar-thermal-electric conversion of thermoelectrochemical cells by construction of a carboxymethylcellulose-interpenetrated polyacrylamide network,10.1039/d2ta00025c,material,CMC-interpenetrated PAAm hydrogel with thermogalvanic ions and CNT solar-thermal coating,14.754046,5.2942605
TG_0205_mechanism,TG_0205,2022,Boosting solar-thermal-electric conversion of thermoelectrochemical cells by construction of a carboxymethylcellulose-interpenetrated polyacrylamide network,10.1039/d2ta00025c,mechanism,"CMC interactions with water/polymer/redox ions improve mechanics, retention, and Seebeck response; CNT coating enables solar-thermal-electric conversion",13.268778,2.3899038
TG_0206_material,TG_0206,2019,Simultaneous energy harvesting and storage via solar-driven regenerative electrochemical cycles,10.1039/c9ee01930h,material,solar-driven regenerative electrochemical system with earth-abundant thermogalvanic redox species and bifunctional current collector/solar absorber,13.217883,5.078857
TG_0206_mechanism,TG_0206,2019,Simultaneous energy harvesting and storage via solar-driven regenerative electrochemical cycles,10.1039/c9ee01930h,mechanism,solar photothermal temperature gradient drives thermogalvanic conversion while electrochemical design stores harvested energy,12.387706,1.8119129
TG_0207_material,TG_0207,2017,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,10.1016/j.electacta.2016.12.152,material,gelled K3/K4[Fe(CN)6] thermocell electrolytes using agar agar/agarose or poly(sodium acrylate) beads,15.372292,7.335964
TG_0207_mechanism,TG_0207,2017,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,10.1016/j.electacta.2016.12.152,mechanism,"gelled electrolytes reduce spillage, stabilize output, and impede heat transfer relative to liquid ferri/ferrocyanide thermocells",11.5149,3.5271208
TG_0208_material,TG_0208,2021,Heat-triggered high-performance thermocells enable a self-powered forest fire alarm,10.1039/d1ta06793a,material,concentration-gradient thermocell with heat-triggered membrane start switch,12.869339,1.8150326
TG_0208_mechanism,TG_0208,2021,Heat-triggered high-performance thermocells enable a self-powered forest fire alarm,10.1039/d1ta06793a,mechanism,concentration gradients boost thermogalvanic output and membrane-triggered activation wakes device under fire heat,12.880758,1.6257346
TG_0209_material,TG_0209,2022,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,10.1002/batt.202200036,material,"thermally chargeable ammonium-ion capacitor with rGO-PI cold electrode, N-doped hollow carbon nanofiber hot electrode, and PAAm/PAA gel electrolyte",13.350824,5.8218527
TG_0209_mechanism,TG_0209,2022,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,10.1002/batt.202200036,mechanism,electrolyte thermodiffusion and C=O/C-O-NH4+ thermogalvanic redox combine to convert heat to stored electrical energy,13.522578,2.7495973
TG_0210_material,TG_0210,2023,Investigation of the Effective Voltage and Performance of Thermocells,10.1149/1945-7111/acd4ed,material,thermocells with thick porous/pin electrodes,13.957666,6.409218
TG_0210_mechanism,TG_0210,2023,Investigation of the Effective Voltage and Performance of Thermocells,10.1149/1945-7111/acd4ed,mechanism,internal electrode temperature gradients and cell resistances determine effective voltage and normalized power density in thermocells,14.002649,1.269465
TG_0211_material,TG_0211,2023,Reversible heat effects of lithium metal- and porous lithium iron phosphate electrodes,10.1016/j.electacta.2023.142739,material,lithium metal and near-fully-lithiated LFP thermogalvanic cells,13.386403,4.397967
TG_0211_mechanism,TG_0211,2023,Reversible heat effects of lithium metal- and porous lithium iron phosphate electrodes,10.1016/j.electacta.2023.142739,mechanism,Seebeck-derived Peltier heats reveal large LFP entropy changes near phase transition and reversible local heat effects,14.587337,2.0248663
TG_0212_material,TG_0212,2023,Thermoresponsive ionic liquid for electrochemical low-grade heat harvesting,10.1016/j.nanoen.2022.108022,material,thermoresponsive ionic liquid electrolyte in copper hexacyanoferrate TREC system,12.519407,5.6701975
TG_0212_mechanism,TG_0212,2023,Thermoresponsive ionic liquid for electrochemical low-grade heat harvesting,10.1016/j.nanoen.2022.108022,mechanism,"TRIL phase change alters ion solvation states during charge/discharge, increasing ultralow-grade heat harvesting efficiency",15.4667,3.1273842
TG_0213_material,TG_0213,2019,A CoHCF system with enhanced energy conversion efficiency for low-grade heat harvesting,10.1039/c9ta02426c,material,cobalt hexacyanoferrate and CoHCF/helical carbon nanotube TREC electrodes,13.195027,6.132315
TG_0213_mechanism,TG_0213,2019,A CoHCF system with enhanced energy conversion efficiency for low-grade heat harvesting,10.1039/c9ta02426c,mechanism,"HCNT complexing increases absolute temperature coefficient and lowers specific heat, improving TREC heat-to-electric conversion efficiency",14.366609,1.3141944
TG_0214_material,TG_0214,2017,Can charged colloidal particles increase the thermoelectric energy conversion efficiency?,10.1039/c7cp01023k,material,magnetic nanoparticle ferrofluids in aqueous potassium ferro/ferricyanide electrolytes,11.775011,4.362357
TG_0214_mechanism,TG_0214,2017,Can charged colloidal particles increase the thermoelectric energy conversion efficiency?,10.1039/c7cp01023k,mechanism,"charged colloids add nanoparticle/ion transfer entropy to thermogalvanic redox potential, modestly enhancing Seebeck coefficient under selected ionic conditions",15.002351,1.72303
TG_0215_material,TG_0215,2016,Harvesting Waste Heat in Unipolar Ion Conducting Polymers,10.1021/acsmacrolett.5b00829,material,unipolar ion-conducting solid-state polymer membranes,14.173092,3.6469536
TG_0215_mechanism,TG_0215,2016,Harvesting Waste Heat in Unipolar Ion Conducting Polymers,10.1021/acsmacrolett.5b00829,mechanism,thermogalvanic multicomponent transport in ion-conducting polymers creates high Seebeck voltage for flexible waste-heat devices,14.397091,3.025866
TG_0216_material,TG_0216,2016,Achieving pseudo-'n-type p-type' in-series and parallel liquid thermoelectrics using all-iron thermoelectrochemical cells with opposite Seebeck coefficients,10.1016/j.elecom.2016.10.001,material,potassium ferrocyanide/ferricyanide and iron(ii/iii) sulfate/sulfuric-acid thermocells,11.4053545,4.6028023
TG_0216_mechanism,TG_0216,2016,Achieving pseudo-'n-type p-type' in-series and parallel liquid thermoelectrics using all-iron thermoelectrochemical cells with opposite Seebeck coefficients,10.1016/j.elecom.2016.10.001,mechanism,opposite Seebeck signs allow pseudo n/p liquid thermoelectric cells connected in series or parallel without thermal short-circuit,15.429613,4.185764
TG_0217_material,TG_0217,2016,Substituted ferrocenes and iodine as synergistic thermoelectrochemical heat harvesting redox couples in ionic liquids,10.1039/c5cc05889a,material,"substituted ferrocenes, ferrocenium, iodine, triiodide in ionic liquids",12.002477,5.4357543
TG_0217_mechanism,TG_0217,2016,Substituted ferrocenes and iodine as synergistic thermoelectrochemical heat harvesting redox couples in ionic liquids,10.1039/c5cc05889a,mechanism,ferrocene-iodine charge-transfer complexes lower ferrocene electron density and synergistically enhance Seebeck coefficient and power,14.861632,1.5681252
