paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0579,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PVA/CNF/NaDBS/EMIM:DCA recyclable composite ionogel | PVA-CNF hydrogen bonding confines ionic liquid; NaDBS increases cation/anion migration-rate difference and coordinates with PVA to strengthen the gel,domain_curated_rule,0.97
P0579,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,abstract,dynamic network,controlled_rule+prediction_family_collapse,0.94
P0580,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,mechanism_raw,e PVA and create IL-rich microphase-separated structures that promote ion migration while retaining reversible crosslinking,minimal_clean_family_recall,0.96
P0580,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ion migration,controlled_rule,0.94
P0581,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,"printable EMIMCl-doped thermoelectric ionogels integrated with BBL and p(g2T-T) OECTs | EMIMCl doping tunes ionogel thermopower from n-type to p-type, enabling direct thermoelectric gating of soft organic electrochemical transistors",domain_curated_rule,0.97
P0583,C46A965349B,anion transport,transport_mechanism,transport mechanism,abstract/material/mechanism,anion transport,cleaned_open_concept,0.78
P0584,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"hydrophobic polymer-network/hydrophobic ionic-liquid water-resistant thermoelectric ionogel | hydrophobic network and ionic liquid prevent swelling under water, preserving ionic thermoelectric performance for underwater heat harvesting",domain_curated_rule,0.97
P0585,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,aligned cellulose nanofibril ionogel with directional-freezing micro/nanochannels | aligned low-resistance channels facilitate ion transport; nanoconfinement enhances ion selectivity and asymmetric ion distribution,domain_curated_rule,0.97
P0585,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,aligned cellulose nanofibril ionogel with directional-freezing micro/nanochannels | aligned low-resistance channels facilitate ion transport; nanoconfinement enhances ion selectivity and asymmetric ion distribution,domain_curated_rule,0.97
P0585,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,aligned cellulose nanofibril ionogel with directional-freezing micro/nanochannels | aligned low-resistance channels facilitate ion transport; nanoconfinement enhances ion selectivity and asymmetric ion distribution,domain_curated_rule,0.97
P0585,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ion migration,controlled_rule,0.94
P0585,CF69DD93A68,selective ion transport,transport_mechanism,ionic transport,mechanism_raw,ion selectivity,controlled_rule,0.94
P0586,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"Ca2+-coordinated bacterial cellulose/NaCl ionic conductor | Ca2+ coordination widens cellulose molecular-chain spacing, creating molecular channels for ion transport along cellulose chains",domain_curated_rule,0.97
P0587,CABD4C9C815,salting-out confined ion gel,gel_microstructure,soft-material mechanism,material+mechanism+abstract,bacterial cellulose/[EMIm][DCA] ionogel (BCIG) | ion-cellulose and ion-ion interactions in confined bacterial cellulose network drive high ionic thermovoltage and conductivity,domain_curated_rule,0.97
P0588,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P0588,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ion diffusion,controlled_rule,0.94
P0589,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,SrTiO3-nanofiber-reinforced ionic thermoelectric ionogel | ferroelectric polarization and oxygen-vacancy surfaces provide local electric fields and ion-selective anchoring; nanofibers form transport paths and reinforce network,domain_curated_rule,0.97
P0589,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,SrTiO3-nanofiber-reinforced ionic thermoelectric ionogel | ferroelectric polarization and oxygen-vacancy surfaces provide local electric fields and ion-selective anchoring; nanofibers form transport paths and reinforce network,domain_curated_rule,0.97
P0589,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,SrTiO3-nanofiber-reinforced ionic thermoelectric ionogel | ferroelectric polarization and oxygen-vacancy surfaces provide local electric fields and ion-selective anchoring; nanofibers form transport paths and reinforce network,domain_curated_rule,0.97
P0590,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Na:DBS surfactant-mediated heterogated biphasic gel | DBS- anchors at biphasic interfaces, suppressing anion migration and promoting cation thermodiffusion while reinforcing physical crosslinks",domain_curated_rule,0.97
P0590,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"Na:DBS surfactant-mediated heterogated biphasic gel | DBS- anchors at biphasic interfaces, suppressing anion migration and promoting cation thermodiffusion while reinforcing physical crosslinks",domain_curated_rule,0.97
P0590,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"Na:DBS surfactant-mediated heterogated biphasic gel | DBS- anchors at biphasic interfaces, suppressing anion migration and promoting cation thermodiffusion while reinforcing physical crosslinks",domain_curated_rule,0.97
P0590,C5CE88E5AD7,thermal migration,transport_mechanism,transport mechanism,abstract/material/mechanism,thermal migration,cleaned_open_concept,0.78
P0590,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,"Na:DBS surfactant-mediated heterogated biphasic gel | DBS- anchors at biphasic interfaces, suppressing anion migration and promoting cation thermodiffusion while reinforcing physical crosslinks",domain_curated_rule,0.97
P0591,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"ZnCl2-doped carboxymethyl hemicellulose/poly(acrylic acid) DES eutectogel | CMHC immobilizes Zn2+ and strengthens the eutectogel; DES provides adhesion, antifreezing, and antidrying stability",domain_curated_rule,0.97
P0592,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,electrospun PAN or PVA/chitosan nanofiber scaffold soaked with imidazolium ionic liquids | ionic-liquid incorporation enhances ion transport/electrical conductivity in polymer-scaffolded membranes,domain_curated_rule,0.97
P0598,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P0601,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P0601,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ion migration,controlled_rule,0.94
P0603,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,abstract,mixed ionic-electronic,controlled_rule,0.94
P0603,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ion migration,controlled_rule,0.94
P0604,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,Bi0.4Sb1.6Te3 thin film integrated with ionogel | BiSbTe layer harvests temperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret effect,domain_curated_rule,0.97
P0604,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,Bi0.4Sb1.6Te3 thin film integrated with ionogel | BiSbTe layer harvests temperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret effect,domain_curated_rule,0.97
P0607,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,PEDOT:PSS composite with size-selective ionic crosslinking by oligo(ethylene glycol) pendants and metal ions | size-selective ionic crosslinking improves softness/toughness and mixed ionic-electronic conductivity; ions promote thermally induced charge-carrier accumulation,domain_curated_rule,0.97
P0607,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,PEDOT:PSS composite with size-selective ionic crosslinking by oligo(ethylene glycol) pendants and metal ions | size-selective ionic crosslinking improves softness/toughness and mixed ionic-electronic conductivity; ions promote thermally induced charge-carrier accumulation,domain_curated_rule,0.97
P0607,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PEDOT:PSS composite with size-selective ionic crosslinking by oligo(ethylene glycol) pendants and metal ions | size-selective ionic crosslinking improves softness/toughness and mixed ionic-electronic conductivity; ions promote thermally induced charge-carrier accumulation,domain_curated_rule,0.97
P0607,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,PEDOT:PSS composite with size-selective ionic crosslinking by oligo(ethylene glycol) pendants and metal ions | size-selective ionic crosslinking improves softness/toughness and mixed ionic-electronic conductivity; ions promote thermally induced charge-carrier accumulation,domain_curated_rule,0.97
P0608,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,nanocellulose/conductive metal-organic framework hybrid film | light absorption and low thermal conductivity create thermal gradient and evaporation; charged nanochannels drive ionic thermoelectric and streaming potentials,domain_curated_rule,0.97
P0608,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,nanocellulose/conductive metal-organic framework hybrid film | light absorption and low thermal conductivity create thermal gradient and evaporation; charged nanochannels drive ionic thermoelectric and streaming potentials,domain_curated_rule,0.97
P0608,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,nanocellulose/conductive metal-organic framework hybrid film | light absorption and low thermal conductivity create thermal gradient and evaporation; charged nanochannels drive ionic thermoelectric and streaming potentials,domain_curated_rule,0.97
P0608,CF69DD93A68,selective ion transport,transport_mechanism,ionic transport,abstract,selective ion transport,controlled_rule,0.94
P0609,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,NaCl-containing radical-polymerized hydrogel crosslinked by CaCl2 | NaCl provides ionic thermovoltage while CaCl2 creates second crosslinking network for stretchable self-powered hydrogel sensor,domain_curated_rule,0.97
P0609,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,NaCl-containing radical-polymerized hydrogel crosslinked by CaCl2 | NaCl provides ionic thermovoltage while CaCl2 creates second crosslinking network for stretchable self-powered hydrogel sensor,domain_curated_rule,0.97
P0609,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,NaCl-containing radical-polymerized hydrogel crosslinked by CaCl2 | NaCl provides ionic thermovoltage while CaCl2 creates second crosslinking network for stretchable self-powered hydrogel sensor,domain_curated_rule+prediction_family_collapse,0.97
P0611,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,WPU/ionic-liquid/Laponite nanocomposite ionogel | WPU hydrogen bonding accommodates ionic liquid; Laponite cation exchange releases Na+ and increases cation/anion thermophoretic mobility difference,domain_curated_rule,0.97
P0611,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0611,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,mechanism_raw,thermophoretic,controlled_rule,0.94
P0611,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,WPU/ionic-liquid/Laponite nanocomposite ionogel | WPU hydrogen bonding accommodates ionic liquid; Laponite cation exchange releases Na+ and increases cation/anion thermophoretic mobility difference,domain_curated_rule,0.97
P0611,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,abstract,mobility difference between the cations and anion,controlled_rule,0.94
P0612,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"liquid crystalline ionogel from AMPS ionic monomer, hydrophobic nematic monomer, and ionic liquid | nematic-isotropic phase transition gives reversible optical/thermal programmability and phase-controlled ionic Seebeck coefficient",domain_curated_rule,0.97
P0613,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"environmentally tolerant ionic hydrogel thermoelectric generator | water retention, freezing resistance, and self-regeneration maintain ionic thermoelectric output under ambient, low-temperature, and drying/regeneration conditions",domain_curated_rule,0.97
P0615,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,reduced perylene bisimide mixed ion-electron n-type conductor | quasi-frozen ionic carriers provide large negative ionic Seebeck coefficient while electronic carriers dominate conductivity,domain_curated_rule,0.97
P0615,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,reduced perylene bisimide mixed ion-electron n-type conductor | quasi-frozen ionic carriers provide large negative ionic Seebeck coefficient while electronic carriers dominate conductivity,domain_curated_rule,0.97
P0616,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"multi-ionic hydrogel | multiple ions enhance ionic thermopower through multi-ion thermal diffusion, giving higher thermovoltage than single-salt hydrogels",domain_curated_rule,0.97
P0616,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,"multi-ionic hydrogel | multiple ions enhance ionic thermopower through multi-ion thermal diffusion, giving higher thermovoltage than single-salt hydrogels",domain_curated_rule,0.97
P0621,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,PSSH-doped PEDOT:PSS proton-doped mixed ionic conductive film under MOF-801/hydrogel self-humidifying layer | proton doping gives high thermoelectric response while MOF/hydrogel maintains high humidity for robust output,domain_curated_rule,0.97
P0622,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,PEDOT:PSS electronic unit integrated with ionogel ionic unit | PEDOT:PSS harvests temperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret ion diffusion,domain_curated_rule,0.97
P0622,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,mechanism_raw,ion diffusion,controlled_rule,0.94
P0623,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P0623,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,abstract/material/mechanism,phase transition,cleaned_open_concept,0.78
P0624,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material_raw,mixed ionic-electronic,controlled_rule,0.94
P0625,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"PEDOT:PSS ionic conductor with inorganic chloride salts | cation softness controls binding to PSS- and cation thermal diffusion, tuning Seebeck coefficient from negative to positive",domain_curated_rule,0.97
P0633,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Cu2Se fast-ion conductor | pressure alters ionic diffusivity/anharmonicity in Cu2Se, producing large barocaloric effects relevant to solid-state cooling",domain_curated_rule,0.97
P0633,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,"Cu2Se fast-ion conductor | pressure alters ionic diffusivity/anharmonicity in Cu2Se, producing large barocaloric effects relevant to solid-state cooling",domain_curated_rule,0.97
P0635,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"colloids and granular porous media saturated with binary electrolyte | grain-water interface, electrical double layer, pore tortuosity, membrane potential, and nonisothermal conditions determine ionic diffusivity and thermoelectric potential",domain_curated_rule,0.97
P0637,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"p-Ag2Te/n-Ag2Se nanoparticle thin-film TEG coupled with planar micro-supercapacitor | heat treatment lowers ionic conductivity and eliminates Soret effect, speeding micro-supercapacitor charging",domain_curated_rule,0.97
P0638,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P0638,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,abstract/material/mechanism,phase transition,cleaned_open_concept,0.78
P0639,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Cu2Se mixed ionic conductor | structural transition reconstructs electronic bands near Fermi level, matching enhanced Seebeck coefficient and thermoelectric efficiency",domain_curated_rule,0.97
P0640,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,biomimetic conical nanochannel membrane | directed ionic flow through conical nanochannels under temperature gradient converts low-grade heat into electrical power,domain_curated_rule,0.97
P0640,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,biomimetic conical nanochannel membrane | directed ionic flow through conical nanochannels under temperature gradient converts low-grade heat into electrical power,domain_curated_rule,0.97
P0643,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material_raw,mixed ionic-electronic,controlled_rule,0.94
P0644,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0644,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PEGDMA/[N2228]Br/water crosslinked hydro-ionogel | PEGDMA-ion interactions and water-Br hydrogen bonding dissociate ion aggregates, raising ionic conductivity and Seebeck coefficient",domain_curated_rule,0.97
P0644,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PEGDMA/[N2228]Br/water crosslinked hydro-ionogel | PEGDMA-ion interactions and water-Br hydrogen bonding dissociate ion aggregates, raising ionic conductivity and Seebeck coefficient",domain_curated_rule,0.97
P0644,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"PEGDMA/[N2228]Br/water crosslinked hydro-ionogel | PEGDMA-ion interactions and water-Br hydrogen bonding dissociate ion aggregates, raising ionic conductivity and Seebeck coefficient",domain_curated_rule+prediction_family_collapse,0.97
P0645,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"beta-Zn4Sb3 mixed ionic-electronic conductor | operando measurements show Zn migration is electrochemical and temperature-dependent, setting stability limits under thermal gradients/current",domain_curated_rule,0.97
P0645,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ion diffusion,controlled_rule,0.94
P0645,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material_raw,mixed ionic-electronic,controlled_rule,0.94
P0645,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ion migration,controlled_rule,0.94
P0645,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,"beta-Zn4Sb3 mixed ionic-electronic conductor | operando measurements show Zn migration is electrochemical and temperature-dependent, setting stability limits under thermal gradients/current",domain_curated_rule,0.97
P0646,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material_raw,mixed ionic-electronic,controlled_rule,0.94
P0650,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,diffusion of ions,controlled_rule,0.94
P0650,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PEGDMA/BMIMBF4 chemically crosslinked p-type ionogel | polymer-chain breathing dissociates ionic-liquid aggregates, increasing ionic conductivity; ionic-liquid diffusion gives positive ionic Seebeck coefficient",domain_curated_rule,0.97
P0650,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"PEGDMA/BMIMBF4 chemically crosslinked p-type ionogel | polymer-chain breathing dissociates ionic-liquid aggregates, increasing ionic conductivity; ionic-liquid diffusion gives positive ionic Seebeck coefficient",domain_curated_rule+prediction_family_collapse,0.97
P0652,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,vapor-phase-polymerized PEDOT film with BMIMBF4 additive and EG/BMIMBF4 post-treatment | BMIMBF4 additive and ionic-liquid solvent treatment increase electrical conductivity and Seebeck coefficient in VPP-PEDOT,domain_curated_rule,0.97
P0653,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,charged ferrite nanoparticle aqueous dispersions | nanoparticle thermodiffusion includes Eastman entropy transfer and thermoelectric contributions from charged ionic shells,domain_curated_rule,0.97
P0653,CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,mechanism_raw,Eastman entropy,controlled_rule,0.94
P0655,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,PEDOT:PSS polymeric mixed ionic-electronic conductor | holes and protons jointly contribute to time-dependent thermovoltage; internal electrochemical reorganization distinguishes mixed conductors,domain_curated_rule,0.97
P0655,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,PEDOT:PSS polymeric mixed ionic-electronic conductor | holes and protons jointly contribute to time-dependent thermovoltage; internal electrochemical reorganization distinguishes mixed conductors,domain_curated_rule,0.97
P0657,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"water/EMIM:Ac ionic-liquid binary system | water content controls solvent-separated ion-pair configuration and weakens anion-cluster/gold-electrode interactions, causing p-n conversion",domain_curated_rule,0.97
P0657,C58F3B85353,thermoresponsive micellization p/n conversion,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"water/EMIM:Ac ionic-liquid binary system | water content controls solvent-separated ion-pair configuration and weakens anion-cluster/gold-electrode interactions, causing p-n conversion",domain_curated_rule,0.97
P0659,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,binary electrolyte between blocking electrodes; ionic thermoelectrochemical cell model | Poisson-Nernst-Planck modeling shows thermovoltage develops on Debye time while Soret concentration gradients develop on bulk diffusion time,domain_curated_rule,0.97
P0662,C0E0D20D156,polarized-membrane ionic thermal potential,transport_mechanism,transport mechanism,material+mechanism+abstract,"commercial ion-exchange membranes in aqueous 1:1 electrolytes | thermal membrane potential arises from ionic heats of transport, nonisothermal Donnan potentials, temperature polarization, and thermally induced concentration polarization",domain_curated_rule,0.97
P0662,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"commercial ion-exchange membranes in aqueous 1:1 electrolytes | thermal membrane potential arises from ionic heats of transport, nonisothermal Donnan potentials, temperature polarization, and thermally induced concentration polarization",domain_curated_rule,0.97
P0665,CB314592CFB,precipitation and species redistribution,phase_or_species_transition,phase/species transition,mechanism_raw,precipitation,controlled_rule,0.94
P0666,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ion conduction,controlled_rule,0.94
P0667,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,La0.15Sr0.775TiO3 nanoparticles synthesized by EMIM acetate ionic liquid route | ionic liquid complexing suppresses reduced intermediates and enables low-temperature crystallization of nanoscale n-type LST perovskite,domain_curated_rule,0.97
P0669,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,abstract/material/mechanism,phase transitions,cleaned_open_concept,0.78
P0670,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,abstract,hydrogen bonds,controlled_rule,0.94
P0670,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PEGDA/HEMA/AMIMCl/bacterial cellulose n-type ionogel | photopolymerization and hydrogen-bonding networks immobilize imidazolium cations while enabling chloride transport, creating cation-anion mobility disparity",domain_curated_rule,0.97
P0675,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,chalcogenide phase-change and thermoelectric materials with metavalent bonding | metavalent bonding enables property tuning for phase-change and thermoelectric performance by adjusting electron sharing,domain_curated_rule,0.97
P0677,C17A556FB4A,double-network hydrogel mechanics,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"AMPS/sulfobetaine acrylamide zwitterionic double-network hydrogel | pH modulates zwitterionic state and ionic Seebeck coefficient from n-type to p-type, enabling bipolar thermoelectricity",domain_curated_rule,0.97
P0677,C90F2267A45,zwitterionic hydrogel ion regulation,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"AMPS/sulfobetaine acrylamide zwitterionic double-network hydrogel | pH modulates zwitterionic state and ionic Seebeck coefficient from n-type to p-type, enabling bipolar thermoelectricity",domain_curated_rule,0.97
P0677,CB25BC3FC14,double/interpenetrating network,gel_microstructure,network structure,material_raw,double-network,controlled_rule,0.94
P0677,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"AMPS/sulfobetaine acrylamide zwitterionic double-network hydrogel | pH modulates zwitterionic state and ionic Seebeck coefficient from n-type to p-type, enabling bipolar thermoelectricity",domain_curated_rule+prediction_family_collapse,0.97
P0678,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"mechanically adaptive ionic thermoelectric gel based on synergistic ionic associations | ionic associations provide stretchability, self-healing, waterproof stability, and n-type thermopower for painted outdoor arrays",domain_curated_rule,0.97
P0679,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,metakaolin-based geopolymer | moisture and pore solution cation transport dominate p-type ionic thermoelectric response; drying reduces and rehydration restores ionic mobility,domain_curated_rule,0.97
P0679,C98C1040415,cation transport,transport_mechanism,transport mechanism,abstract/material/mechanism,cation transport,cleaned_open_concept,0.78
P0680,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,Ag nanowire-blended ionogel mixed ion-electron conductor | AgNW electronic network enables electron tunneling while ionogel Soret effect provides ultrahigh thermopower under steady/fluctuating gradients,domain_curated_rule,0.97
P0680,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,Ag nanowire-blended ionogel mixed ion-electron conductor | AgNW electronic network enables electron tunneling while ionogel Soret effect provides ultrahigh thermopower under steady/fluctuating gradients,domain_curated_rule,0.97
P0681,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ion conduction,controlled_rule,0.94
P0681,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,SiO2 nanoparticle/EMIM:DCA/PEG/Na:DCA ionogel | PEG and Na+ retard DCA- transport while SiO2 nanoparticles create ion channels and charge tunneling for continuous heat-to-electricity conversion,domain_curated_rule,0.97
P0681,C46A965349B,anion transport,transport_mechanism,transport mechanism,abstract/material/mechanism,anion transport,cleaned_open_concept,0.78
P0681,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,SiO2 nanoparticle/EMIM:DCA/PEG/Na:DCA ionogel | PEG and Na+ retard DCA- transport while SiO2 nanoparticles create ion channels and charge tunneling for continuous heat-to-electricity conversion,domain_curated_rule,0.97
P0681,C96681C9193,ion channels,transport_mechanism,transport mechanism,abstract/material/mechanism,ion channels,cleaned_open_concept,0.78
P0681,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,SiO2 nanoparticle/EMIM:DCA/PEG/Na:DCA ionogel | PEG and Na+ retard DCA- transport while SiO2 nanoparticles create ion channels and charge tunneling for continuous heat-to-electricity conversion,domain_curated_rule,0.97
P0682,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,flexible ionic thermoelectric gelatin plus porous dual-size Al2O3 hydrovoltaic generator | gelatin improves heat conduction and thermoelectric conversion while hydrovoltaic evaporation maintains temperature difference,domain_curated_rule,0.97
