mention_id,paper_id,domain,raw_phrase,proposed_semantic_role,quote,evidence_scope,decision_source,annotation_status,human_decision,human_role,human_reason
TG:P0226:n1,P0226,TG,asymmetric cells,,"The evaluation of batteries under thermal gradients is essential for safety and longevity reasons, and to investigate power generation via the thermogalvanic effect. The thermogalvanic Seebeck coefficient of lithium metal (+ 1.0 mV.K-1) and solid lithium ferri/ferrocyanide intercalation electrodes (-0.6 mV.K-1) were determined. The measured Seebeck coefficients of identical asymmetric cells containing both electrodes deviated from the expected values, having Seebeck coefficients which also varied as a function of thermal conditions (+ 0.7 to + 4.3 mV.K-1). This work demonstrates that the thermal responses of asymmetric battery assemblies are more complex than predicted based upon their individual half-cell performances in symmetric cells.",node_containing_sentences_from_original_quote,decisions_02b.json,unresolved_role_pending_review,,,
TG:P0226:n2,P0226,TG,thermal conditions,condition,"The evaluation of batteries under thermal gradients is essential for safety and longevity reasons, and to investigate power generation via the thermogalvanic effect. The thermogalvanic Seebeck coefficient of lithium metal (+ 1.0 mV.K-1) and solid lithium ferri/ferrocyanide intercalation electrodes (-0.6 mV.K-1) were determined. The measured Seebeck coefficients of identical asymmetric cells containing both electrodes deviated from the expected values, having Seebeck coefficients which also varied as a function of thermal conditions (+ 0.7 to + 4.3 mV.K-1). This work demonstrates that the thermal responses of asymmetric battery assemblies are more complex than predicted based upon their individual half-cell performances in symmetric cells.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0226:n3,P0226,TG,Seebeck coefficients,performance_function,"The evaluation of batteries under thermal gradients is essential for safety and longevity reasons, and to investigate power generation via the thermogalvanic effect. The thermogalvanic Seebeck coefficient of lithium metal (+ 1.0 mV.K-1) and solid lithium ferri/ferrocyanide intercalation electrodes (-0.6 mV.K-1) were determined. The measured Seebeck coefficients of identical asymmetric cells containing both electrodes deviated from the expected values, having Seebeck coefficients which also varied as a function of thermal conditions (+ 0.7 to + 4.3 mV.K-1). This work demonstrates that the thermal responses of asymmetric battery assemblies are more complex than predicted based upon their individual half-cell performances in symmetric cells.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0228:n1,P0228,TG,asymmetry of the spin-mixing,state_structure,"Spin-dependent heat and charge transport perpendicular to the plane of magnetic Co/Cu multilayers was studied experimentally and interpreted in the framework of the thermodynamics of irreversible processes. The thermogalvanic voltage(TGV) is introduced. It measures the ac voltage response to a small temperature oscillation while a dc current is driven through the sample. TGV presents a magnetic response (MTGV) of 50%, much larger than magnetoresistance (GMR) and the magneto-thermoelectrical power (MTEP). The linear equations for transport of heat, charge, and spin-polarized currents in magnetic and nonmagnetic mediums are applied to a multilayer structure. The role of spin mixing in GMR, MTEP, and MTGV is shown. In particular, the asymmetry of the spin-mixing gives rise to spin-dependent effective Peltier coefficients. The three measurements can be accounted for with two parameters expressing the spin dependence of the transport coefficients.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0228:n2,P0228,TG,spin-dependent effective Peltier coefficients,quantity,"Spin-dependent heat and charge transport perpendicular to the plane of magnetic Co/Cu multilayers was studied experimentally and interpreted in the framework of the thermodynamics of irreversible processes. The thermogalvanic voltage(TGV) is introduced. It measures the ac voltage response to a small temperature oscillation while a dc current is driven through the sample. TGV presents a magnetic response (MTGV) of 50%, much larger than magnetoresistance (GMR) and the magneto-thermoelectrical power (MTEP). The linear equations for transport of heat, charge, and spin-polarized currents in magnetic and nonmagnetic mediums are applied to a multilayer structure. The role of spin mixing in GMR, MTEP, and MTGV is shown. In particular, the asymmetry of the spin-mixing gives rise to spin-dependent effective Peltier coefficients. The three measurements can be accounted for with two parameters expressing the spin dependence of the transport coefficients.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0229:n1,P0229,TG,electrolyte concentration,condition,"To decrease the consumption of fossil fuels, research has been done on utilizing low grade heat, sourced from industrial waste streams. One promising thermoenergy conversion system is a thermogalvanic cell; it consists of two identical electrodes held at different temperatures that are placed in contact with a redox-based electrolyte [1, 2]. The temperature dependence of the direction of redox reactions allows power to be extracted from the cell [3, 4]. This study aims to increase the power conversion efficiency and reduce the cost of thermogalvanic cells by optimizing the electrolyte and utilizing a carbon based electromaterial, reduced graphene oxide, as electrodes. Thermal conductivity measurements of the K3Fe(CN)(6)/K4Fe(CN)(6) solutions used, indicate that the thermal conductivity decreases from 0.591 to 0.547 W/m K as the concentration is increased from 0.1 to 0.4 M. The lower thermal conductivity allowed a larger temperature gradient to be maintained in the cell. Increasing the electrolyte concentration also resulted in higher power densities, brought about by a decrease in the ohmic overpotential of the cell, which allowed higher values of short circuit current to be generated. The concentration of 0.4 M K3Fe(CN)(6)/K4Fe(CN)(6) is optimal for thermal harvesting applications using R-GO electrodes due to the synergistic effect of the reduction in thermal flux across the cell and the enhancement of power output, on the overall power conversion efficiency. The maximum mass power density obtained using R-GO electrodes was 25.51 W/kg (three orders of magnitude higher than platinum) at a temperature difference of 60 A degrees C and a K3Fe(CN)(6)/K4Fe(CN)(6) concentration of 0.4 M.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0229:n2,P0229,TG,thermal conductivity,quantity,"To decrease the consumption of fossil fuels, research has been done on utilizing low grade heat, sourced from industrial waste streams. One promising thermoenergy conversion system is a thermogalvanic cell; it consists of two identical electrodes held at different temperatures that are placed in contact with a redox-based electrolyte [1, 2]. The temperature dependence of the direction of redox reactions allows power to be extracted from the cell [3, 4]. This study aims to increase the power conversion efficiency and reduce the cost of thermogalvanic cells by optimizing the electrolyte and utilizing a carbon based electromaterial, reduced graphene oxide, as electrodes. Thermal conductivity measurements of the K3Fe(CN)(6)/K4Fe(CN)(6) solutions used, indicate that the thermal conductivity decreases from 0.591 to 0.547 W/m K as the concentration is increased from 0.1 to 0.4 M. The lower thermal conductivity allowed a larger temperature gradient to be maintained in the cell. Increasing the electrolyte concentration also resulted in higher power densities, brought about by a decrease in the ohmic overpotential of the cell, which allowed higher values of short circuit current to be generated. The concentration of 0.4 M K3Fe(CN)(6)/K4Fe(CN)(6) is optimal for thermal harvesting applications using R-GO electrodes due to the synergistic effect of the reduction in thermal flux across the cell and the enhancement of power output, on the overall power conversion efficiency. The maximum mass power density obtained using R-GO electrodes was 25.51 W/kg (three orders of magnitude higher than platinum) at a temperature difference of 60 A degrees C and a K3Fe(CN)(6)/K4Fe(CN)(6) concentration of 0.4 M.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0229:n3,P0229,TG,ohmic overpotential,quantity,"To decrease the consumption of fossil fuels, research has been done on utilizing low grade heat, sourced from industrial waste streams. One promising thermoenergy conversion system is a thermogalvanic cell; it consists of two identical electrodes held at different temperatures that are placed in contact with a redox-based electrolyte [1, 2]. The temperature dependence of the direction of redox reactions allows power to be extracted from the cell [3, 4]. This study aims to increase the power conversion efficiency and reduce the cost of thermogalvanic cells by optimizing the electrolyte and utilizing a carbon based electromaterial, reduced graphene oxide, as electrodes. Thermal conductivity measurements of the K3Fe(CN)(6)/K4Fe(CN)(6) solutions used, indicate that the thermal conductivity decreases from 0.591 to 0.547 W/m K as the concentration is increased from 0.1 to 0.4 M. The lower thermal conductivity allowed a larger temperature gradient to be maintained in the cell. Increasing the electrolyte concentration also resulted in higher power densities, brought about by a decrease in the ohmic overpotential of the cell, which allowed higher values of short circuit current to be generated. The concentration of 0.4 M K3Fe(CN)(6)/K4Fe(CN)(6) is optimal for thermal harvesting applications using R-GO electrodes due to the synergistic effect of the reduction in thermal flux across the cell and the enhancement of power output, on the overall power conversion efficiency. The maximum mass power density obtained using R-GO electrodes was 25.51 W/kg (three orders of magnitude higher than platinum) at a temperature difference of 60 A degrees C and a K3Fe(CN)(6)/K4Fe(CN)(6) concentration of 0.4 M.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0229:n4,P0229,TG,short circuit current,performance_function,"To decrease the consumption of fossil fuels, research has been done on utilizing low grade heat, sourced from industrial waste streams. One promising thermoenergy conversion system is a thermogalvanic cell; it consists of two identical electrodes held at different temperatures that are placed in contact with a redox-based electrolyte [1, 2]. The temperature dependence of the direction of redox reactions allows power to be extracted from the cell [3, 4]. This study aims to increase the power conversion efficiency and reduce the cost of thermogalvanic cells by optimizing the electrolyte and utilizing a carbon based electromaterial, reduced graphene oxide, as electrodes. Thermal conductivity measurements of the K3Fe(CN)(6)/K4Fe(CN)(6) solutions used, indicate that the thermal conductivity decreases from 0.591 to 0.547 W/m K as the concentration is increased from 0.1 to 0.4 M. The lower thermal conductivity allowed a larger temperature gradient to be maintained in the cell. Increasing the electrolyte concentration also resulted in higher power densities, brought about by a decrease in the ohmic overpotential of the cell, which allowed higher values of short circuit current to be generated. The concentration of 0.4 M K3Fe(CN)(6)/K4Fe(CN)(6) is optimal for thermal harvesting applications using R-GO electrodes due to the synergistic effect of the reduction in thermal flux across the cell and the enhancement of power output, on the overall power conversion efficiency. The maximum mass power density obtained using R-GO electrodes was 25.51 W/kg (three orders of magnitude higher than platinum) at a temperature difference of 60 A degrees C and a K3Fe(CN)(6)/K4Fe(CN)(6) concentration of 0.4 M.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0230:n1,P0230,TG,Temperature and Reynolds number,condition,"The galvanic corrosion of copper/AISI 316L stainless steel couples has been studied under different temperatures and flowing conditions in heavy LiBr brines. The mixed potential theory, zero-resistance ammeter and weight loss measurements were performed. Temperature and Reynolds number increase galvanic corrosion rates of copper. Statistical analysis by means of multilevel factorial design reveals that temperature greatly affects galvanic current densities. Additionally, the mixed potential theory suggests that thermogalvanic corrosion may occur when the materials of the pair work at different temperatures. The most important increase of current densities due to thermogalvanic effects takes place at high Reynolds numbers with the highest difference of temperature between copper/AISI 316L pairs and the anode operating at 25 degrees C. The results obtained with the different techniques are in good agreement. (C) 2012 Elsevier Ltd. All rights reserved.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0230:n2,P0230,TG,galvanic corrosion rates of copper,quantity,"The galvanic corrosion of copper/AISI 316L stainless steel couples has been studied under different temperatures and flowing conditions in heavy LiBr brines. The mixed potential theory, zero-resistance ammeter and weight loss measurements were performed. Temperature and Reynolds number increase galvanic corrosion rates of copper. Statistical analysis by means of multilevel factorial design reveals that temperature greatly affects galvanic current densities. Additionally, the mixed potential theory suggests that thermogalvanic corrosion may occur when the materials of the pair work at different temperatures. The most important increase of current densities due to thermogalvanic effects takes place at high Reynolds numbers with the highest difference of temperature between copper/AISI 316L pairs and the anode operating at 25 degrees C. The results obtained with the different techniques are in good agreement. (C) 2012 Elsevier Ltd. All rights reserved.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0231:n1,P0231,TG,SWNT coating,material_entity,"In this work, we report a thermobattery that can efficiently harvest low-grade waste heat. The thermobattery utilizes temperature dependence of ferri/ferrocyanide (Fe(CN)(6)(3-)/Fe(CN)(6)(4-)) redox potential and employs the porous carbon textile electrode that is coated with single-walled carbon nanotube (SWNT). Simple and scalable dipping and drying process was applied to prepare the SWNT coated textile electrodes (SWNT-CT). The SWNT coating not only decreases the sheet conductance of the textile remarkably but also provides the number of available reaction sites for thermogalvanic conversion, resulting in improving electrical outputs. The capability for power generation in the thermobattery was quantitatively investigated by measuring potential versus current curves. Discharge behavior of the thermobattery was also discussed to provide an understanding of the internal resistances that limit output electrical power.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0231:n2,P0231,TG,sheet conductance,quantity,"In this work, we report a thermobattery that can efficiently harvest low-grade waste heat. The thermobattery utilizes temperature dependence of ferri/ferrocyanide (Fe(CN)(6)(3-)/Fe(CN)(6)(4-)) redox potential and employs the porous carbon textile electrode that is coated with single-walled carbon nanotube (SWNT). Simple and scalable dipping and drying process was applied to prepare the SWNT coated textile electrodes (SWNT-CT). The SWNT coating not only decreases the sheet conductance of the textile remarkably but also provides the number of available reaction sites for thermogalvanic conversion, resulting in improving electrical outputs. The capability for power generation in the thermobattery was quantitatively investigated by measuring potential versus current curves. Discharge behavior of the thermobattery was also discussed to provide an understanding of the internal resistances that limit output electrical power.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0231:n3,P0231,TG,available reaction sites,state_structure,"In this work, we report a thermobattery that can efficiently harvest low-grade waste heat. The thermobattery utilizes temperature dependence of ferri/ferrocyanide (Fe(CN)(6)(3-)/Fe(CN)(6)(4-)) redox potential and employs the porous carbon textile electrode that is coated with single-walled carbon nanotube (SWNT). Simple and scalable dipping and drying process was applied to prepare the SWNT coated textile electrodes (SWNT-CT). The SWNT coating not only decreases the sheet conductance of the textile remarkably but also provides the number of available reaction sites for thermogalvanic conversion, resulting in improving electrical outputs. The capability for power generation in the thermobattery was quantitatively investigated by measuring potential versus current curves. Discharge behavior of the thermobattery was also discussed to provide an understanding of the internal resistances that limit output electrical power.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0231:n4,P0231,TG,electrical outputs,performance_function,"In this work, we report a thermobattery that can efficiently harvest low-grade waste heat. The thermobattery utilizes temperature dependence of ferri/ferrocyanide (Fe(CN)(6)(3-)/Fe(CN)(6)(4-)) redox potential and employs the porous carbon textile electrode that is coated with single-walled carbon nanotube (SWNT). Simple and scalable dipping and drying process was applied to prepare the SWNT coated textile electrodes (SWNT-CT). The SWNT coating not only decreases the sheet conductance of the textile remarkably but also provides the number of available reaction sites for thermogalvanic conversion, resulting in improving electrical outputs. The capability for power generation in the thermobattery was quantitatively investigated by measuring potential versus current curves. Discharge behavior of the thermobattery was also discussed to provide an understanding of the internal resistances that limit output electrical power.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0232:n1,P0232,TG,thermal diffusion,mechanism_process,"Fundamental multicomponent transport equations, including thermal diffusion and the Dufour energy flux density, are applied to electrolytic solutions and the electrode interface to clarify the quantitative description of heat generation at an interface and its relationship to the temperature dependence of the open-circuit potential of thermogalvanic cells.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0232:n2,P0232,TG,Dufour energy flux density,quantity,"Fundamental multicomponent transport equations, including thermal diffusion and the Dufour energy flux density, are applied to electrolytic solutions and the electrode interface to clarify the quantitative description of heat generation at an interface and its relationship to the temperature dependence of the open-circuit potential of thermogalvanic cells.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0232:n3,P0232,TG,heat generation at an interface,mechanism_process,"Fundamental multicomponent transport equations, including thermal diffusion and the Dufour energy flux density, are applied to electrolytic solutions and the electrode interface to clarify the quantitative description of heat generation at an interface and its relationship to the temperature dependence of the open-circuit potential of thermogalvanic cells.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0233:n1,P0233,TG,orientation of the pipe,condition,"Experiments were conducted to determine the effect of sustained temperature gradients of approximate to20 degreesC on copper pipe corrosion under stagnant conditions in simulated potable water. An apparatus was constructed to (1) apply realistic temperature gradients to the pipes, (2) monitor copper release to the water, and (3) measure thermogalvanic currents between the warm and cold sections of pipe. The orientation of the pipe in relation to the temperature gradients determined whether convection currents developed that promoted mixing during stagnation, and this influenced the magnitude of the temperature gradient in the pipe. The temperature gradient led to significant sustained thermogalvanic currents. Mixing of the water within the pipe also influenced copper leaching and scale build-up. (C) 2004 Elsevier Ltd. All rights reserved.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0233:n2,P0233,TG,convection currents,mechanism_process,"Experiments were conducted to determine the effect of sustained temperature gradients of approximate to20 degreesC on copper pipe corrosion under stagnant conditions in simulated potable water. An apparatus was constructed to (1) apply realistic temperature gradients to the pipes, (2) monitor copper release to the water, and (3) measure thermogalvanic currents between the warm and cold sections of pipe. The orientation of the pipe in relation to the temperature gradients determined whether convection currents developed that promoted mixing during stagnation, and this influenced the magnitude of the temperature gradient in the pipe. The temperature gradient led to significant sustained thermogalvanic currents. Mixing of the water within the pipe also influenced copper leaching and scale build-up. (C) 2004 Elsevier Ltd. All rights reserved.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0233:n3,P0233,TG,temperature gradient,quantity,"Experiments were conducted to determine the effect of sustained temperature gradients of approximate to20 degreesC on copper pipe corrosion under stagnant conditions in simulated potable water. An apparatus was constructed to (1) apply realistic temperature gradients to the pipes, (2) monitor copper release to the water, and (3) measure thermogalvanic currents between the warm and cold sections of pipe. The orientation of the pipe in relation to the temperature gradients determined whether convection currents developed that promoted mixing during stagnation, and this influenced the magnitude of the temperature gradient in the pipe. The temperature gradient led to significant sustained thermogalvanic currents. Mixing of the water within the pipe also influenced copper leaching and scale build-up. (C) 2004 Elsevier Ltd. All rights reserved.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
TG:P0233:n4,P0233,TG,thermogalvanic currents,quantity,"Experiments were conducted to determine the effect of sustained temperature gradients of approximate to20 degreesC on copper pipe corrosion under stagnant conditions in simulated potable water. An apparatus was constructed to (1) apply realistic temperature gradients to the pipes, (2) monitor copper release to the water, and (3) measure thermogalvanic currents between the warm and cold sections of pipe. The orientation of the pipe in relation to the temperature gradients determined whether convection currents developed that promoted mixing during stagnation, and this influenced the magnitude of the temperature gradient in the pipe. The temperature gradient led to significant sustained thermogalvanic currents. Mixing of the water within the pipe also influenced copper leaching and scale build-up. (C) 2004 Elsevier Ltd. All rights reserved.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,
iTE:P0379:n1,P0379,iTE,interactions between the ions and the hydrogel matrix,interaction,"The interactions between the ions and the hydrogel matrix promote the selective transport of conducting ionic ions, producing a high Seebeck coefficient of 11.53 mV K-1.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0379:n2,P0379,iTE,selective transport of conducting ionic ions,mechanism_process,"The interactions between the ions and the hydrogel matrix promote the selective transport of conducting ionic ions, producing a high Seebeck coefficient of 11.53 mV K-1.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0379:n3,P0379,iTE,Seebeck coefficient,performance_function,"The interactions between the ions and the hydrogel matrix promote the selective transport of conducting ionic ions, producing a high Seebeck coefficient of 11.53 mV K-1.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0380:n1,P0380,iTE,thermodiffusion of ions,mechanism_process,"Electrons/holes can drift under the electric field generated by thermodiffusion of ions, thus converting the ionic current into electrical current that can pass through the external circuit.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0380:n2,P0380,iTE,electric field,quantity,"Electrons/holes can drift under the electric field generated by thermodiffusion of ions, thus converting the ionic current into electrical current that can pass through the external circuit.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0380:n3,P0380,iTE,Electrons/holes can drift,mechanism_process,"Electrons/holes can drift under the electric field generated by thermodiffusion of ions, thus converting the ionic current into electrical current that can pass through the external circuit.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0380:n4,P0380,iTE,electrical current that can pass through the external circuit,performance_function,"Electrons/holes can drift under the electric field generated by thermodiffusion of ions, thus converting the ionic current into electrical current that can pass through the external circuit.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0381:n1,P0381,iTE,PANI@CWF electrode,material_entity,"It is found that the PANI@CWF electrode assists to realize a larger current density output, 1 h output energy density (E-1h) (570 J m(-2)) at a ?T of 20 K and a maximum normalized instantaneous output power density of 11.31 mW m(-2) K-2 are obtained, which is a record-breaking result among the reported quasi-solid-state ITEGs.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0381:n2,P0381,iTE,current density output,performance_function,"It is found that the PANI@CWF electrode assists to realize a larger current density output, 1 h output energy density (E-1h) (570 J m(-2)) at a ?T of 20 K and a maximum normalized instantaneous output power density of 11.31 mW m(-2) K-2 are obtained, which is a record-breaking result among the reported quasi-solid-state ITEGs.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0382:n1,P0382,iTE,ITE,material_entity,"Ionic thermoelectric supercapacitors (ITESCs) produce orders of magnitude higher voltages than those of con-ventional thermoelectrics (TEs) based on the thermo-diffusion of electrons/holes and are therefore attractive for converting low-grade heat into electricity. The stretchability and stability of the whole ITESC are important for wearable heat harvesting applications. Recent studies on ITESC have focused on stretchable ionic TE electrolytes with a giant Seebeck coefficient, but there are no reports of fully stretchable ITESCs for wearable heat harvesting devices due to the lack of stretchable electrodes and stretchable ionic TE electrolytes with stability. Herein, we present a fully stretchable ITESC composed of stable high-performance ionic thermoelectric elastomer (ITE) electrolyte and stretchable gold nanowire (AuNW) electrodes. The ITE shows excellent air stability (> 60 d) in comparison to hydrogel-based electrolytes that are susceptible to dehydration in ambient conditions.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0382:n2,P0382,iTE,excellent air stability,performance_function,"Ionic thermoelectric supercapacitors (ITESCs) produce orders of magnitude higher voltages than those of con-ventional thermoelectrics (TEs) based on the thermo-diffusion of electrons/holes and are therefore attractive for converting low-grade heat into electricity. The stretchability and stability of the whole ITESC are important for wearable heat harvesting applications. Recent studies on ITESC have focused on stretchable ionic TE electrolytes with a giant Seebeck coefficient, but there are no reports of fully stretchable ITESCs for wearable heat harvesting devices due to the lack of stretchable electrodes and stretchable ionic TE electrolytes with stability. Herein, we present a fully stretchable ITESC composed of stable high-performance ionic thermoelectric elastomer (ITE) electrolyte and stretchable gold nanowire (AuNW) electrodes. The ITE shows excellent air stability (> 60 d) in comparison to hydrogel-based electrolytes that are susceptible to dehydration in ambient conditions.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0383:n1,P0383,iTE,micellization of the amphiphilic DBS-,mechanism_process,"A unique porous structure is formed due to the micellization of the amphiphilic DBS- with the hydrophilic benzenesulfonic group attached to the hydrous agarose gel chains, while the hydrophobic alkyl chain point to the pore centers. As a result, the DBS- micelles are almost immobile as compared with Na+, which can be reconsidered as a part of the gel matrix.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0383:n2,P0383,iTE,porous structure,state_structure,"A unique porous structure is formed due to the micellization of the amphiphilic DBS- with the hydrophilic benzenesulfonic group attached to the hydrous agarose gel chains, while the hydrophobic alkyl chain point to the pore centers. As a result, the DBS- micelles are almost immobile as compared with Na+, which can be reconsidered as a part of the gel matrix.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0383:n3,P0383,iTE,DBS- micelles are almost immobile as compared with Na+,state_structure,"A unique porous structure is formed due to the micellization of the amphiphilic DBS- with the hydrophilic benzenesulfonic group attached to the hydrous agarose gel chains, while the hydrophobic alkyl chain point to the pore centers. As a result, the DBS- micelles are almost immobile as compared with Na+, which can be reconsidered as a part of the gel matrix.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0384:n1,P0384,iTE,IL,material_entity,"This work reports on the development of ionic TE materials based on the poly(vinylidene fluoride-trifluoroethylene), Poly(VDF-co-TrFE), as host polymer blended with different contents of the ionic liquid, IL, 1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [EMIM][TFSI]. The morphology, physico-chemical, thermal, mechanical, and electrical properties of the samples are evaluated together with the TE response. It is demonstrated that the IL acts as a nucleating agent for polymer crystallization.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0384:n2,P0384,iTE,nucleating agent for polymer crystallization,material_entity,"This work reports on the development of ionic TE materials based on the poly(vinylidene fluoride-trifluoroethylene), Poly(VDF-co-TrFE), as host polymer blended with different contents of the ionic liquid, IL, 1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [EMIM][TFSI]. The morphology, physico-chemical, thermal, mechanical, and electrical properties of the samples are evaluated together with the TE response. It is demonstrated that the IL acts as a nucleating agent for polymer crystallization.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0385:n1,P0385,iTE,temperature gradient-induced unidirectional transport of protons,mechanism_process,The high Seebeck coefficient (S = 14.5 +/- 0.5 mV K-1) of the V2O5 membrane (VO-M) is attributed to temperature gradient-induced unidirectional transport of protons through the percolated network of 2D nanofluidic channels.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0385:n2,P0385,iTE,percolated network of 2D nanofluidic channels,state_structure,The high Seebeck coefficient (S = 14.5 +/- 0.5 mV K-1) of the V2O5 membrane (VO-M) is attributed to temperature gradient-induced unidirectional transport of protons through the percolated network of 2D nanofluidic channels.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0385:n3,P0385,iTE,Seebeck coefficient,performance_function,The high Seebeck coefficient (S = 14.5 +/- 0.5 mV K-1) of the V2O5 membrane (VO-M) is attributed to temperature gradient-induced unidirectional transport of protons through the percolated network of 2D nanofluidic channels.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0386:n1,P0386,iTE,temperature difference,condition,"Based on ionic thermoelectric (i-TE) materials, which possessing huge Seebeck coefficient and natural ion channels, using the i-TE membrane and low-grade heat energy to introduce an additional driving force of temperature difference is proposed for the acceleration of ionic migrations. Results show that the effect of temperature difference is equivalent to overlaying an additional voltage difference, and then the synergy between i-TE conversion and NERD significantly enhances both the power density and efficiency.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0386:n2,P0386,iTE,additional voltage difference,quantity,"Based on ionic thermoelectric (i-TE) materials, which possessing huge Seebeck coefficient and natural ion channels, using the i-TE membrane and low-grade heat energy to introduce an additional driving force of temperature difference is proposed for the acceleration of ionic migrations. Results show that the effect of temperature difference is equivalent to overlaying an additional voltage difference, and then the synergy between i-TE conversion and NERD significantly enhances both the power density and efficiency.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0386:n3,P0386,iTE,power density and efficiency,performance_function,"Based on ionic thermoelectric (i-TE) materials, which possessing huge Seebeck coefficient and natural ion channels, using the i-TE membrane and low-grade heat energy to introduce an additional driving force of temperature difference is proposed for the acceleration of ionic migrations. Results show that the effect of temperature difference is equivalent to overlaying an additional voltage difference, and then the synergy between i-TE conversion and NERD significantly enhances both the power density and efficiency.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0387:n1,P0387,iTE,mobile anion-generating species,material_entity,"The lamellar membrane of beta-Ni(OH)(2) (Ni-M) itself does not display significant thermovoltages, but when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient (up to -13.7 +/- 0.2 mV K-1). Similarly, upon doping with cation-generating species like poly(4-styrene sulfonic acid) (PSS), it displays positive Seebeck coefficient values (up to +12 +/- 1.9 mV K-1).",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0387:n2,P0387,iTE,negative Seebeck coefficient,performance_function,"The lamellar membrane of beta-Ni(OH)(2) (Ni-M) itself does not display significant thermovoltages, but when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient (up to -13.7 +/- 0.2 mV K-1). Similarly, upon doping with cation-generating species like poly(4-styrene sulfonic acid) (PSS), it displays positive Seebeck coefficient values (up to +12 +/- 1.9 mV K-1).",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
