node_id,node_type,label,evidence_status,year,doi,discovery_status
insight:INSIGHT_8FDF11960C,iTE_insight,MXene adds electromagnetic shielding and operational stability,U_unresolved_or_outside,2025.0,10.1016/j.carbpol.2025.124274,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6F6B45BB7E,iTE_insight,anion thermodiffusion through the apoplast generates ionic thermovoltage; desiccation and electrode selection amplify response,A_direct_evidence_ready,2025.0,10.1002/adma.202510413,eligible_for_complementarity_rules
insight:INSIGHT_00403528BC,iTE_insight,"surface charge engineering increases fixed charge density and ion selectivity, enhancing thermodiffusion-driven ion transport",A_direct_evidence_ready,2025.0,10.1039/d5ta05281e,eligible_for_complementarity_rules
insight:INSIGHT_7A64A7F71E,iTE_insight,"thermophoresis, thermoosmosis, electrophoresis, pressure-driven flow, and geometric asymmetry jointly determine thermoelectric field and ion concentration polarization",B_direct_needs_evidence_repair,2025.0,10.1016/j.ijheatmasstransfer.2025.126758,eligible_for_complementarity_rules
insight:INSIGHT_CC24370CEB,iTE_insight,"in situ interface enhances electrical conductivity while suppressing ionic and thermal conductivity, decoupling electron/ion/phonon transport",U_unresolved_or_outside,2025.0,10.1021/acs.chemmater.5c01447,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_BA49213321,iTE_insight,"structural complexity, bond-strength variation, and lattice anharmonicity cause low thermal conductivity and fast Cu+ ionic conduction",D_cross_domain_inspiration,2024.0,10.1002/aenm.202402039,retained_inventory_not_auto_translated
insight:INSIGHT_BDA1F6ED05,iTE_insight,"synergistic ion-ion/ion-dipole interactions and dual networks provide high thermopower, conductivity, stretchability, and thermo-mechanical stability",C_adjacent_enabling_evidence,2024.0,10.1016/j.cej.2024.155789,eligible_for_complementarity_rules
insight:INSIGHT_B084487911,iTE_insight,"Li+ coordination with ether oxygen and anion-rich clusters promote rapid anion transport and Eastman entropy change, giving negative Seebeck coefficient",C_adjacent_enabling_evidence,2023.0,10.1126/sciadv.adk2098,eligible_for_complementarity_rules
insight:INSIGHT_5E2A59964D,iTE_insight,hydrogen-bond networks in PA/OPBI support proton hopping and stable high-temperature ionic conductivity for thermopower above 100 C,A_direct_evidence_ready,2025.0,10.1039/d4ta08215j,eligible_for_complementarity_rules
insight:INSIGHT_1C07A989A3,iTE_insight,Hofmeister effect and zinc-ion transfer regulate ionic Seebeck coefficient,B_direct_needs_evidence_repair,2024.0,10.1021/acsami.4c18790,eligible_for_complementarity_rules
insight:INSIGHT_96097E805A,iTE_insight,anion identity tunes hydrogel thermoelectric performance,A_direct_evidence_ready,2024.0,10.1021/acsami.4c18790,eligible_for_complementarity_rules
insight:INSIGHT_491C5F5E52,iTE_insight,CNF reinforcement enhances hydrogel strength and negative ionic thermopower,A_direct_evidence_ready,2024.0,10.1016/j.matlet.2024.137038,retained_inventory_not_auto_translated
insight:INSIGHT_F0263EC0F7,iTE_insight,operando Cu+ migration and oxygen-induced Cu2O surface formation alter stoichiometry and degradation while thermoelectric properties remain stable,C_adjacent_enabling_evidence,2024.0,10.1021/acs.chemmater.4c01487,retained_inventory_not_auto_translated
insight:INSIGHT_9049235A86,iTE_insight,ambient moisture enables ionic thermopower,B_direct_needs_evidence_repair,2024.0,10.1016/j.apmt.2024.102240,eligible_for_complementarity_rules
insight:INSIGHT_2849A90F36,iTE_insight,Ni-foam-CNT electrodes stabilize output and improve capacitance/resistance,A_direct_evidence_ready,2024.0,10.1016/j.apmt.2024.102240,eligible_for_complementarity_rules
insight:INSIGHT_27F73F0E4A,iTE_insight,small IL content enables continuous fiber spinning and improves thermoelectric performance and mechanical strength without post-processing,U_unresolved_or_outside,2024.0,10.1016/j.polymer.2024.127490,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_5C318CE179,iTE_insight,"charged graphene surfaces create slippage-enhanced electrokinetic ion transport, boosting tunable nanofluidic thermoelectric sensitivity",C_adjacent_enabling_evidence,2024.0,10.1021/acs.jpclett.4c02370,eligible_for_complementarity_rules
insight:INSIGHT_D7C0B82785,iTE_insight,MWCNTs improve ionic conductivity through polymer-chain/ionic-liquid interactions and ion-aggregate dissociation,C_adjacent_enabling_evidence,2024.0,10.1016/j.mtcomm.2024.108334,retained_inventory_not_auto_translated
insight:INSIGHT_5D93622D28,iTE_insight,NIR heating plus Seebeck effect drives superoxide generation and NADH oxidation; mitochondrial targeting depletes NADH and reduces thermotolerance,U_unresolved_or_outside,2023.0,10.1126/sciadv.adi9980,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_800DCFE972,iTE_insight,temperature-dependent charge-carrier generation competes with thermodiffusion to produce giant thermoelectric response,B_direct_needs_evidence_repair,2024.0,10.1103/physrevlett.132.098001,eligible_for_complementarity_rules
insight:INSIGHT_777D552356,iTE_insight,"alkali guest orbital type and ionic radius change conduction pathways, effective mass, mobility, and n-type thermoelectric properties",U_unresolved_or_outside,2024.0,10.1016/j.jssc.2024.124899,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_20BB5E46CE,iTE_insight,"Ag+ complexes with BMIM+ and OTf- interacts strongly with BMIM+, retarding BMIM+ migration and turning p-type ionogel to n-type",B_direct_needs_evidence_repair,2023.0,10.1002/aenm.202302472,retained_inventory_not_auto_translated
insight:INSIGHT_96407875CC,iTE_insight,"Na+ interacts with DCA- to increase mobility difference between EMIM+ and DCA-, raising thermopower",C_adjacent_enabling_evidence,2022.0,10.1002/aenm.202200858,eligible_for_complementarity_rules
insight:INSIGHT_A0D394BF66,iTE_insight,antisolvent network engineering further improves ZTi,C_adjacent_enabling_evidence,2022.0,10.1002/aenm.202200858,eligible_for_complementarity_rules
insight:INSIGHT_FFEAB52B68,iTE_insight,opposite solar/thermal optical properties generate spontaneous day/night temperature differences to drive ionic thermoelectric voltage,A_direct_evidence_ready,2023.0,10.1002/advs.202206510,eligible_for_complementarity_rules
insight:INSIGHT_AF8759DE1B,iTE_insight,SA-induced Manning counterion condensation and crystalline PVA chains synergistically produce ultrahigh ionic Seebeck coefficient,B_direct_needs_evidence_repair,2023.0,10.1016/j.mtener.2023.101383,eligible_for_complementarity_rules
insight:INSIGHT_7936A2F22F,iTE_insight,"ZIF-8 hinders smaller DCA- transport while EMIM+ bypasses pores, increasing cation/anion mobility difference and thermopower",U_unresolved_or_outside,2023.0,10.1002/adfm.202303311,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6B1DD390DB,iTE_insight,"proton thermodiffusion couples with proton-coupled electron transfer, boosting thermopower and enabling energy storage/continuous output",P_coupled_precedent,2023.0,10.1002/anie.202307947,eligible_for_complementarity_rules
insight:INSIGHT_7DFF4F25D9,iTE_insight,skin-temperature-triggered adhesion supports wearable contact; ionic hydrogel thermopower enables body heat harvesting and sensing,A_direct_evidence_ready,2022.0,10.1016/j.nanoen.2022.107977,eligible_for_complementarity_rules
insight:INSIGHT_AFEC7429C3,iTE_insight,deep eutectic solvent provides nonvolatile ionic conductivity and high Seebeck coefficient within stretchable WPU gel,C_adjacent_enabling_evidence,2022.0,10.1039/d1ta09707e,eligible_for_complementarity_rules
insight:INSIGHT_28536B0B0A,iTE_insight,molecular-dynamics Eastman entropy analysis guides p/n thermopower tuning in solid polymer ion transport,A_direct_evidence_ready,2022.0,10.1038/s41467-021-27885-2,retained_inventory_not_auto_translated
insight:INSIGHT_EBAE49DC49,iTE_insight,"expanded graphite provides flexibility, phenolic resin/carbon fiber improve toughness, and ion-induced carrier migration raises power factor",U_unresolved_or_outside,2023.0,10.1021/acsami.3c05226,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6A41D4DF77,iTE_insight,"molten copper sublattice softens phonon modes, yielding ultralow thermal conductivity with high Cu ionic mobility",U_unresolved_or_outside,2014.0,10.1021/ja5056092,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_23F6CF3DAD,iTE_insight,ion steric effect coupled with ion thermodiffusion in electric double layers enhances nanochannel Seebeck coefficient,A_direct_evidence_ready,2023.0,10.1021/acs.nanolett.3c02469,eligible_for_complementarity_rules
insight:INSIGHT_06F09A52C0,iTE_insight,electric-double-layer gating shifts gate voltage/Fermi level to tune p-type and n-type Seebeck coefficients in nanotube networks,U_unresolved_or_outside,2014.0,10.1021/nl502982f,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_16DB8B1579,iTE_insight,ferroelectric polarization introduces cation-dipole interactions that more than double heat-induced ionic thermovoltage,A_direct_evidence_ready,2024.0,10.1039/d3cc04199a,eligible_for_complementarity_rules
insight:INSIGHT_767E7A47FC,iTE_insight,synergistic coordination and hydration interactions between polymer network and ions generate giant negative thermopower,B_direct_needs_evidence_repair,2021.0,10.1126/sciadv.abi7233,eligible_for_complementarity_rules
insight:INSIGHT_BB5D951A1D,iTE_insight,cationic dopants tune ion-ion interactions,B_direct_needs_evidence_repair,2023.0,10.1016/j.cej.2023.147257,eligible_for_complementarity_rules
insight:INSIGHT_414F871978,iTE_insight,Na+ acetate gives largest thermopower enhancement linked to salt lattice energy and melting point,A_direct_evidence_ready,2023.0,10.1016/j.cej.2023.147257,eligible_for_complementarity_rules
insight:INSIGHT_2B04D2C853,iTE_insight,"polymer hydroxyl groups bind anions and restrict migration while amorphous polymer segments facilitate cation transport, increasing cation/anion diffusion difference",C_adjacent_enabling_evidence,2022.0,10.1002/advs.202201075,eligible_for_complementarity_rules
insight:INSIGHT_CAEB480060,iTE_insight,"EMIM:DCA loading controls stretchability, ionic thermovoltage, conductivity, and low thermal conductivity for stretchable ITEC use",B_direct_needs_evidence_repair,2020.0,10.1002/adfm.202004699,eligible_for_complementarity_rules
insight:INSIGHT_C611DDD69E,iTE_insight,ion-dipole interaction between PVDF-HFP and ionic liquids produces giant ionic Seebeck coefficient and high ZT,B_direct_needs_evidence_repair,2019.0,10.1002/aenm.201901085,eligible_for_complementarity_rules
insight:INSIGHT_7A87660D22,iTE_insight,nano/micro percolation networks and ionic-liquid plasticization combine high conductivity with stretchability and low modulus,U_unresolved_or_outside,2020.0,10.1038/s41467-020-15135-w,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_E90F253152,iTE_insight,ion ability to influence PVA hydrogen bonding determines thermoelectric performance,A_direct_evidence_ready,2022.0,10.1021/acs.jpclett.2c00845,eligible_for_complementarity_rules
insight:INSIGHT_68C700E71E,iTE_insight,CsI gives largest ionic Seebeck coefficient,B_direct_needs_evidence_repair,2022.0,10.1021/acs.jpclett.2c00845,eligible_for_complementarity_rules
insight:INSIGHT_42B66373F2,iTE_insight,"hydrophobic network and ionic liquid prevent swelling under water, preserving ionic thermoelectric performance for underwater heat harvesting",A_direct_evidence_ready,2023.0,10.3390/polym15071746,retained_inventory_not_auto_translated
insight:INSIGHT_602BA343ED,iTE_insight,"Ca2+ coordination widens cellulose molecular-chain spacing, creating molecular channels for ion transport along cellulose chains",C_adjacent_enabling_evidence,2022.0,10.1021/acs.nanolett.2c02558,eligible_for_complementarity_rules
insight:INSIGHT_62665D18CF,iTE_insight,ion-cellulose and ion-ion interactions in confined bacterial cellulose network drive high ionic thermovoltage and conductivity,A_direct_evidence_ready,2022.0,10.1002/adfm.202107105,eligible_for_complementarity_rules
insight:INSIGHT_6B57F949C8,iTE_insight,ionic-liquid incorporation enhances ion transport/electrical conductivity in polymer-scaffolded membranes,C_adjacent_enabling_evidence,2014.0,10.1007/s11664-013-2799-1,retained_inventory_not_auto_translated
insight:INSIGHT_AC301EDBE3,iTE_insight,"amorphous/crystallite coexistence gives flexibility, ultralow lattice thermal conductivity, high mobility, and high room-temperature power factor",U_unresolved_or_outside,2020.0,10.1126/sciadv.aaz8423,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_3B6C31998B,iTE_insight,"ionic-liquid electric-double-layer gating changes carrier density and enhances room-temperature power factor, especially in thin low-carrier films",U_unresolved_or_outside,2024.0,10.1002/aelm.202300683,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_1A411A0F4A,iTE_insight,alternating triboelectric charges increase potential difference inside p-n junction TEG and enhance output voltage,U_unresolved_or_outside,2023.0,10.1016/j.mtener.2023.101394,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_F5DF57C5ED,iTE_insight,"dry LiTFSI in solid WPU elastomer provides stable ionic conduction, strain/temperature response, and ionic thermovoltage without leakage",B_direct_needs_evidence_repair,2022.0,10.1021/acsami.2c09208,eligible_for_complementarity_rules
insight:INSIGHT_2924D28046,iTE_insight,"PU ionogel with ionic liquid provides stretchability, self-healing, and stable ionic thermoelectric capacitance under strain",A_direct_evidence_ready,2021.0,10.1021/acsami.1c03328,eligible_for_complementarity_rules
insight:INSIGHT_37A5CBCA0E,iTE_insight,ion-polymer matrix interactions tune magnitude and sign of ionic Seebeck coefficient from negative to positive for printed thermopiles,A_direct_evidence_ready,2019.0,10.1038/s41467-019-08930-7,retained_inventory_not_auto_translated
insight:INSIGHT_CE367F13DF,iTE_insight,localized Cu-ion jumps within confined cages suppress thermal conduction without long-range cathode migration degradation,D_cross_domain_inspiration,2023.0,10.1002/adma.202306088,retained_inventory_not_auto_translated
insight:INSIGHT_106B213C91,iTE_insight,"antisolvent modifies PVDF-HFP solid network and ionogel microstructure, facilitating ionic transport and raising ZTi",A_direct_evidence_ready,2022.0,10.1002/adfm.202109772,retained_inventory_not_auto_translated
insight:INSIGHT_4062585E9C,iTE_insight,ionic capacitive Cu+ accumulation at heterojunction blocks long-range Cu+ migration and stabilizes Cu2Se while scattering phonons,D_cross_domain_inspiration,2020.0,10.1002/adma.202003730,retained_inventory_not_auto_translated
insight:INSIGHT_AB65172003,iTE_insight,BiSbTe layer harvests temperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret effect,B_direct_needs_evidence_repair,2022.0,10.1016/j.cej.2022.138433,eligible_for_complementarity_rules
insight:INSIGHT_13AEA623B2,iTE_insight,ionic liquid engineering reduces PVA crystal size and creates nanoscale network microstructure that improves ion transport and mechanics,A_direct_evidence_ready,2023.0,10.1016/j.cej.2022.141156,retained_inventory_not_auto_translated
insight:INSIGHT_61781EA154,iTE_insight,heavy chalcogens reduce thermal conductivity,R_review,2019.0,10.1016/j.jssc.2018.10.049,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_910E1701A3,iTE_insight,lower ionicity in tellurides improves carrier mobility relative to sulfides/selenides,R_review,2019.0,10.1016/j.jssc.2018.10.049,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6ADB176F39,iTE_insight,size-selective ionic crosslinking improves softness/toughness and mixed ionic-electronic conductivity,C_adjacent_enabling_evidence,2023.0,10.1002/anie.202306994,eligible_for_complementarity_rules
insight:INSIGHT_42697E6B0D,iTE_insight,ions promote thermally induced charge-carrier accumulation,C_adjacent_enabling_evidence,2023.0,10.1002/anie.202306994,eligible_for_complementarity_rules
insight:INSIGHT_F930511F0A,iTE_insight,light absorption and low thermal conductivity create thermal gradient and evaporation,A_direct_evidence_ready,2021.0,10.1039/d0ee02730h,eligible_for_complementarity_rules
insight:INSIGHT_BF5259CD93,iTE_insight,charged nanochannels drive ionic thermoelectric and streaming potentials,A_direct_evidence_ready,2021.0,10.1039/d0ee02730h,eligible_for_complementarity_rules
insight:INSIGHT_E0BFFB06D1,iTE_insight,NaCl provides ionic thermovoltage while CaCl2 creates second crosslinking network for stretchable self-powered hydrogel sensor,A_direct_evidence_ready,2022.0,10.1016/j.compscitech.2022.109771,eligible_for_complementarity_rules
insight:INSIGHT_406D7C4F72,iTE_insight,bonding heterogeneity between weak Cd-Te ionic bonds and strong Te-Te covalent bonds lowers lattice thermal conductivity and supports p-type power factor,U_unresolved_or_outside,2022.0,10.1021/acsaem.2c01176,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_5A8C084102,iTE_insight,WPU hydrogen bonding accommodates ionic liquid; Laponite cation exchange releases Na+ and increases cation/anion thermophoretic mobility difference,A_direct_evidence_ready,2023.0,10.1007/s11431-022-2222-5,eligible_for_complementarity_rules
insight:INSIGHT_E7ADCC9C2A,iTE_insight,nematic-isotropic phase transition gives reversible optical/thermal programmability and phase-controlled ionic Seebeck coefficient,B_direct_needs_evidence_repair,2022.0,10.1039/d2ta03120e,eligible_for_complementarity_rules
insight:INSIGHT_1A41ACA948,iTE_insight,"water retention, freezing resistance, and self-regeneration maintain ionic thermoelectric output under ambient, low-temperature, and drying/regeneration conditions",A_direct_evidence_ready,2022.0,10.1021/acsami.2c07423,eligible_for_complementarity_rules
insight:INSIGHT_AE384E54DC,iTE_insight,viscous additive makes CNT clay skin-adaptable and reconfigurable; chemical doping creates n- and p-type thermoelectric clays,U_unresolved_or_outside,2021.0,10.1016/j.nanoen.2021.106156,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_98C02FC72C,iTE_insight,quasi-frozen ionic carriers provide large negative ionic Seebeck coefficient while electronic carriers dominate conductivity,A_direct_evidence_ready,2020.0,10.1002/adma.202002752,eligible_for_complementarity_rules
insight:INSIGHT_9908DCDC55,iTE_insight,"multiple ions enhance ionic thermopower through multi-ion thermal diffusion, giving higher thermovoltage than single-salt hydrogels",A_direct_evidence_ready,2022.0,10.1002/asia.202200850,retained_inventory_not_auto_translated
insight:INSIGHT_140FD6B9C6,iTE_insight,different interactions between quaternary ammonium cations and cellulose tune p-type or n-type Seebeck coefficient,B_direct_needs_evidence_repair,2022.0,10.1016/j.carbpol.2022.119650,retained_inventory_not_auto_translated
insight:INSIGHT_DA3A5803D5,iTE_insight,ionic-liquid ion accumulation on polymer surface increases Seebeck coefficient without strongly reducing electrical conductivity,U_unresolved_or_outside,2018.0,10.1016/j.nanoen.2018.07.002,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_D22CD75B6B,iTE_insight,"high-temperature operation increases PEDOT domain spacing and reduces PEDOT oxidation level, degrading charge transport and thermoelectric properties",U_unresolved_or_outside,2022.0,10.1021/acsami.2c05745,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_1297182E6A,iTE_insight,"absorbed atmospheric water creates hydrovoltaic voltage from water concentration differences, enhancing apparent ionic Seebeck coefficient",A_direct_evidence_ready,2022.0,10.1039/d1tc04466d,retained_inventory_not_auto_translated
insight:INSIGHT_68DB64A719,iTE_insight,proton doping gives high thermoelectric response while MOF/hydrogel maintains high humidity for robust output,C_adjacent_enabling_evidence,2019.0,10.1002/adfm.201807549,eligible_for_complementarity_rules
insight:INSIGHT_375784630E,iTE_insight,PEDOT:PSS harvests temperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret ion diffusion,A_direct_evidence_ready,2020.0,10.1002/aenm.202001633,eligible_for_complementarity_rules
insight:INSIGHT_36DF5253C9,iTE_insight,"weak bonding, rattler-like Ag atoms, low-lying optical modes, and dynamic Ag-ion disorder produce ultralow lattice thermal conductivity; Se doping extends cubic phase",D_cross_domain_inspiration,2020.0,10.1002/adfm.202000526,retained_inventory_not_auto_translated
insight:INSIGHT_F99C728473,iTE_insight,electronically conducting but ion-blocking barriers reset chemical potential and suppress atom migration/deposition under current and thermal gradients,D_cross_domain_inspiration,2018.0,10.1038/s41467-018-05248-8,retained_inventory_not_auto_translated
insight:INSIGHT_A6FD6A3DCE,iTE_insight,"cation softness controls binding to PSS- and cation thermal diffusion, tuning Seebeck coefficient from negative to positive",A_direct_evidence_ready,2021.0,10.1063/5.0043498,retained_inventory_not_auto_translated
insight:INSIGHT_1666DC8EC8,iTE_insight,ionic-liquid gate enables field-effect control of electrical transport while thermal conductivity is measured to optimize ZT,U_unresolved_or_outside,2021.0,10.1002/adfm.202104175,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_AC07E2BC3F,iTE_insight,ionic-gel electrostatic control tunes hole/electron conduction and power factor in scalable graphene thermoelectrics,U_unresolved_or_outside,2022.0,10.1021/acsaelm.1c00995,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_636D0C4A4B,iTE_insight,ionic liquid decouples PEDOT/PSS interactions and reorganizes morphology; ascorbic acid dedopes PEDOT to tune oxidation state and power factor,U_unresolved_or_outside,2020.0,10.1016/j.jmat.2020.01.001,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_3DDF74455F,iTE_insight,metal-electrode-dependent ion polarization and double-layer capacitance strongly affect Seebeck coefficient and thermovoltage behavior,U_unresolved_or_outside,2020.0,10.1021/acsami.0c11752,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_AD8C31DE42,iTE_insight,indium doping and solution-grown nanostructured ZnO provide flexible n-type thermoelectric thin-film module behavior,U_unresolved_or_outside,2021.0,10.1016/j.cap.2020.10.012,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C7A5B5C902,iTE_insight,mixed covalent/ionic bonding supports carrier mobility and low thermal conductivity in predicted thermoelectric material,U_unresolved_or_outside,2021.0,10.1088/0256-307x/38/4/046301,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_4BF91D7AC3,iTE_insight,"rare-earth ionic radius controls conductivity, Seebeck coefficient, and thermal conductivity in perovskite cobalt oxides",U_unresolved_or_outside,2009.0,10.1016/j.jallcom.2009.04.100,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_3AFD385F7E,iTE_insight,"pressure alters ionic diffusivity/anharmonicity in Cu2Se, producing large barocaloric effects relevant to solid-state cooling",D_cross_domain_inspiration,2020.0,10.1103/physrevmaterials.4.015403,retained_inventory_not_auto_translated
insight:INSIGHT_466B42FF63,iTE_insight,"IL cations interact with PSS and anions with PEDOT, enabling primary/secondary doping and morphology changes that enhance conductivity and Seebeck coefficient",U_unresolved_or_outside,2019.0,10.1021/acsami.8b21709,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_48DB25D2BD,iTE_insight,"grain-water interface, electrical double layer, pore tortuosity, membrane potential, and nonisothermal conditions determine ionic diffusivity and thermoelectric potential",C_adjacent_enabling_evidence,1999.0,10.1006/jcis.1998.6077,retained_inventory_not_auto_translated
insight:INSIGHT_45E3C70FC1,iTE_insight,"rare-earth and dopant ionic radii tune electrical conductivity, Seebeck coefficient, and carrier contribution to thermal conductivity",U_unresolved_or_outside,2001.0,10.1016/s0921-5107(01)00645-6,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_0146928345,iTE_insight,"heat treatment lowers ionic conductivity and eliminates Soret effect, speeding micro-supercapacitor charging",B_direct_needs_evidence_repair,2019.0,10.1016/j.nanoen.2019.04.016,eligible_for_complementarity_rules
insight:INSIGHT_469E5B27D3,iTE_insight,liquid-like Ag ions and weak Ag-S bonding produce intrinsically low lattice thermal conductivity,D_cross_domain_inspiration,2019.0,10.7498/aps.68.20190073,retained_inventory_not_auto_translated
insight:INSIGHT_916B9067DF,iTE_insight,phase transition changes ionic/electronic transport,D_cross_domain_inspiration,2019.0,10.7498/aps.68.20190073,retained_inventory_not_auto_translated
insight:INSIGHT_66F9F7B051,iTE_insight,"structural transition reconstructs electronic bands near Fermi level, matching enhanced Seebeck coefficient and thermoelectric efficiency",D_cross_domain_inspiration,2020.0,10.1016/j.scib.2020.07.007,retained_inventory_not_auto_translated
insight:INSIGHT_D6D0D37A69,iTE_insight,directed ionic flow through conical nanochannels under temperature gradient converts low-grade heat into electrical power,C_adjacent_enabling_evidence,2018.0,10.1002/aenm.201800459,eligible_for_complementarity_rules
insight:INSIGHT_2FC7D67D7F,iTE_insight,"EDL gating tunes electronic structure and Seebeck coefficient, enhancing THz photothermoelectric responsivity",U_unresolved_or_outside,2020.0,10.1021/acsami.0c05833,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C571B6DFC6,iTE_insight,solution-grown semitransparent p-CuI films act as flexible p-type thermolegs for wearable TEGs,U_unresolved_or_outside,2019.0,10.1016/j.tsf.2019.05.025,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_0BE76FE768,iTE_insight,"thermocell reactions and gas/solid equilibria determine ionic, electronic, and hole contributions to thermopower",P_coupled_precedent,2004.0,10.1007/bf02382812,retained_inventory_not_auto_translated
insight:INSIGHT_2676A96FB3,iTE_insight,"PEGDMA-ion interactions and water-Br hydrogen bonding dissociate ion aggregates, raising ionic conductivity and Seebeck coefficient",C_adjacent_enabling_evidence,2019.0,10.1016/j.enconman.2019.111813,eligible_for_complementarity_rules
insight:INSIGHT_A984D520ED,iTE_insight,"operando measurements show Zn migration is electrochemical and temperature-dependent, setting stability limits under thermal gradients/current",C_adjacent_enabling_evidence,2021.0,10.1107/s1600576721006294,retained_inventory_not_auto_translated
insight:INSIGHT_09F9A8BFC3,iTE_insight,oxygen atmosphere and electrode processes control oxygen transfer and sign change of Seebeck coefficient,C_adjacent_enabling_evidence,1996.0,10.5796/kogyobutsurikagaku.64.897,eligible_for_complementarity_rules
insight:INSIGHT_DAC7399B6E,iTE_insight,solution-grown p/n thermolegs enable semitransparent planar solar thermoelectric conversion near room temperature,U_unresolved_or_outside,2018.0,10.1016/j.solener.2018.07.030,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C05143CCF3,iTE_insight,"ionic Ge-Se bonding, van der Waals interlayer interactions, and lone-pair topology shape high-temperature structure relevant to thermoelectric behavior",U_unresolved_or_outside,2017.0,10.1002/chem.201700536,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_31EA335D53,iTE_insight,"Sn incorporation changes band gap and mixed covalent/ionic bonding, tuning optical and thermoelectric transport properties",U_unresolved_or_outside,2021.0,10.1149/2162-8777/ac1479,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C99A91B700,iTE_insight,"polymer-chain breathing dissociates ionic-liquid aggregates, increasing ionic conductivity",A_direct_evidence_ready,2019.0,10.1016/j.electacta.2019.134575,retained_inventory_not_auto_translated
insight:INSIGHT_0816985A0C,iTE_insight,ionic-liquid diffusion gives positive ionic Seebeck coefficient,A_direct_evidence_ready,2019.0,10.1016/j.electacta.2019.134575,retained_inventory_not_auto_translated
insight:INSIGHT_BCB16CFF16,iTE_insight,ionic-liquid adsorption causes shallow hole doping and ion-functionality-dependent simultaneous enhancement of conductivity and Seebeck coefficient,U_unresolved_or_outside,2017.0,10.1002/smll.201700804,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_65DB8F7DEC,iTE_insight,BMIMBF4 additive and ionic-liquid solvent treatment increase electrical conductivity and Seebeck coefficient in VPP-PEDOT,C_adjacent_enabling_evidence,2017.0,10.1002/polb.24422,retained_inventory_not_auto_translated
insight:INSIGHT_CC3BEBE85F,iTE_insight,nanoparticle thermodiffusion includes Eastman entropy transfer and thermoelectric contributions from charged ionic shells,A_direct_evidence_ready,2018.0,10.1039/c8cp02558d,eligible_for_complementarity_rules
insight:INSIGHT_16414FE9E2,iTE_insight,"Al/Zn ionic-size mismatch induces lattice strain, lowers thermal conductivity, and increases carrier concentration/electrical conductivity",U_unresolved_or_outside,2018.0,10.1016/j.solidstatesciences.2018.05.010,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_AD9F67215E,iTE_insight,holes and protons jointly contribute to time-dependent thermovoltage; internal electrochemical reorganization distinguishes mixed conductors,C_adjacent_enabling_evidence,2016.0,10.1002/adfm.201601106,eligible_for_complementarity_rules
insight:INSIGHT_AE07CBDED1,iTE_insight,controlling electrochemistry at PEDOT:PSS/electrode interface controls lifetime of ionic Seebeck enhancement,A_direct_evidence_ready,2016.0,10.1021/acsmacrolett.6b00054,eligible_for_complementarity_rules
insight:INSIGHT_B6F29E1BA5,iTE_insight,"water content controls solvent-separated ion-pair configuration and weakens anion-cluster/gold-electrode interactions, causing p-n conversion",C_adjacent_enabling_evidence,2017.0,10.1021/acs.langmuir.7b00746,eligible_for_complementarity_rules
insight:INSIGHT_881FF86F1D,iTE_insight,layer geometry and bond strength determine elastic anisotropy and provide candidates for anisotropic transport studies,U_unresolved_or_outside,2018.0,10.1039/c8ta04933e,retained_inventory_requires_scope_or_study_type_review
