mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,audit_id,draft_concept_id,draft_definition,source_role,abstract_locator
iTE:P0726:n2,P0726,iTE,n2,thermoelectric figure of merit ZT,performance,,iTE:P0726:claim_block,"The thermal conductivity of superionic Na0.2Cu1.8S is low, which causes high values of the dimensionless thermoelectric figure of merit ZT from 0.4 to 1 at temperatures from 150 to 340 A degrees C.",exact_unique_in_quote,853,886,"[[853, 886]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0726
iTE:P0750:n3,P0750,iTE,n3,zT values,performance,,iTE:P0750:claim_block,"High levels of doping are key to suppressing bipolar transport, enabling promising zT values, despite the low & SIM;0.2 eV bandgap.",exact_unique_in_quote,640,649,"[[640, 649]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0750
iTE:P0774:n2,P0774,iTE,n2,figure of merit,performance,,iTE:P0774:claim_block,"We show that a molecular junction can give large values of the thermoelectric figure of merit ZT, and so it could be used as a solid-state energy-conversion device that operates close to the Carnot efficiency. The mechanism is similar to the Mahan-Sofo model for bulk thermoelectrics-the Lorenz number goes to zero violating the Wiedemann-Franz law while the thermopower remains nonzero. The molecular state through which charge is transported must be weakly coupled to the leads, and the energy level of the state must be of order k(B)T away from the Fermi energy of the leads. In practice, the figure of merit is limited by the phonon thermal conductance; we show that the largest possible ZT similar to(G(th)(ph))(-1/2), where G(th)(ph) is the phonon thermal conductance divided by the thermal conductance quantum.",multiple_exact_matches_in_quote,,,"[[78, 93], [596, 611]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0774
iTE:P0798:n2,P0798,iTE,n2,thermoelectric figure of merit,performance,,iTE:P0798:claim_block,"In this work, we revisited the shape effect of TDF on thermoelectric figure of merit. It is confirmed both heuristically and numerically that among all the normalized TDF the Dirac delta function leads to the largest thermoelectric figure of merit. Whereas, for the case of TDF being bounded, a rectangular-shape distribution is instead found to be the most favorable one, which could be achieved through nanoroute.",multiple_exact_matches_in_quote,,,"[[636, 666], [799, 829]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0798
iTE:P0818:n2,P0818,iTE,n2,TFM,performance,,iTE:P0818:claim_block,"The energy conversion efficiency of these thermoelectric materials is controlled by a dimensionless thermoelectric figure of merit (TFM), which depends on thermal and electrical conductivity. The independent tuning of the electrical and thermal properties of these materials for TFM enhancement is challenging. The improvement in the TFM of magnesium thermoelectric materials through scattering and structural engineering is experimentally challenging, especially if multiple elements are to be incorporated at different concentrations and at different doping sites. This work models the TFM of magnesium-based thermoelectric materials with the aid of single-hidden-layer extreme learning machine (ELM) and hybrid genetic-algorithm-based support vector regression (GSVR) algorithms using operating absolute temperature, elemental ionic radii, and elemental concentration as descriptors.",multiple_exact_matches_in_quote,,,"[[372, 375], [519, 522], [574, 577], [828, 831]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0818
iTE:P0830:n3,P0830,iTE,n3,figure of merit,performance,,iTE:P0830:claim_block,"Soft chemistry synthesized samples show a figure of merit ZT = 0.14 at 700 degrees C. This is higher than the figure of merit of solid state route ceramics, due to a more homogeneous microstructure, better densification and, hence, improved electrical properties.",multiple_exact_matches_in_quote,,,"[[728, 743], [796, 811]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0830
iTE:P0897:n2,P0897,iTE,n2,figure of merit close to unity,performance,,iTE:P0897:claim_block,"In this paper, two new monolayers, namely PtOS and PtOSe, are theoretically predicted using first-principles calculations. Structural, electronic, optical and thermoelectric properties are explored using full-potential linearized augmented plane-wave (FP-LAPW) method and the semiclassical Boltzmann transport theory. Predicted two-dimensional (2D) materials show good dynamical, thermodynamic and structural stability. Calculated electronic structures indicate the indirect gap semiconductor nature of the PtOS and PtOSe single layers with energy gap of 1.346(2.436) and 0.978(1.978) eV as calculated with the WC(HSE06) functional, respectively. Density of states spectra and valence charge distribution maps suggest a mix of covalent and ionic characters of the chemical bonds. 2D materials at hand exhibit good absorption property in the visible regime with coefficient value reaching the order of 105/cm, even much larger in the ultraviolet, suggesting the promising optoelectronic applicability. Finally, the thermoelectric parameters including electrical conductivity, thermal conductivity, Seebeck coefficient, power factor and figure of merit are determined and analyzed. Results indicate prospective thermoelectric performance of both considered single layers as demonstrated by large figure of merit close to unity.",exact_unique_in_quote,1294,1324,"[[1294, 1324]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:095499a260070b8e90c3,接近1的ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0897
iTE:P0903:n2,P0903,iTE,n2,"thermoelectric figure of merit, ZT",performance,,iTE:P0903:claim_block,"The thermoelectric figure of merit, ZT (0.44) of BaAgP at 1000 K is low due to its high thermal conductivity.",exact_unique_in_quote,1385,1419,"[[1385, 1419]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0903
iTE:P0906:n3,P0906,iTE,n3,figure of merit (ZT),performance,,iTE:P0906:claim_block,The electrochemical Seebeck coefficients (alpha) of organic LTE range from 1.5 to 2.5 mV K-1 and are higher than alpha (=1.4 mV K-1) of the corresponding aqueous LTE. The dimensionless figure of merit (ZT) of organic LTE is approximate to 0.015 at maximum and is higher than the maximum ZT (=0.009) of the corresponding aqueous LTE.,exact_unique_in_quote,499,519,"[[499, 519]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:222c814e88d98c8f1a55,液体电化学转换ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0906
iTE:P0942:n2,P0942,iTE,n2,figure of merit,performance,,iTE:P0942:claim_block,"The calculations of transport properties by using BoltzTrap code reveals a high figure of merit close to unity for CsSnX3 (Cl, Br) at room temperature, highlighting their potential for thermoelectric applications.",exact_unique_in_quote,810,825,"[[810, 825]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0942
iTE:P0974:n2,P0974,iTE,n2,figure of merit (ZT),performance,,iTE:P0974:claim_block,"This work presents structural, elastic, electronic, and thermoelectric properties of a tetragonal Zintl compound RbZn4P3, using the Density Functional Theory and Boltzmann transport equation. The computed structural parameters and bond lengths agree well with available experimental data. We use the density functional perturbation theory approach to obtain the Phonon dispersion curve to prove its dynamical stability. The charge density analysis confirms the coexistence of ionic and covalent bonding in the system. The calculated electronic structure shows the semiconducting nature of RbZn4P3 with a direct bandgap of 1.02 eV using the TB-mBJ approach. We analyze its thermoelectric properties for various hole doping concentrations at different temperatures (300 K-700 K). We obtained a high value of Seebeck coefficient (760.00 mu VK-1) at 700 K and (641.72 mu VK-1) at 300 K. The lattice thermal conductivity is estimated using Slack's equation to get the true value of total thermal conductivity. We obtain an ultra-low total thermal conductivity, which in conjunction with high power factor, results in enhanced thermoelectric efficiency or figure of merit (ZT). The maximum ZT value is found to be 0.78 for optimum hole doping concentration of 2 x 10(20) cm(-3) at 700 K. This study reveals that RbZn4P3 possesses excellent potential as thermoelectric energy harvesting material.",exact_unique_in_quote,1150,1170,"[[1150, 1170]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0974
iTE:P0975:n2,P0975,iTE,n2,zT values,performance,,iTE:P0975:claim_block,"CuAgSe is a narrow band gap semiconducting material with superior carrier mobility and low lattice thermal conductivity, which are important and useful for high thermoelectric performance. However, its electrical and thermal transport properties are greatly affected by ionic deficiencies or compositional nonstoichiometry, which lead to a low thermoelectric figure of merit near room temperature. In this work, we systematically studied the compound defects in CuAgSe by tuning its starting chemical composition. We found that its phase purity is very sensitive to nominal chemical compositions. Only a small amount of Ag deficiency is allowed in CuAgSe to maintain phase purity, while the other non-stoichiometric compositions lead to impurity phases. Thermoelectric properties are weakly affected by these compound defects or impurity phases at 300 K, but greatly change at high temperatures. A single type carrier conduction is observed in CuAgSe, but a noticeable two-type carrier conduction is observed in the non-stoichiometric samples. This leads to an evident n to p conduction transition. Consequently, zT values in CuAgSe continuously increase to 0.6 at 450 K while the non-stoichiometric samples display considerably low values due to the contribution from both electrons and holes. The high zT value in n-type CuAgSe suggests that it is a promising thermoelectric material near room temperature.",exact_unique_in_quote,1113,1122,"[[1113, 1122]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0975
iTE:P0994:n3,P0994,iTE,n3,high figure of merit,performance,,iTE:P0994:claim_block,"Structural, electronic, lattice dynamics, optical, elastic, and thermoelectric features of Indium based Perovskite InGeX3 (X = F, Cl) are studied by using WIEN2k code within density functional theory DFT. A level of the Boltzmann transport theory is used to derive electronic transport coefficients together with anticipated electronic relaxation times. These compounds exhibit stability and are cubic with the space group Pm-3m 221, according to the structural analysis. The band structure having the 2.15 eV and 1.29 eV band gap and density of state (DOS) are calculated for electronic characteristics, indicating that both compounds are semiconducting. For the analysis of elastic characteristics, elastic constants, bulk modulus (49.99, 22.69), Poisson's ratio (0.343, 0.261), anisotropy factor (0.52, 0.59), and Pugh's ratio (2.87, 1.75) are examined. The ductile nature of the compounds is described by Pugh's ratio, and the ionic nature can be ascertained by evaluating the Cauchy pressure. In the energy range of 0-10 eV, optical features like reflectivity, optical conductivity, refractive index, extinction coefficient and absorption coefficient are computed. These compounds broad-range absorption in the UV spectrum suggests that they could be good optoelectronic device candidates. The transport feature like Seebeck coefficient, thermal and lattice conductivity, power factor, electrical conductivity, and figure of merit zT (0.99, 0.98) can be calculated against temperature. The chemical potential against an excellent thermoelectric property of InGeX3 (X = F, Cl) have high figure of merit due to high Seebeck and electrical conductivity. These predicted outcomes indicated that both compounds are suitable candidates for thermoelectric applications. Such compounds can replace with other renewable energy sources in thermoelectric devices because of their powerful thermoelectric response.",exact_unique_in_quote,1586,1606,"[[1586, 1606]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:a92903b3a4307ad1b226,高热电ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0994
iTE:P1008:n2,P1008,iTE,n2,ZT,performance,,iTE:P1008:claim_block,"A misfit layer sulfide (BiS)(1.2)(TiS2)(2) with a natural superlattice structure has been shown to be a promising thermoelectric material, but its high carrier concentration should be reduced so as to further optimize the thermoelectric performance. However, ordinary acceptor doping has not succeeded because of the non-parabolic band structure. In this paper, we have successfully doped chromium ions into the Ti sites, which can maintain or even enhance the high effective mass of electrons so as to effectively improve ZT value. X-ray diffraction analysis, coupled with X-ray photoelectron spectroscopy, shows that chromium has been substituted into titanium sites in TiS2 layers and confirms its ionic state. The chromium doping has successfully reduced the carrier concentration with the subsequent reduction of electrical conductivity. Unlike other acceptor dopants (alkaline earth metals), chromium also enhances Seebeck coefficient and the effective mass, which can possibly be attributed to the formation of additional resonant states near Fermi level. Though the power factor does not improve, the significant reduction in the electronic part of the thermal conductivity leads to a measurable improvement in ZT.",multiple_exact_matches_in_quote,,,"[[523, 525], [1219, 1221]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1008
iTE:P1009:n2,P1009,iTE,n2,figure of merit,performance,,iTE:P1009:claim_block,"The perovskite halide materials namely CsZnCl3-aYa (Y=C, N and a = 0, 1) have been studied in the frame work of density functional theory (DFT). These materials are computed from the doping of Carbon (C) and Nitrogen (N) atoms in cubic nonmagnetic parent perovskite CsZnCl3 and have been tested on the ground of magnetism, electronic band gap henceforth the optoelectronic and thermoelectric performances. Interestingly, the doping turns out from semiconducting to spin semiconducting nature. Further, photon frequency dependent optical properties like dielectric function, absorption coefficient, refractive index, energy loss function, reflectivity etc. have been accounted. The considered materials are optically active and absorbance of photon energy is found in UV-region. The figure of merit for CsZnCl3 is calculated to be 0.79 and increases to almost 1.0 with the doping of C and N. This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.",exact_unique_in_quote,782,797,"[[782, 797]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1009
iTE:P1010:n2,P1010,iTE,n2,dimensionless thermoelectric figure of merit,performance,,iTE:P1010:claim_block,"Copper sulfide is a multifunctional material. Copper sulfides are known to be used in photoelectric converters, in plasmonics, in active electrodes of batteries and supercapacitors, etc. The excellent thermoelectric properties of copper sulfide are well-known too. The purpose of this study is to investigate the thermoelectric performance of nanocomposite copper sulfide contained monoclinic Cu2S and tetragonal Cu1.96S phase. According to scanning electron microscopy, the average particle size of the synthesized powder was about 373 nm. The Li0.11Cu1.89S sample showed an electronic conductivity of 50-180 S/cm, a Seebeck coefficient of 0.04-0.31 mV/K in the range of 300-700 K, and high power factor 5.8 mu W K-2cm-1 at 672 K. Total thermal conductivity decreases with increasing temperature from 0.61 to 0.22 W center dot K- 1m- 1 in the range of 300-700 K. Such low thermal conductivity and high power factor made it possible to achieve an extremely high dimensionless thermoelectric figure of merit ZT = 1.76 at 672 K, which allows to consider the Li0.11Cu1.89S alloy as a promising thermoelectric material.",exact_unique_in_quote,962,1006,"[[962, 1006]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1010
iTE:P1087:n2,P1087,iTE,n2,figure of merit (ZT),performance,,iTE:P1087:claim_block,"In this study, we conduct a comprehensive computational investigation of the compound Rb2TiBr6, focusing on the influence of triaxial strain on its mechanical, electronic, optical, photocatalytic and thermoelectric properties. All calculations were performed within the framework of density functional theory (DFT) using the Wien2k computational package. Structural optimization was carried out with the Perdew-Burke-Ernzerhof generalized gradient approximation (PBE-GGA), while the modified Becke-Johnson (mBJ) potential was employed to evaluate the electronic and optical properties. In addition, the thermoelectric performance was assessed by combining DFT results with semi-classical Boltzmann transport theory (SBT). The optimized structure of Rb2TiBr6 adopts a cubic phase with a lattice parameter of 10.594 angstrom. The calculated elastic constants confirm its mechanical stability under different strain conditions. Further analysis indicates that the compound exhibits ductile and anisotropic characteristics, with bonding predominantly of ionic nature. The electronic band structure and density of states (DOS) confirm that Rb2TiBr6 is a semiconductor with an indirect band gap (Gamma-X), which increases from 1.952 eV to 2.115 eV as the applied strain varies from 0 % to 6 %. Optical analysis reveals strong absorption above 10(4) cm(-1) and low reflectivity in the visible region, highlighting its potential for photovoltaic applications. Furthermore, the material exhibits excellent photocatalytic activity, underscoring its suitability for water-splitting processes. Thermoelectric analysis reveals that the application of strain enhances the figure of merit (ZT), reaching similar to 3.5 at low temperature, which underscores the strong potential of Rb2TiBr6 for efficient thermoelectric energy conversion.",exact_unique_in_quote,1658,1678,"[[1658, 1678]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1087
iTE:P1133:n2,P1133,iTE,n2,ZT,performance,,iTE:P1133:claim_block,"We present predictions of the thermoelectric figure of merit (ZT) of Si nanowires with diameter up to 3 nrn, based upon the Boltzman transport equation and ab initio electronic structure calculations. We find that ZT depends significantly on the wire growth direction and surface reconstruction, and we discuss how these properties can be tuned to select silicon based nanostruCtUres with combined n-type and p-type optimal ZT. Our calculations show that only by reducing the ionic thermal conductivity by about 2 or 3 orders of magnitudes with respect to bulk values, one may attain ZT larger than 1, for 1 or 3 nm wires, respectively. We also find that ZT of p-doped wires is considerably smaller than that of their n-doped counterparts with the same size and geometry.",multiple_exact_matches_in_quote,,,"[[62, 64], [214, 216], [424, 426], [584, 586], [655, 657]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1133
iTE:P1135:n2,P1135,iTE,n2,high figure of merit,performance,,iTE:P1135:claim_block,"The double perovskites (DPs) are outstanding materials for renewable energy and other optoelectronic applications. Here in this paper, the thermoelectric and optical behavior of X2HfI6 (X = Ga, In, Tl) have been explained systematically by DFT. The structural stability has been certified using ionic radii in terms of tolerance factor, and dynamic stability has been confirmed by positive phonon dispersion frequencies in acoustic modes. The band structure findings show the direct band gaps for (Ga, In, Tl) based DPs. The optical properties have been investigated by dispersion, absorption, refection, and related other optical characteristics. The absorption bands are existing in ultraviolet region and shifted to higher energy (blue shift). The reflection and optical loss of light are noted less than 0.3 which increases their potential for optoelectronic devices. The high Seebeck coefficient and electrical conductivity along with ultralow lattice thermal conductivity confirm the high figure of merit at and below the room temperature.",exact_unique_in_quote,990,1010,"[[990, 1010]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:a92903b3a4307ad1b226,高热电ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1135
iTE:P1206:n2,P1206,iTE,n2,thermoelectric figure of merit,performance,,iTE:P1206:claim_block,"Elastic, electronic, magnetic, thermodynamic, and thermoelectric properties of three neodymium-filled skutterudites NdT4As12 (T = Fe, Ru and Os) have been investigated using density functional theory. The bulk moduli increase with the atomic numbers of the transition metals. All materials are stiff, while the Os compound is the stiffest. A considerable ionic contribution is seen in their inter-atomic bonding. The Fe compound possesses the highest Debye temperature, while the Os compound has the highest melting temperature. GGA+U formalism predicts the semimetallic nature of all the compounds, but their total DOS differs near the Fermi level in both spin channels. The contributions of the Nd-f and T-d electrons differ in the three compounds and two methods. GGA+U predicts the highest magnetic moment in the Fe compound, followed by the Ru and Os compounds. The thermoelectric figure of merit shows no systematic variation with z of the transition metals and in the high temperature region it increases with temperature pretty fast. The highest value of ZT is 0.32 in the Ru compound in the spin-down channel while it is 0.24 in the spin-up channel in the Fe compound, both at 1000 K.",exact_unique_in_quote,871,901,"[[871, 901]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:46786f4d6461b8ab743d,自旋分辨ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1206
iTE:P1459:n3,P1459,iTE,n3,ZT,performance,,iTE:P1459:claim_block,Ni doping suppresses electrical conductivity (<10(22) S/m) and reduces ZT below 4 x 10(-4).,exact_unique_in_quote,1219,1221,"[[1219, 1221]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1459
iTE:P1481:n3,P1481,iTE,n3,figure-of-merit,performance,,iTE:P1481:claim_block,"Interestingly, thermoelectric study demonstrates that enhanced phonon scattering causes the lattice thermal conductivity (kl) to drop with increasing temperature, results in a giant figure-of-merit of 1.00 at mu = 0.1 Ry at 700 K.",exact_unique_in_quote,1416,1431,"[[1416, 1431]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1481
iTE:P1570:n2,P1570,iTE,n2,figure of merit (ZT),performance,,iTE:P1570:claim_block,The thermoelectric properties of the compound AgMgF3 showed a high figure of merit (ZT) reached 0.75 at a temperature of 300 K in the case if it was grafted with a concentration of 10(21) cm(-3) of n-type.,exact_unique_in_quote,1322,1342,"[[1322, 1342]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g005,draft:v2:iTE:5e02b0d3dabfafadcc59,电子热电无量纲ZT,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1570
iTE:P0596:n4,P0596,iTE,n4,lattice thermal conductivity,physical_consequence,,iTE:P0596:claim_block,"In addition, this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures, resulting in a significant reduction in lattice thermal conductivity.",exact_unique_in_quote,750,778,"[[750, 778]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g006,draft:v2:iTE:6aa962676f87f4729b7a,晶格热导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0596
iTE:P0843:n3,P0843,iTE,n3,lattice thermal conductivity,physical_consequence,,iTE:P0843:claim_block,"A principled scheme has been identified that the filled outer orbitals of the cation lead to a significantly lower lattice thermal conductivity compared to that of the partly occupied case for MX2, due to the much weakened bonds manifested by the shallow potential well, smaller interatomic force constants, and higher atomic displacement parameters.",exact_unique_in_quote,778,806,"[[778, 806]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g006,draft:v2:iTE:6aa962676f87f4729b7a,晶格热导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0843
iTE:P0856:n3,P0856,iTE,n3,lattice thermal conductivity,physical_consequence,,iTE:P0856:claim_block,"Silver chalcogenides Ag2X (X = S, Se, and Te) bear intrinsically low lattice thermal conductivity and decent electrical properties due to their ionic conduction feature. In this work, we report that even lower lattice thermal conductivities and enhanced thermoelectric performance can be realized in moderately porous Ag2-xSe1/3S1/3Te1/3 (0 <= x <= 0.15) samples synthesized via high-energy ball milling and spark plasma sintering (SPS) methods. Lattice thermal conductivity for sample Ag1.9Se1/3S1/3Te1/3 can get down to similar to 0.2 W.m(-1).K-1 at room temperature; maximum figure of merit ZT value appears at 423 K to be similar to 0.55, and the calculated average ZT is 0.46 from 300 to 423 K (similar to 10% higher than state-of-art Ag2Se). We attribute the enhanced figure of merit ZT largely to the significantly reduced lattice thermal conductivity, which results from the synergetic effect of strong alloy scattering at anion site due to Te/Se/S permutation and moderate sample porosity up to 14.42%.",multiple_exact_matches_in_quote,,,"[[69, 97], [830, 858]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g006,draft:v2:iTE:6aa962676f87f4729b7a,晶格热导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0856
iTE:P0910:n2,P0910,iTE,n2,lattice thermal conductivity,physical_consequence,,iTE:P0910:claim_block,"These samples showed electrical conductivities and Seebeck coefficients comparable to samples doped with pure Li, but the MgO produced during the carbonate reaction had significant influence on the lattice thermal conductivity of the materials.",exact_unique_in_quote,392,420,"[[392, 420]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g006,draft:v2:iTE:6aa962676f87f4729b7a,晶格热导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0910
iTE:P0977:n2,P0977,iTE,n2,lattice thermal conductivity,physical_consequence,,iTE:P0977:claim_block,"The development of efficient thermoelectric materials for direct waste heat-to-electricity conversion remains a major challenge, particularly for high-temperature applications. In this paper, a systematic first-principles examination of the structural, electronic, elastic, thermal and thermoelectric characteristics of double perovskite oxides, Ba2XReO6 (X = Li, Rb, Cs), is conducted using the density functional theory, alongside Boltzmann transport theory. Structural optimization proves that all compounds are thermodynamically stable in the cubic Fm3m phase with negative formation energies. Furthermore, ab initio molecular dynamics simulations performed at 300 K confirm the dynamical stability of the optimized structures. The electronic structure analysis reveals semiconducting behavior in Ba2CsReO6, Ba2LiReO6, and Ba2RbReO6, all exhibiting indirect and narrow band gaps, which are ideal characteristics for thermoelectric transport. The elastic constants obtained and used have met the Born stability requirements, indicating mechanical stability and ductile behavior. A systematic decrease in Debye temperature, melting temperature, and lattice thermal conductivity with increasing A-site ionic radius led to ultralow lattice thermal conductivity of Ba2RbReO6 and Ba2CsReO6. Thermoelectric transport calculations show positive Seebeck coefficients and enhanced power factors at elevated temperatures. Of the investigated compounds, the Ba2RbReO6 has the largest thermoelectric figure of merit (ZT), owing to an optimum balance between electrical conductivity and reduced thermal conductivity. Overall, our results suggest that Ba2XReO2, particularly Ba2RbReO2, are promising candidates for high-temperature thermoelectric applications.",multiple_exact_matches_in_quote,,,"[[1151, 1179], [1232, 1260]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g006,draft:v2:iTE:6aa962676f87f4729b7a,晶格热导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0977
iTE:P1152:n2,P1152,iTE,n2,lattice thermal conductivity,physical_consequence,,iTE:P1152:claim_block,"AM 2 X 2 Zintl compounds, crystallizing in layered structures, have recently garnered attention due to their promising thermoelectric properties. In this study, we explore the chemical bonding and elastic and thermoelectric properties evolution across the full YbMg2Bi2-x Sb x solid solution. The transition from YbMg2Bi2 to YbMg2Sb2 leads to a continuous linear chemical-bond shortening and thus a significant enhancement in elastic moduli and sound velocity, resulting in overall significant lattice stiffening. Simultaneously, the shift toward more ionic chemical bonding leads to significant changes in the band structure, particularly an increase in effective mass and a decrease in both carrier concentration and mobility, which in turn reduces the power factor for Sb-rich samples. However, a rapid increase in point-defect scattering causes the lattice thermal conductivity to drop from approximate to 3 to almost 1 Wm-1-K-1 at 300 K for the intermediate compositions, thus opening new room for further optimization of the Sb-rich representatives of the YbMg2Bi2-x Sb x . Therefore, in this work, we have demonstrated that despite the seemingly intrinsically higher thermoelectric performance in the Bi-rich region of the YbMg2Bi2-x Sb x solid solution, the Sb-rich representatives may in fact be even more promising due to better mechanical and thermal stability and greater room for further charge carrier concentration optimization.",exact_unique_in_quote,853,881,"[[853, 881]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g006,draft:v2:iTE:6aa962676f87f4729b7a,晶格热导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1152
