projection_group_id,domain,subject_concept_id,object_concept_id,raw_predicate,assertion_type,direction,joint_factor_group,condition_annotation_status,evidence_count,relation_ids,paper_ids,aggregation_status
relation_projection:fcbf2e5e3e81058182ad,iTE,draft:v2:iTE:6504d862b32fcff3b140,draft:v2:iTE:fe60dde373cb42d3fd1b,primarily causes after In/Zn incorporation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1849:r001""]","[""P1849""]",navigation_only_no_evidence_deduplication
relation_projection:f6b4477318ef4438bb87,iTE,draft:v2:iTE:65144cadecdde642a054,draft:v2:iTE:e372790fd04aa944a80b,acts as template to,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1307:r001""]","[""P1307""]",navigation_only_no_evidence_deduplication
relation_projection:04a8106930543a3027ec,iTE,draft:v2:iTE:656b07d4b30079685565,draft:v2:iTE:9b8455c96ba0de93044d,derived from in proposed model,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0806:r001""]","[""P0806""]",navigation_only_no_evidence_deduplication
relation_projection:f20b9106d930593e0176,iTE,draft:v2:iTE:656b59dd110b340b4cca,draft:v2:iTE:e3a31fe9aa69e507cb93,can induce under reported electrolyte contrast,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1700:r001""]","[""P1700""]",navigation_only_no_evidence_deduplication
relation_projection:fabee3f0530c92f9381e,iTE,draft:v2:iTE:65dfc36dad3b77d02a7f,draft:v2:iTE:dc45733a6ee9bda13b42,positively correlated,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1148:r001""]","[""P1148""]",navigation_only_no_evidence_deduplication
relation_projection:1cb5b44f9cbf93a41b45,iTE,draft:v2:iTE:65eeb8ca88300391597d,draft:v2:iTE:89b67f1d8d4bc7b130d4,weakens,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0845:r002""]","[""P0845""]",navigation_only_no_evidence_deduplication
relation_projection:5f07fba2686e582fc0d0,iTE,draft:v2:iTE:65eeb8ca88300391597d,draft:v2:iTE:de3ace6b998d82a68bd8,weakens,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0845:r001""]","[""P0845""]",navigation_only_no_evidence_deduplication
relation_projection:b3bbd93865b41d2e758e,iTE,draft:v2:iTE:65eeb8ca88300391597d,draft:v2:iTE:f56b46ee491c8b844234,increases threefold,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0845:r003""]","[""P0845""]",navigation_only_no_evidence_deduplication
relation_projection:9652756213036a2dd258,iTE,draft:v2:iTE:65f01baa70b1cfb6a633,draft:v2:iTE:d6ef6a8405ab32b664cd,pressure-induced reduction leads to,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1834:r001""]","[""P1834""]",navigation_only_no_evidence_deduplication
relation_projection:7502d964ecdc689399e7,iTE,draft:v2:iTE:65f7c7c4c7bdff1f3337,draft:v2:iTE:3d210a8c3b00d895382e,jointly facilitates in simulations,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0535:r001""]","[""P0535""]",navigation_only_no_evidence_deduplication
relation_projection:8ff68f152249cf0afded,iTE,draft:v2:iTE:66151f2c8c381acf7221,draft:v2:iTE:34400134327bb1336d59,mitigation jointly enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0572:r001""]","[""P0572""]",navigation_only_no_evidence_deduplication
relation_projection:3010a5f2c90c4becde3a,iTE,draft:v2:iTE:667034692c18e557906b,draft:v2:iTE:91bfbf036e7b8ab66483,causes increase Cl to I,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1304:r001""]","[""P1304""]",navigation_only_no_evidence_deduplication
relation_projection:31cb74bed2b2452174f9,iTE,draft:v2:iTE:669bd63bb74b8fdc7eee,draft:v2:iTE:78600ac1a0eae19b5db9,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1657:r001""]","[""P1657""]",navigation_only_no_evidence_deduplication
relation_projection:8409bdfa4016228add8e,iTE,draft:v2:iTE:66fcfbd7b9df59bc292e,draft:v2:iTE:ad4937bc576bfc90c015,causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1000:r001""]","[""P1000""]",navigation_only_no_evidence_deduplication
relation_projection:4f02f9dd965aaadc7509,iTE,draft:v2:iTE:670f398cf26deef74960,draft:v2:iTE:dc45733a6ee9bda13b42,jointly improves,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1500:r003""]","[""P1500""]",navigation_only_no_evidence_deduplication
relation_projection:0340f7a2eb726b270cb6,iTE,draft:v2:iTE:672190de79b1426f5465,draft:v2:iTE:250497b09cab6cf9fae2,decreases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0715:r001""]","[""P0715""]",navigation_only_no_evidence_deduplication
relation_projection:8504fdd15a0a4e059934,iTE,draft:v2:iTE:672190de79b1426f5465,draft:v2:iTE:51aefdbd0c427070bdc7,improves through layer connections,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0715:r002""]","[""P0715""]",navigation_only_no_evidence_deduplication
relation_projection:0633ac55c77e09961804,iTE,draft:v2:iTE:67254a5f6ae3c4fe2d8d,draft:v2:iTE:34002ab07e0ed0666eff,jointly enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0915:r001""]","[""P0915""]",navigation_only_no_evidence_deduplication
relation_projection:c61c0eb1e00ca16a6c08,iTE,draft:v2:iTE:672ec564347d21f99c56,draft:v2:iTE:b18b45ce6c3f6b5ffca1,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0637:r002""]","[""P0637""]",navigation_only_no_evidence_deduplication
relation_projection:259ce9fc532e534c114c,iTE,draft:v2:iTE:672ec564347d21f99c56,draft:v2:iTE:efc686a41a1e4806d47e,shortens,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0637:r001""]","[""P0637""]",navigation_only_no_evidence_deduplication
relation_projection:e7787a832ed2b9bc19e3,iTE,draft:v2:iTE:6783503bd9aed0fd3590,draft:v2:iTE:c250a2a972414b99064e,determines in model,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0776:r001""]","[""P0776""]",navigation_only_no_evidence_deduplication
relation_projection:d0fe333fc4829839d121,iTE,draft:v2:iTE:678fff60be129820d906,draft:v2:iTE:d2aece65e6e20a594b27,modulates,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0459:r001""]","[""P0459""]",navigation_only_no_evidence_deduplication
relation_projection:9ed4a16a45b902b70cbe,iTE,draft:v2:iTE:67992a921ac295b095ea,draft:v2:iTE:ee0621208801a5e2c36a,favors along with rearrangement of PEDOT-rich grains,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1877:r001""]","[""P1877""]",navigation_only_no_evidence_deduplication
relation_projection:e3a502c7fa5023d446c8,iTE,draft:v2:iTE:67a3f0da209df5bfb5c0,draft:v2:iTE:227f1ddfb3679d01e586,greatly enhances at short circuit without access resistance,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1053:r001""]","[""P1053""]",navigation_only_no_evidence_deduplication
relation_projection:14da851d25552875adb5,iTE,draft:v2:iTE:67ddeb1e706889f8669c,draft:v2:iTE:a139a869f21615891801,supplies after heat source switched off,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1028:r001""]","[""P1028""]",navigation_only_no_evidence_deduplication
relation_projection:7e49c29fe3be7cfb43c3,iTE,draft:v2:iTE:67e529b29e9543ac8559,draft:v2:iTE:b0e976493aa488457ff3,joint design supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0536:r002""]","[""P0536""]",navigation_only_no_evidence_deduplication
relation_projection:774012f73e7b7cdaf930,iTE,draft:v2:iTE:6808218a5c259c2248ac,draft:v2:iTE:34b1af33e1b77f8379a4,enables under reasonably larger electrical field in calculation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1937:r001""]","[""P1937""]",navigation_only_no_evidence_deduplication
relation_projection:fbdeb17a1ec30b39a547,iTE,draft:v2:iTE:68096f2b3edf99727d65,draft:v2:iTE:a866a67ced0c03cf4bb4,change boosts,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0628:r003""]","[""P0628""]",navigation_only_no_evidence_deduplication
relation_projection:16a234c63bf459f308e1,iTE,draft:v2:iTE:685bc4605ce5ea43c15c,draft:v2:iTE:c0f8a043297a3eb2f3b9,simulation analysis used to explain,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0560:r001""]","[""P0560""]",navigation_only_no_evidence_deduplication
relation_projection:bf7ed8aa50d129464bd9,iTE,draft:v2:iTE:688c352bef401d12af0e,draft:v2:iTE:a69c84be18be5b3ec71e,suppresses,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0750:r001""]","[""P0750""]",navigation_only_no_evidence_deduplication
relation_projection:57c7a1f8a8e93daa5d28,iTE,draft:v2:iTE:689661c4514f0ddb6ab4,draft:v2:iTE:dc45733a6ee9bda13b42,dominant mechanism,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1502:r001""]","[""P1502""]",navigation_only_no_evidence_deduplication
relation_projection:c93a0b1d9810fa03507c,iTE,draft:v2:iTE:68b60b9fcd803ee61c26,draft:v2:iTE:f4d63e4191fbef955753,reduces at 6 C,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1476:r001""]","[""P1476""]",navigation_only_no_evidence_deduplication
relation_projection:e29cfc91a900643f51d0,iTE,draft:v2:iTE:68de30eb65178a6fda66,draft:v2:iTE:792d0f9107c2daa7b8fc,exhibits,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0558:r001""]","[""P0558""]",navigation_only_no_evidence_deduplication
relation_projection:6bc2e7f366eea7e574d9,iTE,draft:v2:iTE:68de30eb65178a6fda66,draft:v2:iTE:9bb2675b3f0076885f6a,exhibits,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0558:r002""]","[""P0558""]",navigation_only_no_evidence_deduplication
relation_projection:cb370d876f0cd49849d5,iTE,draft:v2:iTE:68f90b088dbb3f171ec8,draft:v2:iTE:05cb00b9317e1c1ca7d6,provides,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0407:r002""]","[""P0407""]",navigation_only_no_evidence_deduplication
relation_projection:c943639c9cb121223f7a,iTE,draft:v2:iTE:69073674fb504a132e8e,draft:v2:iTE:bc1121713afda15c4504,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1349:r001""]","[""P1349""]",navigation_only_no_evidence_deduplication
relation_projection:b99ef3498533b9276956,iTE,draft:v2:iTE:6941b2399860bd8a8757,draft:v2:iTE:0bcc37e5e6565d392136,improves,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0940:r001""]","[""P0940""]",navigation_only_no_evidence_deduplication
relation_projection:1ab830a99c6aae76e11f,iTE,draft:v2:iTE:6941b2399860bd8a8757,draft:v2:iTE:8d5cc4f676613a9158a0,forms from precursor film,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1224:r001""]","[""P1224""]",navigation_only_no_evidence_deduplication
relation_projection:b34eab21bb5a03203460,iTE,draft:v2:iTE:6941b2399860bd8a8757,draft:v2:iTE:9b5004188ff90b318873,regulates,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0454:r001""]","[""P0454""]",navigation_only_no_evidence_deduplication
relation_projection:c920b3db9343a9853c4d,iTE,draft:v2:iTE:6941b2399860bd8a8757,draft:v2:iTE:abab1f0bfafa1959a1f2,enhances after IL processing,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0454:r002""]","[""P0454""]",navigation_only_no_evidence_deduplication
relation_projection:555462b00d50655eff7f,iTE,draft:v2:iTE:699f9f62c4f8f4ea0716,draft:v2:iTE:6aa962676f87f4729b7a,no significant change due comparable mass and radii,negated,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1398:r001""]","[""P1398""]",navigation_only_no_evidence_deduplication
relation_projection:d363629d348b55d8e51c,iTE,draft:v2:iTE:69a15735db9970ff7fe1,draft:v2:iTE:b40911fa2411a9af3919,amplifies,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0401:r002""]","[""P0401""]",navigation_only_no_evidence_deduplication
relation_projection:cbcb69aa9aa44fd5f581,iTE,draft:v2:iTE:6a118bb92ae4923671db,draft:v2:iTE:80aa78742ce4cc05321d,calculated to exhibit,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1200:r001""]","[""P1200""]",navigation_only_no_evidence_deduplication
relation_projection:03fdba08671a644d6983,iTE,draft:v2:iTE:6a7e0bc93371b266dea3,draft:v2:iTE:9ecb1af1b9f269ba5ded,suppresses,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1280:r001""]","[""P1280""]",navigation_only_no_evidence_deduplication
relation_projection:28b1c000c8b9c922ae27,iTE,draft:v2:iTE:6a7f4a287ce43b3b6647,draft:v2:iTE:fac2855c12bd9d04b2bc,jointly lowers,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1653:r002""]","[""P1653""]",navigation_only_no_evidence_deduplication
relation_projection:a9b30ede9a98a803bc43,iTE,draft:v2:iTE:6a9b1734453693bc8a28,draft:v2:iTE:9a0cde66bcfc5a143f22,absent under condition,negated,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0936:r001""]","[""P0936""]",navigation_only_no_evidence_deduplication
relation_projection:a65ffdd50522649691d8,iTE,draft:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:5e02b0d3dabfafadcc59,reduction supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1481:r002""]","[""P1481""]",navigation_only_no_evidence_deduplication
relation_projection:421e8846219b778814a5,iTE,draft:v2:iTE:6acfc7d254eac9ddf96d,draft:v2:iTE:ce751a33f4846300b389,main contributor rather than TE effect,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1368:r001""]","[""P1368""]",navigation_only_no_evidence_deduplication
relation_projection:521c2ed7757669141bcc,iTE,draft:v2:iTE:6ae2d89999a6d5374e17,draft:v2:iTE:01e898a352aef92f8439,increases and shifts conductivity minimum to higher oxygen pressures,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1835:r001""]","[""P1835""]",navigation_only_no_evidence_deduplication
relation_projection:08fc8c4ae853ddabf741,iTE,draft:v2:iTE:6b53c1510005bb7fcd41,draft:v2:iTE:c05da3a9a9865a5dd4b9,reveals sequential selenium then mixed then Bi-rich deposition,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1336:r001""]","[""P1336""]",navigation_only_no_evidence_deduplication
relation_projection:5542de4cd677542b3c2d,iTE,draft:v2:iTE:6b61e5e496254127cb5a,draft:v2:iTE:7852c01c5cfaf18549f6,promotes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0580:r002""]","[""P0580""]",navigation_only_no_evidence_deduplication
relation_projection:df7d89a193a954531161,iTE,draft:v2:iTE:6b6b2b7234b5c11ada28,draft:v2:iTE:a020c156f4445d213e8b,jointly supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1447:r002""]","[""P1447""]",navigation_only_no_evidence_deduplication
relation_projection:a9bf922f7f384a342817,iTE,draft:v2:iTE:6b87a7331f6b8d5962e2,draft:v2:iTE:f15c62caf75c28a9ecbf,yields,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0465:r002""]","[""P0465""]",navigation_only_no_evidence_deduplication
relation_projection:fd56754f663953e8c87c,iTE,draft:v2:iTE:6b8d383b46027c5d84b9,draft:v2:iTE:d9400ddcb4bf26f3ff4c,explains,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1830:r001""]","[""P1830""]",navigation_only_no_evidence_deduplication
relation_projection:4060c16485c6ddcc681e,iTE,draft:v2:iTE:6b9bba194f078b7051cb,draft:v2:iTE:d26a2583bef9c1fc02b9,regulates in anion-selective system,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0364:r002""]","[""P0364""]",navigation_only_no_evidence_deduplication
relation_projection:a29c0f9f5e39f708f1e4,iTE,draft:v2:iTE:6ba6ecfe657dd23ce411,draft:v2:iTE:6aa962676f87f4729b7a,absence associated with higher value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1690:r001""]","[""P1690""]",navigation_only_no_evidence_deduplication
relation_projection:7b9e114e7669fe46ca5c,iTE,draft:v2:iTE:6bb650262ff3c00b9cf1,draft:v2:iTE:fac2855c12bd9d04b2bc,jointly lowers,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1653:r001""]","[""P1653""]",navigation_only_no_evidence_deduplication
relation_projection:e677ae224eba7381f0d6,iTE,draft:v2:iTE:6bdf987148fa4bc3c017,draft:v2:iTE:bad2cdaaac62de9ebb50,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1397:r001""]","[""P1397""]",navigation_only_no_evidence_deduplication
relation_projection:b75572f41b35fb204917,iTE,draft:v2:iTE:6c248f116a930c4481ca,draft:v2:iTE:f5e2f6f1502001139c07,elevates to restrict ion migration,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1209:r001""]","[""P1209""]",navigation_only_no_evidence_deduplication
relation_projection:9ca489284a3a71549d13,iTE,draft:v2:iTE:6c2bec2e95ed409d3a3f,draft:v2:iTE:593b285056cdf716bfe4,causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1067:r001""]","[""P1067""]",navigation_only_no_evidence_deduplication
relation_projection:6e6f6ceb15ca7b12ecee,iTE,draft:v2:iTE:6c2f9505cbc3fcccec45,draft:v2:iTE:6a577d5f2a644ce95860,suggested responsible for in velocity-peak model,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1971:r001""]","[""P1971""]",navigation_only_no_evidence_deduplication
relation_projection:3e14389703304e2fc20c,iTE,draft:v2:iTE:6c40b8418377bc240659,draft:v2:iTE:38d215486ee321fbf93e,associated in screening,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1749:r001""]","[""P1749""]",navigation_only_no_evidence_deduplication
relation_projection:76dd3419f9e89aa88bf0,iTE,draft:v2:iTE:6c50dbbe924623a52647,draft:v2:iTE:abab1f0bfafa1959a1f2,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1081:r001""]","[""P1081""]",navigation_only_no_evidence_deduplication
relation_projection:9ba368700855ac5c063b,iTE,draft:v2:iTE:6c663976c37c543f87d7,draft:v2:iTE:f04f18d6b66f26f74100,enables through thicker single-layer films,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1900:r001""]","[""P1900""]",navigation_only_no_evidence_deduplication
relation_projection:7f0d19826fbb864a24ef,iTE,draft:v2:iTE:6c6bcf3bc1c42aeed728,draft:v2:iTE:169e18d184f9976b2a3b,improves through noise filtering,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0505:r001""]","[""P0505""]",navigation_only_no_evidence_deduplication
relation_projection:acf601be9c8aedf644db,iTE,draft:v2:iTE:6d0c0f98b1a9848ac59f,draft:v2:iTE:0c621e16db1052c87133,restrains,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1221:r001""]","[""P1221""]",navigation_only_no_evidence_deduplication
relation_projection:8a802c24113ea9503054,iTE,draft:v2:iTE:6d19e049f9c874c4d71e,draft:v2:iTE:6c4961063dfd240b7944,jointly with intermediate-spin stabilization accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1856:r001""]","[""P1856""]",navigation_only_no_evidence_deduplication
relation_projection:b4fcda7d78e056553583,iTE,draft:v2:iTE:6d28f1d0fc45a614541e,draft:v2:iTE:abab1f0bfafa1959a1f2,exhibits after 300 degrees C annealing,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0630:r001""]","[""P0630""]",navigation_only_no_evidence_deduplication
relation_projection:8c549ed2850fc9425481,iTE,draft:v2:iTE:6d5c85356451189fb843,draft:v2:iTE:77f9cf6be9747cb4fbcd,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1614:r001""]","[""P1614""]",navigation_only_no_evidence_deduplication
relation_projection:bd27372b2b848c761fdd,iTE,draft:v2:iTE:6d653062b7a399abc5c5,draft:v2:iTE:655523c6b9167916e268,explains ionic-wind cooling in confined space,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1302:r001""]","[""P1302""]",navigation_only_no_evidence_deduplication
relation_projection:f418b14e40e8ac8c27b0,iTE,draft:v2:iTE:6d6ba70c91dbe71d79f4,draft:v2:iTE:0dde410c413d3c3ab1b8,stabilize by improving reversibility of cyclic thermal expansion/contraction at 1% O-2,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1966:r001""]","[""P1966""]",navigation_only_no_evidence_deduplication
relation_projection:adcecaf0b49f292cd8ed,iTE,draft:v2:iTE:6d88e0bdd1953a51dc95,draft:v2:iTE:681d6d74b995f9d82e7d,jointly with hydrogen bonding enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1432:r001""]","[""P1432""]",navigation_only_no_evidence_deduplication
relation_projection:43abdc74e5a69f239284,iTE,draft:v2:iTE:6dafdb509c207a248652,draft:v2:iTE:ee4f81cfd8ad88e440a8,produces stable liquid dispersions of,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1838:r001""]","[""P1838""]",navigation_only_no_evidence_deduplication
relation_projection:d9884e795fd135d4d0f4,iTE,draft:v2:iTE:6e4ca4d0bd1fefc5b48e,draft:v2:iTE:37c58210df51f7289192,maintains low value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1249:r001""]","[""P1249""]",navigation_only_no_evidence_deduplication
relation_projection:1e301aef55ad85b402ba,iTE,draft:v2:iTE:6e4fb3b4bfb9bc9a452a,draft:v2:iTE:52676154e1374fa5fa06,causes on annealing above 140 degrees C,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0411:r002""]","[""P0411""]",navigation_only_no_evidence_deduplication
relation_projection:98fca6882a4ccc982047,iTE,draft:v2:iTE:6ee2825cf64f2b82464c,draft:v2:iTE:cecb95e19d3fb78e8771,causes in LaMnO3-based heterostructures; not an interfacial effect,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1801:r001""]","[""P1801""]",navigation_only_no_evidence_deduplication
relation_projection:9fd5bc04d296fe43df51,iTE,draft:v2:iTE:6f08aab63fd938105c31,draft:v2:iTE:f2b1aabc92a8bc6bd06d,contributes jointly,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1693:r002""]","[""P1693""]",navigation_only_no_evidence_deduplication
relation_projection:8791397b85d5857ac3fe,iTE,draft:v2:iTE:6f3b9c69783f6e699dd4,draft:v2:iTE:4aa8f753ef921639fed2,reduces rate relative to unsegmented pellets,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1052:r001""]","[""P1052""]",navigation_only_no_evidence_deduplication
relation_projection:a5e69998a328fe226835,iTE,draft:v2:iTE:6fc75b8bb55f627027fd,draft:v2:iTE:a1eeb083cef4f21057f9,imparts,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0343:r002""]","[""P0343""]",navigation_only_no_evidence_deduplication
relation_projection:d5f6a7dd8ba26732efb9,iTE,draft:v2:iTE:6fcc33ca2b0072184e74,draft:v2:iTE:1168d1e55e9ee837af44,causes approximation deviation from Boltzmann calculation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0802:r001""]","[""P0802""]",navigation_only_no_evidence_deduplication
relation_projection:290a9596e996ac3b6288,iTE,draft:v2:iTE:701101f4c852fd794f9a,draft:v2:iTE:7b08bc38c23a242ba2db,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1229:r001""]","[""P1229""]",navigation_only_no_evidence_deduplication
relation_projection:6b1aa7f794c76ea30a8a,iTE,draft:v2:iTE:702af19226eaffd445a6,draft:v2:iTE:bd87629d2e23db9e5376,increases when attached to cooling parts,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0597:r001""]","[""P0597""]",navigation_only_no_evidence_deduplication
relation_projection:5e8b572f1118b096c789,iTE,draft:v2:iTE:7034cdc0bda437f0f4e9,draft:v2:iTE:40e2c68ccd3a76a2460c,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0544:r001""]","[""P0544""]",navigation_only_no_evidence_deduplication
relation_projection:6fb32d068528c7e62921,iTE,draft:v2:iTE:703db32f004842fae2a6,draft:v2:iTE:927c81b5358e37744e46,promotes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0655:r001""]","[""P0655""]",navigation_only_no_evidence_deduplication
relation_projection:b56b425bf96efd8b9ecc,iTE,draft:v2:iTE:70406545e81bed88fce1,draft:v2:iTE:5dec76b8d64a7d2eb446,reduction decreases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0605:r002""]","[""P0605""]",navigation_only_no_evidence_deduplication
relation_projection:f1c8aba51a00bc596d70,iTE,draft:v2:iTE:704a644e77fa25ea3317,draft:v2:iTE:9e97af928c5878b52a3f,accounts for relative to Bridge configuration in DFT,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1930:r001""]","[""P1930""]",navigation_only_no_evidence_deduplication
relation_projection:ac4420395d663df71488,iTE,draft:v2:iTE:704ebee62ebd7152c8a4,draft:v2:iTE:209d6fe95b34d36011fb,accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0929:r001""]","[""P0929""]",navigation_only_no_evidence_deduplication
relation_projection:55a1bd70a2c389c01a98,iTE,draft:v2:iTE:7050cb9a10febbbbaa92,draft:v2:iTE:f5630a396d206146c5fd,controls,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0378:r001""]","[""P0378""]",navigation_only_no_evidence_deduplication
relation_projection:4e3687f70ab0e0545c47,iTE,draft:v2:iTE:7054e663cf9dfc26dd65,draft:v2:iTE:51aefdbd0c427070bdc7,decreases as n increases in Cu nitrides,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1163:r001""]","[""P1163""]",navigation_only_no_evidence_deduplication
relation_projection:007aa1271a3e93a6fe6c,iTE,draft:v2:iTE:7082f1f6ff641952ee18,draft:v2:iTE:5baf8589a93c26285f06,jointly causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0534:r001""]","[""P0534""]",navigation_only_no_evidence_deduplication
relation_projection:d4ee7423ea785d5f8937,iTE,draft:v2:iTE:7099afa84354d46ff4f1,draft:v2:iTE:d955de107732d191a5ee,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1181:r001""]","[""P1181""]",navigation_only_no_evidence_deduplication
relation_projection:0ca70a40ffd17f54beaa,iTE,draft:v2:iTE:709a477bb32a7ccdd124,draft:v2:iTE:c84792c2767dfb45833a,accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1118:r002""]","[""P1118""]",navigation_only_no_evidence_deduplication
