relation_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,sentence_char_start,sentence_char_end,source_occurrence_id,source_global_concept_id,source_layer_node_id,source_surface,source_normalized_label,source_char_start,source_char_end,predicate_surface,predicate_normalized,predicate_char_start,predicate_char_end,target_occurrence_id,target_global_concept_id,target_layer_node_id,target_surface,target_normalized_label,target_char_start,target_char_end,assertion_status,risk_nominal_predicate,risk_hyphenated_predicate,risk_cross_clause,risk_other_predicate_between_endpoints,risk_long_endpoint_gap,risk_coordinated_inherited_subject,risk_compound_subject_after_selected_source,risk_intervening_target_head,risk_reasons,strict_syntax_eligible,human_semantic_review,graph_eligible,verifier_status
AR_630e79b1a107,P0682,iTE,iTE,2022,Enhancing hydrovoltaic power generation through heat conduction effects,10.1038/s41467-022-28689-8,3,"In the hybrid heat conduction effect enhanced hydrovoltaic power generator, the ionic thermoelectric gelatin material can effectively improve the heat conduction between hydrovoltaic generator and near environment, thus increasing the water evaporation rate to improve the output voltage.",386,674,CO_ecba115bd67c,GC_f5b2b50c0510,LN_f296769ca292,water evaporation rate,water evaporation rate,621,643,improve,improve,647,654,CO_11c5a4606f8e,GC_bbb29d51b9cd,LN_17edb3569855,output voltage,output voltage,659,673,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_5089495184c7,P0683,iTE,iTE,2024,Regulation of thermal migration channel in cellulose hydrogel to enhance thermopower,10.1016/j.cej.2024.155161,5,"Then, sodium alginate as polyanion was doped and multi-valance ion cross-linking was carried out, to further enhance the channel-Cl-interaction, and a high thermopower of 22.09 mV center dot K- 1 was realized.",674,883,CO_c59372caf4b7,GC_6ac9fb6515a5,LN_fdc229eb0072,multi-valance ion,multi valance ion,723,740,enhance,enhance,783,790,CO_b348d76111cf,GC_37cd25818475,LN_48a00f947cda,channel-Cl-interaction,channel cl interaction,795,817,purpose_or_design,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_daba8b04c935,P0684,iTE,iTE,2026,Thermopower Modulation of Chitosan Hydrogel via Complexation between Chitosan and Metal Ions,10.1007/s10118-026-3583-z,5,"The present work not only demonstrates the correlation between gel structure, intermolecular interactions, and thermoelectric performance, but also provides a simple approach for the fabrication and regulation of natural polymer-based thermoelectric materials.",922,1182,CO_48b80ba02fb1,GC_b5a9925163a6,LN_37fbc0df255e,intermolecular interactions,intermolecular interaction,1000,1027,provides,provide,1070,1078,CO_cafd1c014bf5,GC_7320e2b5d0b7,LN_a845722623b9,regulation,regulation,1121,1131,observed_assertion,False,False,True,False,False,False,True,False,risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_80cff76868d1,P0685,iTE,iTE,2026,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,10.1002/app.70650,3,"The incorporation of a deep eutectic solvent (DES) significantly enhances ionic mobility, yielding a Seebeck coefficient of 4.00 mV K-1, a power factor of 115.09 mu W m(-1) K-2, and an ionic conductivity of 10.35 mS cm-1.",380,601,CO_797d3c5885fb,GC_7802ae4324c7,LN_285f857d7b1d,deep eutectic solvent,deep eutectic solvent,403,424,enhances,enhance,445,453,CO_e7fdf4535924,GC_ac42a7cc3dd5,LN_643b116800a1,ionic mobility,ionic mobility,454,468,observed_assertion,False,False,False,False,False,False,False,False,,True,pending,False,strict_syntax_gate_pass_pending_semantic_review
AR_d74ea081cf11,P0686,iTE,iTE,2026,"Highly Hydrophobic, Self-Healing, and Stretchable N-type Ionogels for High-Performance Wearable Thermoelectrics",10.1002/adfm.75062,3,"The fluorine-rich copolymer network and dynamic noncovalent interactions enable exceptional multifunctionality: ultrahigh stretchability (1659% elongation), rapid self-healing (6 h), underwater adhesion, and thermal stability up to 300 degrees C.",474,720,CO_da7eb4ebb938,GC_5475df61a3f4,LN_48a8cc3ee38b,dynamic noncovalent interactions,dynamic noncovalent interaction,514,546,enable,enable,547,553,CO_adfd6c828e11,GC_435243ebfa58,LN_948a6206edc9,thermal stability,thermal stability,682,699,observed_assertion,False,False,True,False,True,False,False,False,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_027e015d8059,P0688,holdout,iTE,2012,Simultaneous Increases in Electrical Conductivity and Seebeck Coefficient of PEDOT:PSS Films by Adding Ionic Liquids into a Polymer Solution,10.1007/s11664-012-1942-8,3,"This behavior is different from conventional thermoelectric (TE) materials, whose TE properties are strongly correlated, such as increasing electrical conductivity with increasing carrier concentration, usually resulting in a logarithmic decrease in Seebeck coefficient.",499,769,CO_e3eded655e4c,GC_e0c90b787cb0,LN_e77727e44454,increasing electrical conductivity,increasing electrical conductivity,628,662,decrease,decrease,737,745,CO_dce92df0d19d,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,749,768,observed_assertion,True,False,True,False,True,False,False,False,risk_nominal_predicate; risk_cross_clause; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_10fd0def2854,P0689,iTE,iTE,2022,Giant and bidirectionally tunable thermopower in nonaqueous ionogels enabled by selective ion doping,10.1126/sciadv.abj3019,5,A thermopower regulation strategy through ion doping to selectively induce ion aggregates to enhance ion-ion interactions is proposed.,582,716,CO_f132c562aa6d,GC_885d0ea2c6dc,LN_adad1fbe68ee,ion doping,ion doping,624,634,induce,induce,650,656,CO_0ca2733bc9f9,GC_4851f3b91754,LN_6df0f74f6bae,ion-ion interactions,ion ion interaction,683,703,purpose_or_design,False,False,False,True,False,False,False,False,risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
AR_8011cb5b6901,P0689,iTE,iTE,2022,Giant and bidirectionally tunable thermopower in nonaqueous ionogels enabled by selective ion doping,10.1126/sciadv.abj3019,5,A thermopower regulation strategy through ion doping to selectively induce ion aggregates to enhance ion-ion interactions is proposed.,582,716,CO_f132c562aa6d,GC_885d0ea2c6dc,LN_adad1fbe68ee,ion doping,ion doping,624,634,enhance,enhance,675,682,CO_0ca2733bc9f9,GC_4851f3b91754,LN_6df0f74f6bae,ion-ion interactions,ion ion interaction,683,703,purpose_or_design,False,False,False,True,False,False,False,False,risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
AR_35f3e4e4374b,P0690,holdout,iTE,2011,Great thermoelectric power factor enhancement of CoSb3 through the lightest metal element filling,10.1063/1.3557068,2,The synthesized Li0.4Co4Sb12 shows the largest thermoelectric power factor of 6000 mu W m(-1) K-2 among all elemental filled CoSb3 materials.,162,303,CO_60ed4d95bd5a,GC_a62c8f275f95,LN_c8267f72d751,Co4Sb12,co4sb12,183,190,shows,show,191,196,CO_f19ee3301174,GC_a0c39b888f35,LN_0f1c15c3cf67,largest thermoelectric power factor,largest thermoelectric power factor,201,236,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_09c27e38df2f,P0693,iTE,iTE,2024,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,10.1002/eem2.12562,7,"Meanwhile, the remarkable stability of the supramolecular structure provides the i-TE hydrogels with a thermal stability of up to 80 C.",999,1134,CO_abe0c8359e61,GC_917c47d737a9,LN_f734c87a312d,remarkable stability,remarkable stability,1014,1034,provides,provide,1067,1075,CO_91e98b6e6fc7,GC_435243ebfa58,LN_948a6206edc9,thermal stability,thermal stability,1102,1119,observed_assertion,False,False,False,False,False,False,False,False,,True,pending,False,strict_syntax_gate_pass_pending_semantic_review
AR_498eb606651a,P0695,holdout,iTE,2011,"Thermoelectric Properties of the Ca1-xRxMnO3 Perovskite System (R: Pr, Nd, Sm) for High-Temperature Applications",10.1007/s11664-010-1446-3,1,Perovskite oxides have attracted considerable attention in the area of thermoelectrics owing to the advantages of their isotropic crystal structure and straightforward control of their electrical properties.,0,207,CO_af970837a7f2,GC_9341a406c914,LN_0bc40e24d33b,Perovskite oxides,perovskite oxides,0,17,control,control,168,175,CO_c68a1ff14f50,GC_008e17a69d20,LN_b4762bffee90,electrical properties,electrical property,185,206,observed_assertion,False,False,False,False,True,False,True,False,risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_975e6ac1a99c,P0696,iTE,iTE,2023,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,10.1021/acsami.3c03143,4,"In this work, we propose a strategy for bidirectionally anchoring cations to synergistically generate a giant negative thermopower and high ionic conductivity.",416,575,CO_e1b5db9e01e4,GC_bfdd4dad7f6d,LN_bcd88ccc12d7,bidirectionally anchoring,bidirectionally anchoring,456,481,generate,generate,509,517,CO_8f2bfa751e32,GC_7f4070e606de,LN_b64493717118,giant negative thermopower,giant negative thermopower,520,546,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_47758fb837c0,P0705,iTE,iTE,2023,Heat-Driven Iontronic Nanotransistors,10.1002/advs.202204120,2,"However, despite the nanoscale nature of the ionic thermodiffusion processes underlying thermoelectric efficiency boost in polyelectrolytes, to date no evidence for direct probing of ionic diffusion on its relevant length and time scale has been reported.",136,391,CO_7cbc97270e9f,GC_4d25a8d5aa42,LN_f763b070473e,ionic thermodiffusion,ionic thermodiffusion,181,202,boost,boost,250,255,CO_f9c16ae9561c,GC_9499b442f328,LN_4a8af1748ed0,ionic diffusion,ionic diffusion,319,334,observed_assertion,False,False,True,False,True,False,False,False,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_a1259e442216,P0708,holdout,iTE,2021,A mixed ion-electron conducting carbon nanotube ionogel to efficiently harvest heat from both a temperature gradient and temperature fluctuation,10.1039/d1ta02869c,8,The P/lambda value of the MTECs with optimal SWNT loading in the ionogel is about 7.7 times of that of the control TE generators with a SWNT film.,1216,1362,CO_0e1c0bdf0ce6,GC_e7888ba5e114,LN_497217576469,ionogel,ionogel,1281,1288,control,control,1323,1330,CO_01c57214d65c,GC_9fa3e2246c7a,LN_dc19bfef9c8a,SWNT film,swnt film,1352,1361,observed_assertion,True,False,False,False,False,False,False,False,risk_nominal_predicate,False,pending,False,relation_review_required
AR_f2974d62e780,P0712,holdout,iTE,2011,Single Crystal Charge Density Studies of Thermoelectric Material Indium Antimonide,10.5560/zna.2011-0004,3,Both the pictorial and numerical results of the experimental electron density show mixed ionic and covalent character in InSb.,359,485,CO_6259da648357,GC_99f8e9b40302,LN_ce06ff1be1c5,experimental electron density,experimental electron density,407,436,show,show,437,441,CO_a058a76d3680,GC_af227ea9767f,LN_31950e15bd67,InSb,insb,480,484,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_4cd47ec3bce4,P0713,iTE,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,9,"The thermal voltage of polyelectrolyte films largely depends on the water concentration gradient under a temperature difference, which can be optimized to promote the generated total voltage up to over 30 mV K-1.",1436,1648,CO_02aa5183b4c0,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,1541,1563,promote,promote,1591,1598,CO_150de2bbfec5,GC_d68efbd34caa,LN_2ee54dd80eb5,generated total voltage,generated total voltage,1603,1626,purpose_or_design,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_2ff28366228f,P0715,holdout,iTE,2006,Electronic structure and thermoelectric properties of Ca3Co4Co9,,8,"Ca plays the role of connections between CoO2 and Ca2CoO3 layers in Ca3Co4O9, decrease the ionic and covalent bond strength, and improve the thermoelectric property.",842,1007,CO_d8b69bbb74a1,GC_9fb1dc4d4bcb,LN_9449772c255c,Ca3Co4O9,ca3co4o9,910,918,decrease,decrease,920,928,CO_06ab9e5e115d,GC_2b8ccaf259aa,LN_8aa767a00031,covalent bond strength,covalent bond strength,943,965,observed_assertion,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_042e9b2c444b,P0715,holdout,iTE,2006,Electronic structure and thermoelectric properties of Ca3Co4Co9,,8,"Ca plays the role of connections between CoO2 and Ca2CoO3 layers in Ca3Co4O9, decrease the ionic and covalent bond strength, and improve the thermoelectric property.",842,1007,CO_06ab9e5e115d,GC_2b8ccaf259aa,LN_8aa767a00031,covalent bond strength,covalent bond strength,943,965,improve,improve,971,978,CO_f99f88a75296,GC_82f863b160b5,LN_734e257af70f,thermoelectric property,thermoelectric property,983,1006,observed_assertion,False,False,True,False,False,True,True,False,risk_cross_clause; risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_42779c92a9b0,P0721,holdout,iTE,1998,Ionic conduction and electronic properties in liquid In-Se system,10.1143/jpsj.67.2415,2,"The electronic conductivity in the system shows a deep minimum near the Se composition x = 0.58 and the ionic conductivity has a broad maximum at this composition, where the thermoelectric power shows a large negative maximum.",156,382,CO_951459bdc04b,GC_6f2218771664,LN_3801758fe3de,electronic conductivity,electronic conductivity,160,183,shows,show,198,203,CO_a442c457468b,GC_bc536166f47d,LN_b5cdfe8ed5cd,ionic conductivity,ionic conductivity,260,278,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_3534a24f541b,P0722,holdout,iTE,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,5,"Moreover, the interplay between the mobile ions, electric field, and temperature field gives rise to exquisite core-shell crystalline-amorphous microstructures that self-adaptively stabilize beta-Zn4Sb3.",714,917,CO_bb4287211685,GC_e000a91bf98b,LN_ba966d5c3586,mobile ions,mobile ion,750,761,gives rise to,give_rise_to,801,814,CO_3cb6060b41fe,GC_359fb6a408a1,LN_7561a3d5ad6a,beta-Zn4Sb3,beta zn4sb3,905,916,observed_assertion,False,False,True,False,True,False,True,False,risk_cross_clause; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_5ae2f07ef460,P0728,holdout,iTE,2019,"Limits of Cation Solubility in AMg2Sb2 (A = Mg, Ca, Sr, Ba) Alloys",10.3390/ma12040586,4,We show that the small ionic radius of Mg2+ leads to limited solubility when alloyed with larger cations such as Sr or Ba.,502,624,CO_a127e274a701,GC_c1ebf912c6d0,LN_b90b38160153,Mg2+,mg2+,541,545,leads to,lead_to,546,554,CO_060a55710f53,GC_73ed5159e31d,LN_10539e666ede,larger cations,larger cation,592,606,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_8aa3adab0afd,P0732,holdout,iTE,2012,"X-ray absorption spectroscopy studies of Ca2.9Ln0.1Co4O9+δ (Ln = Ca, Dy, Ho, Er and Lu)",10.1016/j.jallcom.2012.03.052,4,"According to the O K-edge spectra, the electrical resistivity and Co4+ 3d-O 2p hybridized unoccupied states also show an opposite trend, which is consistent with our results that a lesser amount of Co4+ leads to a larger thermoelectric power.",552,794,CO_dcfdf916a901,GC_9b5a8b784ed0,LN_20cfc3a0c096,electrical resistivity,electrical resistivity,591,613,show,show,665,669,CO_aa5069b4913a,GC_296f3e70895c,LN_0958916a1539,larger thermoelectric power,larger thermoelectric power,766,793,observed_assertion,False,False,True,True,True,False,True,False,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_5f16e48ffee5,P0732,holdout,iTE,2012,"X-ray absorption spectroscopy studies of Ca2.9Ln0.1Co4O9+δ (Ln = Ca, Dy, Ho, Er and Lu)",10.1016/j.jallcom.2012.03.052,4,"According to the O K-edge spectra, the electrical resistivity and Co4+ 3d-O 2p hybridized unoccupied states also show an opposite trend, which is consistent with our results that a lesser amount of Co4+ leads to a larger thermoelectric power.",552,794,CO_dcfdf916a901,GC_9b5a8b784ed0,LN_20cfc3a0c096,electrical resistivity,electrical resistivity,591,613,leads to,lead_to,755,763,CO_aa5069b4913a,GC_296f3e70895c,LN_0958916a1539,larger thermoelectric power,larger thermoelectric power,766,793,observed_assertion,False,False,True,True,True,False,True,False,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_fc7dfe5c5b99,P0736,holdout,iTE,2024,Observation of nonlinear thermoelectric effect in MoGe/Y3Fe5O12,10.1038/s41467-024-50115-4,4,Here we report the observation of a second-order nonlinear thermoelectric effect; we develop a method to measure nonlinear thermoelectricity and observe that a superconducting MoGe film on Y3Fe5O12 generates a voltage proportional to the square of the applied temperature gradient.,630,911,CO_95c7b848a4a1,GC_de24b87986e5,LN_a08545d321b5,superconducting MoGe film,superconducting moge film,790,815,generates,generate,828,837,CO_2c8e499d5b97,GC_f1417060cbac,LN_cc20ed45205b,applied temperature gradient,applied temperature gradient,882,910,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_8bd761243371,P0736,holdout,iTE,2024,Observation of nonlinear thermoelectric effect in MoGe/Y3Fe5O12,10.1038/s41467-024-50115-4,5,The nonlinear thermoelectric generation demonstrated here provides a way for making power generators that produce electric power from temperature fluctuations.,912,1071,CO_b15e6f76568a,GC_f8987c171206,LN_84e9dede7c23,making power,making power,989,1001,produce,produce,1018,1025,CO_d2004e2e958d,GC_c04a065f5073,LN_6a2600de87d2,electric power,electric power,1026,1040,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_3d4afb597c9f,P0750,holdout,iTE,2022,Promising thermoelectric performance in CaAgP with intrinsic Ag vacancies,10.1063/5.0080163,2,"In this paper, we show that the candidate Dirac semimetal CaAgP forms with a stable CaAg0.9P composition.",92,197,CO_a565501423ee,GC_b58adb9f1777,LN_1e9bceb915f5,CaAgP,caagp,150,155,forms,form,156,161,CO_decad6625528,GC_21e51c711337,LN_05f443e74640,CaAg0,caag0,176,181,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_821f05dbaf90,P0752,holdout,iTE,2021,An Instant Change of Elastic Lattice Strain during Cu2Se Phase Transition: Origin of Abnormal Thermoelectric Properties,10.1002/adfm.202100431,6,"The abnormal change in the crystalline volume versus temperature, which is caused by the local migration of Cu-ions, induces an instant and uncommon strain-field, which reduces the carrier's mobility and increases the electrical resistance.",815,1055,CO_7a2efe7454ba,GC_ead9a5220780,LN_8c8d93ed6425,local migration,local migration,904,919,induces,induce,932,939,CO_c39eca3da27b,GC_1e03a3994ac6,LN_eb0e5b16ab1a,mobility,mobility,1006,1014,observed_assertion,False,False,True,True,True,False,False,False,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_e566a468d9a2,P0752,holdout,iTE,2021,An Instant Change of Elastic Lattice Strain during Cu2Se Phase Transition: Origin of Abnormal Thermoelectric Properties,10.1002/adfm.202100431,6,"The abnormal change in the crystalline volume versus temperature, which is caused by the local migration of Cu-ions, induces an instant and uncommon strain-field, which reduces the carrier's mobility and increases the electrical resistance.",815,1055,CO_7a2efe7454ba,GC_ead9a5220780,LN_8c8d93ed6425,local migration,local migration,904,919,reduces,reduce,984,991,CO_c39eca3da27b,GC_1e03a3994ac6,LN_eb0e5b16ab1a,mobility,mobility,1006,1014,observed_assertion,False,False,True,True,True,False,True,False,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_351776e8d304,P0752,holdout,iTE,2021,An Instant Change of Elastic Lattice Strain during Cu2Se Phase Transition: Origin of Abnormal Thermoelectric Properties,10.1002/adfm.202100431,7,Local migration of Cu-ions is responsible for a quite low thermal conductivity.,1056,1135,CO_3b077c5ca8ba,GC_ead9a5220780,LN_8c8d93ed6425,Local migration,local migration,1056,1071,is responsible for,responsible_for,1083,1101,CO_011fbfef4bb1,GC_cf542d621742,LN_1072907b8fc1,thermal conductivity,thermal conductivity,1114,1134,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_aedb6b935381,P0753,holdout,iTE,2022,Enhancing the thermoelectric properties of CaMnO3-d via optimal substituent selection,10.1016/j.jssc.2022.123437,5,The high-density ceramics show large power factors (S-2 sigma > 400 mu W/mK(2)) and moderate figures of merit zT asymptotic to 0.15 at 700 ?.,619,760,CO_b09473b197ff,GC_97c1fe71d9b6,LN_5a46babc3130,high-density,high density,623,635,show,show,645,649,CO_05c1e1cf27f2,GC_f07711fb30b0,LN_a47412f23633,large power,large power,650,661,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_e835e2c35b16,P0755,holdout,iTE,2021,N-type thermoelectric Ag8SnSe6 with extremely low lattice thermal conductivity by replacing Ag with Cu,10.1039/d0ra10454j,4,"In this work, we take an advantage of the unique structure of Ag8SnSe6, in an attempt to further reduce the lattice part (kappa(L)) while at the same time improve their electrical property.",388,577,CO_751483d35fd7,GC_bb7c54b8451a,LN_07e14184dbc7,Ag8SnSe6,ag8snse6,450,458,reduce,reduce,485,491,CO_041583ab2442,GC_008e17a69d20,LN_b4762bffee90,electrical property,electrical property,557,576,purpose_or_design,False,False,True,True,True,False,False,False,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_67db90c3683d,P0755,holdout,iTE,2021,N-type thermoelectric Ag8SnSe6 with extremely low lattice thermal conductivity by replacing Ag with Cu,10.1039/d0ra10454j,4,"In this work, we take an advantage of the unique structure of Ag8SnSe6, in an attempt to further reduce the lattice part (kappa(L)) while at the same time improve their electrical property.",388,577,CO_751483d35fd7,GC_bb7c54b8451a,LN_07e14184dbc7,Ag8SnSe6,ag8snse6,450,458,improve,improve,543,550,CO_041583ab2442,GC_008e17a69d20,LN_b4762bffee90,electrical property,electrical property,557,576,observed_assertion,False,False,True,True,True,False,False,False,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_1216d427ac34,P0755,holdout,iTE,2021,N-type thermoelectric Ag8SnSe6 with extremely low lattice thermal conductivity by replacing Ag with Cu,10.1039/d0ra10454j,6,"Finally, the maximum ZT value of similar to 0.85 is attainted for Ag7.95Cu0.05SnSe6 at 645 K, an increase by a factor of 1.3 compared to that of the pristine Ag8SnSe6.",892,1059,CO_236f76aa4480,GC_e48616ecbb4e,LN_1716396751ae,SnSe6,snse6,970,975,increase,increase,989,997,CO_f18a2e53cacc,GC_bb7c54b8451a,LN_07e14184dbc7,Ag8SnSe6,ag8snse6,1050,1058,observed_assertion,True,False,True,False,False,False,False,False,risk_nominal_predicate; risk_cross_clause,False,pending,False,relation_review_required
AR_2e7713eac2ae,P0758,holdout,iTE,2018,Large thermoelectric power factor from crystal symmetry-protected non-bonding orbital in half-Heuslers,10.1038/s41467-018-03866-w,7,"This high-mobility regime enables large power factors in half-Heuslers, well above the maximum measured values.",822,933,CO_5dd31027481c,GC_19d96158e7a1,LN_16d8ff4be0d4,high-mobility,high mobility,827,840,enables,enable,848,855,CO_e6da9acf33fe,GC_f07711fb30b0,LN_a47412f23633,large power,large power,856,867,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_c58858a8a480,P0760,holdout,iTE,2020,Power Conversion and Its Efficiency in Thermoelectric Materials,10.3390/e22080803,3,"Herein, it is shown that treating entropy and electric charge in a symmetric manner enables a simple transport equation to be obtained and the power conversion and its efficiency to be deduced for a single thermoelectric material apart from a device.",187,437,CO_441eb4a0fa5b,GC_eeb94d2c4b67,LN_9ec1354e11ca,treating entropy,treating entropy,212,228,enables,enable,271,278,CO_ce6912f89f86,GC_9e0796140847,LN_0ec6a14fcd1f,simple transport,simple transport,281,297,observed_assertion,False,False,False,False,False,False,True,False,risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_739468b29b10,P0764,holdout,iTE,2019,Effective ionic Seebeck component suppression in mixed ion-electron conductor via chemical treatment,10.1016/j.orgel.2019.02.014,5,The chemical treatment turns out to be a highly promising method to eliminate ionic Seebeck component in the mixed ion-electron conducting polymers and thus to generate consistent thermovoltage for the practical thermoelectric application.,836,1075,CO_941fd5f45c44,GC_d7b7c66890b1,LN_2603e25b0fcb,mixed ion-electron conducting polymers,mixed ion electron conducting polymer,945,983,generate,generate,996,1004,CO_824ed4fc7071,GC_2283891d060b,LN_a5a49661c2f9,consistent thermovoltage,consistent thermovoltage,1005,1029,purpose_or_design,False,False,False,False,False,False,True,False,risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_547756fb8335,P0765,holdout,iTE,2016,A note on the electrochemical nature of the thermoelectric power,10.1140/epjp/i2016-16076-8,4,"We then turn to the analysis of the relationship between the thermoelectric power and the relevant potentials in the thermoelectric system: As the definitions of the chemical and electrochemical potentials are clarified, we show that, with a proper consideration of each potential, one may derive the Seebeck coefficient of a non-degenerate semiconductor without the need to introduce a contact potential as seen sometimes in the literature.",560,1001,CO_b042c09828e9,GC_daadfd6b705e,LN_01770db3d089,thermoelectric power,thermoelectric power,621,641,show,show,784,788,CO_a2160fbbccab,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,861,880,observed_assertion,False,False,True,False,True,False,True,False,risk_cross_clause; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_bf920cf8db2d,P0766,holdout,iTE,2017,Anomalous Thermoelectric Response in an Orbital-Ordered Oxide Near and Far from Equilibrium,10.7566/jpsj.86.093707,4,"The present result clearly demonstrates a non-thermal effect since the heating simply causes a decrease of the Seebeck coefficient, implying a non-trivial non-equilibrium effect such as a modification of the spin and orbital state in currents.",603,846,CO_fdc1c655da74,GC_5caf10c33d02,LN_55cf7a50462c,heating,heating,674,681,causes,cause,689,695,CO_ff59f6d11932,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,714,733,observed_assertion,False,False,False,True,False,False,False,False,risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
AR_9eaca07f693f,P0766,holdout,iTE,2017,Anomalous Thermoelectric Response in an Orbital-Ordered Oxide Near and Far from Equilibrium,10.7566/jpsj.86.093707,4,"The present result clearly demonstrates a non-thermal effect since the heating simply causes a decrease of the Seebeck coefficient, implying a non-trivial non-equilibrium effect such as a modification of the spin and orbital state in currents.",603,846,CO_fdc1c655da74,GC_5caf10c33d02,LN_55cf7a50462c,heating,heating,674,681,decrease,decrease,698,706,CO_ff59f6d11932,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,714,733,observed_assertion,True,False,False,True,False,False,False,False,risk_nominal_predicate; risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
AR_cec39310e334,P0767,holdout,iTE,2013,Phase transition enhanced thermoelectric figure-of-merit in copper chalcogenides,10.1063/1.4827595,4,"We demonstrate that the coupling of a continuous phase transition to carrier transport in Cu2Se over a broad (360-410 K) temperature range results in a dramatic peak in thermopower, an increase in phonon and electron scattering, and a corresponding doubling of zT (to 0.7 at 406 K), and a similar but larger increase over a wider temperature range in the zT of Cu1.97Ag.",505,875,CO_c0269ed837d7,GC_ef18dd9f4939,LN_d9c9ddb1b604,carrier transport,carrier transport,574,591,results in,result_in,644,654,CO_1e69452f981e,GC_97183bc52409,LN_d2964aa2ba89,electron scattering,electron scattering,713,732,observed_assertion,False,False,True,True,False,False,False,False,risk_cross_clause; risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
