semantic_audit_order,audit_order,candidate_id,review_adjusted_evidence_grade,review_adjusted_evidence_grade_order,review_adjusted_ite_side_level,review_adjusted_tg_side_level,review_adjusted_evidence_floor,review_adjusted_evidence_ceiling,ite_semantic_relation_review_status,tg_semantic_relation_review_status,semantic_review_scope,semantic_reviewer_type,human_confirmation_status,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,review_adjusted_within_shared_node_rank
5629,19340,TC_d99e3d5ddee8,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_a65aeb9ed2f8,GC_4a92e5f4fe38::GC_ab34d5c7ced2,hydrogel + absorption capacity,GC_ab34d5c7ced2,absorption capacity,outcome_or_property,1,1,0,0,,,TP_a65aeb9ed2f8,CL_909bbd0d4ca4,GC_ab34d5c7ced2::GC_b380cf771d45,achieving thermoelectric conversion + absorption capacity,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7674,7597,4849,4792,4849
5630,19341,TC_42730b1c8c57,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_a6813ac1cfae,GC_4a92e5f4fe38::GC_d73905a53f98,hydrogel + redox pair electrolyte,GC_d73905a53f98,redox pair electrolyte,material_or_structure,1,1,0,0,,,TP_a6813ac1cfae,CL_272c10181066,GC_b380cf771d45::GC_d73905a53f98,achieving thermoelectric conversion + redox pair electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7675,7598,4850,4793,4850
5631,19342,TC_e565b4c69ab9,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_a741725664fe,GC_4a92e5f4fe38::GC_8335aa66a8d7,hydrogel + single solvent,GC_8335aa66a8d7,single solvent,material_or_structure,1,1,0,0,,,TP_a741725664fe,CL_31fedc2e41b1,GC_8335aa66a8d7::GC_b380cf771d45,achieving thermoelectric conversion + single solvent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7676,7599,4851,4794,4851
5632,19343,TC_eeae9e014cb0,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_ad71e2c1bc9c,GC_4a92e5f4fe38::GC_f7553cd07f36,hydrogel + hydrogel electrolyte,GC_f7553cd07f36,hydrogel electrolyte,material_or_structure,3,6,0,0,,,TP_ad71e2c1bc9c,CL_cceee3361f66,GC_b380cf771d45::GC_f7553cd07f36,achieving thermoelectric conversion + hydrogel electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,7,21,1,9390,297,220,230,173,230
5633,19344,TC_fcfbb0c1300b,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_b210542384f9,GC_1e7bbb5384f5::GC_4a92e5f4fe38,hydrogel network + hydrogel,GC_1e7bbb5384f5,hydrogel network,material_or_structure,1,1,0,0,,,TP_b210542384f9,CL_b6a6f05871e0,GC_1e7bbb5384f5::GC_b380cf771d45,achieving thermoelectric conversion + hydrogel network,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7677,7600,4852,4795,4852
5634,19345,TC_c530022f76f7,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_b73121301dd1,GC_4a92e5f4fe38::GC_c2a122dae280,hydrogel + heat to power,GC_c2a122dae280,heat to power,outcome_or_property,1,1,0,0,,,TP_b73121301dd1,CL_87ab1ca7bda2,GC_b380cf771d45::GC_c2a122dae280,achieving thermoelectric conversion + heat to power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7678,7601,4853,4796,4853
5635,19346,TC_30e67988112f,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_be97758842c3,GC_4a92e5f4fe38::GC_753211f34d40,hydrogel + redox pair,GC_753211f34d40,redox pair,material_or_structure,1,2,0,0,,,TP_be97758842c3,CL_612978f0eaee,GC_753211f34d40::GC_b380cf771d45,achieving thermoelectric conversion + redox pair,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,3,21,1,9390,2007,1930,1440,1383,1440
5636,19347,TC_114428cc4c97,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_c229a29b9571,GC_4a92e5f4fe38::GC_946d2b458f1f,hydrogel + qtcs,GC_946d2b458f1f,qtcs,literal_formula,1,1,0,0,,,TP_c229a29b9571,CL_809166ee49c3,GC_946d2b458f1f::GC_b380cf771d45,achieving thermoelectric conversion + qtcs,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7679,7602,4854,4797,4854
5637,19348,TC_13d5ea1277d9,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_c49a6bea5095,GC_4a92e5f4fe38::GC_9516ffbfc5d5,hydrogel + volume phase transition,GC_9516ffbfc5d5,volume phase transition,mechanism_or_process,1,1,0,0,,,TP_c49a6bea5095,CL_b5829647eaf4,GC_9516ffbfc5d5::GC_b380cf771d45,achieving thermoelectric conversion + volume phase transition,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7680,7603,4855,4798,4855
5638,19349,TC_b7c91d6060db,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_c6df94686243,GC_4a92e5f4fe38::GC_6a99fac99646,hydrogel + water solvent,GC_6a99fac99646,water solvent,material_or_structure,1,1,0,0,,,TP_c6df94686243,CL_cff168747686,GC_6a99fac99646::GC_b380cf771d45,achieving thermoelectric conversion + water solvent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7681,7604,4856,4799,4856
5639,19350,TC_c86c38e5ea55,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_c7c8a6c4ce0e,GC_4a92e5f4fe38::GC_78b3828d184a,hydrogel + marginal solvation,GC_78b3828d184a,marginal solvation,mechanism_or_process,1,1,0,0,,,TP_c7c8a6c4ce0e,CL_1cb4245e3424,GC_78b3828d184a::GC_b380cf771d45,achieving thermoelectric conversion + marginal solvation,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7682,7605,4857,4800,4857
5640,19352,TC_650249396a28,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_ccca394e2d67,GC_28dcc6b5c5f9::GC_4a92e5f4fe38,redox pair ion + hydrogel,GC_28dcc6b5c5f9,redox pair ion,material_or_structure,1,1,0,0,,,TP_ccca394e2d67,CL_ae83d10d15e2,GC_28dcc6b5c5f9::GC_b380cf771d45,achieving thermoelectric conversion + redox pair ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7684,7607,4858,4801,4858
5641,19353,TC_2fa7c78e1e04,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_d099cdd6c357,GC_0bb45bee94db::GC_4a92e5f4fe38,graphite electrode + hydrogel,GC_0bb45bee94db,graphite electrode,material_or_structure,1,1,0,0,,,TP_d099cdd6c357,CL_f1f3d71bbc78,GC_0bb45bee94db::GC_b380cf771d45,achieving thermoelectric conversion + graphite electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7685,7608,4859,4802,4859
5642,19354,TC_ad4698cc0379,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_d243160f44e1,GC_4a92e5f4fe38::GC_b1c7239d288c,hydrogel + energy storage density,GC_b1c7239d288c,energy storage density,outcome_or_property,1,1,0,0,,,TP_d243160f44e1,CL_edab0ac80d29,GC_b1c7239d288c::GC_b380cf771d45,achieving thermoelectric conversion + energy storage density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7686,7609,4860,4803,4860
5643,19355,TC_477da59e259f,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_d4d367ea62dc,GC_49990adc781e::GC_4a92e5f4fe38,energy conversion + hydrogel,GC_49990adc781e,energy conversion,mechanism_or_process,1,1,0,0,,,TP_d4d367ea62dc,CL_f1dcb17c830d,GC_49990adc781e::GC_b380cf771d45,achieving thermoelectric conversion + energy conversion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7687,7610,4861,4804,4861
5644,19360,TC_551b0781f1b5,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_dbb04c97782d,GC_118af0040619::GC_4a92e5f4fe38,thermopower + hydrogel,GC_118af0040619,thermopower,outcome_or_property,1,1,0,0,,,TP_dbb04c97782d,CL_c684ca6787b1,GC_118af0040619::GC_b380cf771d45,achieving thermoelectric conversion + thermopower,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7692,7615,4862,4805,4862
5645,19361,TC_e9df8ec089eb,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_dc24552919c4,GC_4a92e5f4fe38::GC_d18c91f9affa,hydrogel + temperature difference,GC_d18c91f9affa,temperature difference,mechanism_or_process,1,2,0,0,,,TP_dc24552919c4,CL_020e6e66ceed,GC_b380cf771d45::GC_d18c91f9affa,achieving thermoelectric conversion + temperature difference,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,3,21,1,9390,2008,1931,1441,1384,1441
5646,19363,TC_7a4e265268fd,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_de92ac058da1,GC_2d021adf8e8a::GC_4a92e5f4fe38,electrode temperature difference + hydrogel,GC_2d021adf8e8a,electrode temperature difference,mechanism_or_process,1,1,0,0,,,TP_de92ac058da1,CL_cf7d957b243b,GC_2d021adf8e8a::GC_b380cf771d45,achieving thermoelectric conversion + electrode temperature difference,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7694,7617,4863,4806,4863
5647,19364,TC_4151b32fe304,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_e4be8b3ac1e7,GC_46a93ade6925::GC_4a92e5f4fe38,inorganic salt + hydrogel,GC_46a93ade6925,inorganic salt,material_or_structure,1,1,0,0,,,TP_e4be8b3ac1e7,CL_5c0b1c6a7082,GC_46a93ade6925::GC_b380cf771d45,achieving thermoelectric conversion + inorganic salt,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7695,7618,4864,4807,4864
5648,19365,TC_60007366ab73,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_e73743d4dea2,GC_4a92e5f4fe38::GC_b4013b848168,hydrogel + hydrogel film,GC_b4013b848168,hydrogel film,material_or_structure,1,1,0,0,,,TP_e73743d4dea2,CL_eab1e64a6497,GC_b380cf771d45::GC_b4013b848168,achieving thermoelectric conversion + hydrogel film,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7696,7619,4865,4808,4865
5649,19366,TC_70f17971ba76,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_d603933555eb,GC_4a92e5f4fe38::GC_b380cf771d45,hydrogel + achieving thermoelectric conversion,GC_b380cf771d45,achieving thermoelectric conversion,mechanism_or_process,1,1,0,0,,,IP_d603933555eb,TP_ec40525e3bc8,GC_4a92e5f4fe38::GC_4f658119a4d2,hydrogel + k+ ion,GC_4f658119a4d2,k+ ion,material_or_structure,1,1,0,0,,,TP_ec40525e3bc8,CL_9db8de14649f,GC_4f658119a4d2::GC_b380cf771d45,achieving thermoelectric conversion + k+ ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7697,7620,4866,4809,4866
