audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
18564,TC_67d070745f74,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_8d1baadc5b21,GC_4a92e5f4fe38::GC_d1b9a44d61c7,hydrogel + atten tion,GC_d1b9a44d61c7,atten tion,untyped_extractive_keyword,1,1,0,0,,,TP_8d1baadc5b21,CL_11c595d95067,GC_d1b9a44d61c7::GC_edd0b2ecc9a5,ultrahigh power density + atten tion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7148,7071,,
18568,TC_15f8c0810a18,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_a113419bc98d,GC_3ea8786de366::GC_4a92e5f4fe38,thermogalvanic cell + hydrogel,GC_3ea8786de366,thermogalvanic cell,device_or_context,1,1,0,0,,,TP_a113419bc98d,CL_6879a0ab3053,GC_3ea8786de366::GC_edd0b2ecc9a5,ultrahigh power density + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7152,7075,,
18581,TC_d40ed258e6df,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_cb0a8e05227c,GC_02010c234a8a::GC_4a92e5f4fe38,eco friendliness + hydrogel,GC_02010c234a8a,eco friendliness,untyped_extractive_keyword,1,1,0,0,,,TP_cb0a8e05227c,CL_f828c6288a7a,GC_02010c234a8a::GC_edd0b2ecc9a5,ultrahigh power density + eco friendliness,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7163,7086,,
18586,TC_b57b92b2ff35,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_d553d9821747,GC_4a92e5f4fe38::GC_9f7eee750593,hydrogel + millimeter level,GC_9f7eee750593,millimeter level,untyped_extractive_keyword,1,1,0,0,,,TP_d553d9821747,CL_b01d495a0197,GC_9f7eee750593::GC_edd0b2ecc9a5,ultrahigh power density + millimeter level,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7168,7091,,
18587,TC_d1adc3feb1a1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_d61ca884fa21,GC_4a92e5f4fe38::GC_dda7f8bc7f7c,hydrogel + array thermogalvanic,GC_dda7f8bc7f7c,array thermogalvanic,untyped_extractive_keyword,1,1,0,0,,,TP_d61ca884fa21,CL_b55dfbec7640,GC_dda7f8bc7f7c::GC_edd0b2ecc9a5,ultrahigh power density + array thermogalvanic,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7169,7092,,
18588,TC_49e88e2091fc,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_d8ba219b2ad3,GC_27b4968fb9f4::GC_4a92e5f4fe38,quasi stable + hydrogel,GC_27b4968fb9f4,quasi stable,untyped_extractive_keyword,1,1,0,0,,,TP_d8ba219b2ad3,CL_5bc45b43f0af,GC_27b4968fb9f4::GC_edd0b2ecc9a5,ultrahigh power density + quasi stable,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7170,7093,,
18589,TC_7acfbb3dd053,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_d9048e5b9aeb,GC_2e8e201aef30::GC_4a92e5f4fe38,liquid state + hydrogel,GC_2e8e201aef30,liquid state,untyped_extractive_keyword,1,1,0,0,,,TP_d9048e5b9aeb,CL_f8de764be0a5,GC_2e8e201aef30::GC_edd0b2ecc9a5,ultrahigh power density + liquid state,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7171,7094,,
18592,TC_4aaf866b1526,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_de4e793f2487,GC_4a92e5f4fe38::GC_6f3be58a8f19,hydrogel + real time,GC_6f3be58a8f19,real time,untyped_extractive_keyword,1,1,0,0,,,TP_de4e793f2487,CL_a92f40a96523,GC_6f3be58a8f19::GC_edd0b2ecc9a5,ultrahigh power density + real time,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7173,7096,,
18597,TC_5b4ef97aa700,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_eeb3f4c4c3cc,GC_4a92e5f4fe38::GC_66b471744909,hydrogel + conformal thermogalvanic generator,GC_66b471744909,conformal thermogalvanic generator,device_or_context,1,1,0,0,,,TP_eeb3f4c4c3cc,CL_165e406626fb,GC_66b471744909::GC_edd0b2ecc9a5,ultrahigh power density + conformal thermogalvanic generator,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7178,7101,,
18598,TC_7935532bd15c,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_ef3f10b878d1,GC_3286395881b3::GC_4a92e5f4fe38,long term + hydrogel,GC_3286395881b3,long term,untyped_extractive_keyword,1,1,0,0,,,TP_ef3f10b878d1,CL_de0518ba7e5a,GC_3286395881b3::GC_edd0b2ecc9a5,ultrahigh power density + long term,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7179,7102,,
18600,TC_12c0c4e9d6e1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,hydrogel + ultrahigh power density,GC_edd0b2ecc9a5,ultrahigh power density,outcome_or_property,1,1,0,0,,,IP_b7ef0df1dd0e,TP_f938b2c6a1a2,GC_3be2e7216e42::GC_4a92e5f4fe38,self powered + hydrogel,GC_3be2e7216e42,self powered,untyped_extractive_keyword,1,1,0,0,,,TP_f938b2c6a1a2,CL_ad664cbc6179,GC_3be2e7216e42::GC_edd0b2ecc9a5,ultrahigh power density + self powered,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7181,7104,,
18612,TC_458aeb839455,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_1d2c8bfd05c2,GC_4a92e5f4fe38::GC_519340eb3e00,hydrogel + temperature responsive,GC_519340eb3e00,temperature responsive,untyped_extractive_keyword,1,1,0,0,,,TP_1d2c8bfd05c2,CL_133852004c99,GC_519340eb3e00::GC_b03a6b8899f1,zn2 + temperature responsive,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7191,7114,,
18613,TC_42e9bc527ec4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_273192b203dc,GC_4a92e5f4fe38::GC_e9abbbf10922,hydrogel + thermo reversible,GC_e9abbbf10922,thermo reversible,untyped_extractive_keyword,1,1,0,0,,,TP_273192b203dc,CL_f60fcea3734a,GC_b03a6b8899f1::GC_e9abbbf10922,zn2 + thermo reversible,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7192,7115,,
18621,TC_d555b10ec481,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_4cd870e9d088,GC_4a92e5f4fe38::GC_e3dc7a9d810c,hydrogel + quasi solid state,GC_e3dc7a9d810c,quasi solid state,untyped_extractive_keyword,1,2,0,0,,,TP_4cd870e9d088,CL_09c50e6bc6cd,GC_b03a6b8899f1::GC_e3dc7a9d810c,zn2 + quasi solid state,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,3,21,1,9390,1978,1901,,
18622,TC_4726e12d0537,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_4d0996278de2,GC_4a92e5f4fe38::GC_a15216d3da74,hydrogel + hydrogel thermo electrochemical cell,GC_a15216d3da74,hydrogel thermo electrochemical cell,device_or_context,1,1,0,0,,,TP_4d0996278de2,CL_366f00e597fd,GC_a15216d3da74::GC_b03a6b8899f1,zn2 + hydrogel thermo electrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7196,7119,,
18623,TC_4692ca3cfb8d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_4e46de07af2d,GC_138545480ba1::GC_4a92e5f4fe38,thermo electrochemical + hydrogel,GC_138545480ba1,thermo electrochemical,untyped_extractive_keyword,1,1,0,0,,,TP_4e46de07af2d,CL_7ba28256666b,GC_138545480ba1::GC_b03a6b8899f1,zn2 + thermo electrochemical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7197,7120,,
18624,TC_dc3dd0f659ae,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_4e8d6a277f10,GC_4a92e5f4fe38::GC_50c64ed68beb,hydrogel + freeze tolerance,GC_50c64ed68beb,freeze tolerance,untyped_extractive_keyword,1,1,0,0,,,TP_4e8d6a277f10,CL_17f8118e9015,GC_50c64ed68beb::GC_b03a6b8899f1,zn2 + freeze tolerance,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7198,7121,,
18627,TC_cd2a0ce99028,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_5ec4ae573029,GC_4a92e5f4fe38::GC_d7e4ea27d643,hydrogel + quasi solid,GC_d7e4ea27d643,quasi solid,untyped_extractive_keyword,1,1,0,0,,,TP_5ec4ae573029,CL_febc2eef2921,GC_b03a6b8899f1::GC_d7e4ea27d643,zn2 + quasi solid,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7201,7124,,
18636,TC_75f42bcc8fff,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_7b3c19dcd149,GC_4a92e5f4fe38::GC_649527c4ec05,hydrogel + self humidifying,GC_649527c4ec05,self humidifying,untyped_extractive_keyword,1,1,0,0,,,TP_7b3c19dcd149,CL_63627cfcbc87,GC_649527c4ec05::GC_b03a6b8899f1,zn2 + self humidifying,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7209,7132,,
18637,TC_1c80c880e55f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_7c34a0e76b70,GC_4a92e5f4fe38::GC_add8780f20fe,hydrogel + molecular dynamics simulations,GC_add8780f20fe,molecular dynamics simulations,evidence_method,1,1,0,0,,,TP_7c34a0e76b70,CL_d11f2514f369,GC_add8780f20fe::GC_b03a6b8899f1,zn2 + molecular dynamics simulations,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7210,7133,,
18641,TC_3f9b4fbe6dde,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_8d1baadc5b21,GC_4a92e5f4fe38::GC_d1b9a44d61c7,hydrogel + atten tion,GC_d1b9a44d61c7,atten tion,untyped_extractive_keyword,1,1,0,0,,,TP_8d1baadc5b21,CL_58104c3aa177,GC_b03a6b8899f1::GC_d1b9a44d61c7,zn2 + atten tion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7213,7136,,
18645,TC_e3e43ce631c6,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_a113419bc98d,GC_3ea8786de366::GC_4a92e5f4fe38,thermogalvanic cell + hydrogel,GC_3ea8786de366,thermogalvanic cell,device_or_context,1,1,0,0,,,TP_a113419bc98d,CL_ea9b486d3bd9,GC_3ea8786de366::GC_b03a6b8899f1,zn2 + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7217,7140,,
18658,TC_c6d73057a479,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_cb0a8e05227c,GC_02010c234a8a::GC_4a92e5f4fe38,eco friendliness + hydrogel,GC_02010c234a8a,eco friendliness,untyped_extractive_keyword,1,1,0,0,,,TP_cb0a8e05227c,CL_cf8f39a99d2a,GC_02010c234a8a::GC_b03a6b8899f1,zn2 + eco friendliness,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7228,7151,,
18663,TC_1a325fed8643,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_d553d9821747,GC_4a92e5f4fe38::GC_9f7eee750593,hydrogel + millimeter level,GC_9f7eee750593,millimeter level,untyped_extractive_keyword,1,1,0,0,,,TP_d553d9821747,CL_29793b5da781,GC_9f7eee750593::GC_b03a6b8899f1,zn2 + millimeter level,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7233,7156,,
18664,TC_a75c39b0b955,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_bb113eac6798,GC_4a92e5f4fe38::GC_b03a6b8899f1,hydrogel + zn2,GC_b03a6b8899f1,zn2,literal_formula,1,1,0,0,,,IP_bb113eac6798,TP_d61ca884fa21,GC_4a92e5f4fe38::GC_dda7f8bc7f7c,hydrogel + array thermogalvanic,GC_dda7f8bc7f7c,array thermogalvanic,untyped_extractive_keyword,1,1,0,0,,,TP_d61ca884fa21,CL_1beb5e532c2f,GC_b03a6b8899f1::GC_dda7f8bc7f7c,zn2 + array thermogalvanic,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,7234,7157,,
