paper_id,analysis_layer,source_membership,year,title,paper_concept_id,concept_occurrence_id,doi,sentence_id,sentence_text,sentence_char_start,sentence_char_end,surface_text,normalized_label,normalization_operations,lexical_category,head_token,char_start,char_end,extractor_pattern,document_frequency,paper_occurrence_count,token_count,selection_score,global_concept_id,layer_node_id,span_exact_match,semantic_addition_allowed,selection_scope,cross_paper_frequency_used_for_selection,verifier_status,occurrence_count
P0623,holdout,iTE,2020,High Thermoelectric Performance in Sulfide-Type Argyrodites Compound Ag8Sn(S1-xSex)6 Enabled by Ultralow Lattice Thermal Conductivity and Extended Cubic Phase Regime,PC_ae90914542a0,CO_88ca58ff82c8,10.1002/adfm.202000526,5,"Se doping shifts the orthorhombic-cubic phase transition from 457 K at x = 0 to 430 K at x = 0.10, thereby expanding the temperature range of the thermoelectrically favored cubic phase.",770,955,Se doping,se doping,lowercase,mechanism_or_process,doping,770,779,head_noun_phrase,2,1,2,4.3279,GC_007862ae7084,LN_7092114e58fa,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0623,holdout,iTE,2020,High Thermoelectric Performance in Sulfide-Type Argyrodites Compound Ag8Sn(S1-xSex)6 Enabled by Ultralow Lattice Thermal Conductivity and Extended Cubic Phase Regime,PC_4cc46df3476f,CO_a5ed047a8d41,10.1002/adfm.202000526,7,"These results fill a knowledge gap of the thermoelectric study of argyrodites and contribute to a comprehensive understanding of the chemical bonding, lattice dynamics, and thermal transport of argyrodites.",1111,1317,thermal transport,thermal transport,identity,mechanism_or_process,transport,1284,1301,head_noun_phrase,48,1,2,4.3279,GC_0f4681a9cd6b,LN_af30566c2452,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0623,holdout,iTE,2020,High Thermoelectric Performance in Sulfide-Type Argyrodites Compound Ag8Sn(S1-xSex)6 Enabled by Ultralow Lattice Thermal Conductivity and Extended Cubic Phase Regime,PC_336616aca778,CO_c35b6b2206bf,10.1002/adfm.202000526,3,"Here, the thermoelectric properties of Ag8Sn(S1-xSex)(6) are reported.",361,431,thermoelectric properties,thermoelectric property,simple_plural_to_singular,outcome_or_property,property,371,396,head_noun_phrase,269,1,2,3.3279,GC_82f863b160b5,LN_734e257af70f,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0623,holdout,iTE,2020,High Thermoelectric Performance in Sulfide-Type Argyrodites Compound Ag8Sn(S1-xSex)6 Enabled by Ultralow Lattice Thermal Conductivity and Extended Cubic Phase Regime,PC_b55d280a6efb,CO_3bcaac7137a6,10.1002/adfm.202000526,1,"Argyrodites with a general chemical formula of A(8)BC(6) are known for complex phase transitions, ultralow lattice thermal conductivity, and mixed electronic and ionic conduction.",0,179,ultralow lattice thermal conductivity,ultralow lattice thermal conductivity,identity,outcome_or_property,conductivity,98,135,head_noun_phrase,19,1,4,3.4479,GC_d0ac4120881c,LN_d54cca697ed3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_2c60d4e747f1,CO_f03cfe4026c6,10.1038/s41467-018-05248-8,2,"Here, through systematically investigating electromigration in copper sulfide/selenide thermoelectric materials, we reveal the mechanism for atom migration and deposition based on a critical chemical potential difference.",297,518,atom migration,atom migration,identity,mechanism_or_process,migration,438,452,head_noun_phrase,1,1,2,4.3279,GC_290a02dbed07,LN_747fcf1509f0,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_b0accba4636b,CO_f7ad95ad915b,10.1038/s41467-018-05248-8,2,"Here, through systematically investigating electromigration in copper sulfide/selenide thermoelectric materials, we reveal the mechanism for atom migration and deposition based on a critical chemical potential difference.",297,518,copper sulfide/selenide,copper sulfide/selenide,identity,material_or_structure,selenide,360,383,head_noun_phrase,1,1,2,4.1279,GC_b346c961dfb2,LN_885da78d2fe2,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_6cdfe5a56786,CO_935c7e77e57a,10.1038/s41467-018-05248-8,4,"This strategy not only opens the possibility of using such conductors in thermoelectric applications, but may also provide approaches to engineer perovskite photovoltaic materials and the experimental methods may be applicable to understanding dendrite growth in lithium ion batteries.",828,1113,engineer perovskite,engineer perovskite,identity,material_or_structure,perovskite,965,984,head_noun_phrase,1,1,2,4.1279,GC_88c151e286b4,LN_0046ba39138c,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_3bfb02ef2216,CO_66f57e0e7a52,10.1038/s41467-018-05248-8,3,"Then, a strategy for stable use is proposed: constructing a series of electronically conducting, but ion-blocking barriers to reset the chemical potential of such conductors to keep it below the threshold for decomposition, even if it is used with high electric currents and/or large temperature differences.",519,827,ion-blocking,ion blocking,hyphen_to_space,untyped_extractive_keyword,blocking,620,632,generic_hyphenated_keyword,5,1,2,2.9279,GC_e5d27c0eac55,LN_e0a79a87c6d3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_f4970eb34bb8,CO_cee2e4975e12,10.1038/s41467-018-05248-8,1,"Many superionic mixed ionic-electronic conductors with a liquid-like sublattice have been identified as high efficiency thermoelectric materials, but their applications are limited due to the possibility of decomposition when subjected to high electronic currents and large temperature gradients.",0,296,ionic-electronic,ionic electronic,hyphen_to_space,untyped_extractive_keyword,electronic,22,38,generic_hyphenated_keyword,29,1,2,2.9279,GC_6e68363bbfaf,LN_610dc940d871,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_1fc7be6b12a4,CO_1c4a55118ab1,10.1038/s41467-018-05248-8,1,"Many superionic mixed ionic-electronic conductors with a liquid-like sublattice have been identified as high efficiency thermoelectric materials, but their applications are limited due to the possibility of decomposition when subjected to high electronic currents and large temperature gradients.",0,296,large temperature gradients,large temperature gradient,simple_plural_to_singular,mechanism_or_process,gradient,268,295,head_noun_phrase,6,1,3,4.3879,GC_bd7450e5b9de,LN_df59a284f7d7,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_62ae2f3f294e,CO_cf232c0568c5,10.1038/s41467-018-05248-8,1,"Many superionic mixed ionic-electronic conductors with a liquid-like sublattice have been identified as high efficiency thermoelectric materials, but their applications are limited due to the possibility of decomposition when subjected to high electronic currents and large temperature gradients.",0,296,liquid-like,liquid like,hyphen_to_space,untyped_extractive_keyword,like,57,68,generic_hyphenated_keyword,26,1,2,2.9279,GC_863564dad23e,LN_2ea272059862,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0624,holdout,iTE,2018,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,PC_f2cb2b392259,CO_ee6694c9d666,10.1038/s41467-018-05248-8,4,"This strategy not only opens the possibility of using such conductors in thermoelectric applications, but may also provide approaches to engineer perovskite photovoltaic materials and the experimental methods may be applicable to understanding dendrite growth in lithium ion batteries.",828,1113,lithium ion,lithium ion,identity,material_or_structure,ion,1091,1102,head_noun_phrase,15,1,2,4.1279,GC_057bd7922615,LN_ecf9ed118253,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_a22e7cb681d9,CO_99997e4c5846,10.1063/5.0043498,5,"Conversely, cations with a sufficiently negative softness parameter exhibit fast thermal diffusion due to weak binding to PSS- and, thus, lead to a positive Seebeck coefficient.",770,947,fast thermal diffusion,fast thermal diffusion,identity,mechanism_or_process,diffusion,846,868,head_noun_phrase,1,1,3,4.3879,GC_8f0d18cd95a7,LN_e2c755bdc5d6,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_7f2a85701e9e,CO_a22597d4b20b,10.1063/5.0043498,2,The present work shows that the ion-polymer matrix interaction can alter the Seebeck coefficient to a great extent.,203,318,ion-polymer,ion polymer,hyphen_to_space,material_or_structure,polymer,235,246,head_noun_phrase,6,1,2,4.1279,GC_4df59d56599a,LN_140e70f18ba8,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_b7c2845ff43c,CO_a21057f19d19,10.1063/5.0043498,2,The present work shows that the ion-polymer matrix interaction can alter the Seebeck coefficient to a great extent.,203,318,ion-polymer matrix interaction,ion polymer matrix interaction,hyphen_to_space,mechanism_or_process,interaction,235,265,head_noun_phrase,2,1,4,4.4479,GC_1fe26aec9da5,LN_93c6a8a397a5,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_222b954ef29c,CO_410ce249add7,10.1063/5.0043498,7,Our work highlights the important role of ionic properties and provides a pathway for the rational selection of ions in ionic thermoelectrics.,1108,1250,ionic properties,ionic property,simple_plural_to_singular,outcome_or_property,property,1150,1166,head_noun_phrase,1,1,2,3.3279,GC_43c41d35f535,LN_140c58d3a715,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_b5ffdf5a9170,CO_4161228a23b6,10.1063/5.0043498,1,Ionic thermoelectric materials attract widespread attention due to their large Seebeck coefficient compared with electronic thermoelectric counterparts whose main charge carriers are electrons or holes.,0,202,large Seebeck coefficient,large seebeck coefficient,lowercase,outcome_or_property,coefficient,73,98,head_noun_phrase,19,1,3,3.3879,GC_52addd84a2e7,LN_4b9148f78fa2,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_13b6bb559492,CO_8678a48da410,10.1063/5.0043498,4,"We notice that cations with a positive or a small negative softness parameter value exhibit a negative Seebeck coefficient, resulting from limited thermal diffusion of the cations that are strongly bound to PSS- anions.",550,769,limited thermal diffusion,limited thermal diffusion,identity,mechanism_or_process,diffusion,689,714,head_noun_phrase,1,1,3,4.3879,GC_a3de17d27c41,LN_4a3e551f3a17,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_7695db8942c8,CO_a97132756fce,10.1063/5.0043498,4,"We notice that cations with a positive or a small negative softness parameter value exhibit a negative Seebeck coefficient, resulting from limited thermal diffusion of the cations that are strongly bound to PSS- anions.",550,769,negative Seebeck coefficient,negative seebeck coefficient,lowercase,outcome_or_property,coefficient,644,672,head_noun_phrase,8,1,3,3.3879,GC_3197a0656bee,LN_847619c13168,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_e2467483f03d,CO_1038fb896316,10.1063/5.0043498,5,"Conversely, cations with a sufficiently negative softness parameter exhibit fast thermal diffusion due to weak binding to PSS- and, thus, lead to a positive Seebeck coefficient.",770,947,positive Seebeck coefficient,positive seebeck coefficient,lowercase,outcome_or_property,coefficient,918,946,head_noun_phrase,5,1,3,3.3879,GC_070354244e6f,LN_fbde7e17907a,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_1af43b8bdc95,CO_99cafeca89ec,10.1063/5.0043498,4,"We notice that cations with a positive or a small negative softness parameter value exhibit a negative Seebeck coefficient, resulting from limited thermal diffusion of the cations that are strongly bound to PSS- anions.",550,769,PSS-,pss-,lowercase,literal_formula,pss-,757,761,literal_formula,2,2,1,3.1896,GC_3367b10c4898,LN_a98af54e8cb5,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_798afbd682b3,CO_ae126a03175c,10.1063/5.0043498,4,"We notice that cations with a positive or a small negative softness parameter value exhibit a negative Seebeck coefficient, resulting from limited thermal diffusion of the cations that are strongly bound to PSS- anions.",550,769,PSS- anions,pss- anion,lowercase; simple_plural_to_singular,material_or_structure,anion,757,768,head_noun_phrase,1,1,2,4.1279,GC_44888d4d77d1,LN_59665851493d,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_60e514eb749c,CO_110218516765,10.1063/5.0043498,2,The present work shows that the ion-polymer matrix interaction can alter the Seebeck coefficient to a great extent.,203,318,Seebeck coefficient,seebeck coefficient,lowercase,outcome_or_property,coefficient,280,299,head_noun_phrase,438,2,2,3.4496,GC_6cdb23f33c74,LN_62e98998afef,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_59dbaf0dacc8,CO_8af9599fc788,10.1063/5.0043498,6,"Based on the established relationship, robust thermoelectric materials with a tunable Seebeck coefficient ranging from -9.63mV/K to +3.07mV/K are demonstrated.",948,1107,tunable Seebeck coefficient,tunable seebeck coefficient,lowercase,outcome_or_property,coefficient,1026,1053,head_noun_phrase,1,1,3,3.3879,GC_9bca138e7e56,LN_ff4b0146d9c3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0625,iTE,iTE,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,PC_207756273c44,CO_702d4598be66,10.1063/5.0043498,3,"To further shed light on the role of ions, seven water-soluble inorganic chlorides are utilized in this work, to highlight the influence of the cationic softness parameter on the Seebeck coefficient in a PEDOT:PSS ionic conductor.",319,549,water-soluble,water soluble,hyphen_to_space,untyped_extractive_keyword,soluble,368,381,generic_hyphenated_keyword,5,1,2,2.9279,GC_ba40bb63c8f0,LN_afc908e0f749,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_93e2f9ae8f0b,CO_cb28566daec6,10.1002/adfm.202104175,2,"Indeed, they are expected to make available reduced thermal conductivity without a heavy trade-off on electrical conductivity, a key requirement to optimize the thermoelectric figure of merit.",121,313,available reduced thermal conductivity,available reduced thermal conductivity,identity,outcome_or_property,conductivity,155,193,head_noun_phrase,1,1,4,3.4479,GC_5dd848db19ca,LN_252858aec90c,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_a981188499b4,CO_51abca58b266,10.1002/adfm.202104175,2,"Indeed, they are expected to make available reduced thermal conductivity without a heavy trade-off on electrical conductivity, a key requirement to optimize the thermoelectric figure of merit.",121,313,electrical conductivity,electrical conductivity,identity,outcome_or_property,conductivity,223,246,head_noun_phrase,281,1,2,3.3279,GC_a8311b95a427,LN_67c440b08ad0,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_47f62b6cf219,CO_4b4d692f0087,10.1002/adfm.202104175,4,These devices allow the field-effect control of electrical transport in suspended semiconducting nanowires in which thermal conductivity can be simultaneously measured using an all-electrical setup.,443,641,electrical transport,electrical transport,identity,mechanism_or_process,transport,491,511,head_noun_phrase,22,1,2,4.3279,GC_4b4c3a5d92f4,LN_bcd4a4f19723,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_835a049d410a,CO_fcadf8dce9ca,10.1002/adfm.202104175,4,These devices allow the field-effect control of electrical transport in suspended semiconducting nanowires in which thermal conductivity can be simultaneously measured using an all-electrical setup.,443,641,field-effect,field effect,hyphen_to_space,untyped_extractive_keyword,effect,467,479,generic_hyphenated_keyword,4,1,2,2.9279,GC_2695ebac3b49,LN_76ba0d81df75,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_302e200edd57,CO_5dae218c1966,10.1002/adfm.202104175,1,Semiconductor nanostructures have raised much hope for the implementation of high-performance thermoelectric generators.,0,120,Semiconductor nanostructures,semiconductor nanostructure,lowercase; simple_plural_to_singular,material_or_structure,nanostructure,0,28,head_noun_phrase,1,1,2,4.1279,GC_cc14d0fd2536,LN_3fa9056bf3e8,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_8898a199db4d,CO_50e8c92d2b2e,10.1002/adfm.202104175,4,These devices allow the field-effect control of electrical transport in suspended semiconducting nanowires in which thermal conductivity can be simultaneously measured using an all-electrical setup.,443,641,thermal conductivity,thermal conductivity,identity,outcome_or_property,conductivity,559,579,head_noun_phrase,260,1,2,3.3279,GC_cf542d621742,LN_1072907b8fc1,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_e86cec11bdd7,CO_5871a6a16c4b,10.1002/adfm.202104175,5,"The resulting experimental data on electrical and thermal transport properties taken on individual nanodevices can be combined to extract ZT, guide device optimization and dynamical tuning of the thermoelectric properties.",642,864,thermal transport,thermal transport,identity,mechanism_or_process,transport,692,709,head_noun_phrase,48,1,2,4.3279,GC_0f4681a9cd6b,LN_af30566c2452,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_8bfbd803bfc5,CO_c80bb9fcad3e,10.1002/adfm.202104175,5,"The resulting experimental data on electrical and thermal transport properties taken on individual nanodevices can be combined to extract ZT, guide device optimization and dynamical tuning of the thermoelectric properties.",642,864,thermal transport properties,thermal transport property,simple_plural_to_singular,outcome_or_property,property,692,720,head_noun_phrase,21,1,3,3.3879,GC_4da12ab049a4,LN_f6a26c1af7aa,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_a6dac3e7be2f,CO_12627af6e1f9,10.1002/adfm.202104175,3,"Here, a novel nanodevice architecture is presented in which ionic liquids are employed as thermally-insulating gate dielectrics.",314,442,thermally-insulating,thermally insulating,hyphen_to_space,untyped_extractive_keyword,insulating,404,424,generic_hyphenated_keyword,1,1,2,2.9279,GC_f93b7aaa1c89,LN_8d911135c28c,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_7e71bd208068,CO_e214945b2b96,10.1002/adfm.202104175,1,Semiconductor nanostructures have raised much hope for the implementation of high-performance thermoelectric generators.,0,120,thermoelectric generators,thermoelectric generator,simple_plural_to_singular,device_or_context,generator,94,119,head_noun_phrase,48,1,2,1.8279,GC_2af9f1aa472a,LN_25db46eeb2c6,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0626,holdout,iTE,2021,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,PC_d86cedf846bb,CO_fabcd43c268c,10.1002/adfm.202104175,5,"The resulting experimental data on electrical and thermal transport properties taken on individual nanodevices can be combined to extract ZT, guide device optimization and dynamical tuning of the thermoelectric properties.",642,864,thermoelectric properties,thermoelectric property,simple_plural_to_singular,outcome_or_property,property,838,863,head_noun_phrase,269,1,2,3.3279,GC_82f863b160b5,LN_734e257af70f,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_e5adade3dbf1,CO_b8a45e889964,10.1021/acsaelm.1c00995,1,"Among the many extraordinary qualities of graphene, its thermoelectric properties have attracted significant interest, for example, in active cooling applications.",0,163,active cooling,active cooling,identity,mechanism_or_process,cooling,135,149,head_noun_phrase,2,1,2,4.3279,GC_c939c5433a0d,LN_dc8a8a655ea0,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_3bfd4f89079f,CO_678e1699b8d3,10.1021/acsaelm.1c00995,2,"Here, we report on the thermoelectric transport properties of centimeter-sized monolayer CVD graphene, electrostatically controlled by a high-capacity ionic gel.",164,325,centimeter-sized,centimeter sized,hyphen_to_space,untyped_extractive_keyword,sized,226,242,generic_hyphenated_keyword,1,1,2,2.9279,GC_30d2002093d2,LN_039d9005ee38,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_bfade055c69f,CO_c9ce0670a497,10.1021/acsaelm.1c00995,2,"Here, we report on the thermoelectric transport properties of centimeter-sized monolayer CVD graphene, electrostatically controlled by a high-capacity ionic gel.",164,325,high-capacity,high capacity,hyphen_to_space,outcome_or_property,capacity,301,314,head_noun_phrase,3,1,2,3.3279,GC_68f653d18b3d,LN_935f1316969e,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_7a142b4ad9c2,CO_ab6d3b2a2638,10.1021/acsaelm.1c00995,2,"Here, we report on the thermoelectric transport properties of centimeter-sized monolayer CVD graphene, electrostatically controlled by a high-capacity ionic gel.",164,325,ionic gel,ionic gel,identity,material_or_structure,gel,315,324,head_noun_phrase,4,1,2,4.1279,GC_b67d67cae765,LN_0f626c02df3e,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_e397aed8a48b,CO_ab9899eb0eb3,10.1021/acsaelm.1c00995,3,"The power factor reaches 7 and 5.4 mW m(-1) K-2 for hole and electron conduction, respectively, similar to earlier reports obtained for microdevices despite our devices being over 2 orders of magnitude larger.",326,535,power factor,power factor,identity,outcome_or_property,factor,330,342,head_noun_phrase,182,1,2,3.3279,GC_5efc27b241e5,LN_be4fbfd1906e,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_711cf4506e38,CO_e2cf6edf8016,10.1021/acsaelm.1c00995,1,"Among the many extraordinary qualities of graphene, its thermoelectric properties have attracted significant interest, for example, in active cooling applications.",0,163,thermoelectric properties,thermoelectric property,simple_plural_to_singular,outcome_or_property,property,56,81,head_noun_phrase,269,1,2,3.3279,GC_82f863b160b5,LN_734e257af70f,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_cf9592051e4c,CO_56df02d8a54c,10.1021/acsaelm.1c00995,2,"Here, we report on the thermoelectric transport properties of centimeter-sized monolayer CVD graphene, electrostatically controlled by a high-capacity ionic gel.",164,325,thermoelectric transport,thermoelectric transport,identity,mechanism_or_process,transport,187,211,head_noun_phrase,27,1,2,4.3279,GC_273b14507b1d,LN_b9d737ec1b76,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0627,holdout,iTE,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,PC_ff66348e6061,CO_529e0e1b6661,10.1021/acsaelm.1c00995,2,"Here, we report on the thermoelectric transport properties of centimeter-sized monolayer CVD graphene, electrostatically controlled by a high-capacity ionic gel.",164,325,thermoelectric transport properties,thermoelectric transport property,simple_plural_to_singular,outcome_or_property,property,187,222,head_noun_phrase,16,1,3,3.3879,GC_3633b8fe3333,LN_029d23a58ee4,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0628,holdout,iTE,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,PC_aa9b9105762d,CO_b3f0a5b8b4be,10.1016/j.jmat.2020.01.001,5,"Moreover, the electrical conductivity of the corresponding film maintained electrically stable (Delta R/R-0 < 0.12%) under 1000 bending cycles which indicates the great bendability.",827,1008,corresponding film,corresponding film,identity,material_or_structure,film,872,890,head_noun_phrase,1,1,2,4.1279,GC_99a8cf77856c,LN_294f4113d780,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0628,holdout,iTE,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,PC_a3a24da1941b,CO_60cf6cc7a986,10.1016/j.jmat.2020.01.001,3,"An ionic liquid (EMImTCM) was used to decouple the ionic interaction between PEDOT and PSS, rearranging the morphology of structure that significantly benefit the mechanical flexibility and the electrical conductivity.",374,592,electrical conductivity,electrical conductivity,identity,outcome_or_property,conductivity,568,591,head_noun_phrase,281,2,2,3.4496,GC_a8311b95a427,LN_67c440b08ad0,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0628,holdout,iTE,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,PC_e7ad5207da72,CO_735e3cdbadfa,10.1016/j.jmat.2020.01.001,1,Flexible polymer thermoelectric thin film attracts wide attentions because it is compatible with the wearable electronics and e-skin.,0,133,Flexible polymer,flexible polymer,lowercase,material_or_structure,polymer,0,16,head_noun_phrase,3,1,2,4.1279,GC_2520e1451df6,LN_333f1905c076,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0628,holdout,iTE,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,PC_3aea981a73b5,CO_c31f356234ba,10.1016/j.jmat.2020.01.001,3,"An ionic liquid (EMImTCM) was used to decouple the ionic interaction between PEDOT and PSS, rearranging the morphology of structure that significantly benefit the mechanical flexibility and the electrical conductivity.",374,592,ionic interaction,ionic interaction,identity,mechanism_or_process,interaction,425,442,head_noun_phrase,11,1,2,4.3279,GC_28dc444d6663,LN_625b12a5cd08,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0628,holdout,iTE,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,PC_834ef476236c,CO_fb360e60dcb1,10.1016/j.jmat.2020.01.001,4,The addition of L-ascorbic acid was confirmed as effective dedoping additive of PEDOT polymer that changed the oxidation state and hence boosted the thermoelectric power factor without notable sacrifice of the mechanical flexibility.,593,826,PEDOT polymer,pedot polymer,lowercase,material_or_structure,polymer,673,686,head_noun_phrase,3,1,2,4.1279,GC_cde4a6269f8e,LN_d3b10b5c289d,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
