domain,source_concept_id,target_concept_id,source_mention_id,target_mention_id,rank,cosine_similarity
iTE,iTE:P0977:initial_n2,iTE:P1366:initial_n2,iTE:P0977:n2,iTE:P1366:n2,4,0.891791045665741
iTE,iTE:P0977:initial_n2,iTE:P1249:initial_n2,iTE:P0977:n2,iTE:P1249:n2,5,0.8915104866027832
iTE,iTE:P0977:initial_n2,iTE:P1884:initial_n2,iTE:P0977:n2,iTE:P1884:n2,6,0.8877242207527161
iTE,iTE:P0977:initial_n2,iTE:P1690:initial_n2,iTE:P0977:n2,iTE:P1690:n2,7,0.8861695528030396
iTE,iTE:P0977:initial_n2,iTE:P1481:initial_n2,iTE:P0977:n2,iTE:P1481:n2,8,0.8837577104568481
iTE,iTE:P0977:initial_n2,iTE:P1603:initial_n2,iTE:P0977:n2,iTE:P1603:n2,9,0.8803389668464661
iTE,iTE:P0977:initial_n2,iTE:P1183:initial_n1,iTE:P0977:n2,iTE:P1183:n1,10,0.8785165548324585
iTE,iTE:P0979:initial_n1,iTE:P0979:initial_n2,iTE:P0979:n1,iTE:P0979:n2,1,0.9128446578979492
iTE,iTE:P0979:initial_n1,iTE:P0929:initial_n1,iTE:P0979:n1,iTE:P0929:n1,2,0.88228839635849
iTE,iTE:P0979:initial_n1,iTE:P1101:initial_n2,iTE:P0979:n1,iTE:P1101:n2,3,0.8813089728355408
iTE,iTE:P0979:initial_n1,iTE:P0929:initial_n2,iTE:P0979:n1,iTE:P0929:n2,4,0.8785054087638855
iTE,iTE:P0979:initial_n1,iTE:P1958:initial_n1,iTE:P0979:n1,iTE:P1958:n1,5,0.8747985363006592
iTE,iTE:P0979:initial_n1,iTE:P1428:initial_n1,iTE:P0979:n1,iTE:P1428:n1,6,0.8640395998954773
iTE,iTE:P0979:initial_n1,iTE:P1149:initial_n2,iTE:P0979:n1,iTE:P1149:n2,7,0.8615738153457642
iTE,iTE:P0979:initial_n1,iTE:P1183:initial_n2,iTE:P0979:n1,iTE:P1183:n2,8,0.8611001372337341
iTE,iTE:P0979:initial_n1,iTE:P1481:initial_n1,iTE:P0979:n1,iTE:P1481:n1,9,0.8589097261428833
iTE,iTE:P0979:initial_n1,iTE:P1439:initial_n2,iTE:P0979:n1,iTE:P1439:n2,10,0.8576773405075073
iTE,iTE:P0979:initial_n2,iTE:P0979:initial_n1,iTE:P0979:n2,iTE:P0979:n1,1,0.9128446578979492
iTE,iTE:P0979:initial_n2,iTE:P0929:initial_n2,iTE:P0979:n2,iTE:P0929:n2,2,0.9071347117424011
iTE,iTE:P0979:initial_n2,iTE:P1481:initial_n1,iTE:P0979:n2,iTE:P1481:n1,3,0.8943427801132202
iTE,iTE:P0979:initial_n2,iTE:P0929:initial_n1,iTE:P0979:n2,iTE:P0929:n1,4,0.891689658164978
iTE,iTE:P0979:initial_n2,iTE:P1489:initial_n3,iTE:P0979:n2,iTE:P1489:n3,5,0.8916504383087158
iTE,iTE:P0979:initial_n2,iTE:P1489:initial_n2,iTE:P0979:n2,iTE:P1489:n2,6,0.8909385800361633
iTE,iTE:P0979:initial_n2,iTE:P1201:initial_n2,iTE:P0979:n2,iTE:P1201:n2,7,0.8901088237762451
iTE,iTE:P0979:initial_n2,iTE:P1489:initial_n4,iTE:P0979:n2,iTE:P1489:n4,8,0.8874437808990479
iTE,iTE:P0979:initial_n2,iTE:P0952:initial_n1,iTE:P0979:n2,iTE:P0952:n1,9,0.8800133466720581
iTE,iTE:P0979:initial_n2,iTE:P1481:initial_n2,iTE:P0979:n2,iTE:P1481:n2,10,0.8745507001876831
iTE,iTE:P0980:initial_n1,iTE:P0980:initial_n2,iTE:P0980:n1,iTE:P0980:n2,1,0.937630832195282
iTE,iTE:P0980:initial_n1,iTE:P1750:initial_n3,iTE:P0980:n1,iTE:P1750:n3,2,0.7991161346435547
iTE,iTE:P0980:initial_n1,iTE:P1750:initial_n2,iTE:P0980:n1,iTE:P1750:n2,3,0.7952447533607483
iTE,iTE:P0980:initial_n1,iTE:P0608:initial_n2,iTE:P0980:n1,iTE:P0608:n2,4,0.790637731552124
iTE,iTE:P0980:initial_n1,iTE:P0938:initial_n1,iTE:P0980:n1,iTE:P0938:n1,5,0.7895076274871826
iTE,iTE:P0980:initial_n1,iTE:P0938:initial_n4,iTE:P0980:n1,iTE:P0938:n4,6,0.7881733775138855
iTE,iTE:P0980:initial_n1,iTE:P0530:initial_n3,iTE:P0980:n1,iTE:P0530:n3,7,0.7864422798156738
iTE,iTE:P0980:initial_n1,iTE:P0392:initial_n4,iTE:P0980:n1,iTE:P0392:n4,8,0.786194384098053
iTE,iTE:P0980:initial_n1,iTE:P0938:initial_n3,iTE:P0980:n1,iTE:P0938:n3,9,0.7832449078559875
iTE,iTE:P0980:initial_n1,iTE:P1448:initial_n1,iTE:P0980:n1,iTE:P1448:n1,10,0.7802820205688477
iTE,iTE:P0980:initial_n2,iTE:P0980:initial_n1,iTE:P0980:n2,iTE:P0980:n1,1,0.937630832195282
iTE,iTE:P0980:initial_n2,iTE:P1302:initial_n1,iTE:P0980:n2,iTE:P1302:n1,2,0.779815137386322
iTE,iTE:P0980:initial_n2,iTE:P0530:initial_n3,iTE:P0980:n2,iTE:P0530:n3,3,0.7650399208068848
iTE,iTE:P0980:initial_n2,iTE:P1750:initial_n3,iTE:P0980:n2,iTE:P1750:n3,4,0.7638336420059204
iTE,iTE:P0980:initial_n2,iTE:P1739:initial_n2,iTE:P0980:n2,iTE:P1739:n2,5,0.7528407573699951
iTE,iTE:P0980:initial_n2,iTE:P1750:initial_n2,iTE:P0980:n2,iTE:P1750:n2,6,0.7526807188987732
iTE,iTE:P0980:initial_n2,iTE:P0900:initial_n1,iTE:P0980:n2,iTE:P0900:n1,7,0.7503445744514465
iTE,iTE:P0980:initial_n2,iTE:P1957:initial_n1,iTE:P0980:n2,iTE:P1957:n1,8,0.7497041821479797
iTE,iTE:P0980:initial_n2,iTE:P1546:initial_n1,iTE:P0980:n2,iTE:P1546:n1,9,0.7482312321662903
iTE,iTE:P0980:initial_n2,iTE:P0530:initial_n1,iTE:P0980:n2,iTE:P0530:n1,10,0.7461032271385193
iTE,iTE:P0981:initial_n1,iTE:P0981:initial_n2,iTE:P0981:n1,iTE:P0981:n2,1,0.9466962218284607
iTE,iTE:P0981:initial_n1,iTE:P0990:initial_n2,iTE:P0981:n1,iTE:P0990:n2,2,0.8720666170120239
iTE,iTE:P0981:initial_n1,iTE:P1263:initial_n3,iTE:P0981:n1,iTE:P1263:n3,3,0.869335412979126
iTE,iTE:P0981:initial_n1,iTE:P0436:initial_n3,iTE:P0981:n1,iTE:P0436:n3,4,0.8583023548126221
iTE,iTE:P0981:initial_n1,iTE:P0465:initial_n3,iTE:P0981:n1,iTE:P0465:n3,5,0.8559229969978333
iTE,iTE:P0981:initial_n1,iTE:P1263:initial_n2,iTE:P0981:n1,iTE:P1263:n2,6,0.8552121520042419
iTE,iTE:P0981:initial_n1,iTE:P1263:initial_n1,iTE:P0981:n1,iTE:P1263:n1,7,0.853715717792511
iTE,iTE:P0981:initial_n1,iTE:P0682:initial_n1,iTE:P0981:n1,iTE:P0682:n1,8,0.8527259826660156
iTE,iTE:P0981:initial_n1,iTE:P0841:initial_n1,iTE:P0981:n1,iTE:P0841:n1,9,0.8492632508277893
iTE,iTE:P0981:initial_n1,iTE:P1169:initial_n2,iTE:P0981:n1,iTE:P1169:n2,10,0.8478215336799622
iTE,iTE:P0981:initial_n2,iTE:P0981:initial_n1,iTE:P0981:n2,iTE:P0981:n1,1,0.9466962218284607
iTE,iTE:P0981:initial_n2,iTE:P1263:initial_n3,iTE:P0981:n2,iTE:P1263:n3,2,0.9161083698272705
iTE,iTE:P0981:initial_n2,iTE:P1614:initial_n2,iTE:P0981:n2,iTE:P1614:n2,3,0.896899402141571
iTE,iTE:P0981:initial_n2,iTE:P1614:initial_n3,iTE:P0981:n2,iTE:P1614:n3,4,0.8800595998764038
iTE,iTE:P0981:initial_n2,iTE:P1263:initial_n2,iTE:P0981:n2,iTE:P1263:n2,5,0.8704149127006531
iTE,iTE:P0981:initial_n2,iTE:P1263:initial_n1,iTE:P0981:n2,iTE:P1263:n1,6,0.8646926283836365
iTE,iTE:P0981:initial_n2,iTE:P1520:initial_n3,iTE:P0981:n2,iTE:P1520:n3,7,0.8613064885139465
iTE,iTE:P0981:initial_n2,iTE:P1169:initial_n2,iTE:P0981:n2,iTE:P1169:n2,8,0.8607156872749329
iTE,iTE:P0981:initial_n2,iTE:P0560:initial_n1,iTE:P0981:n2,iTE:P0560:n1,9,0.8571337461471558
iTE,iTE:P0981:initial_n2,iTE:P1520:initial_n4,iTE:P0981:n2,iTE:P1520:n4,10,0.8527956008911133
iTE,iTE:P0982:initial_n1,iTE:P0982:initial_n2,iTE:P0982:n1,iTE:P0982:n2,1,0.9684274196624756
iTE,iTE:P0982:initial_n1,iTE:P0922:initial_n1,iTE:P0982:n1,iTE:P0922:n1,2,0.8287854790687561
iTE,iTE:P0982:initial_n1,iTE:P1295:initial_n2,iTE:P0982:n1,iTE:P1295:n2,3,0.8247484564781189
iTE,iTE:P0982:initial_n1,iTE:P0596:initial_n2,iTE:P0982:n1,iTE:P0596:n2,4,0.8213418126106262
iTE,iTE:P0982:initial_n1,iTE:P1295:initial_n1,iTE:P0982:n1,iTE:P1295:n1,5,0.8202678561210632
iTE,iTE:P0982:initial_n1,iTE:P0949:initial_n1,iTE:P0982:n1,iTE:P0949:n1,6,0.8174413442611694
iTE,iTE:P0982:initial_n1,iTE:P0949:initial_n2,iTE:P0982:n1,iTE:P0949:n2,7,0.8167631030082703
iTE,iTE:P0982:initial_n1,iTE:P0664:initial_n2,iTE:P0982:n1,iTE:P0664:n2,8,0.8127673268318176
iTE,iTE:P0982:initial_n1,iTE:P0970:initial_n2,iTE:P0982:n1,iTE:P0970:n2,9,0.8054839372634888
iTE,iTE:P0982:initial_n1,iTE:P0880:initial_n2,iTE:P0982:n1,iTE:P0880:n2,10,0.8029654622077942
iTE,iTE:P0982:initial_n2,iTE:P0982:initial_n1,iTE:P0982:n2,iTE:P0982:n1,1,0.9684274196624756
iTE,iTE:P0982:initial_n2,iTE:P1295:initial_n2,iTE:P0982:n2,iTE:P1295:n2,2,0.8054960370063782
iTE,iTE:P0982:initial_n2,iTE:P0949:initial_n2,iTE:P0982:n2,iTE:P0949:n2,3,0.8045355677604675
iTE,iTE:P0982:initial_n2,iTE:P0949:initial_n1,iTE:P0982:n2,iTE:P0949:n1,4,0.8035029172897339
iTE,iTE:P0982:initial_n2,iTE:P0664:initial_n2,iTE:P0982:n2,iTE:P0664:n2,5,0.7976333498954773
iTE,iTE:P0982:initial_n2,iTE:P1295:initial_n1,iTE:P0982:n2,iTE:P1295:n1,6,0.785517692565918
iTE,iTE:P0982:initial_n2,iTE:P0922:initial_n1,iTE:P0982:n2,iTE:P0922:n1,7,0.7838574051856995
iTE,iTE:P0982:initial_n2,iTE:P0970:initial_n2,iTE:P0982:n2,iTE:P0970:n2,8,0.7830229997634888
iTE,iTE:P0982:initial_n2,iTE:P1264:initial_n1,iTE:P0982:n2,iTE:P1264:n1,9,0.7817080020904541
iTE,iTE:P0982:initial_n2,iTE:P0664:initial_n1,iTE:P0982:n2,iTE:P0664:n1,10,0.7801820635795593
iTE,iTE:P0983:initial_n1,iTE:P0983:initial_n2,iTE:P0983:n1,iTE:P0983:n2,1,0.8608891367912292
iTE,iTE:P0983:initial_n1,iTE:P1769:initial_n2,iTE:P0983:n1,iTE:P1769:n2,2,0.8147890567779541
iTE,iTE:P0983:initial_n1,iTE:P1752:initial_n2,iTE:P0983:n1,iTE:P1752:n2,3,0.814037561416626
iTE,iTE:P0983:initial_n1,iTE:P1324:initial_n1,iTE:P0983:n1,iTE:P1324:n1,4,0.8121094703674316
iTE,iTE:P0983:initial_n1,iTE:P1764:initial_n1,iTE:P0983:n1,iTE:P1764:n1,5,0.7997003793716431
iTE,iTE:P0983:initial_n1,iTE:P0912:initial_n2,iTE:P0983:n1,iTE:P0912:n2,6,0.799023449420929
iTE,iTE:P0983:initial_n1,iTE:P1752:initial_n4,iTE:P0983:n1,iTE:P1752:n4,7,0.7979288101196289
iTE,iTE:P0983:initial_n1,iTE:P1206:initial_n1,iTE:P0983:n1,iTE:P1206:n1,8,0.7976114153862
iTE,iTE:P0983:initial_n1,iTE:P1752:initial_n3,iTE:P0983:n1,iTE:P1752:n3,9,0.7970268130302429
iTE,iTE:P0983:initial_n1,iTE:P1752:initial_n1,iTE:P0983:n1,iTE:P1752:n1,10,0.794441819190979
iTE,iTE:P0983:initial_n2,iTE:P1093:initial_n2,iTE:P0983:n2,iTE:P1093:n2,1,0.862060010433197
iTE,iTE:P0983:initial_n2,iTE:P1450:initial_n2,iTE:P0983:n2,iTE:P1450:n2,2,0.8615996837615967
iTE,iTE:P0983:initial_n2,iTE:P0983:initial_n1,iTE:P0983:n2,iTE:P0983:n1,3,0.8608891367912292
iTE,iTE:P0983:initial_n2,iTE:P1088:initial_n2,iTE:P0983:n2,iTE:P1088:n2,4,0.8586536645889282
iTE,iTE:P0983:initial_n2,iTE:P1450:initial_n3,iTE:P0983:n2,iTE:P1450:n3,5,0.8567817807197571
iTE,iTE:P0983:initial_n2,iTE:P1030:initial_n2,iTE:P0983:n2,iTE:P1030:n2,6,0.8558815717697144
iTE,iTE:P0983:initial_n2,iTE:P0486:initial_n3,iTE:P0983:n2,iTE:P0486:n3,7,0.852372407913208
iTE,iTE:P0983:initial_n2,iTE:P0933:initial_n3,iTE:P0983:n2,iTE:P0933:n3,8,0.8449001312255859
iTE,iTE:P0983:initial_n2,iTE:P0486:initial_n1,iTE:P0983:n2,iTE:P0486:n1,9,0.8444302082061768
iTE,iTE:P0983:initial_n2,iTE:P1172:initial_n2,iTE:P0983:n2,iTE:P1172:n2,10,0.8435605764389038
iTE,iTE:P0984:initial_n1,iTE:P0984:initial_n2,iTE:P0984:n1,iTE:P0984:n2,1,0.9557532668113708
iTE,iTE:P0984:initial_n1,iTE:P0454:initial_n2,iTE:P0984:n1,iTE:P0454:n2,2,0.9026716947555542
iTE,iTE:P0984:initial_n1,iTE:P0454:initial_n1,iTE:P0984:n1,iTE:P0454:n1,3,0.8855446577072144
iTE,iTE:P0984:initial_n1,iTE:P0688:initial_n3,iTE:P0984:n1,iTE:P0688:n3,4,0.8814262747764587
iTE,iTE:P0984:initial_n1,iTE:P0916:initial_n2,iTE:P0984:n1,iTE:P0916:n2,5,0.8798049092292786
iTE,iTE:P0984:initial_n1,iTE:P1121:initial_n1,iTE:P0984:n1,iTE:P1121:n1,6,0.8790072798728943
iTE,iTE:P0984:initial_n1,iTE:P0916:initial_n1,iTE:P0984:n1,iTE:P0916:n1,7,0.8751426339149475
iTE,iTE:P0984:initial_n1,iTE:P1449:initial_n1,iTE:P0984:n1,iTE:P1449:n1,8,0.8733866214752197
iTE,iTE:P0984:initial_n1,iTE:P1449:initial_n2,iTE:P0984:n1,iTE:P1449:n2,9,0.8705100417137146
iTE,iTE:P0984:initial_n1,iTE:P1257:initial_n2,iTE:P0984:n1,iTE:P1257:n2,10,0.8679794073104858
iTE,iTE:P0984:initial_n2,iTE:P0984:initial_n1,iTE:P0984:n2,iTE:P0984:n1,1,0.9557532668113708
iTE,iTE:P0984:initial_n2,iTE:P0454:initial_n2,iTE:P0984:n2,iTE:P0454:n2,2,0.873247504234314
iTE,iTE:P0984:initial_n2,iTE:P0454:initial_n1,iTE:P0984:n2,iTE:P0454:n1,3,0.850605845451355
iTE,iTE:P0984:initial_n2,iTE:P0916:initial_n2,iTE:P0984:n2,iTE:P0916:n2,4,0.8503341674804688
iTE,iTE:P0984:initial_n2,iTE:P0916:initial_n1,iTE:P0984:n2,iTE:P0916:n1,5,0.8459036946296692
iTE,iTE:P0984:initial_n2,iTE:P0764:initial_n4,iTE:P0984:n2,iTE:P0764:n4,6,0.8452218174934387
iTE,iTE:P0984:initial_n2,iTE:P1449:initial_n1,iTE:P0984:n2,iTE:P1449:n1,7,0.844997227191925
iTE,iTE:P0984:initial_n2,iTE:P1449:initial_n2,iTE:P0984:n2,iTE:P1449:n2,8,0.8424670100212097
iTE,iTE:P0984:initial_n2,iTE:P1272:initial_n2,iTE:P0984:n2,iTE:P1272:n2,9,0.8359326124191284
iTE,iTE:P0984:initial_n2,iTE:P1482:initial_n1,iTE:P0984:n2,iTE:P1482:n1,10,0.8343119621276855
iTE,iTE:P0986:initial_n1,iTE:P0986:initial_n2,iTE:P0986:n1,iTE:P0986:n2,1,0.9577646851539612
iTE,iTE:P0986:initial_n1,iTE:P1183:initial_n2,iTE:P0986:n1,iTE:P1183:n2,2,0.8727021813392639
iTE,iTE:P0986:initial_n1,iTE:P1671:initial_n3,iTE:P0986:n1,iTE:P1671:n3,3,0.8710007667541504
iTE,iTE:P0986:initial_n1,iTE:P1183:initial_n1,iTE:P0986:n1,iTE:P1183:n1,4,0.8709572553634644
iTE,iTE:P0986:initial_n1,iTE:P1671:initial_n2,iTE:P0986:n1,iTE:P1671:n2,5,0.8694277405738831
iTE,iTE:P0986:initial_n1,iTE:P1671:initial_n1,iTE:P0986:n1,iTE:P1671:n1,6,0.8674796223640442
iTE,iTE:P0986:initial_n1,iTE:P1280:initial_n2,iTE:P0986:n1,iTE:P1280:n2,7,0.8648054599761963
iTE,iTE:P0986:initial_n1,iTE:P0952:initial_n1,iTE:P0986:n1,iTE:P0952:n1,8,0.8580459952354431
iTE,iTE:P0986:initial_n1,iTE:P1201:initial_n1,iTE:P0986:n1,iTE:P1201:n1,9,0.8576948642730713
iTE,iTE:P0986:initial_n1,iTE:P1722:initial_n3,iTE:P0986:n1,iTE:P1722:n3,10,0.8563123345375061
iTE,iTE:P0986:initial_n2,iTE:P0986:initial_n1,iTE:P0986:n2,iTE:P0986:n1,1,0.9577646851539612
iTE,iTE:P0986:initial_n2,iTE:P1671:initial_n3,iTE:P0986:n2,iTE:P1671:n3,2,0.8954399228096008
iTE,iTE:P0986:initial_n2,iTE:P0843:initial_n3,iTE:P0986:n2,iTE:P0843:n3,3,0.8887695670127869
iTE,iTE:P0986:initial_n2,iTE:P1489:initial_n4,iTE:P0986:n2,iTE:P1489:n4,4,0.886085569858551
iTE,iTE:P0986:initial_n2,iTE:P1366:initial_n2,iTE:P0986:n2,iTE:P1366:n2,5,0.8839367628097534
iTE,iTE:P0986:initial_n2,iTE:P1722:initial_n3,iTE:P0986:n2,iTE:P1722:n3,6,0.8835292458534241
iTE,iTE:P0986:initial_n2,iTE:P1183:initial_n1,iTE:P0986:n2,iTE:P1183:n1,7,0.8821465969085693
iTE,iTE:P0986:initial_n2,iTE:P0610:initial_n2,iTE:P0986:n2,iTE:P0610:n2,8,0.8799635171890259
iTE,iTE:P0986:initial_n2,iTE:P0565:initial_n4,iTE:P0986:n2,iTE:P0565:n4,9,0.8792450428009033
iTE,iTE:P0986:initial_n2,iTE:P0516:initial_n3,iTE:P0986:n2,iTE:P0516:n3,10,0.8781631588935852
iTE,iTE:P0987:initial_n1,iTE:P0987:initial_n2,iTE:P0987:n1,iTE:P0987:n2,1,0.9825469851493835
iTE,iTE:P0987:initial_n1,iTE:P0886:initial_n2,iTE:P0987:n1,iTE:P0886:n2,2,0.8438262343406677
iTE,iTE:P0987:initial_n1,iTE:P0601:initial_n2,iTE:P0987:n1,iTE:P0601:n2,3,0.8410432934761047
iTE,iTE:P0987:initial_n1,iTE:P0587:initial_n3,iTE:P0987:n1,iTE:P0587:n3,4,0.8404838442802429
iTE,iTE:P0987:initial_n1,iTE:P1409:initial_n2,iTE:P0987:n1,iTE:P1409:n2,5,0.8393847346305847
iTE,iTE:P0987:initial_n1,iTE:P1290:initial_n1,iTE:P0987:n1,iTE:P1290:n1,6,0.8384031057357788
iTE,iTE:P0987:initial_n1,iTE:P1290:initial_n2,iTE:P0987:n1,iTE:P1290:n2,7,0.8381295204162598
iTE,iTE:P0987:initial_n1,iTE:P0729:initial_n2,iTE:P0987:n1,iTE:P0729:n2,8,0.8363550305366516
iTE,iTE:P0987:initial_n1,iTE:P0707:initial_n1,iTE:P0987:n1,iTE:P0707:n1,9,0.832462728023529
iTE,iTE:P0987:initial_n1,iTE:P1505:initial_n2,iTE:P0987:n1,iTE:P1505:n2,10,0.8317937850952148
iTE,iTE:P0987:initial_n2,iTE:P0987:initial_n1,iTE:P0987:n2,iTE:P0987:n1,1,0.9825469851493835
iTE,iTE:P0987:initial_n2,iTE:P0601:initial_n2,iTE:P0987:n2,iTE:P0601:n2,2,0.8626536130905151
iTE,iTE:P0987:initial_n2,iTE:P1290:initial_n2,iTE:P0987:n2,iTE:P1290:n2,3,0.8595470190048218
iTE,iTE:P0987:initial_n2,iTE:P1290:initial_n1,iTE:P0987:n2,iTE:P1290:n1,4,0.8591798543930054
iTE,iTE:P0987:initial_n2,iTE:P1573:initial_n2,iTE:P0987:n2,iTE:P1573:n2,5,0.8494290113449097
iTE,iTE:P0987:initial_n2,iTE:P0952:initial_n2,iTE:P0987:n2,iTE:P0952:n2,6,0.8470433354377747
iTE,iTE:P0987:initial_n2,iTE:P1280:initial_n2,iTE:P0987:n2,iTE:P1280:n2,7,0.8452512621879578
iTE,iTE:P0987:initial_n2,iTE:P1041:initial_n2,iTE:P0987:n2,iTE:P1041:n2,8,0.8448684811592102
iTE,iTE:P0987:initial_n2,iTE:P0587:initial_n3,iTE:P0987:n2,iTE:P0587:n3,9,0.8412296772003174
iTE,iTE:P0987:initial_n2,iTE:P1118:initial_n2,iTE:P0987:n2,iTE:P1118:n2,10,0.8396803140640259
iTE,iTE:P0988:initial_n1,iTE:P0988:initial_n2,iTE:P0988:n1,iTE:P0988:n2,1,0.9656720757484436
iTE,iTE:P0988:initial_n1,iTE:P1899:initial_n2,iTE:P0988:n1,iTE:P1899:n2,2,0.8201149106025696
iTE,iTE:P0988:initial_n1,iTE:P1922:initial_n2,iTE:P0988:n1,iTE:P1922:n2,3,0.8116186261177063
iTE,iTE:P0988:initial_n1,iTE:P0913:initial_n2,iTE:P0988:n1,iTE:P0913:n2,4,0.8082473874092102
iTE,iTE:P0988:initial_n1,iTE:P0791:initial_n2,iTE:P0988:n1,iTE:P0791:n2,5,0.8080018162727356
iTE,iTE:P0988:initial_n1,iTE:P1374:initial_n2,iTE:P0988:n1,iTE:P1374:n2,6,0.807621419429779
iTE,iTE:P0988:initial_n1,iTE:P1929:initial_n2,iTE:P0988:n1,iTE:P1929:n2,7,0.8032581210136414
iTE,iTE:P0988:initial_n1,iTE:P1479:initial_n1,iTE:P0988:n1,iTE:P1479:n1,8,0.8003622889518738
iTE,iTE:P0988:initial_n1,iTE:P0487:initial_n2,iTE:P0988:n1,iTE:P0487:n2,9,0.7959055304527283
iTE,iTE:P0988:initial_n1,iTE:P1601:initial_n2,iTE:P0988:n1,iTE:P1601:n2,10,0.7957026958465576
iTE,iTE:P0988:initial_n2,iTE:P0988:initial_n1,iTE:P0988:n2,iTE:P0988:n1,1,0.9656720757484436
iTE,iTE:P0988:initial_n2,iTE:P1479:initial_n1,iTE:P0988:n2,iTE:P1479:n1,2,0.8404967784881592
iTE,iTE:P0988:initial_n2,iTE:P0913:initial_n2,iTE:P0988:n2,iTE:P0913:n2,3,0.8397122025489807
iTE,iTE:P0988:initial_n2,iTE:P0385:initial_n3,iTE:P0988:n2,iTE:P0385:n3,4,0.8382944464683533
iTE,iTE:P0988:initial_n2,iTE:P0791:initial_n2,iTE:P0988:n2,iTE:P0791:n2,5,0.8366338014602661
iTE,iTE:P0988:initial_n2,iTE:P1899:initial_n2,iTE:P0988:n2,iTE:P1899:n2,6,0.8317907452583313
iTE,iTE:P0988:initial_n2,iTE:P0743:initial_n2,iTE:P0988:n2,iTE:P0743:n2,7,0.8316503167152405
iTE,iTE:P0988:initial_n2,iTE:P0782:initial_n2,iTE:P0988:n2,iTE:P0782:n2,8,0.8301990628242493
iTE,iTE:P0988:initial_n2,iTE:P0785:initial_n2,iTE:P0988:n2,iTE:P0785:n2,9,0.8272133469581604
iTE,iTE:P0988:initial_n2,iTE:P0636:initial_n3,iTE:P0988:n2,iTE:P0636:n3,10,0.8233187198638916
iTE,iTE:P0989:initial_n1,iTE:P0719:initial_n2,iTE:P0989:n1,iTE:P0719:n2,1,0.8899140357971191
iTE,iTE:P0989:initial_n1,iTE:P1115:initial_n1,iTE:P0989:n1,iTE:P1115:n1,2,0.889470636844635
iTE,iTE:P0989:initial_n1,iTE:P0719:initial_n1,iTE:P0989:n1,iTE:P0719:n1,3,0.8842850923538208
iTE,iTE:P0989:initial_n1,iTE:P0823:initial_n2,iTE:P0989:n1,iTE:P0823:n2,4,0.8599270582199097
iTE,iTE:P0989:initial_n1,iTE:P1580:initial_n2,iTE:P0989:n1,iTE:P1580:n2,5,0.8583293557167053
iTE,iTE:P0989:initial_n1,iTE:P0823:initial_n1,iTE:P0989:n1,iTE:P0823:n1,6,0.858159065246582
iTE,iTE:P0989:initial_n1,iTE:P1667:initial_n3,iTE:P0989:n1,iTE:P1667:n3,7,0.8558321595191956
iTE,iTE:P0989:initial_n1,iTE:P1246:initial_n2,iTE:P0989:n1,iTE:P1246:n2,8,0.8558211326599121
iTE,iTE:P0989:initial_n1,iTE:P1137:initial_n3,iTE:P0989:n1,iTE:P1137:n3,9,0.8537412285804749
iTE,iTE:P0989:initial_n1,iTE:P1357:initial_n2,iTE:P0989:n1,iTE:P1357:n2,10,0.8527834415435791
iTE,iTE:P0989:initial_n2,iTE:P1115:initial_n2,iTE:P0989:n2,iTE:P1115:n2,1,0.8773247599601746
iTE,iTE:P0989:initial_n2,iTE:P1035:initial_n2,iTE:P0989:n2,iTE:P1035:n2,2,0.8765677809715271
iTE,iTE:P0989:initial_n2,iTE:P0719:initial_n2,iTE:P0989:n2,iTE:P0719:n2,3,0.8740472197532654
iTE,iTE:P0989:initial_n2,iTE:P1035:initial_n1,iTE:P0989:n2,iTE:P1035:n1,4,0.8665583729743958
iTE,iTE:P0989:initial_n2,iTE:P1099:initial_n2,iTE:P0989:n2,iTE:P1099:n2,5,0.8619447350502014
iTE,iTE:P0989:initial_n2,iTE:P0717:initial_n1,iTE:P0989:n2,iTE:P0717:n1,6,0.860040009021759
iTE,iTE:P0989:initial_n2,iTE:P1628:initial_n1,iTE:P0989:n2,iTE:P1628:n1,7,0.8552756309509277
iTE,iTE:P0989:initial_n2,iTE:P0999:initial_n1,iTE:P0989:n2,iTE:P0999:n1,8,0.8547544479370117
iTE,iTE:P0989:initial_n2,iTE:P0717:initial_n2,iTE:P0989:n2,iTE:P0717:n2,9,0.8528486490249634
iTE,iTE:P0989:initial_n2,iTE:P1628:initial_n2,iTE:P0989:n2,iTE:P1628:n2,10,0.8526428937911987
iTE,iTE:P0990:initial_n2,iTE:P0436:initial_n3,iTE:P0990:n2,iTE:P0436:n3,1,0.8721253871917725
iTE,iTE:P0990:initial_n2,iTE:P0981:initial_n1,iTE:P0990:n2,iTE:P0981:n1,2,0.8720666170120239
iTE,iTE:P0990:initial_n2,iTE:P0609:initial_n2,iTE:P0990:n2,iTE:P0609:n2,3,0.8631274104118347
iTE,iTE:P0990:initial_n2,iTE:P0436:initial_n1,iTE:P0990:n2,iTE:P0436:n1,4,0.8623669147491455
iTE,iTE:P0990:initial_n2,iTE:P0678:initial_n1,iTE:P0990:n2,iTE:P0678:n1,5,0.8574144840240479
iTE,iTE:P0990:initial_n2,iTE:P0678:initial_n2,iTE:P0990:n2,iTE:P0678:n2,6,0.8531641960144043
iTE,iTE:P0990:initial_n2,iTE:P0536:initial_n2,iTE:P0990:n2,iTE:P0536:n2,7,0.850512683391571
iTE,iTE:P0990:initial_n2,iTE:P0568:initial_n1,iTE:P0990:n2,iTE:P0568:n1,8,0.8494600057601929
