alignment_id,edge_id,edge_type,global_concept_id,normalized_label,ite_layer_node_id,tg_layer_node_id,source_node_id,target_node_id,alignment_method,exact_label_match,category_match,ite_lexical_category,tg_lexical_category,both_pair_endpoints,path_eligible,all_nontrivial_path_count,endpoint_pass_focus_path_count,focus_eligible,release_status,directed,scientific_relation,causal_claim_allowed,graph_edge_status
AL_c68254bd86e3,AL_c68254bd86e3,exact_node_alignment,GC_c6008555614e,temperature driven,LN_d7045d0ba41e,LN_a801ada00eda,LN_d7045d0ba41e,LN_a801ada00eda,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,2,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_1dedb523a3f3,AL_1dedb523a3f3,exact_node_alignment,GC_ca8cc375b7ff,superior ionic conductivity,LN_f3574b794e76,LN_ba6392f6dc05,LN_f3574b794e76,LN_ba6392f6dc05,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,9,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_5325f1696859,AL_5325f1696859,exact_node_alignment,GC_cb26432a333c,transport property,LN_814bf81cc6cd,LN_2f298d2b1bef,LN_814bf81cc6cd,LN_2f298d2b1bef,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,0,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_5819ba04ddf9,AL_5819ba04ddf9,exact_node_alignment,GC_cb93ac52d9ce,poor mechanical property,LN_517e17f2c710,LN_7606b0ad4f45,LN_517e17f2c710,LN_7606b0ad4f45,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_768b3cf0f30f,AL_768b3cf0f30f,exact_node_alignment,GC_cc1851c62d5a,ion induced,LN_8207ab68035a,LN_f90b2becb890,LN_8207ab68035a,LN_f90b2becb890,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,9,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_be14ba44f5f5,AL_be14ba44f5f5,exact_node_alignment,GC_ce8ce29599c5,i3-,LN_dd59c5e0ab09,LN_2f6ddd265614,LN_dd59c5e0ab09,LN_2f6ddd265614,exact_global_concept_id,True,True,literal_formula,literal_formula,True,True,88,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_fe12338eefc3,AL_fe12338eefc3,exact_node_alignment,GC_cf402379d512,concentration gradient,LN_48242c0aa84a,LN_273c9e5c97c9,LN_48242c0aa84a,LN_273c9e5c97c9,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,76,60,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_aa9688c51bdf,AL_aa9688c51bdf,exact_node_alignment,GC_cf542d621742,thermal conductivity,LN_a933a2c0640a,LN_e6a3600e3b14,LN_a933a2c0640a,LN_e6a3600e3b14,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,639,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_224ce7bcbf3c,AL_224ce7bcbf3c,exact_node_alignment,GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,LN_0f6d9cc28a72,LN_942c8fffcbe6,LN_0f6d9cc28a72,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,3826,2765,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_72fbf484b9fd,AL_72fbf484b9fd,exact_node_alignment,GC_d4d83863e92a,thermoelectric energy conversion,LN_c1d3701458b1,LN_f4d2180c6b4a,LN_c1d3701458b1,LN_f4d2180c6b4a,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_bdcecb82db76,AL_bdcecb82db76,exact_node_alignment,GC_d62dfbbcde48,free standing,LN_97143a786c82,LN_10d7b3417ac7,LN_97143a786c82,LN_10d7b3417ac7,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,28,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_fd729304ba81,AL_fd729304ba81,exact_node_alignment,GC_d68166b3111f,tegs,LN_931ec779bc4d,LN_cd2cb63532bc,LN_931ec779bc4d,LN_cd2cb63532bc,exact_global_concept_id,True,True,literal_formula,literal_formula,True,True,27,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_93e8f2ecea57,AL_93e8f2ecea57,exact_node_alignment,GC_d7e4ea27d643,quasi solid,LN_1735c1271ac5,LN_207c88440220,LN_1735c1271ac5,LN_207c88440220,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,504,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_c9119f1c1025,AL_c9119f1c1025,exact_node_alignment,GC_d88ed30bd17b,long lasting,LN_cb10c06e258b,LN_d32dad758327,LN_cb10c06e258b,LN_d32dad758327,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,14,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_477922b94772,AL_477922b94772,exact_node_alignment,GC_d8d0166aabb8,long term stability,LN_a831b8f83884,LN_4cb4af9852f3,LN_a831b8f83884,LN_4cb4af9852f3,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,15,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_5beb5fb77ec5,AL_5beb5fb77ec5,exact_node_alignment,GC_daadfd6b705e,thermoelectric power,LN_116e3b7ecd0c,LN_dc2fcf94b123,LN_116e3b7ecd0c,LN_dc2fcf94b123,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,109,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_99924628b99a,AL_99924628b99a,exact_node_alignment,GC_daf4dde5060a,micellization,LN_fa947d93b116,LN_8ed03ab4d765,LN_fa947d93b116,LN_8ed03ab4d765,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,4,4,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_59de182587c1,AL_59de182587c1,exact_node_alignment,GC_e25dfa9dcbd3,composite hydrogel,LN_c79a3e3ae44d,LN_0ebbd4caef83,LN_c79a3e3ae44d,LN_0ebbd4caef83,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,9,6,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_b2c901cac8e2,AL_b2c901cac8e2,exact_node_alignment,GC_e3dc7a9d810c,quasi solid state,LN_d988be0ea7f2,LN_de93b237587f,LN_d988be0ea7f2,LN_de93b237587f,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,252,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_50b545f79598,AL_50b545f79598,exact_node_alignment,GC_e49423da4792,short circuit current,LN_77b35271ba15,LN_d9788bf895da,LN_77b35271ba15,LN_d9788bf895da,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,76,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_cba8178a0d08,AL_cba8178a0d08,exact_node_alignment,GC_e4bf93ec5403,large scale,LN_7a91550584d4,LN_7faff7346f9f,LN_7a91550584d4,LN_7faff7346f9f,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,12,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_b37f860f65ec,AL_b37f860f65ec,exact_node_alignment,GC_e64b5adaec75,directly power,LN_3bde754d9ad3,LN_b4fd21f5f613,LN_3bde754d9ad3,LN_b4fd21f5f613,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,7,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_dddc410b4c45,AL_dddc410b4c45,exact_node_alignment,GC_e89d14e00520,cross linked,LN_914bbf8bf755,LN_be6b7f3fc957,LN_914bbf8bf755,LN_be6b7f3fc957,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,168,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_ec63178286f5,AL_ec63178286f5,exact_node_alignment,GC_ea93a132bc3b,normalized maximum power,LN_8013f7d080f7,LN_4c71d04bce2c,LN_8013f7d080f7,LN_4c71d04bce2c,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,7,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_569efbe1fcb0,AL_569efbe1fcb0,exact_node_alignment,GC_eab92cf5093a,salinity gradient,LN_5fc787edb674,LN_742d16653b69,LN_5fc787edb674,LN_742d16653b69,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,12,0,True,endpoint_quarantine,False,False,False,alignment_identity_not_scientific_relation
AL_115d1a8436e0,AL_115d1a8436e0,exact_node_alignment,GC_eb4353188199,solar heating,LN_a67a3eb624b1,LN_b9fb87721913,LN_a67a3eb624b1,LN_b9fb87721913,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,3,0,True,endpoint_quarantine,False,False,False,alignment_identity_not_scientific_relation
AL_d4e5f87bc603,AL_d4e5f87bc603,exact_node_alignment,GC_ebf3eeca652c,distributed power,LN_50758b181755,LN_fe06a221a49d,LN_50758b181755,LN_fe06a221a49d,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_c81597874180,AL_c81597874180,exact_node_alignment,GC_f191c40166e8,normalized maximum power density,LN_3903aa2974ed,LN_2d5db0117157,LN_3903aa2974ed,LN_2d5db0117157,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,7,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_5f6bfeb7043f,AL_5f6bfeb7043f,exact_node_alignment,GC_f22b98b878db,entropy difference,LN_1bcfb75017da,LN_75d11ad03343,LN_1bcfb75017da,LN_75d11ad03343,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,38,32,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_643524f898bb,AL_643524f898bb,exact_node_alignment,GC_f42dbe983442,cu2+,LN_11d947f49a79,LN_9b8055156ad6,LN_11d947f49a79,LN_9b8055156ad6,exact_global_concept_id,True,True,literal_formula,literal_formula,True,True,96,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_f3efdce945b0,AL_f3efdce945b0,exact_node_alignment,GC_f50bbe3cdc5d,temperature gradient,LN_8529233df78b,LN_4e04cb640a89,LN_8529233df78b,LN_4e04cb640a89,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,2366,1204,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_24a2b4750ba2,AL_24a2b4750ba2,exact_node_alignment,GC_f825db284877,temperature sensitive,LN_7edea67a73c7,LN_165ad9d145e0,LN_7edea67a73c7,LN_165ad9d145e0,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,6,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_ae8bf1529b9b,AL_ae8bf1529b9b,exact_node_alignment,GC_f8594c410875,power density,LN_b3dcba085c3c,LN_78fbc04a7cc8,LN_b3dcba085c3c,LN_78fbc04a7cc8,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,726,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_72e325147685,AL_72e325147685,exact_node_alignment,GC_f99f14bc2e66,thermoelectric voltage,LN_87cf17802458,LN_3eda432465fa,LN_87cf17802458,LN_3eda432465fa,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,32,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_acf4ca06ce27,AL_acf4ca06ce27,exact_node_alignment,GC_faa270044b11,normalized power,LN_4811e664b09b,LN_b563f2bf97ef,LN_4811e664b09b,LN_b563f2bf97ef,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,19,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_088db4e98e79,AL_088db4e98e79,exact_node_alignment,GC_fd60a1db5fcf,interaction,LN_cff5ca285d41,LN_5587ca9a1433,LN_cff5ca285d41,LN_5587ca9a1433,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,191,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_d035b02d7ae6,AL_d035b02d7ae6,exact_node_alignment,GC_ff5452b5f7fb,small temperature difference,LN_9309147238c5,LN_716d3af8b4b5,LN_9309147238c5,LN_716d3af8b4b5,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_3b8dc3ce09a4,AL_3b8dc3ce09a4,exact_node_alignment,GC_ffb583ea6e97,self healing,LN_ec0b3b216dcc,LN_d35a1ce8535f,LN_ec0b3b216dcc,LN_d35a1ce8535f,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,56,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
