relation_id,edge_id,edge_type,analysis_layer,paper_id,doi,title,sentence_id,evidence_sentence,source_global_concept_id,source_label,source_node_id,predicate_surface,predicate_normalized,target_global_concept_id,target_label,target_node_id,pair_id,pair_key,assertion_status,risk_reasons,strict_syntax_eligible,semantic_verdict,direct_sentence_entailment,claim_context,human_confirmation_status,review_basis,decision_rationale,edge_state,directed,graph_eligible,production_graph_eligible,graph_edge_status
AR_254e147e20fb,AR_254e147e20fb,direct_relation_candidate_audit,iTE,P0392,10.1002/adfm.202011016,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,3,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",GC_a513fe919676,thermo diffusion,LN_d664775e780d,boosts,boost,GC_4a6dd0de1ad3,proton transport,LN_74b7cc91cef5,IP_9a0d17f64e44,GC_4a6dd0de1ad3::GC_a513fe919676,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_b662e8126637,AR_b662e8126637,direct_relation_candidate_audit,iTE,P0400,10.1002/admi.202201058,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,4,"It is shown that the same ion gel can generate a positive thermopower in an ITESC when using gold nanowire (AuNW) electrodes, while generating a negative thermopower when using poly(3,4-ethylendioxythiophene):polystyrene sulfonate (PEDOT:PSS) electrodes.",GC_0debed8873fd,ion gel,LN_922af5d9a65e,generate,generate,GC_23e1e4c0c943,positive thermopower,LN_cec53a6dd867,IP_35bc178dbd20,GC_0debed8873fd::GC_23e1e4c0c943,hypothetical_or_modal,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_05ca2013e4f0,AR_05ca2013e4f0,direct_relation_candidate_audit,iTE,P0401,10.1021/acsaelm.5c00195,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,4,"In order to enhance the thermopower in this study, we employed PEDOT:PSS as an n-type dopant in PAAm hydrogels to induce counterion condensation.",GC_118af0040619,thermopower,LN_216afe04d2ac,induce,induce,GC_a808fb513f95,counterion condensation,LN_20b000584ea0,IP_745e52eee2fc,GC_118af0040619::GC_a808fb513f95,purpose_or_design,risk_cross_clause; risk_long_endpoint_gap; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_d1c36355404f,AR_d1c36355404f,direct_relation_candidate_audit,iTE,P0406,10.1039/d2tc01130a,An ionic thermoelectric ratchet effect in polymeric electrolytes,4,"Here, we show that the ion/polymer interaction in PEG based electrolytes does not only affect the mobility of the ions, but also has a great impact on the Seebeck coefficient.",GC_af946b4a8209,ion/polymer interaction,LN_e70f0cd5c522,affect,affect,GC_1e03a3994ac6,mobility,LN_dcd2168ca341,IP_3bb8cbc9522b,GC_1e03a3994ac6::GC_af946b4a8209,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_01c999c61849,AR_01c999c61849,direct_relation_candidate_audit,iTE,P0407,10.1039/d5ta06737e,Advanced n-type ionic hydrogel with simultaneously enhanced thermoelectric and mechanical performances via the synergy of hydrophilic and hydrophobic polymers,3,"Here, based on the good biocompatibility of polyvinyl alcohol (PVA) and poly(thioctic acid) (PTA), a bio-inspired design of a hydrophilic-hydrophobic dual network structure is developed for the first time to enhance the TE and mechanical properties simultaneously.",GC_d045e430e73b,hydrophilic hydrophobic dual network,LN_de9fe8d31a69,enhance,enhance,GC_5fecb4c8cca5,mechanical property,LN_7de8d55f1374,IP_523e29ef5e4a,GC_5fecb4c8cca5::GC_d045e430e73b,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_ba24bb8abd74,AR_ba24bb8abd74,direct_relation_candidate_audit,iTE,P0407,10.1039/d5ta06737e,Advanced n-type ionic hydrogel with simultaneously enhanced thermoelectric and mechanical performances via the synergy of hydrophilic and hydrophobic polymers,4,"The PTA undergoes stable coordination interaction with cations, while the PVA provides sufficient paths for anions; also, the dual network structure contributes to the mechanical properties.",GC_19f8e75768c9,undergoes stable coordination interaction,LN_047c703fed7d,provides,provide,GC_5fecb4c8cca5,mechanical property,LN_7de8d55f1374,IP_7ab69abaef37,GC_19f8e75768c9::GC_5fecb4c8cca5,observed_assertion,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_193e16918e20,AR_193e16918e20,direct_relation_candidate_audit,iTE,P0408,10.1016/j.cej.2024.154970,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,4,"Based on thermal diffusion, owing to the ion size difference, the covalent cross-linked polymer network and the electrode-dependent effect promote rapid transport of the cations and boost ion concentration difference, resulting in a huge ionic Seebeck coefficient of 19.02 mV K- 1.",GC_7a689ab39691,rapid transport,LN_a9c740b695d4,boost,boost,GC_6f98b737b997,ion concentration difference,LN_abc31a60dccb,IP_a3d8298ecc0e,GC_6f98b737b997::GC_7a689ab39691,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_29bf85fdcd4d,AR_29bf85fdcd4d,direct_relation_candidate_audit,iTE,P0408,10.1016/j.cej.2024.154970,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,4,"Based on thermal diffusion, owing to the ion size difference, the covalent cross-linked polymer network and the electrode-dependent effect promote rapid transport of the cations and boost ion concentration difference, resulting in a huge ionic Seebeck coefficient of 19.02 mV K- 1.",GC_2e3f3d9f86c0,ion size difference,LN_031e316a4a11,promote,promote,GC_7a689ab39691,rapid transport,LN_a9c740b695d4,IP_1067451e2160,GC_2e3f3d9f86c0::GC_7a689ab39691,observed_assertion,risk_cross_clause; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_4c76c69da3f7,AR_4c76c69da3f7,direct_relation_candidate_audit,iTE,P0411,10.1021/acsami.5c12734,Annealing Temperature Tuning of Thermoelectric Properties in Conductive Polymers: Transition from Ionic to Electronic Thermoelectrics,8,This work not only provides fundamental insights into charge transport in CPs but also provides insights into the design of high-performance TEMs.,GC_c193d91329df,charge transport,LN_50f3b037ed53,provides,provide,GC_5bf25be683d1,tems,LN_d0b836ed4b80,IP_5d416b589597,GC_5bf25be683d1::GC_c193d91329df,observed_assertion,risk_cross_clause; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_6a1cf70af40f,AR_6a1cf70af40f,direct_relation_candidate_audit,iTE,P0413,10.1007/s42114-025-01495-8,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,4,"Introducing 5 vol% conductive polymer PEDOT:PSS aqueous solution into the PVA hydrogel strengthened chemical coordination between the polymer matrix and Cu2+ ions to facilitate mobile Cl- ions, resulting in an ultrahigh alpha of -22.8 mV K-1, further elevated to - 33.8 mV K-1 via freezing-thawing cycles.",GC_5b8c218382fe,cu2+ ion,LN_da40ea11ab46,facilitate,facilitate,GC_7b48b86a5275,mobile cl- ion,LN_91efe8f7d060,IP_fe50a7db36a3,GC_5b8c218382fe::GC_7b48b86a5275,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_66b952ea3630,AR_66b952ea3630,direct_relation_candidate_audit,iTE,P0414,10.1021/acs.jced.5c00230,Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System,6,The results indicate that selective solvation effects between ionic liquids and solvents can significantly enhance both electrical conductivity and Seebeck coefficient.,GC_10d3798cf74d,selective solvation,LN_f5a78d43c124,enhance,enhance,GC_a8311b95a427,electrical conductivity,LN_71a89774ac41,IP_f0efef23969b,GC_10d3798cf74d::GC_a8311b95a427,hypothetical_or_modal,risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_4556db28fc11,AR_4556db28fc11,direct_relation_candidate_audit,iTE,P0432,10.1002/adfm.75601,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,4,"This network not only facilitates ordered cation migration through carbon channels, markedly enhancing thermoelectric current and power density, but also effectively traps water molecules to improve environmental stability.",GC_ea6c2ea6d2fd,ordered cation migration,LN_98ae7079740e,improve,improve,GC_02e099c8ec88,environmental stability,LN_3a16acf79460,IP_310f6402e351,GC_02e099c8ec88::GC_ea6c2ea6d2fd,purpose_or_design,risk_cross_clause; risk_long_endpoint_gap; risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_61060aa308ea,AR_61060aa308ea,direct_relation_candidate_audit,iTE,P0432,10.1002/adfm.75601,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,2,"To overcome this limitation, here we present a hydrogen-bond network approach to regulate ion transport.",GC_9acdf2dee5fd,hydrogen bond network,LN_82e36c34085a,regulate,regulate,GC_c2d00d7f1242,ion transport,LN_99d784e78c74,IP_f6b5aa9398d8,GC_9acdf2dee5fd::GC_c2d00d7f1242,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_53e3a4683cb2,AR_53e3a4683cb2,direct_relation_candidate_audit,iTE,P0436,10.1126/sciadv.aef5852,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,1,"When quasi-solid-state ionic thermoelectric (i-TE) devices transition from ideal laboratory testing platforms to real-world wearable applications, the main challenge shifts from electrochemical conversion efficiency to the adaptability of physical application scenarios.",GC_56bf8ae82a10,transition,LN_0375082149e0,shifts,shift,GC_4cc2e38572c7,electrochemical conversion,LN_82a91ddf4468,IP_ea264f99468f,GC_4cc2e38572c7::GC_56bf8ae82a10,observed_assertion,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_96139cfe4ee9,AR_96139cfe4ee9,direct_relation_candidate_audit,iTE,P0439,10.1016/j.cej.2026.176400,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,4,"Specifically, Cu2+ ions are preferentially confined within hemicellulose and lignin domains, whereas aligned amorphous cellulose nanochannels facilitate Cl- ion thermodiffusion toward the cold side, thereby enabling an n-type thermoelectric response.",GC_5b8c218382fe,cu2+ ion,LN_da40ea11ab46,facilitate,facilitate,GC_f7d9ddbdc92b,cl- ion thermodiffusion,LN_c4e88a8d633a,IP_56d5bec25bed,GC_5b8c218382fe::GC_f7d9ddbdc92b,observed_assertion,risk_cross_clause; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_4ee7704b1266,AR_4ee7704b1266,direct_relation_candidate_audit,iTE,P0440,10.1016/j.nanoen.2026.111707,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,4,"The CaAG hydrogel-assembled TEG shows a high Seebeck coefficient of 21.3 mV K- 1 with the maximum output power density of 5.2 mW m- 2 K- 2 at 10 K temperature difference (55 % relative humidity), which are much greater than those of most ionic thermoelectric materials.",GC_29e6b5ceb8f6,caag,LN_3f90008d89da,shows,show,GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,IP_1d7caadc0062,GC_29e6b5ceb8f6::GC_d18c91f9affa,observed_assertion,risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_6c6f2f901091,AR_6c6f2f901091,direct_relation_candidate_audit,iTE,P0440,10.1016/j.nanoen.2026.111707,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,5,A flexible device comprising 16 TEGs generates a voltage of 2.34 V and an output power of 138 mu W.,GC_d68166b3111f,tegs,LN_931ec779bc4d,generates,generate,GC_7abe572670fb,output power,LN_c1e2f649c67b,IP_707e4a8edce5,GC_7abe572670fb::GC_d68166b3111f,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_49f639e916fa,AR_49f639e916fa,direct_relation_candidate_audit,iTE,P0446,10.1002/adfm.202412081,A Thermosensitive Ionic Hydrogel for Thermotropic Smart Windows With Integrated Thermoelectric Energy Harvesting Capability,5,"Notably, the lower critical solution temperature (LCST) of this ionic hydrogels can be feasibly modulated, and the thermoteopic phase transition also induces a sharp increase in their Seebeck coefficient, reaching up to 39.03 mV K-1 with a power factor (PFi) value up to 0.838 mW m-1 K-2.",GC_34efc31fb6d2,thermoteopic phase transition,LN_19755b6361ce,induces,induce,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,IP_2d28fc040c5c,GC_34efc31fb6d2::GC_6cdb23f33c74,hypothetical_or_modal,risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b7d01dcffd2d,AR_b7d01dcffd2d,direct_relation_candidate_audit,iTE,P0446,10.1002/adfm.202412081,A Thermosensitive Ionic Hydrogel for Thermotropic Smart Windows With Integrated Thermoelectric Energy Harvesting Capability,5,"Notably, the lower critical solution temperature (LCST) of this ionic hydrogels can be feasibly modulated, and the thermoteopic phase transition also induces a sharp increase in their Seebeck coefficient, reaching up to 39.03 mV K-1 with a power factor (PFi) value up to 0.838 mW m-1 K-2.",GC_34efc31fb6d2,thermoteopic phase transition,LN_19755b6361ce,increase,increase,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,IP_2d28fc040c5c,GC_34efc31fb6d2::GC_6cdb23f33c74,hypothetical_or_modal,risk_nominal_predicate; risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_56b01c0886a5,AR_56b01c0886a5,direct_relation_candidate_audit,iTE,P0447,10.1039/c6ee00121a,Ionic thermoelectric supercapacitors,1,Temperature gradients are generated by the sun and a vast array of technologies and can induce molecular concentration gradients in solutions via thermodiffusion (Soret effect).,GC_f50bbe3cdc5d,temperature gradient,LN_8529233df78b,induce,induce,GC_3df28f2a55c5,molecular concentration gradient,LN_1e08e4eb8888,IP_6e873d940b10,GC_3df28f2a55c5::GC_f50bbe3cdc5d,hypothetical_or_modal,risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_1dd2cedb2381,AR_1dd2cedb2381,direct_relation_candidate_audit,iTE,P0451,10.1021/acsami.3c09934,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_bc536166f47d,ionic conductivity,LN_9721c108e06f,enhances,enhance,GC_b406bc27e175,ionic electronic interaction,LN_8dd43267d9f2,IP_d92cb3b42162,GC_b406bc27e175::GC_bc536166f47d,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_a792fa7d1837,AR_a792fa7d1837,direct_relation_candidate_audit,iTE,P0451,10.1021/acsami.3c09934,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,3,"In the present study, MIEC hydrogels are fabricated via the chemical cross-linking of polyacrylamide (PAAM) and polydopamine (PDA) to form a double network.",GC_bbfbb296c2c5,miec hydrogel,LN_04c7c7287690,form,form,GC_030e2d8d54dd,double network,LN_5e2a9f123aca,IP_0ffcff47061e,GC_030e2d8d54dd::GC_bbfbb296c2c5,purpose_or_design,risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_e87c1e4edb97,AR_e87c1e4edb97,direct_relation_candidate_audit,iTE,P0455,10.1063/5.0155614,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_fdeb702ccff6,pressure hinders ion transfer,LN_2dfa0020a180,reduces,reduce,GC_c21beccead48,conductivity,LN_a367f5923d44,IP_0ee0187baacc,GC_c21beccead48::GC_fdeb702ccff6,observed_assertion,risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_45b7c076462c,AR_45b7c076462c,direct_relation_candidate_audit,iTE,P0463,10.1093/nsr/nwag296,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,9,"A microstructured ionic thermoelectric hydrogel shows a unique nonlinear voltage response through confined ion movement, enabling high thermovoltages from very small temperature differences.",GC_d36d24de4f07,microstructured ionic thermoelectric hydrogel,LN_c9f1b4090008,shows,show,GC_878d06612b1e,unique nonlinear voltage,LN_14a192ca5d02,IP_22163c91418d,GC_878d06612b1e::GC_d36d24de4f07,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_51bcdebd8f52,AR_51bcdebd8f52,direct_relation_candidate_audit,iTE,P0463,10.1093/nsr/nwag296,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,6,Our hierarchical structured ionic hydrogel yields a record-high ionic Seebeck coefficient of 71.3 mV K-1 at minimal temperature gradients (Delta T <= 2.0 K).,GC_708dcf8c7315,hierarchical structured ionic hydrogel,LN_6b3b69461f53,yields,yield,GC_9863d4df22e0,minimal temperature gradient,LN_58361db33d6c,IP_bce58bad0b31,GC_708dcf8c7315::GC_9863d4df22e0,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_5f83da8a66ab,AR_5f83da8a66ab,direct_relation_candidate_audit,iTE,P0464,10.1002/anie.4172130,Ionic Coordination and Hierarchical Architecture Enable Record n-Type Thermoelectric Efficiency in Soft Hydrogels,4,"Upon annealing, strong coordination between Zn2+ ions and hydroxyl/sulfonic groups, together with the formation of anion-rich clusters via preferential ion association, promotes rapid anion transport and enhances the Eastman entropy change.",GC_0aa749326270,rapid anion transport,LN_6ab83c1b4ae3,enhances,enhance,GC_b3cabb5190a2,eastman entropy,LN_5ec1a0dcaa77,IP_42822ecb8758,GC_0aa749326270::GC_b3cabb5190a2,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5fb785e929c4,AR_5fb785e929c4,direct_relation_candidate_audit,iTE,P0464,10.1002/anie.4172130,Ionic Coordination and Hierarchical Architecture Enable Record n-Type Thermoelectric Efficiency in Soft Hydrogels,4,"Upon annealing, strong coordination between Zn2+ ions and hydroxyl/sulfonic groups, together with the formation of anion-rich clusters via preferential ion association, promotes rapid anion transport and enhances the Eastman entropy change.",GC_ead804a97749,preferential ion association,LN_32076ba37034,promotes,promote,GC_0aa749326270,rapid anion transport,LN_6ab83c1b4ae3,IP_f00073576431,GC_0aa749326270::GC_ead804a97749,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_85eed09716f3,AR_85eed09716f3,direct_relation_candidate_audit,iTE,P0487,10.1021/acs.jpcc.1c01399,Postdeposition Processing Influences the Relative Contributions of Electronic and Ionic Seebeck Effects in the Thermoelectric Response of Conducting Polymers,1,The postdeposition solvent annealing of PEDOT:PSS and PANI-PAAMPSA thin films with dichloroacetic acid (DCA) induces structural modification that dramatically increases the electrical conductivity of these conducting polymers.,GC_5b50195585e6,postdeposition solvent,LN_0976a6ed8989,induces,induce,GC_a8311b95a427,electrical conductivity,LN_71a89774ac41,IP_48e8748f8ebc,GC_5b50195585e6::GC_a8311b95a427,observed_assertion,risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_9d108d4d7059,AR_9d108d4d7059,direct_relation_candidate_audit,iTE,P0487,10.1021/acs.jpcc.1c01399,Postdeposition Processing Influences the Relative Contributions of Electronic and Ionic Seebeck Effects in the Thermoelectric Response of Conducting Polymers,1,The postdeposition solvent annealing of PEDOT:PSS and PANI-PAAMPSA thin films with dichloroacetic acid (DCA) induces structural modification that dramatically increases the electrical conductivity of these conducting polymers.,GC_5b50195585e6,postdeposition solvent,LN_0976a6ed8989,increases,increase,GC_a8311b95a427,electrical conductivity,LN_71a89774ac41,IP_48e8748f8ebc,GC_5b50195585e6::GC_a8311b95a427,observed_assertion,risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b2fec6febae3,AR_b2fec6febae3,direct_relation_candidate_audit,iTE,P0496,10.1021/acsapm.5c00177,Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors,3,"Here, a dual-cation doping strategy is used to regulate ion diffusion rate to improve the thermoelectric properties of ionic hydrogels, and a series of poly(vinyl alcohol) (PVA)-based hydrogels doped by dual cations (i.e., hydrogen ions and alkali metal cations, such as Li+, Na+, and K+) are prepared by a facile cyclic freeze-thaw method.",GC_8ad5b453cc37,ion diffusion,LN_72ada6baecfc,improve,improve,GC_82f863b160b5,thermoelectric property,LN_df07834fe835,IP_d2652dd67bc3,GC_82f863b160b5::GC_8ad5b453cc37,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_e6b5fc3e12dc,AR_e6b5fc3e12dc,direct_relation_candidate_audit,iTE,P0496,10.1021/acsapm.5c00177,Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors,3,"Here, a dual-cation doping strategy is used to regulate ion diffusion rate to improve the thermoelectric properties of ionic hydrogels, and a series of poly(vinyl alcohol) (PVA)-based hydrogels doped by dual cations (i.e., hydrogen ions and alkali metal cations, such as Li+, Na+, and K+) are prepared by a facile cyclic freeze-thaw method.",GC_8cbcf3633ca5,dual cation doping,LN_7263f0ba8ff3,regulate,regulate,GC_8ad5b453cc37,ion diffusion,LN_72ada6baecfc,IP_6274a1c656f5,GC_8ad5b453cc37::GC_8cbcf3633ca5,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_c1d02e08d48a,AR_c1d02e08d48a,direct_relation_candidate_audit,iTE,P0497,10.1002/smll.202412336,Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation,4,"Experimental characterizations and molecular dynamic simulation studies elucidate that the regulation of water content induces the hydration of 1-butyl-3-methylimidazolium cation and the swelling of CIG, which greatly promotes the ions diffusion and expands the difference in mobility between anions and cations.",GC_99cc5cc07851,swelling,LN_e6f35447a3e2,promotes,promote,GC_8ad5b453cc37,ion diffusion,LN_72ada6baecfc,IP_7fccd0ddc995,GC_8ad5b453cc37::GC_99cc5cc07851,observed_assertion,risk_cross_clause; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_fed57ee4bc13,AR_fed57ee4bc13,direct_relation_candidate_audit,iTE,P0497,10.1002/smll.202412336,Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation,4,"Experimental characterizations and molecular dynamic simulation studies elucidate that the regulation of water content induces the hydration of 1-butyl-3-methylimidazolium cation and the swelling of CIG, which greatly promotes the ions diffusion and expands the difference in mobility between anions and cations.",GC_7320e2b5d0b7,regulation,LN_a845722623b9,induces,induce,GC_27998e08b8e3,hydration,LN_7cda85ecc3b3,IP_99e18ee308b7,GC_27998e08b8e3::GC_7320e2b5d0b7,observed_assertion,,True,accepted,True,study_mechanism_result,pending,two_independent_AI_original_sentence_reviews,regulation is the head of regulation of water content and induces directly governs hydration as one coordinated object; the extracted source label alone is underspecified,semantic_accepted_human_pending,True,False,False,audit_only
AR_cf490496afef,AR_cf490496afef,direct_relation_candidate_audit,iTE,P0502,10.1002/adfm.202402823,"Stable, Self-Adhesive, and High-Performance Graphene-Oxide-Modified Flexible Ionogel Thermoelectric Films",6,"An integrated device, assembled by the as-prepared ionogel films, can generate an optimal output power density of 1.32 mW cm-2 with a temperature difference of 20 K, indicating great potential for wearable electronics.",GC_5f87f705bcce,ionogel film,LN_ce56d61e69ed,generate,generate,GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,IP_cf20c90c18b2,GC_5f87f705bcce::GC_d18c91f9affa,hypothetical_or_modal,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_df7506600cb5,AR_df7506600cb5,direct_relation_candidate_audit,iTE,P0502,10.1002/adfm.202402823,"Stable, Self-Adhesive, and High-Performance Graphene-Oxide-Modified Flexible Ionogel Thermoelectric Films",4,Detailed structural characterizations confirm that the uniform dispersion of GO particles in the ionogel structure enables a power factor of 753.0 mu W m-1 K-2 and a promising ZT value of 0.19.,GC_e7888ba5e114,ionogel,LN_a183927bfcc4,enables,enable,GC_5efc27b241e5,power factor,LN_9cadbea56001,IP_38c83c0ff80a,GC_5efc27b241e5::GC_e7888ba5e114,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_633b7a4836a8,AR_633b7a4836a8,direct_relation_candidate_audit,iTE,P0523,10.1039/d5ta05571g,Electron-ion coupling enables ionic hydrogel with high thermopower for low-grade heat harvest and sensitive fire warning,4,"Subsequent immersion in calcium chloride (CaCl2) solution enabled strong SA-Ca2+ crosslinking, enhancing the flame retardancy and mechanical strength to yield a high-performance ionic thermoelectric hydrogel (APSG).",GC_f5c33f0ed7c9,sa ca2+ crosslinking,LN_e2a22d400614,yield,yield,GC_ec54bf419c7c,ionic thermoelectric hydrogel,LN_5ec8de67df89,IP_a9a03b713b27,GC_ec54bf419c7c::GC_f5c33f0ed7c9,purpose_or_design,risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
