relation_id,domain,paper_id,title,year,subject,predicate,object,assertion_type,quote,full_abstract,stratum,stratum_population,stratum_sample,inclusion_probability,inverse_probability_weight,human_evidence_valid,human_direction_valid,human_assertion_valid,human_conditions_preserved,human_overall_label,human_error_type,human_reason,reviewer_id,reviewed_at,review_status
TG:P0072:r002,TG,P0072,Designing n-Type Thermogalvanic TEMPO-Substituted Polyacrylamide via Conformational Entropic Modulation,2026,conformational entropy changes,leads to,n-type thermopower,author_claim,"The redox transitions induce conformational entropy changes, which are corroborated by electrochemical and thermoelectric measurements, leading to an observed n-type thermopower (alpha) of -0.76 mV K-1.","This work pioneers the use of TEMPO-substituted polyacrylamide (PTAm) for n-type thermogalvanic (TG) systems, uniquely harnessing redox-induced conformational entropy changes to enhance the thermoelectric performance. Through the electrochemical oxidation of low-molecular-weight PTAm, which is initially water-insoluble, a water-soluble polyelectrolyte (ox-PTAm) is formed, containing both TEMPO and oxoammonium species, as indicated by cyclic voltammetry. The redox transitions induce conformational entropy changes, which are corroborated by electrochemical and thermoelectric measurements, leading to an observed n-type thermopower (alpha) of -0.76 mV K-1. A maximum power output of 1.18 mW m-2 K-2 is achieved under a thermal gradient of 3.8 K. This work highlights the potential of entropy modulation in redox-active polymers as a strategy for advancing organic thermoelectric materials targeting low-grade waste heat recovery.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0021:r002,TG,P0021,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,2025,spatially segregates redox pairs into two distinct gel layers,enables control,ion concentration gradients,author_claim,"Here, we present a double-layer thermogalvanic cell (DTGC) architecture that spatially segregates redox pairs into two distinct gel layers, enabling unprecedented control over ion concentration gradients.","Thermogalvanic cells (TGCs) have emerged as a promising technology for harvesting low-grade thermal energy, but their widespread application has been hindered by limited conversion efficiencies. A critical factor in enhancing TGC performance lies in establishing substantial ion concentration gradients, which remains challenging due to the inherent tendency of ion pairing. Here, we present a double-layer thermogalvanic cell (DTGC) architecture that spatially segregates redox pairs into two distinct gel layers, enabling unprecedented control over ion concentration gradients. This innovative design yields a single p-type gelatin-K-4[Fe(CN)(6)]/K-3[Fe(CN)(6)] DTGC unit with remarkable performance metrics of an open-circuit voltage of 220 mV, a power density of 1.73 mW m(-2) K-2, and a relative Carnot efficiency (eta(r)) of 1.34 % at Delta T = 10 K, representing a tenfold improvement over conventional TGCs. Scaling up this technology, we demonstrate a modular thermoelectric generator comprising a 4 x 12 array of alternating p-type and n-type DTGCs, capable of delivering an output voltage exceeding 11.3 V at Delta T = 20 K, sufficient to directly power commercial LED lights and electronic displays. This work establishes a new paradigm for efficient low-grade thermal energy conversion, offering a scalable and practical solution for waste heat recovery applications.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0031:r003,TG,P0031,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,2025,crystallization of [Fe(CN)6]4-,enhances,thermogalvanic effect,author_claim,"GO serves as a nucleation template by adsorbing guanidinium ions, thereby inducing the crystallization of [Fe(CN)6]4-and enhancing the thermogalvanic effect.","Thermogalvanic cells (TGCs) have relatively high thermopowers originating from the thermogalvanic effect and can be used to convert low-grade heat into electricity. Nevertheless, their restricted electrical output is insufficient for practical applications. In this study, we present a graphene oxide (GO)-enhanced thermogalvanic hydrogel with [Fe(CN)6]4-/3-redox couple and guanidine hydrochloride (GdmCl). GO serves as a nucleation template by adsorbing guanidinium ions, thereby inducing the crystallization of [Fe(CN)6]4-and enhancing the thermogalvanic effect. As a result, the TGC using this hydrogel achieves a normalized power density of 700 mu W & sdot;m-2 & sdot;K-2 (Pmax@Delta T = 10 K) and a high thermopower of 3.2 mV & sdot;K-1. Furthermore, the TGCs show the capability of harvesting thermal energy for operating small electronics and thermoelectric sensing. This work represents a feasible strategy for the design and optimization of TGCs.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0069:r001,TG,P0069,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,2023,upper photothermal layer,enables,absorb light,author_claim,The upper photothermal layer can absorb light effectively and converts it into heat that trigger the lower thermogalvanic layer to send thermovoltage signals.,"The passivity and stretchability of sensors are the focus of current electronic research, and the main reason for limiting their development is that sensors always require external power supplies and lack enough stretchability. In response to this problem, the development of self-powered sensors is a good solution. In this paper, a self -powered vertical stretchable environment-friendly light intensity sensor has been realized by combining the electrolyte-based thermogalvanic gel and organic carbon sponge that is prepared by making the mixture of carbon nanotubes and polydimethylsiloxane porous. The upper photothermal layer can absorb light effectively and converts it into heat that trigger the lower thermogalvanic layer to send thermovoltage signals. Via the subtle photo-thermal-electric conversion, we can achieve the active monitoring for light intensity due to a strong correlation between output voltages and the light intensity. Further, we have designed a light intensity moni-toring platform, through which the user terminal can receive the light intensity information in real time. The passive light intensity sensor may possess potential applications in artificial breeding, artificial planting, energy saving and emission reduction.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0086:r002,TG,P0086,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,2026,natural convection,enhances,mass transport,author_claim,"The presence of natural convection can effectively enhance the heat transfer and mass transport in LTCs, but to some extent induce a significant decrease in Delta T from 10.9 K to 5.9 K due to the increase in effective thermal conductivity from 0.59 to 2.17 W/(m & sdot;K).","Liquid thermogalvanic cells (LTCs) with high thermopowers have emerged as a promising next-generation thermoelectric technology. However, existing research commonly focused on the effect of structure parameter on mass transport under constant hot/cold temperature condition, while ignoring the voltage attenuation behavior caused by the temperature change(Delta T) due to thermal resistance changes, significantly hindering longterm discharge stability in practical application. Herein, this present work improved the long-term discharge stability of LTCs through thermal resistance network from the perspective of internal thermal resistance regulation, aiming to reveal thermo-mass-electric synergy mechanism in actual environments. Considering effective thermal resistance and induced temperature changes in cold and hot electrodes, the effects of structural and operational parameters on its long-term discharge stability were investigated through a proposed thermal resistance network and two-dimensional transient numerical model to obtain the optimal configurations in actual environments. Results showed that the LTCs without natural convection cannot maintain the stable power and thus gradually decline to 2.38 mW/m2 over time at Delta T = 10.9 K due to the significant increase in concentration overpotential. The presence of natural convection can effectively enhance the heat transfer and mass transport in LTCs, but to some extent induce a significant decrease in Delta T from 10.9 K to 5.9 K due to the increase in effective thermal conductivity from 0.59 to 2.17 W/(m & sdot;K). The trade-off between heat transfer and mass transport significantly affected the stability of output power. The optimal conditions with appropriate effective thermal resistance (rotation angle: 154.4 Deg, electrode spacing: 18.6 mm, and electrolyte concentration: 400 mol/m3) were obtained through response surface methodology and experiments verification. It can output a stable power density of 21.6 mW/m2, showing 809.7%, 368.2% and 385.6% times higher than Hot above cold, Cold above hot and Horizontal configurations. This work would provide an important theoretical basis and insight for the large-scale practical application of LTCs from the perspective of internal thermal resistance regulation.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0059:r001,TG,P0059,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,2023,hydrogen bonds between DMSO and EG molecules,prevents,crystallization,author_claim,"These merits result from the formation of numerous hydrogen bonds between DMSO and EG molecules, which prevent crystallization and hinder evaporation of the solvent simultaneously.","Due to their distinctive characteristics of adequate flexibility, stability, and functional diversity, thermogalvanic gels have demonstrated tremendous promise in the area of renewable energy sources. However, their inability to adapt to low or high temperature environments greatly limits their practical applications. In this work, an anhydrous thermogalvanic gel prepared from dimethyl sulfoxide (DMSO)/ethylene glycol (EG) binary organic solvent is developed with Fe3+/2+ as a redox pair, which displays an exceptional temperature tolerance (-80 to 80 degrees C) and remarkable antidrying property (80% weight retention at 70 degrees C after 12 h), while maintaining stable mechanical flexibility and electrical conductivity over a wide temperature range. These merits result from the formation of numerous hydrogen bonds between DMSO and EG molecules, which prevent crystallization and hinder evaporation of the solvent simultaneously. As an applicative demonstration, by placing the thermogalvanic gel on the surface of a charging battery/charger/chip, it acts as a thermal-conductive network while performing the thermal-electric conversion, revealing a viable strategy for simultaneous waste heat recovery and thermal management. This research provides new insight into the creation of flexible thermoelectric materials for energy recovery and self-powered wearable electronics.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0032:r003,TG,P0032,Material recognition and spatial thermal sensation enabled by organic thermogalvanic hydrogels,2026,ethylene glycol solvent exchange,facilitates,thermopower retention,author_claim,"The enhanced sensing performance stems from the optimized thermopower in benzoquinone/hydroquinone (BQ/H(2)BQ) redox pairs and the highly reversible electrode reaction process. The adopted hydrogel exhibits outstanding thermopower retention and wide operational temperature range (>50 degrees C), facilitated by ethylene glycol solvent exchange.","Integrating thermal sensation into intelligent robotics is essential for advanced environmental perception and adaptive interaction. Ionic thermoelectric hydrogels represent a promising avenue for next-generation thermal sensors, yet further improvements in sensitivity, structural design, and integration are needed. Here, we present flexible, high-performance thermal sensor arrays based on organic thermogalvanic hydrogels, achieving a high sensitivity of 1.57 mV K-1 and a rapid response time of 0.4 s. The enhanced sensing performance stems from the optimized thermopower in benzoquinone/hydroquinone (BQ/H(2)BQ) redox pairs and the highly reversible electrode reaction process. The adopted hydrogel exhibits outstanding thermopower retention and wide operational temperature range (>50 degrees C), facilitated by ethylene glycol solvent exchange. Leveraging integrated heating and sensing functionalities, the hydrogel thermal sensor arrays enable material recognition through machine learning analysis of thermal signatures. Moreover, we demonstrate a high-density sensor array for mapping spatial temperature distributions generated by diverse heat sources. This work establishes organic thermogalvanic hydrogels as a scalable platform for thermal sensing in next-generation robotics and wearable devices.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0093:r001,TG,P0093,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,2019,nanogels,enables,selective capture of I-3(-) at the hot side followed by the release of I-3(-) at the cold side,author_claim,"The results prove that the nanogels enable selective capture of I-3(-) at the hot side followed by the release of I-3(-) at the cold side, yielding a concentration gradient of the free I-3(-), resulting in the p-n inversion.","Thermogalvanic cells (TGC) are promising devices for directly converting heat into a stable electric output. The practical applications of TGCs are presently significantly hindered by the low voltage (millivolt level) generated from a limited temperature difference. One general strategy for improving the voltage is to alternately connect n-type and p-type redox units in series. However, the number of the possible redox species is limited, hindering the optimization of the series stacking of devices. In this work, we report a novel concept that enables p-n conversion for the iodide/triiodide (I-/I-3(-)) redox couple induced by poly (N-isopropylacrylamide) (PNIPAM) thermo-sensitive nanogels, with the Seebeck coefficient changing from 0.71 mV K-1 to - 1.91 mV K-1. The results prove that the nanogels enable selective capture of I-3(-) at the hot side followed by the release of I-3(-) at the cold side, yielding a concentration gradient of the free I-3(-), resulting in the p-n inversion. Furthermore, we designed a wearable device consisting of alternating I-/I-3(-) and I-/I-3(-)/nanogels unites in series that generated the open-circuit voltage of approximately 1 V and output power of approximately 9 mu W by utilizing body heat. This work developed a new method for inverting the Seebeck effect of redox couples and is highly important for extending the library of possible redox species in TGCs.",author_claim|2016_2021|complex_3plus_nodes,88,15,0.17045454545454544,5.866666666666667,,,,,,,,,,pending_human
TG:P0015:r001,TG,P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,2023,stretching-induced crystallization,combined design yields high,tensile strength,author_claim,"In this study, stretching-induced crystallization and the thermoelectric effect are combined to propose a high-strength quasi-solid stretchable polyvinyl alcohol thermogalvanic thermocell (SPTC) with a large tensile strength of 19 MPa and high thermopower of 6.5 mV K-1.","Thermocells can continuously convert heat into electricity, and they are widely used to power wearable electronic devices. However, they have a risk of leakage and poor mechanical properties. Although quasi-solid ionic thermocells can overcome the issue of electrolyte leakage, the trade-off between their excellent mechanical properties and high thermopower remains a major challenge. In this study, stretching-induced crystallization and the thermoelectric effect are combined to propose a high-strength quasi-solid stretchable polyvinyl alcohol thermogalvanic thermocell (SPTC) with a large tensile strength of 19 MPa and high thermopower of 6.5 mV K-1. The SPTC exhibits a high stretchability of 1300%, ultrahigh toughness of 163.4 MJ m(-3), and high specific output power density of 1969 & mu;W m(-2) K-2. These comprehensive properties are superior to those of previously reported quasi-solid stretchable thermogalvanic thermocells. The use of SPTC-based systems in wearable devices for energy-autonomous strain sensors and health monitoring is demonstrated. This can facilitate the rapid implementation of sustainable wearable electronics in the Internet of Things era.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0224:r006,TG,P0224,Thermoelectricity and Thermodiffusion in Magnetic Nanofluids: Entropic Analysis,2018,particle concentration and the applied magnetic field strength and direction,affects model parameter,electrophoretic charge number of colloidal particles,author_claim,"The thermodiffusion term is described in terms of three physical parameters; the diffusion coefficient, the Eastman entropy of transfer and the electrophoretic charge number of colloidal particles, which all depend on the particle concentration and the applied magnetic field strength and direction.","An analytical model describing the thermoelectric potential production in magnetic nanofluids (dispersions of magnetic and charged colloidal particles in liquid media) is presented. The two major entropy sources, the thermogalvanic and thermodiffusion processes are considered. The thermodiffusion term is described in terms of three physical parameters; the diffusion coefficient, the Eastman entropy of transfer and the electrophoretic charge number of colloidal particles, which all depend on the particle concentration and the applied magnetic field strength and direction. The results are combined with well-known formulation of thermoelectric potential in thermogalvanic cells and compared to the recent observation of Seebeck coefficient enhancement/diminution in magnetic nanofluids in polar media.",author_claim|2016_2021|complex_3plus_nodes,88,15,0.17045454545454544,5.866666666666667,,,,,,,,,,pending_human
TG:P0251:r004,TG,P0251,Antisolvent engineering enhanced high-entropy liquid flow thermocells with giant power densities for low-grade heat harvesting,2026,intercalation of an ethanol molecule into the first solvation shell of Fe(CN)(6)(4-),would enhance at certain ethanol content,solvation entropy increase of redox ions,hypothesis,"The presence of the antisolvent would induce the agglomeration of Fe(CN)(6)(4-) ions due to the competitive effect of antisolvent molecules with low polarity parameters, thereby reducing the interfacial free energy with water molecules and increasing the disorder within its solvation shell. This process would enhance the solvation entropy increase of redox ions through the intercalation of an ethanol molecule into the first solvation shell of Fe(CN)(6)(4-) at certain ethanol content, thus significantly promoting the thermogalvanic effect.","Liquid-flow ionic thermocells (LiTCs) with high thermoelectric performance are promising candidates for low-grade waste heat harvesting. However, they are significantly hindered by the low normalized maximum power density (P-max/Delta T-2) due to the limited solvation entropy increase of redox ions. Herein, a cost-effective and facile strategy for enhancing the solvation entropy increase of redox ions is proposed through antisolvent engineering, which significantly improved the ionic thermoelectric performance of LiTCs. An antisolvent (ethanol) of redox ions was introduced into the equimolar aqueous solutions of reductant and oxidant (K4Fe(CN)(6)/K3Fe(CN)(6)) flowed separately within the Y-shaped channel of LiTCs. The presence of the antisolvent would induce the agglomeration of Fe(CN)(6)(4-) ions due to the competitive effect of antisolvent molecules with low polarity parameters, thereby reducing the interfacial free energy with water molecules and increasing the disorder within its solvation shell. This process would enhance the solvation entropy increase of redox ions through the intercalation of an ethanol molecule into the first solvation shell of Fe(CN)(6)(4-) at certain ethanol content, thus significantly promoting the thermogalvanic effect. As a result, antisolvent engineering can achieve the giant ionic thermopower of -58.8 mV K-1 and P-max/Delta T-2 of 64.5 mW m(-2) K-2, which is ca. 100 times that of conventional ionic thermocells. Consequently, the Carnot-relative efficiency had the highest value of 11.8% until now, and significantly exceeded the predicted commercialization threshold (similar to 5%). The high-entropy LiTCs with competitive cost-performance metric (1.01 $ W-1) and low temperature resistance (<-10 degrees C) would have enormous potential for commercial application.",hypothesis|2022_onward|complex_3plus_nodes,11,1,0.09090909090909091,11.0,,,,,,,,,,pending_human
TG:P0272:r001,TG,P0272,High-performance wood-based thermoelectric sponges for thermal energy harvesting and smart buildings,2024,improved contact and connection between tellurium thermoelectric nanowires,increases after compression cycling,Seebeck coefficients,author_claim,"The prepared wood-based thermoelectric sponges show high Seebeck coefficients of 320.5 and 436.6 mu V/K in the vertical and parallel directions of the longitudinal channel of wood. After 500 cycles of the compressive strain at 20%, the corresponding Seebeck coefficients increase up to 413.4 and 502.1 mu V/K, respectively, which is attributed to the improved contact and connection between tellurium thermoelectric nanowires.","The development of renewable woods for power generation can help improve the energy efficiency of buildings, and promote the concept design and implementation of smart buildings. Here, with specific chemical treatment and hydrothermal synthesis, we demonstrated the practical value of natural wood for thermoelectric power generation in smart buildings. The prepared wood-based thermoelectric sponges show high Seebeck coefficients of 320.5 and 436.6 mu V/K in the vertical and parallel directions of the longitudinal channel of wood. After 500 cycles of the compressive strain at 20%, the corresponding Seebeck coefficients increase up to 413.4 and 502.1 mu V/K, respectively, which is attributed to the improved contact and connection between tellurium thermoelectric nanowires. The Seebeck coefficients are much larger than those of most reported inorganic thermoelectric materials. Meanwhile, the thermoelectric sponges maintain excellent thermoelectric and mechanical stability. We further modeled the application value of wood-based thermoelectric sponges in smart buildings for power generation. Relatively high thermoelectric electricity can be obtained, such as in Beijing with over 1.5 million kWh every year, demonstrating the great potential in thermal energy harvest and energy supply.",author_claim|2022_onward|simple_1or2_nodes,32,5,0.15625,6.4,,,,,,,,,,pending_human
TG:P0246:r001,TG,P0246,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,2025,water containing DES,modulates,solvent shell structure of redox couple,author_claim,"The water containing DES is intentionally utilized to modulate the solvent shell structure of redox couple and expand the operation temperature range of i-TE eutectogel cell. Moreover, appropriate amount of water can increase the solubility of [Fe(CN)6]3-/4- , while maintaining the eutectic properties of DES.","Flexible ionic thermoelectric (i-TE) quasi-solid cells provide an electrolyte leak free, easy-operation and mechanically adaptable route to low-grade heat harvest. However, limited by freezing and evaporation, the hydrogel-based thermocell exhibits environmental instability and has difficulty functioning at low temperatures. Herein, we develop a high-performance cryo-temperature i-TE eutectogel using a water-containing deep eutectic solvent (DES) strategy. The water containing DES is intentionally utilized to modulate the solvent shell structure of redox couple and expand the operation temperature range of i-TE eutectogel cell. Moreover, appropriate amount of water can increase the solubility of [Fe(CN)6]3-/4- , while maintaining the eutectic properties of DES. Subsequently, a double-network polymer gel is constructed to prevent liquid electrolyte leakage and provide the flexibility and operability of the i-TE cell. After synergistic optimization of the solvent and the polymer network, the Seebeck coefficient of the fabricated i-TE eutectogel cell reaches 2.06 mV/K. In a 20-cell prototype module, the current and voltage at Delta T = 8.3 K are 0.033 mA and 0.33 V, respectively. The DES endows this cell wide operable temperature ranging from-60 degrees C to 80 degrees C. The anti-freezing capability of this eutectogel cell offer a new strategy for fabricating gel-based thermocell required in frigid regions.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0056:r001,TG,P0056,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,2023,self-assembled asymmetric electrodes,exhibits,specific catalysis toward electrode reactions,author_claim,"These self-assembled asymmetric electrodes exhibit specific catalysis toward electrode reactions at both ends of TGC, leading to a significant reduction in electronic activation energy.","The thermogalvanic cell (TGC) is considered a promising thermoelectric device for directly converting low-grade waste heat into electricity due to its low-cost and scalable properties. However, the low output and conversion efficiency limit its practical application. Herein, record-high thermoelectric conversion performances are achieved in the aqueous ferri/ferrocyanide ([Fe(CN)6]3-/[Fe(CN)6]4-) based TGC by using the electrode of cobaltous oxide nanowires array on carbon cloth fiber. Because of the temperature-dependence reaction activity between CoO with [Fe(CN)6]4-, the asymmetric electrodes of Co2Fe(CN)6 and CoO nanowires array on carbon cloth fiber are constructed at the hot anode and cold cathode, respectively. These self-assembled asymmetric electrodes exhibit specific catalysis toward electrode reactions at both ends of TGC, leading to a significant reduction in electronic activation energy. It is demonstrated that the electrodes have high catalytic activity and high specific surface area, enabling the construction of a high-efficiency TGC with a Carnot-relative efficiency (& eta;r) of 14.8% and a maximum output power density (Pmax) of 24.5 W m-2. This work offers an asymmetric electrode engineering pathway for the continuous evolution of TGCs. Self-assembled asymmetric catalysis electrodes composed of CoO and Co2Fe(CN)6 arrays are synthesized by taking advantage of the temperature-dependent reaction activity between CoO and [Fe(CN)6]4- to achieve specific catalytic properties. Due to its exceptional performance, record-high thermoelectric conversion performance of TGC is achieved with a & eta;r of 14.8% and Pmax of 24.5 W m-2.image",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0264:r003,TG,P0264,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,2026,solvation entropy difference,boosts,thermopower,author_claim,"Concurrently, the DES asymmetrically solvates the [Fe(CN)6]3-/4- redox couple, dramatically increasing the solvation entropy difference and boosting the thermopower to 1.68 mV K-1.","The blooming of wearable electronics necessitates flexible, reliable energy harvesters capable of powering devices using ubiquitous low-grade body heat. While thermocells (TECs) manifest high potential in harnessing such small temperature gradients, their deployment is limited by the mechanical fragility of conventional gel electrolytes and insufficient thermopower for practical applications. Herein, we overcome these barriers through synergistic solvent-network engineering by developing a deep eutectic solvent (DES)/poly(vinyl alcohol) (PVA)-based gel electrolyte. This gel electrolyte is achieved by replacing water in freeze-thawed PVA hydrogels with a DES/[Fe(CN)6]3-/4- mixture, where the introduced DES liberates polymer chains from water-induced constraints, driving molecular rearrangement into a denser, highly crystalline network with intensified hydrogen bonding, yielding a 30-fold increase in tensile strength (7.17 MPa) and high compressive strength (8.99 MPa). Concurrently, the DES asymmetrically solvates the [Fe(CN)6]3-/4- redox couple, dramatically increasing the solvation entropy difference and boosting the thermopower to 1.68 mV K-1. The gel electrolyte also exhibits low thermal conductivity and sufficient ionic conductivity, beneficial for efficient heat harvesting. A scalable, flexible 12-unit TEC module is further demonstrated, showcasing high robustness and practical usability for wearable energy autonomy. (c) 2026 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0315:r001,TG,P0315,A supramolecular thermocell consisting of ferrocenecarboxylate and β-cyclodextrin that has a negative Seebeck coefficient,2018,host-guest interaction,authors report increase in magnitude from -0.86 to -1.20 mV K-1 with beta-cyclodextrin,Seebeck coefficient,author_claim,A p-type supramolecular thermocell was constructed with a ferrocenecarboxylate/ferroceniumcarboxylate pair. The Seebeck coefficient of the cell was improved from -0.86 to -1.20 mV K-1 by the addition of beta-cyclodextrin. Isothermal titration calorimetry and a theoretical investigation demonstrated that the host-guest interaction increased the Seebeck coefficient.,A p-type supramolecular thermocell was constructed with a ferrocenecarboxylate/ferroceniumcarboxylate pair. The Seebeck coefficient of the cell was improved from -0.86 to -1.20 mV K-1 by the addition of beta-cyclodextrin. Isothermal titration calorimetry and a theoretical investigation demonstrated that the host-guest interaction increased the Seebeck coefficient.,author_claim|2016_2021|simple_1or2_nodes,29,4,0.13793103448275862,7.25,,,,,,,,,,pending_human
TG:P0224:r003,TG,P0224,Thermoelectricity and Thermodiffusion in Magnetic Nanofluids: Entropic Analysis,2018,electrophoretic charge number of colloidal particles,parameterizes analytical model,thermodiffusion term,association,"The thermodiffusion term is described in terms of three physical parameters; the diffusion coefficient, the Eastman entropy of transfer and the electrophoretic charge number of colloidal particles, which all depend on the particle concentration and the applied magnetic field strength and direction.","An analytical model describing the thermoelectric potential production in magnetic nanofluids (dispersions of magnetic and charged colloidal particles in liquid media) is presented. The two major entropy sources, the thermogalvanic and thermodiffusion processes are considered. The thermodiffusion term is described in terms of three physical parameters; the diffusion coefficient, the Eastman entropy of transfer and the electrophoretic charge number of colloidal particles, which all depend on the particle concentration and the applied magnetic field strength and direction. The results are combined with well-known formulation of thermoelectric potential in thermogalvanic cells and compared to the recent observation of Seebeck coefficient enhancement/diminution in magnetic nanofluids in polar media.",association|2016_2021|complex_3plus_nodes,11,1,0.09090909090909091,11.0,,,,,,,,,,pending_human
TG:P0065:r002,TG,P0065,"High Seebeck coefficient thermogalvanic cells via the solvent-sensitive charge additivity of cobalt 1,8-diaminosarcophagine",2023,charge-additivity with the metal core,boosts under specified solvent conditions,entropically-driven processes,author_claim,"This work proves how the ionic charge on pendant moieties can undergo charge-additivity with the metal core to significantly boost entropically-driven processes, but only in suitably low dielectric and bulky solvents.","Thermogalvanic devices can chemically convert low grade (<200 degrees C) waste thermal energy into electrical energy. A temperature gradient across the device drives an entropically favourable electrochemical redox reaction, resulting in continuous current production. The voltage correlates with the entropy change during the redox reaction, which favours high valence metal complexes with high charge densities. Here we investigate cobalt (ii/iii) sarcophagine ([Co(SAR)](2+/3+)) for application in thermogalvanic cells, as a function of solvent; the two uncoordinated amine groups 1,8-diaminosarcophagine are typically protonated to form tetracationic/pentacationic [Co(SARH(2))](4+/5+). In water, [Co(SARH(2))](4+/5+) gave a thermogalvanic Seebeck coefficient (S-e) of +0.43 mV K-1, which is entropically consistent with just the Co2+/3+ core valence, whereas DMSO and ionic liquid solvents gave S-e values of +1.84 and +2.04 mV K-1, respectively, in line with the 'Co4+/5+' overall complex. This work proves how the ionic charge on pendant moieties can undergo charge-additivity with the metal core to significantly boost entropically-driven processes, but only in suitably low dielectric and bulky solvents.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0305:r001,TG,P0305,Seebeck coefficients in ionic liquids -prospects for thermo-electrochemical cells,2011,ionic liquids (ILs),suggested to enable,generate electrical energy from low-grade heat,hypothesis,Measurement of Seebeck coefficients in a range of ionic liquids (ILs) suggests that these electrolytes could enable the development of thermoelectric devices to generate electrical energy from low-grade heat in the 100-150 degrees C range.,Measurement of Seebeck coefficients in a range of ionic liquids (ILs) suggests that these electrolytes could enable the development of thermoelectric devices to generate electrical energy from low-grade heat in the 100-150 degrees C range.,hypothesis|through_2015|simple_1or2_nodes,3,1,0.3333333333333333,3.0,,,,,,,,,,pending_human
TG:P0013:r002,TG,P0013,Deep-learning-enabled breathable thermogalvanic hydrogel array for self-powered mental monitoring,2025,"hydrogen bonds among phytic acid, glycerol, and water",supports,environmental stability,author_claim,"Due to the multiple hydrogen bonds among phytic acid, glycerol, and water, the hydrogel maintains over 80% of its original electrical performance after 10 days, demonstrating its excellent environmental stability.","Facial expression is vital for assessing psychological health, especially in adolescents. Current facial expression recognition systems face challenges such as poor breathability, limited electromechanical performance, and insufficient environmental stability. Here, an air-permeable self-powered hydrogel array designed for continuous mental monitoring based on facial expression recognition is proposed. The remarkable breathability of the patch composed of thermogalvanic hydrogel and gelatin films is achieved by the through-holes structure design. Additionally, the hydrogel leverages a double network structure and phytic acid with rich hydrogen ions, achieving a trade-off between mechanical (1.07 MPa) and electrical (34.4 mS cm-1) properties. Due to the multiple hydrogen bonds among phytic acid, glycerol, and water, the hydrogel maintains over 80% of its original electrical performance after 10 days, demonstrating its excellent environmental stability. Integrated with a deep learning algorithm, the hydrogel array can recognize six facial expressions with a high accuracy of 100% and provide long-term monitoring of mental states based on the positive-to-negative emotion ratio. This work paves the way for a new generation of wearable mental monitoring platform for healthcare and human-machine interfaces.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
