relation_id,paper_id,domain,subject_mention_id,object_mention_id,raw_predicate,assertion_type,direction,claim_id,quote,limitations,joint_factor_group,condition_annotation_status,semantic_review_status,graph_status,reconstruction_run_id
iTE:P1032:r001,P1032,iTE,iTE:P1032:n1,iTE:P1032:n2,calculated to exhibit,author_claim,subject_to_object_as_exported,iTE:P1032:claim_block,"We present and analyze the findings of a comprehensive ab initio computation that examines the electronic, optical, and thermoelectric characteristics of a recently synthesized Zintl compound known as CsGaSb2. The electronic and optical characteristics were examined using the DFT-based FP-L/APW+loapproach. Toaddress the exchange-correlation effects, we employed the GGA-PBEsol and TB-mBJ approaches.The CsGaSb2 semiconductor exhibits an indirect bandgap of 0.695 eV when analyzed with the GGA-PBEsol approach, and a bandgap of 1.254 eV when analyzed with the TB-mBJ approach.The PDOS diagrams were used to discover the origins of the electronic states that make up the energy bands. The charge density study reveals that the Ga-Sb link within the [GaSb2] block is mostly governed by a covalent character, whereas the cation Cs+ and polyanion [MSb2](-)bonding is predominantly ionic. The frequency dependence of macroscopic linear optical coefficients was evaluated over a broad range of photon energies from 0 to 25 eV. The thermoelectric characteristics were investigated via the Boltzmann kinetic transport theoryassuming a constant relaxation time.The compound's figure of merit at a temperature of 900 K is roughly 0.8.",Bond descriptor; no direct TE causal relation supplied.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1033:r001,P1033,iTE,iTE:P1033:n1,iTE:P1033:n2,associated with,association,subject_to_object_as_exported,iTE:P1033:claim_block,"Chalcogenide bulk alloys of Ag-x (As0.4Se0.6)100-x (x= 5, 7.5, 10, 12.5, 15 and 17.5) system were prepared by the conventional melt quench technique. The d.c. electrical conductivity (a) and thermoelectric power (TEP) measurements were carried out in the temperature range from 83 to 373 K and from 253 to 373 K, respectively. Variations of both a and TEP with ambient temperature proved the p-type semiconducting behaviour of these materials. The current density-electric field characteristics were found to be linear. The activation energies, calculated from both the electrical conductivity E-sigma and thermoelectric power E-s, were found to be dependent on composition. (c) 2005 Elsevier Ltd. All rights reserved.",Semiconductor transport dependence; no direction specified.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1034:r001,P1034,iTE,iTE:P1034:n1,iTE:P1034:n2,reported to be,author_claim,subject_to_object_as_exported,iTE:P1034:claim_block,"The article presents a new facial synthesis of Li-doped NiO films (NiO:Li) via an easy and cost-effective method Successive Ionic Layer Adsorption and Reaction (SILAR) with the processing of the obtained NiO films in a lithium-containing aqueous solution for their transformation after annealing into NiO:Li layers. Comparative analysis of crystal structure, optical, electrical and thermoelectric properties of the obtained NiO and NiO:Li 420-1050 nm thick films have reveiled a cubic rock-salt NiO structure, at that, NiO:Li samples are nanocrystalline single phased Li-NiO solid solutions. The fabricated NiO and NiO:Li films are p-type semiconductors with activation energy E-a = 0.1 eV and E-a = 0.25 0.31 eV, respectively. The obtained in-plane Seebeck coefficients Z are in the range 0.20-0.33 mV/K. Notwithstanding the fact that the maximum values of the thermoelectric power factors P = 2.2 mu W/K-2.m, are rather small, they were achieved if the hot end of the NiO:Li film was heated only to 115 degrees C. Thus, the produced in this work new low cost thermoelectric thin film material is suitable for a production of electrical energy for low-power devices due to absorption of low-potential heat.",Observed carrier type; microscopic mechanism not stated.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1035:r001,P1035,iTE,iTE:P1035:n1,iTE:P1035:n2,inversely related to,association,subject_to_object_as_exported,iTE:P1035:claim_block,"A new, glassy, solid electrolyte system CdI2-Ag2O-V2O5-B2O3 has been synthesized and the composition with high ionic conductivity is used as an electrolyte in a solid-state cell. The silver ion transport number of this electrolyte is nearly unity. The thermoelectric power varies inversely with absolute temperature. The discharge and current-voltage characteristics are examined for different negative and positive electrodes to evaluate the applicability of these cells as power sources for low-energy applications. (c) 2005 Elsevier B.V. All rights reserved.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1036:r001,P1036,iTE,iTE:P1036:n1,iTE:P1036:n2,suggested to modify,hypothesis,subject_to_object_as_exported,iTE:P1036:claim_block,"This paper reports a thermoelectric power study of pure bismuth oxide (BiO3), and preliminary measurements for two novel materials which have been reported as good oxygen ion conductors, namely bismuth vanadium oxide (Bi4V2O11) and copper-doped bismuth vanadium oxide (Bi2V0.925Cu0.075O.3875). The measurements for delta-Bi2O3 allowed a reliable estimate to be made of the heat of transport for oxygen ions which provide evidence for a complex mechanism of ionic migration in this system. For the other two materials the work suggests that reducing the oxygen partial pressure modifies the defect and/or electronic structures and merits further investigation.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1037:r001,P1037,iTE,iTE:P1037:n1,iTE:P1037:n2,improves,author_claim,subject_to_object_as_exported,iTE:P1037:claim_block,"The detailed crystal structures and high temperature thermoelectric properties of polycrystalline Ca3-2xNa2xCo4-xWxO9 (0 <= x <= 0.075) samples have been investigated. Powder X-ray diffraction data show that all samples are phase pure, with no detectable traces of impurity. The diffraction peaks shift to lower angle values with increase in doping (x), which is consistent with larger ionic radii of Na+ and W6+ ions. X-ray photoelectron spectroscopy data reveal that a mixture of Co2+, Co3+ and Co4+ valence states are present in all samples. It has been observed that electrical resistivity (rho), Seebeck coefficient (S) and thermal conductivity (kappa) are all improved with dual doping of Na and W in Ca3Co4O9 system. A maximum power factor (PF) of 2.71 X 10(-4) W m(-1) K-2 has been obtained for x = 0.025 sample at 1000 K. The corresponding thermoelectric figure of merit (zT) for x = 0.025 sample is calculated to be 0.21 at 1000 K, which is similar to 2.3 times higher than zT value of the undoped sample. These results suggest that Na and W dual doping is a promising approach for improving thermoelectric properties of Ca3Co4O9 system.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1039:r001,P1039,iTE,iTE:P1039:n1,iTE:P1039:n2,optimizes,author_claim,subject_to_object_as_exported,iTE:P1039:claim_block,"Argyrodites with a general chemical formula of A(8)BX(6) (A = Cu, Ag; B = Si, Ge, Sn; and X = S, Se, and Te) are known for the intimate interplay among mobile ions, electrons, and phonons, which yields rich material physics and materials chemistry phenomena. In particular, the coexistence of fast ionic conduction and promising thermoelectric performance in Ag8GeTe6, Ag8SnSe6, Ag8SiTe6, Ag8SiSe6, and Cu8GeSe6 at high temperatures ushered us to their chemical neighbor Ag8GeSe6, whose high-temperature crystal structure and thermoelectric properties are not yet reported. In this work, we have employed a growth-from-the-melt technique followed by hot pressing to prepare polycrystalline Ag8GeSe6 samples, on which the crystal structure, micro-morphology, compositional analysis, UV vis absorption, specific heat, speed of sound, and thermoelectric properties were characterized as a function of the Se-deficiency ratio and temperature. We found that (i) the crystal structure of Ag8GeSe6 evolved from orthorhombic at room temperature to face center cubic above 410 K, with a region of phase separations in between; (ii) like other argyrodite 816 phases, Ag8GeSe6 exhibited ultralow thermal conductivities over a wide temperature range as the phonon mean free path was down to the order of interatomic spacing; and (iii) varying Se deficiency effectively optimized the carrier concentration and power factor, a figure of merit zT value similar to 0.55 was achieved at 923 K in Ag8GeSe5.88. These results not only fill a knowledge gap of Ag8GeSe6 but also contribute to a comprehensive understanding of 816 phase argyrodites at large.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1041:r001,P1041,iTE,iTE:P1041:n1,iTE:P1041:n2,reduces with ion-size-dependent magnitude,author_claim,subject_to_object_as_exported,iTE:P1041:claim_block,"Phonon thermal conductivity calculations for Li (x) CoO2, Na (x) CoO2, and K (x) CoO2 (x = 1, 0.5) have been carried out by perturbed molecular dynamics to clarify the dependence of thermal conductivity on alkali-metal vacancy concentration in these materials. While thermal conductivity decreased for all compounds upon introduction of alkali-metal vacancies, the magnitude of the decrease is strongly dependent on the size of the alkali-metal ion. Further numerical analyses using fictitious physical parameters reveal that, with increasing ionic radius, the two-dimensionality of the phonons in the CoO2 layers, which are responsible for overall thermal conductivity, is enhanced, resulting in lower thermal conductivity in vacancy-free compounds as well as ineffectiveness of alkali-metal vacancies in lowering thermal conductivity. In contrast, for systems with smaller alkali-metal ionic radius, even though higher thermal conductivity is predicted when no vacancies are present, vacancies are quite effective in significantly lowering thermal conductivity by modifying phonon states in the CoO2 layers, more so than in systems with larger alkali-metal vacancies.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1043:r001,P1043,iTE,iTE:P1043:n1,iTE:P1043:n2,causes,author_claim,subject_to_object_as_exported,iTE:P1043:claim_block,"We present the results of low- and high-temperature measurements, from 5 to 800K, of the electrical resistivity and thermoelectric power of polycrystalline and c-axis-oriented textured samples of Ca3-zNdzCo4O9 (0 <= z <= 0.9). Crystallographic structure, microstructure and texture analyses of the samples have also been carried out. The substitution of the lighter rare-earth large ionic Nd for Ca results in an increase in the Seebeck coefficient. However, the resistivity of the samples also increases accordingly. In addition, the Hall effect of the polycrystalline Ca3-zNdzCo4O9 sample was studied in the 50-300 K interval. This measurement showed that the variation of Seebeck coefficient and resistivity are caused by a decrease in carrier concentration with Nd content. The decomposition temperatures of the samples with Nd content were observed to increase to values beyond the melting point of Ag, the technically important contact material for the fabrication of thermoelectric modules. The studies on the thermoforged samples indicate that the electrical resistivity of the textured samples decreased by 2.5-fold as compared with that of the conventional sintered samples. The increase in the decomposition temperature and the high Seebeck coefficient with low resistivity in thermoforged samples make the Nd-doped Ca3Co4O9 oxide as one of the candidate materials for high-temperature thermoelectric modules.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1044:r001,P1044,iTE,iTE:P1044:n1,iTE:P1044:n2,suggested to account for at highest hole density,hypothesis,subject_to_object_as_exported,iTE:P1044:claim_block,"We report the study of the thermoelectric properties of layered ternary telluride Nb3SiTe6. The temperature dependence of the thermoelectric power (TEP) evolves from nonlinear to linear when the thickness of the devices is reduced, consistent with the suppression of electron-phonon interaction caused by quantum confinement. The magnitude of TEP strongly depends on the hole density. It increases with decreasing hole density when the hole density is low, as observed in ionic-liquid-gated thin flakes. However, the device with the largest hole density possesses the highest TEP. Theoretical analysis suggests that the high TEP in the device with the largest hole density can be ascribed to the phonon-mediated intervalley scatterings. The highest TEP reaches similar to 230 mu V/K at 370 K while the electrical resistivity of the device is maintained below 1.5 m Omega cm. Therefore, a large power factor PF similar to 36 mu W cm(-1) K-2 comparable to the record values reported in p-type materials is obtained.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1045:r001,P1045,iTE,iTE:P1045:n1,iTE:P1045:n2,contributes to enhancement,author_claim,subject_to_object_as_exported,iTE:P1045:claim_block,"The emerging cryoprotectant replacement method endows hydrogels with nondrying and antifreezing properties, but the low conductivity still limits wider electronic applications. In this work, the Hofmeister effect and electrostatic interaction are introduced to improve the conductivity of organohydrogels and their enhancement mechanism are studied in depth. The Hofmeister effect mainly influences the physical properties, such as the pore structure and mechanical strength, which subsequently impacts ion transfer during the solvent replacement process. The lithium and sodium bonds formed by the electrostatic interaction play a more important role in the conductivity of organohydrogels and an overall picture is presented based on the synergistic enhancement of the Hofmeister effect and electrostatic interaction to achieve highly ionic conductive organohydrogels. The champion organohydrogels are applied as soft ionic conductors and antireflective layers in triboelectric, photovoltaic, and thermoelectric applications. The proposed mechanism advances the understanding of the contribution of ions to organohydrogels for wearable electronics.",Joint with Hofmeister effect; not direct evidence of Seebeck improvement.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1046:r001,P1046,iTE,iTE:P1046:n1,iTE:P1046:n2,increases,author_claim,subject_to_object_as_exported,iTE:P1046:claim_block,"Thermoelectric generators (TEGs), which harness and convert solar-thermal energy into electrical energy, possess immense potential within the field of photothermal conversion (PTC). However, the widespread adoption of conventional TEGs in PTC domain has encountered some obstacles, which represent that TEGs have poor inherent PTC performance, resulting in low solar-thermoelectric conversion efficiency, and this solar-thermalelectric conversion method lacks the capability of electrical energy storage. Hence, an urgent imperative exists to develop integrated and synergistic energy technologies that can respond to these underlying challenges. Herein, we reported a novel strategy for employing spinel-type Cu 1.5 Mn 1.5 O 4 PTC coating to adorn conventional TEG to construct the solar-thermoelectric generator (STEG) which exhibited excellent solar-thermoelectric conversion capability, and then integrating the STEG in series with a supercapacitor composed of synthetic ionic liquid electrolytes and carbon electrodes to fulfill the conversion and storage of solar-thermal energy into electrical energy. The results indicated that, when compared to a conventional TEG, the STEG attained a drastically elevated internal temperature difference due to the excellent PTC capability of spinel-type coating. As a result, remarkable enhancements were observed in both the steady-state voltages ( V oc ) and maximum output power density ( P max ) of the STEG, exceeding a 6-fold and 40-fold increase, respectively. Furthermore, we conducted experimental validation to ascertain the viability of the solar -driven STEG to charge a supercapacitor, thereby achieving the conversion and storage of solar-thermal energy into electrical energy, and the working mechanism of this integrated system has been revealed. This study offers invaluable insights into the development of highly efficient solar-thermal energy conversion and storage methods.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1047:r001,P1047,iTE,iTE:P1047:n1,iTE:P1047:n2,reduces relative to Sm-only filling,author_claim,subject_to_object_as_exported,iTE:P1047:claim_block,"The structural and thermoelectric properties of the filled skutterudite (Sm,Gd)(y)(FexNi1-x)(4)Sb-12 were investigated and critically compared to the ones in the Sm-containing system with the aim of unravelling the effect of double filling on filling fraction and thermal conductivity. Several samples (x = 0.50-0.90 and y = 0.15-0.48) were prepared by melting-sintering, and two of them were densified by spark plasma sintering in order to study their thermoelectric features. The crystallographic study enables the recognition of the role of the filler size in ruling the filling fraction and the compositional location of the p/n crossover: It has been found that the former lowers and the latter moves toward lower x values with the reduction of the filler ionic size, as a consequence of the progressively weaker interaction of the filler with the Sb-12 cavity. The analysis of thermoelectric properties indicates that, despite the Sm3+/Gd3+ small mass difference, the contemporary presence of these ions in the 2a site significantly affects the thermal conductivity of both p- and n-compositions. This occurs by reducing its value with respect to the Sm-filled compound at each temperature considered, and making the overall thermoelectric performance of the system comparable to several multi-filled (Fe, Ni)-based skutterudites described in the literature.",These ions refer Sm3+/Gd3+; p/n compositions considered separately.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1048:r001,P1048,iTE,iTE:P1048:n1,iTE:P1048:n2,increase promotes,author_claim,subject_to_object_as_exported,iTE:P1048:claim_block,"The impact of A-site and B-site ion substitution (A-site: Sr and B-site: Co) on the electrical and thermoelectric properties of the perovskite CaMnO3 nanoparticles has been investigated. The perovskite nanoparticles have been prepared by sol-gel hydrothermal method at 200 degrees C followed by annealing at optimum temperature. Thermal, structural, morphological, elemental, functional, optical, electrical, and thermoelectric properties of the samples have been performed using TG-DTA analysis, powder X-ray Diffraction, Raman analysis, Scanning Electron Microscopy with Energy Dispersive X-ray Analysis, Fourier Transform Infrared Spectroscopy, UV-Vis spectroscopy, and thermoelectric measurement. Powder XRD analysis reveals the perovskite structure and the optimized annealing temperature. Surfactants reduced the average particle size which improves the thermopower. The decrease in substitution ionic size causes an increase in lattice parameters and unit cell volume. Oxygen-deficient nanoparticles were observed with symmetric Raman lines and the mesoporous structured nanoparticles enhanced the surface area leading to higher electrical conductivity. The temperature dependence thermoelectric measurement was performed between ambient temperature and 673 K. The electrical resistivity depends on the nature of substituent ions. The absolute Seebeck coefficient values for pure CaMnO3, A-site, and B-site substituted were - 312, - 287, and 98 mu VK-1, respectively. The systematic analysis revealed that ion substitution at the A-site and B-site influenced significant changes in the crystal structure and the type of carrier concentration.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1049:r001,P1049,iTE,iTE:P1049:n1,iTE:P1049:n2,monotonically reduces,author_claim,subject_to_object_as_exported,iTE:P1049:claim_block,"The different masses, ionic radii, and chemical valences of the nonequivalent crystallographic sites of thermoelectric (TE) compounds provide an effective way to modulate the thermoelectric performance by selective substitution. In this work, the selective substitution of In+ by Pb for the binary InTe material monotonically reduces the carrier concentration, which is greatly beneficial to the mechanism investigation of serious grain boundary scattering (GBS). This is the first time this point has been mentioned with regard to InTe material. As a result, we found that GBS was dominated by the grain size when the carrier concentration was higher than 0.7 x 10(19) cm(-3) but was inversely governed by the carrier concentration when the carrier was situated at a lower density. In particular, the occupation of Pb on the targeted In+ site could further reduce the lattice thermal conductivity. Finally, In0.9999Pb0.0001Te achieved the improved power factor and average zT value, which could contribute to high-power generation below a medium temperature. This effect of increasing the carrier concentration on the suppression of GBS sheds light on the possibility of improving electron mobility by increasing the carrier concentration.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1050:r001,P1050,iTE,iTE:P1050:n1,iTE:P1050:n2,contributes significantly in n-p transition region,author_claim,subject_to_object_as_exported,iTE:P1050:claim_block,"This work considers the effect of ionic charge carriers on the semiconducting properties of undoped TiO2 single crystal in the n-p transition region. The semiconducting properties were characterised by using the measurements of electrical conductivity and thermoelectric power at elevated temperatures (1073-1323K) and in a gas phase of controlled oxygen activity [10 Pa < p(O-2) < 75 kPa]. These data are considered in terms of the TiO2 defect disorder model. Individual conductivity components, associated with electronic and ionic charge carriers, indicate that the ionic component of electrical conductivity assumes significant values, which cannot be ignored. Its activation energy is 227 kJ/mol.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1051:r001,P1051,iTE,iTE:P1051:n1,iTE:P1051:n2,governs in derived disorder diagram,author_claim,subject_to_object_as_exported,iTE:P1051:claim_block,"The present work derived defect disorder diagram representing the effect of oxygen activity on the concentration of both ionic and electronic defects for undoped TiO2. This diagram was determined using the equilibrium constants derived in the present work, including (i) the intrinsic electronic equilibrium constant, (ii) the equilibrium constant for the formation of oxygen vacancies, and (iii) equilibrium constant for the formation of titanium vacancies. These equilibrium constants are consistent with three properties determined independently, including: electrical conductivity, thermoelectric power and change of mass determined by thermogravimetry. The derived defect disorder diagram may be used for tailoring semiconducting properties of TiO2 that are desired for specific applications through the selection of optimized processing conditions.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1052:r001,P1052,iTE,iTE:P1052:n1,iTE:P1052:n2,reduces rate relative to unsegmented pellets,author_claim,subject_to_object_as_exported,iTE:P1052:claim_block,"The inexpensive and high-performing thermoelectric material beta-Zn4Sb3 is a mixed ionic-electronic conductor, which suffers from stability issues due to Zn migration in the structure under thermoelectric operating conditions. Previous ex situ studies have shown that ion migration in beta-Zn4Sb3 and Cu2Se can be reduced in segmented modules, where ion-blocking interfaces increase the critical voltage across the module before metallic whiskers are observed at the surface. Here, we use spatially resolved operando X-ray scattering measurements across the pellet coupled with electrical resistivity measurements to examine the stability improvement obtained in segmented beta-Zn4Sb3 pellets with ion-blocking steel interfaces under thermoelectric operating conditions. Quantitative phase analysis shows that beta-Zn4Sb3 decomposes into ZnSb and Zn, but the rate is significantly reduced in segmented pellets compared with unsegmented pellets. The greatest improvement is found under the mildest conditions investigated, with a hot side temperature of 250 degrees C and an applied current density of 0.5 A mm(-2). Microstructure analysis by scanning electron microscopy and energy dispersive X-ray spectroscopy after stability tests reveals a Zn phase front during migration, as well as residual beta-Zn4Sb3 islands trapped inside the decomposed ZnSb phase. Overall, the operando approach provides a dynamic atomic structure basis for the effect of segmentation on the stability of beta-Zn4Sb3 under thermoelectric working conditions.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1053:r001,P1053,iTE,iTE:P1053:n1,iTE:P1053:n2,greatly enhances at short circuit without access resistance,author_claim,subject_to_object_as_exported,iTE:P1053:claim_block,"Nanofluidic thermoelectrics has attracted significant interest recently due to its potential for low-grade heat recovery. However, the impact of hydrodynamic slippage on power generation performance in nanofluidic channels has generally been ignored in previous studies, although slip velocity boundary con-ditions are relevant at the nanoscale. To fill this research gap, this study conducted two-dimensional (2D) numerical simulations based on non-isothermal Poisson, Nernst-Planck, Navier-Stokes, and energy equations to investigate the thermoelectric response, including Seebeck coefficient, thermoelectric cur-rent, power factor, and normalized maximum power density, within a nanochannel with slippage at the channel walls. The simulations considered three thermal-driven ion transport mechanisms: temperature-dependent ion electrophoretic mobility (TDIEM), Soret-type ion thermodiffusion, and thermoosmosis. The results showed that TDIEM and thermoosmosis primarily dominate the thermoelectric response of elec-trolyte confined in slip nanochannels in the presence of the overlapping electrical double layer. The study also found that the impact of access resistance on the thermoelectric response must be considered. The slip-enhancement of the Seebeck coefficient, i.e., the thermoelectric voltage at open-circuit condition, is not significant due to the increase in surface conductivity caused by slip-amplified electroosmosis, es-pecially at low electrolyte concentrations. However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage. At a moderate slip length ranging from 10 to 50 nm, it was found that the normalized maximum power density in a 2 nm nanochannel exceeded 10 mW K -2 m -2, even under a small temper-ature difference of 10 K, which is one order of magnitude higher than the typical thermionic capacitors and thermocells. Overall, this study provides valuable insights into developing efficient nanofluidic-based thermoelectric generators for low-grade heat energy harvesting by highlighting the importance of con-sidering the effect of hydrodynamic slippage.& COPY; 2023 Elsevier Ltd. All rights reserved.",Simulated conditional effect; Seebeck enhancement not significant.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1054:r001,P1054,iTE,iTE:P1054:n1,iTE:P1054:n2,causes,author_claim,subject_to_object_as_exported,iTE:P1054:claim_block,"Many thermoelectric materials feature irregular electrical conductivity with thermally activated transport below similar to 600 K and metallic behavior at high temperatures, despite possessing degenerate carrier concentrations. The suppression of the electrical conductivity ultimately degrades the thermoelectric performance on the cold side and limits the device energy conversion efficiency. As such, establishing the origin of the low temperature scattering and developing strategies to mitigate its effect are paramount issues. To date, the correct microscopic description of the low temperature carrier scattering remains an open issue, and there is little work addressing why some thermoelectric materials are more susceptible to the deleterious behavior. Here, we use the promising thermoelectric alloys of PbQ and NaSbQ(2) (Q = S, Se, Te) as model systems to address these concerns. We directly show the thermally activated transport stems from the scattering of charge carriers by the grain boundaries (GBs), and that the expected metallic electrical conductivity is recovered by preparing large grained samples with reduced densities of GBs. We furthermore study the electrical properties NaPbmSbSem+2 as a function of NaSbSe2 fraction, as well as those of the chalcogenide analogues, PbTe-NaSbTe2 and PbS-NaSbS2, and demonstrate that the strength of GB scattering can be understood by utilizing simple chemical principles. By considering the polarizability of the host atoms, we directly relate the magnitude of GB scattering to the relative degree of charge carrier screening in each material, and demonstrate that GB scattering is strongest in the ionic NaSbQ(2)-rich compounds and weakest in more polarizable PbQ-rich phases. We finally show how these chemical arguments elegantly explain the strong GB scattering in numerous other thermoelectric materials. By uniting the deleterious charge transport properties exhibited by many different compounds into a common picture, we discuss how our work gives design principles for proper microstructure engineering in emerging thermoelectric materials.",Core-claim first pass; full abstract retained as evidence; not exhaustive.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1055:r001,P1055,iTE,iTE:P1055:n1,iTE:P1055:n2,increases,author_claim,subject_to_object_as_exported,iTE:P1055:claim_block,"This study theoretically investigates the properties of RbSrX3 halide perovskites to advance their technological applications, focusing on thermoelectric, mechanical, and optoelectronic characteristics via first-principles calculations. Structural stability at the ground state was confirmed using equation of state of Birch-Murnaghan and further by formation energy and tolerance factor. The structural analysis reveals a systematic increase in lattice parameters and unit cell volumes with the substitution of larger halide ions, consistent with ionic size effects. Analysis of electronic spectra shows that RbSrCl3, RbSrBr3, and RbSrI3 exhibit indirect bandgaps of 7.68, 6.52, and 4.96 eV, respectively, which increase to 9.50, 8.09, and 6.21 eV with the inclusion of spin-orbit coupling, indicating their potential in ultraviolet (UV) photodetectors, insulating optical coatings. Mechanical analysis show their stability, anisotropy, and ductile behavior. Optical properties analysis, including refractive index, optical conductivity, dielectric constants, and absorption characteristics, suggests that these compounds are well-suited for optoelectronic and UV sensor technologies. Using BoltzTrap code, the transport properties were evaluated, showing n-type conductivity due to negative Seebeck coefficients. The calculated thermoelectric efficiency (ZT) scores attained 1.25, 0.76, and 0.57 under a temperature of 950 K, indicating significant thermoelectric performance. This work identifies RbSrX3 and related materials as strong contenders for use in UV photodetectors, insulating optical coatings, radiation-resistant optoelectronic systems, and potential use in high-temperature thermoelectric devices, providing a foundation for future experimental studies.",Calculated structure result; no TE cause inferred.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1056:r001,P1056,iTE,iTE:P1056:n1,iTE:P1056:n2,provides,author_claim,subject_to_object_as_exported,iTE:P1056:claim_block,"High power light-emitting diodes (LEDs) consume most of the applied power as heat, which leads to a high junction temperature; thus, an efficient cooling device is needed. Most of the developed cooling systems face constraints such as cost, consumption, and noise, leading to low work efficiency. In this study, a needle-to-net type ionic wind generator based on corona discharge is suggested for high power LED cooling. The LEDs' junction temperature was calculated by measuring the case temperature, which is called the pin-temperature measurement method. The characteristics of ionic wind in various electrode arrangements or electrical parameters were analyzed, and the case temperature changes induced by ionic wind were measured under various conditions for analysis. The experimental results indicate that the designed ionic wind generator had good cooling performance close to cooling fan, coupled with lower energy consumption and less mechanically induced noise. The maximum ionic wind velocity was measured to be 2.97 m/s at a 15 mm discharge distance and 17 kV applied voltage. (C) 2015 Elsevier Ltd. All rights reserved.",LED cooling application; no thermoelectric material mechanism.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1057:r001,P1057,iTE,iTE:P1057:n1,iTE:P1057:n2,accounts for,author_claim,subject_to_object_as_exported,iTE:P1057:claim_block,"Ionic thermoelectrics (i-TEs) demonstrate immense application potential in such fields as wearables and low-grade energy harvesting. Though adequate moisture absorption is required to facilitate ion dissociation in i-TEs, the impact of moisture gradient has been overlooked. Herein, we demonstrate a moisture-gradient-enhanced ionic thermoelectric generator (MGITG) driven by both moisture and temperature gradients. The MGITG exhibits an ionic thermopower of 34.02 mV K-1, a high open-circuit voltage of 644.19 mV, and an ultrahigh 1 h output energy density of 917.54 J m-2. We attribute the enhanced performance to fast and selective ion transport driven by coupled heat and moisture transfer. As a proof of concept, this material enabled the development of wearables capable of monitoring motion and respiration, as well as robotic systems equipped with synchronous environmental and tactile sensing. This work holds promise in the design of high-sensitivity, multifunctional, and high-energy-density i-TEs, facilitating their applications in robotic touch and wearables.",Coupled moisture/thermal device; thermovoltage not necessarily pure Seebeck.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
