claim_id,paper_id,domain,quote,quote_start_char,quote_end_char,quote_location_status,evidence_scope,limitations,txt_record_index,txt_header_line,raw_record_sha256,semantic_review_status,reconstruction_run_id
iTE:P1152:claim_block,P1152,iTE,"AM 2 X 2 Zintl compounds, crystallizing in layered structures, have recently garnered attention due to their promising thermoelectric properties. In this study, we explore the chemical bonding and elastic and thermoelectric properties evolution across the full YbMg2Bi2-x Sb x solid solution. The transition from YbMg2Bi2 to YbMg2Sb2 leads to a continuous linear chemical-bond shortening and thus a significant enhancement in elastic moduli and sound velocity, resulting in overall significant lattice stiffening. Simultaneously, the shift toward more ionic chemical bonding leads to significant changes in the band structure, particularly an increase in effective mass and a decrease in both carrier concentration and mobility, which in turn reduces the power factor for Sb-rich samples. However, a rapid increase in point-defect scattering causes the lattice thermal conductivity to drop from approximate to 3 to almost 1 Wm-1-K-1 at 300 K for the intermediate compositions, thus opening new room for further optimization of the Sb-rich representatives of the YbMg2Bi2-x Sb x . Therefore, in this work, we have demonstrated that despite the seemingly intrinsically higher thermoelectric performance in the Bi-rich region of the YbMg2Bi2-x Sb x solid solution, the Sb-rich representatives may in fact be even more promising due to better mechanical and thermal stability and greater room for further charge carrier concentration optimization.",0,1443,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1069,13025,7b303aa54edddd468e8b036e610ac154996b4c34b9cb0818a20fad9f67e52b49,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1153:claim_block,P1153,iTE,"Thermoelectric effects of ice play an important role in many natural and engineering phenomena. We investigate, numerically and analytically, the electrification of finite-thickness ice slabs due to an imposed temperature difference across them. When exposed to a temperature gradient, thermoelectrification involves a fast initial stage dominated by Bjerrum defects and a subsequent slow stage driven by ionic defects. The time scales of the first and second stages are derived analytically and correspond to the Debye time scales based on the density of Bjerrum and ionic defects, respectively. For a given ice slab, at the steady state, the thermovoltage across it and the charge accumulation near its two ends depend strongly on its thickness, with the sensitivity of the thermovoltage being more pronounced. The discrepancy between the computed thermovoltage and experimental measurements is analyzed. The analysis shows that, although thermoelectric effects in ice were discovered 50 years ago, significant gaps, ranging from the bulk and interfacial properties of defects to the measurement of thermovoltage, exist in the quantitative understanding of these effects. Filling these gaps requires further experimental, theoretical, and computational studies.",0,1263,exact_unique,exported_paper_block_not_verified_atomic_claim,Ice thermoelectrification temporal stages; unresolved experimental discrepancy retained in source.,1070,13036,f226ab462142debb3ed6d71a1e6cedd97133ea0a04099d8ad9b668936b20c8ad,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1154:claim_block,P1154,iTE,"Diabetic foot ulcer (DFU) remains difficult to heal due to disrupted endogenous bioelectricity together with persistent infection, inflammation, and oxidative stress. Reinstating wound bioelectricity therefore represents an attractive therapeutic strategy, and thermoelectric materials are particularly suited to this purpose by harvesting the natural skin-air temperature gradient without external power input. Here, a self-powered ionic thermoelectric dual-network hydrogel is developed to simultaneously reconstruct wound bioelectric cues and remodel the hostile DFU microenvironment. The hydrogel generates wound-relevant microcurrents under physiological temperature gradients, while luteolin and Zn2 + are incorporated as complementary bioactive modules to suppress bacterial burden and excessive inflammation, thereby establishing a pro-regenerative niche. Meanwhile, the catechol-containing dual-network architecture imparts strong wet adhesion and robust mechanical stability for conformal wound coverage. Mechanistically, this study provides, to our knowledge, the first evidence that thermoelectric stimulation reprograms fibroblast repair behavior through bioelectric transduction into a Ca2 +/calmodulin-dependent phosphoinositide 3-kinase/protein kinase B (PI3K/Akt) and extracellular signal-regulated kinase (Erk) signaling network. The hydrogel exhibits broad-spectrum antibacterial activity, immunomodulatory effects, and pro-angiogenic capacity in vitro, and accelerates wound healing by 66.84% in diabetic rats. This work establishes a self-powered strategy that integrates bioelectric restoration with microenvironment remodeling for DFU repair.",0,1665,exact_unique,exported_paper_block_not_verified_atomic_claim,Wound material properties; biological signaling claim not conflated with thermal conversion.,1071,13050,b69bc721578390f4af6ff6cc02422c49d90dd1c0ce334226d9f64133a3631196,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1155:claim_block,P1155,iTE,"Hydrogel-based thermoelectric (TE) materials are attractive for their flexibility and large Seebeck coefficient (S), yet achieving high and stable output remains challenging. Here, a synergistic ion-electron coupling strategy is proposed by integrating ionic and electronic conduction pathways within a single hydrogel system. A high-performance hybrid TE hydrogel is fabricated by incorporating p-type Bi0.3Sb1.7Te3 (BST) particles and a KOH electrolyte into a kappa-carrageenan/gelatin matrix. The introduction of BST establishes an electronic contribution, increasing S from similar to 0.18 mV K-1 to similar to 1.35 mV K-1, while subsequent addition of KOH further enhances S to similar to 2.98 mV K-1, surpassing that of individual components. Mechanistic studies reveal that BST not only provides electronic thermopower but also facilitates ionic thermal migration under a temperature gradient. The resulting hydrogel exhibits robust TE performance, long-term stability, and piezoresistive sensitivity, enabling its application as a self-powered temperature sensor for water temperature and respiratory monitoring. This work offers a novel design paradigm for high-performance, multifunctional hydrogel-based TE materials.",0,1228,exact_unique,exported_paper_block_not_verified_atomic_claim,Also electronic thermopower contribution; hybrid pathway retained.,1072,13061,1f2a1cc09011c62fab80641cb66f06e3ed73dd1fc8df18255dffaccea35240f7,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1156:claim_block,P1156,iTE,"The work is devoted to the creation of the nanostructured bismuth sulfide (Bi2S3), copper iodide (CuI) and lead sulfide (PbS) semiconductor layers for thin-film solar thermoelectric generator by means of wet chemical synthesis, namely, via Chemical Bath Deposition (CBD) or via Successive Ionic Layer Adsorption and Reaction (SILAR). Ways to overcome the problems of poor adhesion of Bi2S3 layers to glass, mica and polyimide substrates and to remove restrictions deal with low thickness limits for Bi2S3 and PbS have been shown. Optical properties of the smooth and continuous similar to 1.0-1.2 mu m thick Bi2S3, Cul and PbS films researched, which were deposited on the solid glass surfaces and on the flexible mica or polyimide substrates. The obtained films have polycrystalline structures of the corresponding bulk semiconductors with grain sizes of several tens of nanometers. Studies of their temperature dependent resistivities p, Seebeck coefficients S and power factors P = S-2/p are depicted, which confirmed that the obtained thin-film materials are promising for the solar heat transforming into electricity.",0,1122,exact_unique,exported_paper_block_not_verified_atomic_claim,Thin-film fabrication/characterization; no specific causal transport pathway reported.,1073,13072,a7f011187e9e3918d0d4dd1c0875b1b8b40f73f89da8c8c97a52fbeb8e063805,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1157:claim_block,P1157,iTE,"Bismuth sulfide (Bi2S3) is a promising n-type thermoelectric material with the advantages of low cost and environmental friendliness. However, its intrinsically low carrier concentration (1018 cm- 3) significantly limits its thermoelectric efficiency. Therefore, optimizing the carrier concentration by rare earth doping is the foremost strategy to decouple both carrier transport and phonon dynamics to obtain enhanced thermoelectric performance. Herein, cerium (Ce) in Bi2S3 samples was synthesized through a one-pot hydrothermal route followed by hot-press sintering. The introduction of Ce with its mixed-valence states (Ce3+/Ce4+) effectively alters the Fermi level and elevates carrier concentration from -1.99 & times; 1018 cm- 3 to -3.20 & times; 1019 cm- 3, leading to enhanced electrical transport properties. As a result, the Bi1.975Ce0.025S3 composition achieves a remarkable power factor of 408.4 & micro;Wm- 1K- 2 at 623 K. The difference in ionic size and lower atomic mass of Ce compared to Bi creates local strain and modifies the phonon density of states, which together reduce anharmonic interactions and improves vibrational coherence. The Bi1.975Ce0.025S3 composition attained a low lattice thermal conductivity (xl) of 0.218 Wm- 1K- 1 and a peak thermoelectric figure of merit (zT) of 0.67 at 623 K which attain a maximum efficiency of 4.9%.",0,1363,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1074,13080,524575fc3369d756e20c801c7679890b58755bd12aa3450b7e7318db1a018507,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1158:claim_block,P1158,iTE,"The practical application of quasicrystals (QCs) as thermoelectric materials makes icosahedral (i-) Al-Pd-Re QC attractive because of its moderate electrical conductivity (similar to 280 Omega(-1) cm(-1)), relatively high Seebeck coefficient (similar to 100 mu V K-1), and low thermal conductivity (similar to 1.3 W m(-1) K-1) at room temperature. To develop a thermoelectric pi-shaped power generation module, we need both p- and n-type thermoelectric materials. In this work, we aimed to develop an n-type i-Al-Pd-Re-based QC and investigated the effect of Co substitution for Re on the thermoelectric properties, i.e., the electron-doping effect. We synthesized dense bulk samples with nominal compositions of Al71Pd20(Re1-xCox)(9) (x = 0, 0.1, 0.2, 0.3, 0.4, 0.5) via arc-melting, annealing, and sintering methods. We found that Co can produce n-type carriers in dilute substitution amounts of x = 0.1 and 0.2; however, the Seebeck coefficient at 300 K showed an n- to p-type transition with increasing x. This indicates that a simple rigid-band approximation is not applicable for i-Al-Pd-Re QC, which makes it difficult to synthesize an n-type i-Al-Pd-Re-based QC. Although the thermal conductivity was reduced from 1.28 (x = 0) to 1.08 W m(-1) K-1 (x = 0.3) at 373 K by lowering of the electron thermal conductivity (electrical conductivity) and the alloying effect via Co substitution, the dimensionless figure of merit was not enhanced because of lowering of the power factor for all samples. The elastic moduli of i-Al-Pd-Re QC decreased by Co substitution, indicating that i-Al-Pd-Re-Co QC had a more ionic and brittle character.",0,1640,exact_unique,exported_paper_block_not_verified_atomic_claim,Power factor drops and zT not enhanced.,1075,13091,9f9b0ca062d4d5d18437f6444f1c89112ddb1d7699551d7a3e4b969150edd748,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1159:claim_block,P1159,iTE,"The effects of Ca doping content on the crystal structure, electronic transport, thermal transport, and mechanical properties of In2O3 were systematically studied by means of X-ray diffraction (XRD), thermoelectric performance test, and first-principles calculation. XRD analysis shows that Ca2+ can be completely solid-dissolved into the In2O3 lattice to form a single-phase solid solution without the formation of impurity phases, and the lattice constant increases linearly with the increase in doping content, confirming that Ca2+ successfully replaces In3+ and triggers lattice expansion. The results of thermoelectric performance tests show that Ca doping can significantly improve the electrical conductivity of the material. The essence is that Ca doping introduces a large number of free electrons through the charge compensation effect, and coordinately regulates the carrier concentration and mobility to optimize the electronic transport performance. In terms of thermal transport performance, Ca doping leads to a decreasing trend of the total thermal conductivity of the material. The core mechanism is that the difference in ionic radius between Ca2+ and In3+ causes lattice distortion, enhanced mass fluctuation scattering, and defect scattering. At the same time, the decrease in Young's modulus intensifies phonon scattering, resulting in a significant decrease in lattice thermal conductivity (dominating the change in total thermal conductivity), while the electronic thermal conductivity increases slightly but accounts for a very low proportion. Under the synergistic optimization of electrical and thermal transport, the thermoelectric figure of merit (ZT) of the material increases from similar to 0.05 to similar to 0.239, with particularly prominent effects in the medium and high-temperature range.",0,1825,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1076,13102,d63e0e25e9c76eea354f4e50e6771354706aa5bcf83d40ea97c5b587d211d15f,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1160:claim_block,P1160,iTE,"Phase transformation points in Li0.25CU1.75Se mixed electronic-ionic conductor have been determined by calorimetric, conductometric and thermoelectric measurements. The phase transformation (PI) from triclinic to monoclinic, occurs at 403-413 K. At 503-515 K the monoclinic phase is followed by a rhombohedral modification. Both of these PTs are accompanied by drops on the calorimetric curve. At about 653 K observed anomalies in the temperature dependencies of the ionic conductivity, of the chemical diffusion coefficient and the jump of the ionic Seebeck coefficient have been induced by the PT to hexagonal phase. Neutron diffraction studies reveal the cubic structure of Li0.25Cu1.75Se compound (with space group Fm3m) at 773 K. The corresponding PT causes anomalies in the electrical and diffusion properties at 703-713 K. Cu ions are statistically distributed over tetrahedral and trigonal voids in an Fm3m cage; lithium ions randonily occupy 32(f) positions. (C) 2004 WILEY-VCH Verlag GmbH & Co KGaA, Weinheim.",0,1019,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1077,13113,df9ecdbf27291b7e64401cf5afa814f943663ae9c5752f026bdd5f5f62960282,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1161:claim_block,P1161,iTE,"In this work, a group of mixed ionic-electronic conductors, SrFe1-xCoxO3-delta (x = 0, 0.4, 0.6, 0.8), synthesised with NiO as a sintering aid was studied. The total electrical conductivity as a function of temperature was analysed using the DC-4W method. All investigated materials exhibited a maximum conductivity at temperatures between 620 and 870 K. Thermally activated conduction below- and metal-like conductivity behaviour above the maximum temperature was observed. Seebeck coefficient measurements of SrFe1-xCoxO3-delta (x = 0, 0.4, 0.6, 0.8) showed that all materials exhibited a p-type electronic conductivity in air. Furthermore, thermoelectric studies have enabled the determination of temperature dependencies of electron hole concentration and their mobility. With higher Co content in the materials, the Seebeck coefficient was lower, while the concentration of electron holes increased. With increasing temperature, the concentration of electron holes declined in all materials due to thermal reduction.",0,1021,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1078,13124,41e8c15db9b00d32c2fe5ff0b420d997728e74e77e218582d48db784fc7c5efb,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1162:claim_block,P1162,iTE,"The article presents a new design of vertical thermoelectric nanogenerator (TENG) on the base of thin-film CuI/FTO composition with ohmic Cr/Cu contacts, which combines the functions of UV-Visible photosensor. Its functioning as the TENG carried out due to the spontaneous temperature gradient approximately 7 K, which occurs under the uniform heating of the entire device at temperature 30 degrees C. The open circuit voltage of TENG test sample is V-oc = 0.09 mV and maximum output power is P-max = 0.4 nW at temperature 50 degrees C. UV-Visible photosensor based on Cu/Cr/CuI/FTO/Cr/Cu composition possess high values of photocurrents I-ph under illumination, which eliminates necessity of amplification of the photosensor signal. The photoresponse and reset times of the photosensor are tau(p) approximate to 30-100 s and tau(r) approximate to 20-100 s, respectively. The explanation of the possibility of using CuI thin films, solution-produced by the affordable successive ionic layer adsorption and reaction (SILAR) method as both thermoelectric and photosensitive material is based on the studying of surface morphology, crystal structure, chemical composition and optical properties.",0,1192,exact_unique,exported_paper_block_not_verified_atomic_claim,Device gradient rather than new material mechanism.,1079,13135,da2a213f88067b54eb6b350f4c70c645238260a7091e17284ae75e4451db80bd,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1163:claim_block,P1163,iTE,"To study the structural, electronic, elastic, thermodynamical and thermoelectric (TE) properties of copper nitride (CunN with n=1, 3, 4), we have used density functional theory (DFT) based on the generalized gradient approximation and semi-classical Boltzmann transport theory. The band structure and electronic density of states (DOS) confirm that Cu3N has a semiconductor behavior with an indirect bandgap of 0.32 eV, however, CuN and Cu4N have metallic behavior. The study of elastic constants and their derived parameters of CunN in cubic structure revealed that the compounds are ductile, mechanically and dynamically stable and have an ionic bond. This study shows that the hardness and thermal stability of CunN increase with n increase from 1 to 4. The TE properties are calculated and found to decrease with n. The calculated values of ZT are 0.975, 0.84 and 0.023 at 300 K, which makes CuN and Cu3N are good candidates for thermoelectric applications.",0,961,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1080,13146,30d484fa3fa51f5ed91339561aa2f584b1d107c379cdcbbffe9dd6a7acbab0d5,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1164:claim_block,P1164,iTE,"The impact of the non-stoichiometric addition of potassium (K) on the nanostructure and thermoelectric performance of misfit layered calcium cobaltite (Ca3Co4O9) ceramics is reported. The samples were prepared with the designed nominal composition of Ca3Co4O9Kx (x = 0, 0.05, 0.1, 0.15, and 0.2). The K addition promoted the crystal growth and improved the crystal texture. The nanostructure and chemical analysis revealed the segregation of K at the Ca3Co4O9 grain boundaries, while the Ca3Co4O9 grain interior was free of K. At the optimal doping level, the dopant K grain boundary segregation reduced the electrical resistivity and simultaneously increased the Seebeck coefficient, resulting in a large increase in the power factor. At 320 K, the sample Ca3Co4O9K0.1 achieved the power factor of 930 mW K-2 m(-1), which is 2.25 times higher than 412 mW K-2 m(-1) from pristine Ca3Co4O9 and by far, the highest power factor at room temperature regime for the Ca3Co4O9 ceramics. The impact of the dopant segregation on the ionic diffusion along the grain boundaries and its resultant thermoelectric performance enhancement of Ca3Co4O9 ceramics are discussed.",0,1159,exact_unique,exported_paper_block_not_verified_atomic_claim,"Grain boundaries enriched, grain interiors K-free.",1081,13157,f7b6b2f7fd99039db342d5cc5b6a645f84ef64a2d00c13c9322a1e7d20ee3b06,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1165:claim_block,P1165,iTE,"Characterizing atom/ion mobility in superionic materials is one of the most essential topics. In this work, we show that the copper ion mobility in a promising thermoelectric material CuxAgSey (x, y = 0.98, 1.02), can be significantly changed by modulating the element ratio, x/y. With Cu-63 NMR linewidth as a direct measure of the copper ion mobility, we observed distinguishable Cu ion mobility in the samples with different ratios even under ambient temperatures. This distinction was further evaluated in terms of correlation times and activation energy of copper diffusion. The contrast in ion mobility could be understood from the point of view of vacancy mediation. This work gives fruitful information for understanding ion dynamics and related topics.",0,761,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1082,13170,26af5278335568297a1c6a3fd9f09e53a39032f4aa2d907f12278214500e0506,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1166:claim_block,P1166,iTE,"Recently, layered oxychalcogenides have been extensively studied as promising thermoelectric materials. These materials have ionic oxide with alternative covalent chalcogenide layers, resulting in many interesting electronic properties. The materials also enable the tuning of their properties via chemical substitutions at the coexisting layers. Recently, bismuth (Bi)-based oxychalcogenides have attracted many scientists from the field of material research because of their distinctive structure, high carrier mobility, and excellent environmental stability, making them suitable candidates for high-performance electronic and optoelectronic applications. In this present report, we have presented a comprehensive review of recently developed Bi-based oxychalcogenides. The simplest Bi-oxychalcogenides are in the ternary form (Bi2O2Ch, Ch = S, Se, Te). We start with an introduction and classify the compounds based on sulphide, selenide, and telluride with their fundamental properties. In addition to that, different synthesis methods of oxychalcogenides along with their applications are discussed in detail. Different device applications of related materials, including photodetectors, transistors, optical switches, and artificial synapses, are also presented.(c) 2022 Elsevier Ltd. All rights reserved.",0,1312,exact_unique,exported_paper_block_not_verified_atomic_claim,Review of Bi oxychalcogenides; no new causal mechanism finding abstracted.,1083,13181,d5a999a56e9dac10f06ec66716a3fe17b9d32ecc50f888df9ddcf0d0488212b4,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1167:claim_block,P1167,iTE,"Bismuth telluride (Bi2Te3) is a well-known thermoelectric material with potential applications in several different emerging technologies. The bulk structure is composed of stacks of quintuple sheets (with weak interactions between neighboring sheets), and the performance of the material can be significantly enhanced if exfoliated into two-dimensional nanosheets. In this study, eight different imidazolium-based ionic liquids are evaluated as solvents for the exfoliation and dispersion of Bi2Te3 at temperatures ranging from 350 to 550 K. Three distinct exfoliation mechanisms are evaluated (pulling, shearing, and peeling) using steered molecular dynamics simulations, and we predict that the peeling mechanism is thermodynamically the most favorable route. Furthermore, the [Tf2N-]-based ionic liquids are particularly effective at enhancing the exfoliation, and this performance can be correlated to the unique molecular-level solvation structures developed at the Bi2Te3 surfaces. This information helps provide insight into the molecular origins of exfoliation and solvation involving Bi2Te3 (and possibly other layered chalcogenide materials) and ionic liquid solvents.",0,1179,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1084,13189,f65aea379997cc134f3593ce407f138c983b88d13a9070a978dac4dd5c1a2cb5,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1168:claim_block,P1168,iTE,"The modern era of thermoelectricity (TE) is born alongside the explosion of nanotechnology. Although high-dose doping rejuvenates TE research, expectations for low thermal conductivity kappa and high electrical transport property remain conflicting. The n-type Bi2Te3 with dilute liquid-like copper chalcogenide realizes the hybrid-ization of electronic and ionic conduction and fulfills the concept of phonon-liquid electron-crystal. The presence of Cu2S nano-clusters modulates the concentration of Cu and Cu ion dynamically. Under such circumstances, the solubility of Cu in n-type Bi2Te3 retains at a maximal level without forming undesired impurity phases. More-over, the Cu ions play a double role as phonon scatters and high-mobility carriers, yielding the reduced kappa L with enhanced carrier mobility mu H. Meanwhile, a high electrical conductivity sigma is retained by pinning the carrier concentration nH in the optimal level of 1019 cm -3 with the incorporation of electron donors. Consequently, our nearly single-phase n-type Bi2Se0.02Te3Cu0.03(Cu2S)0.0125 crystal achieves a large S2 sigma, a record-breaking zT = 1.6 at 363 K, and an ultrahigh average zT = 1.38 in the temperature range of 300 K-500 K.",0,1218,exact_unique,exported_paper_block_not_verified_atomic_claim,Author dual-role attribution; not generalized to all Cu compounds.,1085,13200,0cf978214e877d174198bdf4a4365c2689be06d67d34d2b268e3b0a487b01d30,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1169:claim_block,P1169,iTE,"Ionic thermoelectric (i-TE) gels have emerged as a promising alternative for converting low-grade heat into electricity, owing to their high ionic thermopower and flexibility. However, integrating high stretchability and self-healing capability with robust high-temperature i-TE performance remains a significant challenge, particularly for wearable applications involving repeated deformation and physical damage. In this study, we developed a stretchable and self-healing i-TE gel, denoted as G-0.1 M FeCN4-/3--6 wt% MWCNTs, inspired by the structure of lotus root fibers. Multi-walled carbon nanotubes (MWCNTs) served as both structural connectors and supports, enabling stretchability and self-healing while providing selective ion transport pathways that enhanced the thermodiffusion effect to improve high-temperature performance. A stretchability of 310% was achieved after self-healing, compared to the original value of 350%. At 313 K, the i-TE gel exhibited an ionic thermopower of 11 mV K-1, a maximum output power density (Pmax/(Delta T)2) of 1.7 mW m-2 K-2, and an energy harvesting density of 0.39 J m-2 K-2 over one hour. Furthermore, the i-TE gel device generated a Pmax/(Delta T)2 of 0.8 mW m-2 K-2 (with 4 gel thermocells in series) and an output voltage of 953 mV (under simulated-light exposure, with 25 gel thermocells in series) at 313 K. This bioinspired design strategy offers a viable route to achieve flexibility, self-healing, and high performance in other i-TE systems and energy gels.",0,1513,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1086,13213,11003af7ac75acabc05c30d82faec141d4a30ce7fff7a5c3e8a4606cf3381438,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1170:claim_block,P1170,iTE,"This paper investigates the regulatory effect of Zr doping on the comprehensive properties of In2O3 thermoelectric materials. The results show that Zr doping can significantly optimize its thermoelectric performance, increasing the maximum ZT value from similar to 0.055 to similar to 0.252. XRD analysis confirms that Zr doping does not introduce impurity phases, and the material maintains a cubic bixbyite structure. The lattice constant decreases with increasing doping concentration, which is attributed to lattice contraction caused by the ionic radius difference between Zr4+ (0.072 nm) and In3+ (0.080 nm). In terms of electrical transport properties, the surge in carrier concentration caused by Zr4+ substituting In3+ and the generation of oxygen vacancies leads to a significant increase in electrical conductivity. Although the absolute value of the Seebeck coefficient decreases, the power factor improves due to the dominant increase in electrical conductivity, and the enhanced density of states near the Fermi level partially mitigates the decrease in the Seebeck coefficient. Regarding thermal transport properties, lattice distortion strengthens phonon scattering, significantly reducing lattice thermal conductivity; the decrease in carrier mobility inhibits the growth of electronic thermal conductivity, resulting in an effective reduction in total thermal conductivity. In addition, Zr doping improves the Vickers hardness of the material through lattice distortion and solid solution strengthening, enhancing structural stability. This study confirms that Zr doping achieves a significant improvement in the ZT value of In2O3-based thermoelectric materials by synergistically optimizing electrical, thermal transport, and mechanical properties, providing an effective strategy for regulating the performance of oxide thermoelectric materials.",0,1865,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1087,13224,ba6d6b5677943ba3b2e06848df321c37b826bb35a9b6be828ab739cdc8ea9d1d,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1171:claim_block,P1171,iTE,"To optimize the performance of indium oxide (In2O3)-based thermoelectric materials, this study prepared Nb-doped In2O3 via mechanical alloying and spark plasma sintering (SPS), investigating its regulatory mechanism on the crystal structure, as well as on thermoelectric and mechanical properties. X-ray diffraction (XRD) showed that Nb was incorporated into the In2O3 lattice; with increasing Nb doping, the lattice constant decreased due to the ionic radius difference between Nb (64 pm) and In3+ (80 pm) plus Nb's strong polarization effect. In electrical properties, Nb doping significantly improved conductivity: pure In2O3 had similar to 53.42 S/cm, reaching 272.07 S/cm (over 5x increase) at x = 0.005, which is attributed to Nb releasing free electrons and increasing the carrier concentration; though carrier mobility slightly decreased, carrier concentration growth dominated conductivity improvement. The absolute Seebeck coefficient decreased (from -185.24 mu V/K to -120.12 mu V/K at x = 0.005), but electrical conductivity increased and far exceeded the decrease in the square of the Seebeck coefficient, leading to a high-temperature power factor of 5.10 mu W/(cm.K-2). In terms of thermal properties, Nb doping reduced thermal conductivity and lattice thermal conductivity. Collectively, the x = 0.004 sample achieved a ZT value of 0.302 at 800 K, which is over 5 times higher than that of pure In2O3 (0.055 at 973 K); meanwhile, Nb doping enhanced the Vickers hardness, realizing the optimization of thermoelectric and mechanical properties.",0,1558,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1088,13235,6e973c35d72eb64a0d10bf93497c4f6617b0353d5106d581f83bf47254fbb5d7,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1172:claim_block,P1172,iTE,"The density functional theory as a computational approach was used to explore the ferrimagnetic semiconducting behavior of Dy2CoMnO6 double perovskite compound in both spin-up and spin down directions. Thermodynamic stability was confirmed in a wide pressure range set to 30 GPa. Both scalar and full relativistic calculations are used to estimate the spin-orbit effect. The topological distribution of the charge density and the net effective charge of each atom are studied based on the Quantum Theory of Atoms in Molecules (QTAIM) as implemented in Bader code, Besides this, the different QTAIM atomic basins descriptors such as electron density ?(b), Laplacian of the electron density ?(2)?(b), potential electronic energy density V-b, kinetic electronic energy density G(b) and density of the total electronic energy Hb at bond critical points (BCPs) are estimated using CRITIC2 software where the ionic type for Dy-O, Co-O, and Mn-O bonds are evaluated. Holes and electrons have different effective masses, their thermoelectric properties appear high figure of merit (ZT) exceeding 0.5 for temperatures greater than 500 K in the negative chemical potential region, suggesting that doping with holes might be more favorable for thermoelectric efficiency than doping with electrons.",0,1286,exact_unique,exported_paper_block_not_verified_atomic_claim,Core-claim first pass; full abstract retained as evidence; not exhaustive.,1089,13246,fb1966c601b760272abeb727063e0444032a3620f289a10c5cfe785550381b2d,not_reviewed,txt_reconstruction_v1_19f1c2edac18
iTE:P1173:claim_block,P1173,iTE,"The electrochemical Seebeck coefficient (alpha) of Fe2+/Fe3+ in acetone-methanol (MeOH) mixed solution was systematically investigated against the acetone molar ratio (n) and molar ratio of Fe3+ to Fe (n (Fe3+)). At n (Fe3+) = 0.75, alpha monotonously increases with increase in n from 0.3 mV K-1 at n = 0.00 to 3.4 mV K-1 at n = 1.00. At n (Fe3+) = 0.50 and 0.25, we found anomalous dip structures in the n-alpha plot at n approximate to 0.9 and 0.4, respectively. Based on a spectroscopic investigation, we interpreted the observed dip structures in terms of the transition state between the FeCl4-active and FeL (6)-active regions.",0,634,exact_unique,exported_paper_block_not_verified_atomic_claim,Electrochemical Seebeck nonmonotonic composition dependence.,1090,13257,4496f934b4ae37fb0d007ccd90104f51e939811af60c1afa9966f2918589beba,not_reviewed,txt_reconstruction_v1_19f1c2edac18
